REF_DATE,GEO,Full-time educators,Part-time educators,"Total, work status",Education price index (EPI),Fees and contractual services sub-index,Instructional supplies sub-index,Non-salary sub-index,Non-teaching salaries sub-index,Salaries and wages sub-index,"School facilities, supplies and services sub-index",Teachers' salaries sub-index,Teachers salaries,Total expenditures,Total operating expenditures,Extended-time,On-time,College,Elementary and/or High School,University
01-01-1980,Nova Scotia,,,,62.14,60.57,66.73,63.69,55.27,61.94,65.86,62.82,,,,,,,,
01-01-1980,Ontario,,,,64.67,60.55,66.73,63.29,56.79,65.04,63.64,66.29,90113.0,174140.0,164308.0,,,,,
01-01-1980,Prince Edward Island,,,,66.75,60.7,66.73,65.8,57.72,66.88,68.05,68.18,,,,,,,,
01-01-1980,Quebec,,,,71.06,60.17,66.73,62.57,55.96,73.26,65.29,75.24,135247.0,254577.0,245414.0,,,,,
01-01-1980,Saskatchewan,,,,65.69,60.83,66.73,62.03,56.84,66.79,59.36,68.13,2773.0,8564.0,7781.0,,,,,
01-01-1981,Alberta,,,,75.62,67.57,76.53,74.44,67.21,75.87,79.47,77.4,13511.0,28129.0,24444.0,,,,,
01-01-1981,British Columbia,,,,77.79,67.75,76.53,75.45,67.69,78.16,76.16,80.28,32662.0,59838.0,54179.0,,,,,
01-01-1981,Canada,,,,75.03,68.1,76.53,73.82,67.37,75.29,79.01,76.42,314082.0,597984.0,566752.0,,,,,
01-01-1981,Manitoba,,,,73.65,67.61,76.53,76.12,67.84,73.19,80.24,74.09,9608.0,18376.0,17023.0,,,,,
01-01-1981,New Brunswick,,,,71.57,67.84,76.53,77.74,67.61,70.6,82.91,71.19,,,,,,,,
01-01-1981,Newfoundland and Labrador,,,,79.33,67.76,76.53,73.65,68.74,80.53,81.27,81.34,,,,,,,,
01-01-1981,Nova Scotia,,,,70.32,68.85,76.53,75.35,65.82,69.61,81.63,70.13,,,,,,,,
01-01-1981,Ontario,,,,72.17,67.99,76.53,74.18,67.63,71.76,78.88,72.34,106246.0,202981.0,192526.0,,,,,
01-01-1981,Prince Edward Island,,,,74.32,68.01,76.53,78.15,68.74,73.68,84.35,74.54,,,,,,,,
01-01-1981,Quebec,,,,78.93,68.32,76.53,72.34,66.64,80.55,80.93,82.05,144498.0,269993.0,261336.0,,,,,
01-01-1981,Saskatchewan,,,,74.44,68.0,76.53,72.1,67.7,75.13,73.79,76.15,3504.0,10838.0,9848.0,,,,,
01-01-1982,Alberta,,,,87.38,77.0,85.01,84.39,80.92,88.01,91.31,89.25,14468.0,29538.0,26180.0,,,,,
01-01-1982,British Columbia,,,,91.33,77.2,85.01,85.66,81.63,92.24,87.84,94.38,37998.0,67910.0,61795.0,,,,,
01-01-1982,Canada,,,,85.02,77.59,85.01,83.28,81.27,85.39,89.42,85.98,352303.0,665800.0,630180.0,,,,,
01-01-1982,Manitoba,,,,83.71,77.04,85.01,84.91,81.61,83.47,89.04,83.79,12165.0,22603.0,21355.0,,,,,
01-01-1982,New Brunswick,,,,83.85,77.3,85.01,86.77,83.02,83.39,91.93,83.46,,,,,,,,
01-01-1982,Newfoundland and Labrador,,,,88.74,77.2,85.01,83.12,82.87,89.93,91.17,90.41,,,,,,,,
01-01-1982,Nova Scotia,,,,78.83,78.41,85.01,84.28,79.51,78.07,90.11,77.87,,,,,,,,
01-01-1982,Ontario,,,,80.97,77.47,85.01,83.46,81.59,80.45,88.81,80.3,117630.0,222077.0,209533.0,,,,,
01-01-1982,Prince Edward Island,,,,84.45,77.49,85.01,88.92,82.87,83.71,96.76,83.85,,,,,,,,
01-01-1982,Quebec,,,,88.6,77.82,85.01,81.83,80.27,90.26,91.75,91.34,161919.0,302544.0,292844.0,,,,,
01-01-1982,Saskatchewan,,,,85.09,77.47,85.01,81.43,81.61,86.16,83.77,86.8,3975.0,12512.0,11348.0,,,,,
01-01-1983,Alberta,,,,91.07,82.39,88.9,89.23,88.13,91.46,96.45,92.04,21202.0,40360.0,36789.0,,,,,
01-01-1983,British Columbia,,,,95.42,82.54,88.9,91.02,88.97,96.12,94.34,97.57,43334.0,76083.0,69412.0,,,,,
01-01-1983,Canada,,,,89.59,82.82,88.9,88.45,88.55,89.84,95.79,90.03,396505.0,741259.0,701694.0,,,,,
01-01-1983,Manitoba,,,,90.54,82.42,88.9,90.0,88.93,90.64,95.23,90.92,12933.0,23506.0,22545.0,,,,,
01-01-1983,New Brunswick,,,,90.2,82.61,88.9,92.3,90.18,89.87,98.15,89.82,,,,,,,,
01-01-1983,Newfoundland and Labrador,,,,93.84,82.54,88.9,88.41,90.28,94.98,96.94,95.31,,,,,,,,
01-01-1983,Nova Scotia,,,,88.07,83.41,88.9,90.98,86.59,87.67,100.08,87.81,,,,,,,,
01-01-1983,Ontario,,,,88.11,82.74,88.9,88.64,88.93,88.0,95.35,87.87,131017.0,243083.0,228342.0,,,,,
01-01-1983,Prince Edward Island,,,,90.86,82.75,88.9,94.02,90.28,90.33,102.29,90.34,,,,,,,,
01-01-1983,Quebec,,,,88.43,82.98,88.9,86.89,87.46,88.8,97.94,88.96,179385.0,335181.0,324434.0,,,,,
01-01-1983,Saskatchewan,,,,91.08,82.73,88.9,86.52,88.88,92.42,89.79,92.9,4532.0,14455.0,13091.0,,,,,
01-01-1984,Alberta,,,,93.56,89.08,94.28,94.57,92.58,93.35,100.38,93.5,23069.0,42701.0,39016.0,,,,,
01-01-1984,British Columbia,,,,96.73,89.12,94.28,95.69,93.4,96.9,98.07,97.61,46602.0,82000.0,76130.0,,,,,
01-01-1984,Canada,,,,93.56,89.21,94.28,93.96,92.99,93.48,100.21,93.55,421588.0,788699.0,750397.0,,,,,
01-01-1984,Manitoba,,,,95.06,89.09,94.28,95.38,93.49,94.99,99.91,95.24,13435.0,25431.0,24300.0,,,,,
01-01-1984,New Brunswick,,,,93.19,89.15,94.28,97.59,94.71,92.49,102.83,92.06,,,,,,,,
01-01-1984,Newfoundland and Labrador,,,,97.16,89.13,94.28,94.12,94.79,97.8,101.5,98.01,,,,,,,,
01-01-1984,Nova Scotia,,,,91.68,89.38,94.28,96.99,90.94,90.94,106.44,90.94,,,,,,,,
01-01-1984,Ontario,,,,92.28,89.18,94.28,94.18,93.37,91.88,99.99,91.67,142536.0,266245.0,252087.0,,,,,
01-01-1984,Prince Edward Island,,,,93.14,89.19,94.28,99.37,94.79,92.11,107.03,91.63,,,,,,,,
01-01-1984,Quebec,,,,93.76,89.26,94.28,92.63,91.84,94.05,102.28,94.29,186679.0,348810.0,337627.0,,,,,
01-01-1984,Saskatchewan,,,,95.03,89.18,94.28,91.98,93.37,95.92,93.85,96.28,4875.0,15717.0,13684.0,,,,,
01-01-1985,Alberta,,,,96.61,92.55,97.51,97.97,96.05,96.33,103.87,96.38,26584.0,48076.0,45374.0,,,,,
01-01-1985,British Columbia,,,,98.69,92.55,97.51,98.97,96.95,98.63,101.36,98.98,54317.0,98664.0,91183.0,,,,,
01-01-1985,Canada,,,,96.53,92.56,97.51,97.7,96.5,96.29,105.02,96.26,459986.0,877392.0,830009.0,,,,,
01-01-1985,Manitoba,,,,97.53,92.56,97.51,99.11,96.91,97.23,104.31,97.27,14484.0,27892.0,26462.0,,,,,
01-01-1985,New Brunswick,,,,95.91,92.56,97.51,101.99,98.3,94.96,108.13,94.31,,,,,,,,
01-01-1985,Newfoundland and Labrador,,,,98.15,92.55,97.51,98.74,98.3,98.03,108.44,98.01,,,,,,,,
01-01-1985,Nova Scotia,,,,96.93,92.58,97.51,100.61,94.33,96.43,110.72,96.7,,,,,,,,
01-01-1985,Ontario,,,,95.92,92.55,97.51,98.16,96.91,95.46,105.51,95.26,139962.0,276240.0,256196.0,,,,,
01-01-1985,Prince Edward Island,,,,96.65,92.56,97.51,103.94,98.3,95.44,112.8,94.93,,,,,,,,
01-01-1985,Quebec,,,,96.31,92.57,97.51,96.06,95.3,96.37,106.48,96.48,214844.0,401436.0,388565.0,,,,,
01-01-1985,Saskatchewan,,,,96.39,92.56,97.51,96.51,96.92,96.36,101.4,96.28,4948.0,16710.0,14109.0,,,,,
01-01-1986,Alberta,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29765.0,53828.0,50803.0,,,,,
01-01-1986,British Columbia,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62111.0,112820.0,104266.0,,,,,
01-01-1986,Canada,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,484361.0,922369.0,873010.0,,,,,
01-01-1986,Manitoba,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16085.0,30976.0,29388.0,,,,,
01-01-1986,New Brunswick,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,
01-01-1986,Newfoundland and Labrador,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,
01-01-1986,Nova Scotia,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,
01-01-1986,Ontario,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,134080.0,264631.0,245429.0,,,,,
01-01-1986,Prince Edward Island,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,
01-01-1986,Quebec,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,231586.0,432718.0,418844.0,,,,,
01-01-1986,Saskatchewan,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5362.0,18108.0,15289.0,,,,,
01-01-1987,Alberta,,,,102.46,105.68,103.19,102.89,102.96,102.36,99.81,102.25,30827.0,57005.0,53227.0,,,,,
01-01-1987,British Columbia,,,,102.73,106.08,103.19,101.62,103.87,102.9,99.55,102.71,71569.0,132587.0,119281.0,,,,,
01-01-1987,Canada,,,,103.74,106.85,103.19,103.7,104.28,103.75,99.83,103.67,510535.0,979041.0,921087.0,,,,,
01-01-1987,Manitoba,,,,103.23,105.76,103.19,102.73,103.56,103.32,100.63,103.28,16963.0,32932.0,30089.0,,,,,
01-01-1987,New Brunswick,,,,103.46,106.28,103.19,101.36,104.73,103.79,98.37,103.62,,,,,,,,
01-01-1987,Newfoundland and Labrador,,,,105.22,106.08,103.19,103.07,105.82,105.67,98.55,105.66,,,,,,,,
01-01-1987,Nova Scotia,,,,102.78,108.49,103.19,103.5,104.73,102.69,98.37,102.42,,,,,,,,
01-01-1987,Ontario,,,,104.47,106.62,103.19,103.47,105.13,104.69,100.06,104.63,131454.0,264134.0,243756.0,,,,,
01-01-1987,Prince Edward Island,,,,102.94,106.65,103.19,100.71,105.82,103.33,96.43,102.88,,,,,,,,
01-01-1987,Quebec,,,,103.97,107.31,103.19,105.08,103.66,103.69,99.75,103.7,248321.0,463990.0,449113.0,,,,,
01-01-1987,Saskatchewan,,,,101.26,106.62,103.19,104.17,103.34,100.4,101.47,100.0,5945.0,18794.0,16542.0,,,,,
01-01-1988,Alberta,,,,105.34,112.0,111.76,107.89,107.99,104.8,100.23,104.24,47161.0,89236.0,82422.0,,,,,
01-01-1988,British Columbia,,,,107.27,112.52,111.76,105.97,108.94,107.47,100.26,107.18,76029.0,143665.0,125728.0,,,,,
01-01-1988,Canada,,,,108.54,113.54,111.76,109.23,109.42,108.4,100.71,108.25,598268.0,1158854.0,1081914.0,,,,,
01-01-1988,Manitoba,,,,107.6,112.11,111.76,108.18,108.59,107.49,102.3,107.31,20730.0,40599.0,35673.0,,,,,
01-01-1988,New Brunswick,,,,108.19,112.79,111.76,104.63,109.82,108.75,98.17,108.55,,,,,,,,
01-01-1988,Newfoundland and Labrador,,,,111.53,112.53,111.76,108.1,116.54,112.26,100.06,111.97,,,,,,,,
01-01-1988,Nova Scotia,,,,106.65,115.68,111.76,108.11,109.82,106.45,98.18,105.99,,,,,,,,
01-01-1988,Ontario,,,,109.84,113.24,111.76,109.17,110.21,109.98,101.48,109.95,173577.0,355049.0,326032.0,,,,,
01-01-1988,Prince Edward Island,,,,112.06,114.64,111.76,104.99,116.54,113.25,97.64,112.66,,,,,,,,
01-01-1988,Quebec,,,,109.05,114.13,111.76,111.08,108.69,108.55,99.4,108.53,268760.0,502180.0,486078.0,,,,,
01-01-1988,Saskatchewan,,,,103.79,113.23,111.76,110.13,108.26,101.92,103.84,101.05,5617.0,16676.0,15402.0,,,,,
01-01-1989,Alberta,,,,109.48,118.33,120.1,113.21,112.35,108.68,101.76,108.03,45958.0,87937.0,80124.0,,,,,
01-01-1989,British Columbia,,,,113.87,119.02,120.1,110.4,113.31,114.42,101.29,114.64,92408.0,171357.0,152861.0,,,,,
01-01-1989,Canada,,,,113.78,120.35,120.1,115.19,114.23,113.48,103.1,113.37,653250.0,1255742.0,1177033.0,,,,,
01-01-1989,Manitoba,,,,111.66,118.48,120.1,113.76,112.97,111.26,104.53,110.97,22949.0,44724.0,39681.0,,,,,
01-01-1989,New Brunswick,,,,112.0,119.37,120.1,108.84,114.26,112.5,99.77,112.16,,,,,,,,
01-01-1989,Newfoundland and Labrador,,,,115.95,119.04,120.1,112.9,121.25,116.6,100.93,116.28,,,,,,,,
01-01-1989,Nova Scotia,,,,111.43,123.14,120.1,113.58,114.26,111.14,100.07,110.71,,,,,,,,
01-01-1989,Ontario,,,,115.29,119.96,120.1,115.12,114.86,115.33,103.89,115.39,194172.0,390266.0,361768.0,,,,,
01-01-1989,Prince Edward Island,,,,115.37,120.0,120.1,108.9,121.25,116.46,98.18,115.62,,,,,,,,
01-01-1989,Quebec,,,,114.06,121.13,120.1,118.0,114.71,113.1,104.16,112.92,285058.0,532631.0,515555.0,,,,,
01-01-1989,Saskatchewan,,,,110.0,119.95,120.1,115.88,112.6,108.26,105.52,107.68,6062.0,16782.0,15680.0,,,,,
01-01-1990,Alberta,,,,114.89,125.38,125.8,118.29,117.43,114.14,104.42,113.53,43590.0,84362.0,75814.0,,,,,
01-01-1990,British Columbia,,,,120.37,123.96,125.8,114.48,117.83,121.27,103.52,121.91,111356.0,202711.0,184258.0,,,,,
01-01-1990,Canada,,,,119.87,127.15,125.8,120.58,118.88,119.71,106.18,119.8,704671.0,1342531.0,1264426.0,,,,,
01-01-1990,Manitoba,,,,117.03,125.93,125.8,118.35,118.14,116.78,106.8,116.54,24291.0,47121.0,42212.0,,,,,
01-01-1990,New Brunswick,,,,117.0,126.87,125.8,114.57,118.65,117.34,103.89,117.07,,,,,,,,
01-01-1990,Newfoundland and Labrador,,,,120.88,126.37,125.8,119.4,125.91,121.29,106.92,120.97,,,,,,,,
01-01-1990,Nova Scotia,,,,116.75,129.75,125.8,119.32,118.65,116.41,105.08,116.08,,,,,,,,
01-01-1990,Ontario,,,,121.99,126.97,125.8,120.64,119.33,122.29,107.09,122.65,210853.0,416475.0,389686.0,,,,,
01-01-1990,Prince Edward Island,,,,121.42,126.67,125.8,115.36,125.91,122.47,104.64,121.86,,,,,,,,
01-01-1990,Quebec,,,,119.86,127.76,125.8,123.68,119.66,118.93,107.24,118.84,302050.0,564381.0,546287.0,,,,,
01-01-1990,Saskatchewan,,,,114.47,126.42,125.8,120.65,116.94,112.65,106.93,112.07,5909.0,15290.0,14450.0,,,,,
01-01-1991,Alberta,,,,120.7,135.07,130.64,125.78,120.18,119.63,111.82,119.33,45360.0,88812.0,78704.0,,,,,
01-01-1991,British Columbia,,,,128.46,128.43,130.64,119.38,120.16,129.83,109.03,131.6,129340.0,231224.0,214083.0,,,,,
01-01-1991,Canada,,,,126.27,136.11,130.64,127.69,121.21,125.96,112.99,126.52,752076.0,1419680.0,1343906.0,,,,,
01-01-1991,Manitoba,,,,122.47,136.62,130.64,124.74,120.95,122.03,113.04,122.16,26256.0,50716.0,45868.0,,,,,
01-01-1991,New Brunswick,,,,122.23,137.62,130.64,122.7,120.87,121.97,110.89,122.07,,,,,,,,
01-01-1991,Newfoundland and Labrador,,,,126.44,136.73,130.64,126.91,128.26,126.56,113.11,126.44,,,,,,,,
01-01-1991,Nova Scotia,,,,122.4,138.06,130.64,125.75,120.87,121.97,110.99,122.05,,,,,,,,
01-01-1991,Ontario,,,,129.15,136.48,130.64,128.0,121.57,129.41,114.41,130.34,218546.0,424269.0,400670.0,,,,,
01-01-1991,Prince Edward Island,,,,128.12,135.35,130.64,122.65,128.26,129.11,111.89,129.22,,,,,,,,
01-01-1991,Quebec,,,,125.03,136.25,130.64,131.11,121.9,123.55,114.45,123.72,320029.0,597975.0,578801.0,,,,,
01-01-1991,Saskatchewan,,,,119.44,134.61,130.64,126.33,119.14,117.43,110.09,117.13,5912.0,14335.0,13701.0,,,,,
01-01-1992,Alberta,,,,125.97,147.26,122.25,128.35,121.72,125.41,113.86,125.61,46281.0,91142.0,81595.0,,,,,
01-01-1992,British Columbia,,,,133.39,136.18,122.25,119.03,121.68,135.54,110.26,138.07,141540.0,259027.0,236311.0,,,,,
01-01-1992,Canada,,,,130.65,147.74,122.25,130.73,122.74,130.62,115.42,131.57,800992.0,1525029.0,1441139.0,,,,,
01-01-1992,Manitoba,,,,124.3,149.66,122.25,123.84,122.47,124.38,114.27,124.62,28915.0,54510.0,50407.0,,,,,
01-01-1992,New Brunswick,,,,123.56,150.75,122.25,126.52,122.38,122.79,109.26,122.78,,,,,,,,
01-01-1992,Newfoundland and Labrador,,,,127.45,149.52,122.25,129.96,129.86,127.25,113.47,127.07,,,,,,,,
01-01-1992,Nova Scotia,,,,125.45,149.23,122.25,126.96,122.38,125.23,111.17,125.51,,,,,,,,
01-01-1992,Ontario,,,,134.93,148.57,122.25,131.21,123.1,135.75,118.46,137.24,238974.0,472459.0,445930.0,,,,,
01-01-1992,Prince Edward Island,,,,131.6,146.73,122.25,124.43,129.86,132.82,112.28,133.29,,,,,,,,
01-01-1992,Quebec,,,,128.15,147.5,122.25,135.85,123.43,126.27,116.18,126.58,331439.0,617964.0,598270.0,,,,,
01-01-1992,Saskatchewan,,,,119.95,145.57,122.25,128.37,120.63,117.58,111.26,117.13,6714.0,16134.0,15353.0,,,,,
01-01-1993,Alberta,,,,129.1,152.58,124.11,130.87,123.83,128.66,114.2,128.98,51807.0,102637.0,92819.0,,,,,
01-01-1993,British Columbia,,,,135.65,141.09,124.11,121.51,123.79,137.77,111.74,140.32,149308.0,279796.0,251464.0,,,,,
01-01-1993,Canada,,,,133.11,153.08,124.11,133.84,124.85,132.95,116.67,133.92,841163.0,1616354.0,1524444.0,,,,,
01-01-1993,Manitoba,,,,126.47,155.07,124.11,125.62,124.56,126.62,114.52,126.88,32510.0,59850.0,56560.0,,,,,
01-01-1993,New Brunswick,,,,125.33,156.19,124.11,128.63,124.46,124.49,107.9,124.41,,,,,,,,
01-01-1993,Newfoundland and Labrador,,,,127.77,154.92,124.11,131.5,132.07,127.39,111.61,127.07,,,,,,,,
01-01-1993,Nova Scotia,,,,125.63,154.62,124.11,126.75,124.46,125.45,106.16,125.51,,,,,,,,
01-01-1993,Ontario,,,,137.37,153.93,124.11,134.66,125.22,137.97,121.07,139.48,249375.0,502188.0,473724.0,,,,,
01-01-1993,Prince Edward Island,,,,132.08,152.03,124.11,126.11,132.07,133.14,112.21,133.29,,,,,,,,
01-01-1993,Quebec,,,,131.52,152.83,124.11,139.45,125.54,129.59,117.08,130.02,342910.0,637990.0,617778.0,,,,,
01-01-1993,Saskatchewan,,,,120.7,150.83,124.11,131.43,122.68,117.78,112.63,117.13,7842.0,18684.0,17701.0,,,,,
01-01-1994,Alberta,,,,127.91,154.88,133.97,134.69,123.83,126.51,114.66,126.58,60174.0,119957.0,109573.0,,,,,
01-01-1994,British Columbia,,,,137.52,143.61,133.97,126.2,123.79,139.23,113.51,142.05,158791.0,304796.0,269795.0,,,,,
01-01-1994,Canada,,,,134.26,155.45,133.97,137.94,124.85,133.49,117.4,134.53,882465.0,1713022.0,1611887.0,,,,,
01-01-1994,Manitoba,,,,129.33,157.33,133.97,130.5,124.56,129.11,115.29,129.74,35435.0,63740.0,61531.0,,,,,
01-01-1994,New Brunswick,,,,127.05,158.48,133.97,131.73,124.46,125.92,109.52,126.07,,,,,,,,
01-01-1994,Newfoundland and Labrador,,,,128.24,157.21,133.97,135.0,132.07,127.39,112.97,127.07,,,,,,,,
01-01-1994,Nova Scotia,,,,126.44,157.08,133.97,130.1,124.46,125.97,106.29,126.09,,,,,,,,
01-01-1994,Ontario,,,,138.72,156.28,133.97,138.88,125.22,138.69,121.4,140.27,261413.0,536302.0,505625.0,,,,,
01-01-1994,Prince Edward Island,,,,127.91,154.4,133.97,127.78,132.07,128.22,111.02,127.53,,,,,,,,
01-01-1994,Quebec,,,,132.5,155.24,133.97,143.29,125.54,129.88,118.15,130.34,349829.0,649497.0,629042.0,,,,,
01-01-1994,Saskatchewan,,,,123.71,153.22,133.97,135.89,122.68,120.44,113.99,120.07,9157.0,21631.0,20401.0,,,,,
01-01-1995,Alberta,,,,128.65,158.8,200.28,154.7,123.83,123.6,113.21,123.33,60927.0,119799.0,110339.0,,,11.0,7.0,15.0
01-01-1995,British Columbia,,,,140.88,146.61,200.28,148.98,123.79,139.75,111.87,142.66,172056.0,327109.0,293335.0,,,15.0,5.0,16.0
01-01-1995,Canada,,,,137.53,159.28,200.28,158.5,124.85,133.18,115.54,134.18,902654.0,1796166.0,1682286.0,,,15.0,9.0,19.0
01-01-1995,Manitoba,,,,133.77,161.44,200.28,158.62,124.56,129.13,113.27,129.77,37199.0,69853.0,65943.0,,,5.0,7.0,20.0
01-01-1995,New Brunswick,,,,129.55,162.61,200.28,143.74,124.46,126.47,110.28,126.69,,,,,,8.0,6.0,19.0
01-01-1995,Newfoundland and Labrador,,,,130.17,161.26,200.28,150.31,132.07,127.25,112.8,126.92,,,,,,13.0,5.0,21.0
01-01-1995,Nova Scotia,,,,125.81,160.84,200.28,148.39,124.46,123.14,106.12,122.93,,,,,,7.0,10.0,22.0
01-01-1995,Ontario,,,,142.8,160.2,200.28,161.25,125.22,138.75,118.97,140.35,272341.0,572172.0,534208.0,,,15.0,13.0,21.0
01-01-1995,Prince Edward Island,,,,126.1,158.18,200.28,139.57,132.07,124.65,109.75,123.36,,,,,,7.0,6.0,22.0
01-01-1995,Quebec,,,,135.8,158.99,200.28,160.14,125.54,129.88,116.09,130.34,342071.0,663613.0,638714.0,,,22.0,5.0,17.0
01-01-1995,Saskatchewan,,,,127.9,156.9,200.28,157.73,122.68,120.44,112.21,120.07,9494.0,23777.0,21570.0,,,5.0,7.0,22.0
01-01-1996,Alberta,,,,130.16,169.03,190.06,156.21,123.83,125.11,115.66,125.01,64017.0,124173.0,115313.0,,,,,
01-01-1996,British Columbia,,,,141.53,151.95,190.06,147.76,123.79,140.67,114.13,143.75,187973.0,354033.0,321584.0,,,,,
01-01-1996,Canada,,,,138.2,168.83,190.06,160.13,124.85,133.64,117.9,134.7,924014.0,1883974.0,1755816.0,,,,,
01-01-1996,Manitoba,,,,133.56,172.59,190.06,157.16,124.56,129.15,116.08,129.79,37843.0,74249.0,68510.0,,,,,
01-01-1996,New Brunswick,,,,131.75,173.83,190.06,147.67,124.46,128.31,111.74,128.82,,,,,,,,
01-01-1996,Newfoundland and Labrador,,,,130.5,172.11,190.06,152.77,132.07,127.25,114.28,126.92,,,,,,,,
01-01-1996,Nova Scotia,,,,125.88,169.82,190.06,149.07,124.46,123.14,107.59,122.93,,,,,,,,
01-01-1996,Ontario,,,,143.31,170.26,190.06,162.64,125.22,139.06,121.47,140.7,284971.0,613315.0,567010.0,,,,,
01-01-1996,Prince Edward Island,,,,130.68,167.46,190.06,139.75,132.07,129.8,108.87,129.39,,,,,,,,
01-01-1996,Quebec,,,,136.44,168.12,190.06,163.44,125.54,129.88,118.6,130.34,329540.0,668600.0,639483.0,,,,,
01-01-1996,Saskatchewan,,,,128.54,165.73,190.06,158.75,122.68,120.99,114.75,120.68,9824.0,26127.0,22762.0,,,,,
01-01-1997,Alberta,,,,131.8,174.55,186.37,158.95,125.26,126.54,120.8,126.44,64649.0,123728.0,115839.0,,,,,
01-01-1997,British Columbia,,,,142.21,156.6,186.37,149.03,125.21,141.27,117.61,144.2,195985.0,365747.0,336467.0,,,,,
01-01-1997,Canada,,,,139.31,174.29,186.37,162.54,126.66,134.49,122.16,135.43,935204.0,1953892.0,1812439.0,,,,,
01-01-1997,Manitoba,,,,135.08,178.28,186.37,158.06,129.27,130.79,119.77,130.97,37419.0,76778.0,69206.0,,,,,
01-01-1997,New Brunswick,,,,133.95,179.56,186.37,152.6,127.0,129.95,119.39,130.32,,,,,,,,
01-01-1997,Newfoundland and Labrador,,,,131.3,177.77,186.37,157.59,134.77,127.42,122.34,126.92,,,,,,,,
01-01-1997,Nova Scotia,,,,126.65,175.26,186.37,151.77,127.0,123.69,112.08,123.23,,,,,,,,
01-01-1997,Ontario,,,,143.85,175.8,186.37,164.61,126.68,139.3,124.96,140.79,296413.0,653700.0,598363.0,,,,,
01-01-1997,Prince Edward Island,,,,134.1,172.86,186.37,144.64,134.77,133.04,116.03,132.72,,,,,,,,
01-01-1997,Quebec,,,,138.14,173.52,186.37,166.71,126.99,131.2,123.6,131.65,319620.0,678818.0,645167.0,,,,,
01-01-1997,Saskatchewan,,,,131.51,171.05,186.37,160.64,127.19,124.2,118.03,123.75,10272.0,29070.0,24281.0,,,,,
01-01-1998,Alberta,,,,134.1,177.49,182.14,157.4,128.07,129.57,117.09,129.49,77837.0,150661.0,140729.0,,,,,
01-01-1998,British Columbia,,,,143.54,159.32,182.14,148.74,128.02,142.83,118.77,145.53,210432.0,397905.0,363116.0,,,,,
01-01-1998,Canada,,,,140.61,177.25,182.14,162.55,130.02,136.06,122.3,136.78,1005336.0,2107238.0,1950076.0,,,,,
01-01-1998,Manitoba,,,,137.3,181.27,182.14,157.38,136.68,133.54,121.28,133.03,41326.0,82130.0,75315.0,,,,,
01-01-1998,New Brunswick,,,,135.63,182.58,182.14,151.82,131.37,132.13,115.65,132.17,,,,,,,,
01-01-1998,Newfoundland and Labrador,,,,132.5,180.76,182.14,155.82,139.41,129.09,117.84,128.39,,,,,,,,
01-01-1998,Nova Scotia,,,,130.37,178.24,182.14,149.6,131.37,128.1,107.8,127.64,,,,,,,,
01-01-1998,Ontario,,,,144.48,178.77,182.14,164.73,129.54,140.04,126.06,141.28,321974.0,716188.0,652626.0,,,,,
01-01-1998,Prince Edward Island,,,,135.97,175.79,182.14,141.15,139.41,135.61,109.86,134.93,,,,,,,,
01-01-1998,Quebec,,,,139.52,176.47,182.14,167.7,129.85,132.67,125.04,132.96,330694.0,700375.0,665356.0,,,,,
01-01-1998,Saskatchewan,,,,133.94,173.96,182.14,160.88,134.31,127.14,119.48,126.24,10400.0,30465.0,26893.0,,,,,
01-01-1999,Alberta,,,,139.9,181.57,188.14,162.41,130.81,135.51,122.15,135.8,90081.0,176359.0,164352.0,,,,,
01-01-1999,British Columbia,,,,144.64,162.97,188.14,153.15,130.73,143.45,122.49,145.77,215651.0,413204.0,374028.0,,,,,
01-01-1999,Canada,,,,143.88,181.32,188.14,167.15,132.91,139.05,126.23,139.78,1067201.0,2247119.0,2074932.0,,,,,
01-01-1999,Manitoba,,,,139.87,185.45,188.14,162.15,139.61,135.71,125.0,135.08,44384.0,85469.0,79714.0,,,,,
01-01-1999,New Brunswick,,,,138.07,186.78,188.14,155.89,134.2,134.23,119.11,134.16,,,,,,,,
01-01-1999,Newfoundland and Labrador,,,,134.45,184.92,188.14,160.05,142.41,130.69,121.15,129.9,,,,,,,,
01-01-1999,Nova Scotia,,,,133.85,182.34,188.14,153.79,134.2,131.49,110.9,131.1,,,,,,,,
01-01-1999,Ontario,,,,146.45,182.89,188.14,169.34,132.57,141.42,129.83,142.47,347735.0,780215.0,707772.0,,,,,
01-01-1999,Prince Edward Island,,,,139.57,179.84,188.14,145.34,142.41,139.15,113.49,138.56,,,,,,,,
