REF_DATE,GEO,Full-time educators,Part-time educators,"Total, work status",Education price index (EPI),Fees and contractual services sub-index,Instructional supplies sub-index,Non-salary sub-index,Non-teaching salaries sub-index,Salaries and wages sub-index,"School facilities, supplies and services sub-index",Teachers' salaries sub-index,Teachers salaries,Total expenditures,Total operating expenditures,Extended-time,On-time,College,Elementary and/or High School,University
01-01-1999,Quebec,,,,145.6,180.53,188.14,172.25,132.64,139.12,129.2,139.81,344780.0,728188.0,691473.0,,,,,
01-01-1999,Saskatchewan,,,,136.9,177.96,188.14,165.44,137.19,129.71,123.25,128.77,10512.0,32329.0,30074.0,,,,,
01-01-2000,Alberta,,,,145.21,187.67,205.06,172.18,134.24,139.97,129.67,140.38,100512.0,199037.0,185058.0,,,14.0,6.0,14.0
01-01-2000,British Columbia,,,,148.29,168.34,205.06,163.63,134.14,146.11,131.25,148.3,215469.0,418399.0,375645.0,,,17.0,6.0,16.0
01-01-2000,Canada,,,,148.31,187.39,205.06,177.55,137.8,142.24,136.18,142.77,1108474.0,2345484.0,2161315.0,,,15.0,9.0,19.0
01-01-2000,Manitoba,,,,143.67,191.69,205.06,174.16,143.26,137.98,134.17,137.15,46236.0,86308.0,81847.0,,,7.0,6.0,23.0
01-01-2000,New Brunswick,,,,142.87,193.07,205.06,166.7,139.78,137.8,133.31,137.41,,,,,,10.0,6.0,19.0
01-01-2000,Newfoundland and Labrador,,,,138.52,191.14,205.06,172.31,148.33,133.5,135.82,132.5,,,,,,13.0,6.0,25.0
01-01-2000,Nova Scotia,,,,137.57,188.43,205.06,166.52,139.78,134.16,125.14,133.42,,,,,,9.0,8.0,25.0
01-01-2000,Ontario,,,,150.18,189.02,205.06,179.93,138.14,143.65,139.58,144.31,363578.0,822942.0,743149.0,,,15.0,13.0,20.0
01-01-2000,Prince Edward Island,,,,143.23,185.85,205.06,157.88,148.33,141.66,127.46,140.5,,,,,,12.0,6.0,23.0
01-01-2000,Quebec,,,,151.2,186.56,205.06,181.82,138.16,143.75,139.79,144.35,356614.0,751134.0,712944.0,,,20.0,6.0,18.0
01-01-2000,Saskatchewan,,,,143.42,183.9,205.06,175.8,140.78,135.31,132.5,134.58,10258.0,33682.0,32933.0,,,7.0,7.0,24.0
01-01-2001,Alberta,,,,152.22,195.04,205.06,181.36,139.32,146.56,147.75,147.13,113809.0,225368.0,209540.0,,,,,
01-01-2001,British Columbia,,,,151.56,176.03,205.06,168.11,139.25,149.2,137.78,151.02,232699.0,451857.0,405684.0,,,,,
01-01-2001,Canada,,,,152.71,194.94,205.06,182.93,144.18,146.43,143.93,146.69,1216724.0,2575644.0,2372654.0,,,,,
01-01-2001,Manitoba,,,,148.95,199.02,205.06,179.1,148.69,143.31,143.2,142.46,50853.0,94926.0,90020.0,,,,,
01-01-2001,New Brunswick,,,,147.17,200.45,205.06,165.67,149.34,143.18,122.45,142.14,,,,,,,,
01-01-2001,Newfoundland and Labrador,,,,143.0,198.52,205.06,170.69,158.48,138.93,126.02,137.61,,,,,,,,
01-01-2001,Nova Scotia,,,,140.15,196.19,205.06,168.1,149.34,136.86,123.56,135.28,,,,,,,,
01-01-2001,Ontario,,,,154.06,196.51,205.06,185.44,143.37,147.17,148.81,147.62,409563.0,927028.0,837143.0,,,,,
01-01-2001,Prince Edward Island,,,,147.93,193.39,205.06,158.41,158.48,146.91,124.91,144.92,,,,,,,,
01-01-2001,Quebec,,,,156.07,194.18,205.06,187.43,147.61,148.45,145.98,148.53,381814.0,804214.0,763325.0,,,,,
01-01-2001,Saskatchewan,,,,147.73,191.46,205.06,181.05,146.11,139.37,140.3,138.5,10811.0,35498.0,34709.0,,,,,
01-01-2002,Alberta,26970.0,7788.0,34761.0,158.56,200.92,206.02,183.47,142.42,153.69,147.17,154.72,124919.0,247367.0,229994.0,,,,,
01-01-2002,British Columbia,28572.0,8577.0,37149.0,154.95,183.59,206.02,169.6,142.36,152.87,135.57,154.79,245399.0,476518.0,427825.0,,,,,
01-01-2002,Canada,283023.0,67599.0,350619.0,156.92,201.2,206.02,186.8,147.4,150.72,147.35,151.1,1297585.0,2748251.0,2530258.0,,,,,
01-01-2002,Manitoba,12042.0,2097.0,14139.0,152.79,204.6,206.02,179.27,152.0,147.84,140.4,147.17,53686.0,100212.0,95034.0,,,,,
01-01-2002,New Brunswick,7050.0,366.0,7416.0,152.02,206.08,206.02,172.43,152.67,147.64,133.12,146.78,,,,,,,,
01-01-2002,Newfoundland and Labrador,6066.0,1968.0,8037.0,150.64,204.25,206.02,177.05,162.01,146.78,135.3,145.75,,,,,,,,
01-01-2002,Nova Scotia,9594.0,,9594.0,144.99,202.86,206.02,170.93,152.67,141.93,124.87,140.56,,,,,,,,
01-01-2002,Ontario,115914.0,14913.0,130821.0,158.1,202.57,206.02,190.36,146.57,151.02,156.83,151.55,452073.0,1023249.0,924033.0,,,,,
01-01-2002,Prince Edward Island,1290.0,309.0,1599.0,152.54,199.71,206.02,163.65,162.01,151.46,130.84,149.63,,,,,,,,
01-01-2002,Quebec,63627.0,29457.0,93081.0,159.53,200.65,206.02,191.08,150.91,151.86,145.16,151.95,390213.0,821906.0,780117.0,,,,,
01-01-2002,Saskatchewan,10227.0,2124.0,12351.0,152.01,197.93,206.02,183.67,149.37,144.04,139.46,143.31,11148.0,36605.0,35791.0,,,,,
01-01-2003,Alberta,26631.0,10719.0,37350.0,165.04,210.24,206.0,195.14,144.49,159.19,170.22,160.62,,,,,,,,
01-01-2003,British Columbia,28005.0,8556.0,36564.0,159.0,196.16,206.0,177.17,144.42,156.4,146.89,158.6,,,,,,,,
01-01-2003,Canada,281517.0,70785.0,352302.0,162.2,211.22,206.0,195.01,149.52,155.39,161.3,156.09,,,,,,,,
01-01-2003,Manitoba,12207.0,2238.0,14445.0,157.37,213.33,206.0,185.52,154.21,152.11,152.05,151.75,,,,,,,,
01-01-2003,New Brunswick,7080.0,393.0,7473.0,156.69,214.89,206.0,178.63,154.86,151.99,139.18,151.45,,,,,,,,
01-01-2003,Newfoundland and Labrador,5850.0,2070.0,7920.0,158.39,213.25,206.0,183.14,164.34,154.8,141.7,154.15,,,,,,,,
01-01-2003,Nova Scotia,9612.0,,9612.0,149.55,213.64,206.0,176.7,154.86,146.35,130.5,145.24,,,,,,,,
01-01-2003,Ontario,115332.0,14580.0,129912.0,162.95,212.21,206.0,198.38,148.67,155.17,172.16,155.94,,,,,,,,
01-01-2003,Prince Edward Island,1329.0,261.0,1587.0,157.39,209.86,206.0,171.32,164.34,155.95,139.54,154.49,,,,,,,,
01-01-2003,Quebec,63555.0,29808.0,93360.0,165.6,211.06,206.0,199.46,153.07,157.36,156.89,157.82,,,,,,,,
01-01-2003,Saskatchewan,10218.0,2163.0,12381.0,158.08,208.37,206.0,191.4,151.53,149.7,151.88,149.35,,,,,,,,
01-01-2004,Alberta,28161.0,11229.0,39390.0,,,,,,,,,,,,,,,,
01-01-2004,British Columbia,27870.0,8460.0,36330.0,,,,,,,,,,,,,,,,
01-01-2004,Canada,284160.0,72186.0,356343.0,,,,,,,,,,,,,,,,
01-01-2004,Manitoba,12105.0,2172.0,14277.0,,,,,,,,,,,,,,,,
01-01-2004,New Brunswick,7137.0,375.0,7509.0,,,,,,,,,,,,,,,,
01-01-2004,Newfoundland and Labrador,5631.0,2106.0,7737.0,,,,,,,,,,,,,,,,
01-01-2004,Nova Scotia,9582.0,,9582.0,,,,,,,,,,,,,,,,
01-01-2004,Ontario,117537.0,15141.0,132675.0,,,,,,,,,,,,,,,,
01-01-2004,Prince Edward Island,1323.0,264.0,1587.0,,,,,,,,,,,,,,,,
01-01-2004,Quebec,62937.0,30267.0,93201.0,,,,,,,,,,,,,,,,
01-01-2004,Saskatchewan,10089.0,2172.0,12261.0,,,,,,,,,,,,,,,,
01-01-2005,Alberta,28758.0,11538.0,40293.0,,,,,,,,,,,,,,13.0,4.0,17.0
01-01-2005,British Columbia,28326.0,8559.0,36885.0,,,,,,,,,,,,,,17.0,6.0,21.0
01-01-2005,Canada,289398.0,73275.0,362673.0,,,,,,,,,,,,,,14.0,7.0,24.0
01-01-2005,Manitoba,12135.0,2076.0,14211.0,,,,,,,,,,,,,,8.0,6.0,28.0
01-01-2005,New Brunswick,7155.0,351.0,7509.0,,,,,,,,,,,,,,8.0,6.0,27.0
01-01-2005,Newfoundland and Labrador,5448.0,1872.0,7317.0,,,,,,,,,,,,,,11.0,5.0,28.0
01-01-2005,Nova Scotia,9708.0,,9708.0,,,,,,,,,,,,,,7.0,7.0,30.0
01-01-2005,Ontario,122238.0,15648.0,137889.0,,,,,,,,,,,,,,14.0,9.0,28.0
01-01-2005,Prince Edward Island,1299.0,240.0,1542.0,,,,,,,,,,,,,,8.0,6.0,27.0
01-01-2005,Quebec,62331.0,30942.0,93273.0,,,,,,,,,,,,,,18.0,6.0,21.0
01-01-2005,Saskatchewan,10122.0,2049.0,12171.0,,,,,,,,,,,,,,6.0,6.0,26.0
01-01-2006,Alberta,28941.0,11616.0,40557.0,,,,,,,,,,,,,,12.0,5.0,17.0
01-01-2006,British Columbia,28617.0,8535.0,37149.0,,,,,,,,,,,,,,13.0,5.0,21.0
01-01-2006,Canada,294327.0,84291.0,378621.0,,,,,,,,,,,,,,14.0,6.0,24.0
01-01-2006,Manitoba,12177.0,2070.0,14247.0,,,,,,,,,,,,,,7.0,7.0,24.0
01-01-2006,New Brunswick,7305.0,321.0,7629.0,,,,,,,,,,,,,,10.0,6.0,27.0
01-01-2006,Newfoundland and Labrador,5466.0,1938.0,7404.0,,,,,,,,,,,,,,12.0,6.0,28.0
01-01-2006,Nova Scotia,9918.0,,9918.0,,,,,,,,,,,,,,9.0,6.0,28.0
01-01-2006,Ontario,124971.0,24741.0,149712.0,,,,,,,,,,,,,,14.0,8.0,28.0
01-01-2006,Prince Edward Island,1320.0,225.0,1545.0,,,,,,,,,,,,,,9.0,5.0,27.0
01-01-2006,Quebec,63495.0,32634.0,96132.0,,,,,,,,,,,,,,19.0,6.0,20.0
01-01-2006,Saskatchewan,10236.0,2211.0,12447.0,,,,,,,,,,,,,,5.0,6.0,23.0
01-01-2007,Alberta,28461.0,12084.0,40542.0,,,,,,,,,,,,,,11.0,5.0,16.0
01-01-2007,British Columbia,28359.0,8760.0,37116.0,,,,,,,,,,,,,,15.0,5.0,22.0
01-01-2007,Canada,296025.0,88293.0,384321.0,,,,,,,,,,,,,,14.0,7.0,24.0
01-01-2007,Manitoba,12210.0,2136.0,14346.0,,,,,,,,,,,,,,7.0,7.0,25.0
01-01-2007,New Brunswick,7560.0,339.0,7899.0,,,,,,,,,,,,,,9.0,6.0,26.0
01-01-2007,Newfoundland and Labrador,5529.0,1956.0,7485.0,,,,,,,,,,,,,,12.0,4.0,30.0
01-01-2007,Nova Scotia,9972.0,,9975.0,,,,,,,,,,,,,,10.0,6.0,26.0
01-01-2007,Ontario,127464.0,27498.0,154962.0,,,,,,,,,,,,,,14.0,8.0,29.0
01-01-2007,Prince Edward Island,1326.0,255.0,1581.0,,,,,,,,,,,,,,10.0,4.0,28.0
01-01-2007,Quebec,63009.0,33213.0,96225.0,,,,,,,,,,,,,,20.0,6.0,20.0
01-01-2007,Saskatchewan,10200.0,2052.0,12249.0,,,,,,,,,,,,,,7.0,6.0,21.0
01-01-2008,Alberta,30006.0,12507.0,42516.0,,,,,,,,,,,,,,13.0,5.0,14.0
01-01-2008,British Columbia,28197.0,8727.0,36921.0,,,,,,,,,,,,,,13.0,5.0,23.0
01-01-2008,Canada,296922.0,91221.0,388143.0,,,,,,,,,,,,,,14.0,7.0,23.0
01-01-2008,Manitoba,12225.0,2097.0,14322.0,,,,,,,,,,,,,,6.0,6.0,26.0
01-01-2008,New Brunswick,7746.0,330.0,8076.0,,,,,,,,,,,,,,9.0,7.0,23.0
01-01-2008,Newfoundland and Labrador,5613.0,1929.0,7542.0,,,,,,,,,,,,,,12.0,5.0,27.0
01-01-2008,Nova Scotia,10065.0,,10065.0,,,,,,,,,,,,,,8.0,7.0,25.0
01-01-2008,Ontario,127659.0,29643.0,157302.0,,,,,,,,,,,,,,14.0,8.0,26.0
01-01-2008,Prince Edward Island,1386.0,255.0,1638.0,,,,,,,,,,,,,,8.0,7.0,26.0
01-01-2008,Quebec,62475.0,33672.0,96147.0,,,,,,,,,,,,,,21.0,7.0,20.0
01-01-2008,Saskatchewan,9633.0,2061.0,11694.0,,,,,,,,,,,,,,6.0,7.0,21.0
01-01-2009,Alberta,31716.0,13914.0,45627.0,,,,,,,,,,,,,,10.0,6.0,19.0
01-01-2009,British Columbia,27621.0,8754.0,36372.0,,,,,,,,,,,,,,13.0,5.0,25.0
01-01-2009,Canada,298785.0,93918.0,392703.0,,,,,,,,,,,,,,15.0,7.0,24.0
01-01-2009,Manitoba,12207.0,2124.0,14334.0,,,,,,,,,,,,,,7.0,6.0,25.0
01-01-2009,New Brunswick,7662.0,336.0,7998.0,,,,,,,,,,,,,,10.0,6.0,24.0
01-01-2009,Newfoundland and Labrador,5622.0,2100.0,7722.0,,,,,,,,,,,,,,16.0,4.0,24.0
01-01-2009,Nova Scotia,10068.0,,10068.0,,,,,,,,,,,,,,11.0,7.0,25.0
01-01-2009,Ontario,128445.0,29727.0,158175.0,,,,,,,,,,,,,,14.0,8.0,29.0
01-01-2009,Prince Edward Island,1407.0,243.0,1647.0,,,,,,,,,,,,,,10.0,6.0,28.0
01-01-2009,Quebec,62322.0,34605.0,96927.0,,,,,,,,,,,,,,22.0,6.0,20.0
01-01-2009,Saskatchewan,9786.0,2118.0,11904.0,,,,,,,,,,,,,,7.0,7.0,21.0
01-01-2010,Alberta,31608.0,13173.0,44781.0,,,,,,,,,,,,,,8.0,6.0,23.0
01-01-2010,British Columbia,27288.0,8673.0,35961.0,,,,,,,,,,,,,,11.0,6.0,27.0
01-01-2010,Canada,300507.0,93051.0,393558.0,,,,,,,,,,,,,,14.0,7.0,26.0
01-01-2010,Manitoba,12276.0,2154.0,14433.0,,,,,,,,,,,,,,7.0,6.0,25.0
01-01-2010,New Brunswick,7461.0,342.0,7803.0,,,,,,,,,,,,,,9.0,6.0,25.0
01-01-2010,Newfoundland and Labrador,5697.0,1938.0,7635.0,,,,,,,,,,,,,,15.0,5.0,22.0
01-01-2010,Nova Scotia,9744.0,,9744.0,,,,,,,,,,,,,,10.0,7.0,25.0
01-01-2010,Ontario,130182.0,30273.0,160455.0,,,,,,,,,,,,,,16.0,8.0,29.0
01-01-2010,Prince Edward Island,1539.0,213.0,1749.0,,,,,,,,,,,,,,10.0,5.0,28.0
01-01-2010,Quebec,62832.0,34203.0,97032.0,,,,,,,,,,,,,,21.0,6.0,21.0
01-01-2010,Saskatchewan,10017.0,2082.0,12099.0,,,,,,,,,,,,,,7.0,7.0,23.0
01-01-2011,Alberta,31590.0,13056.0,44643.0,,,,,,,,,,,,,,8.0,6.0,21.0
01-01-2011,British Columbia,27801.0,8307.0,36108.0,,,,,,,,,,,,,,14.0,5.0,27.0
01-01-2011,Canada,301365.0,91947.0,393312.0,,,,,,,,,,,,,,15.0,6.0,26.0
01-01-2011,Manitoba,11106.0,1959.0,13065.0,,,,,,,,,,,,,,7.0,7.0,25.0
01-01-2011,New Brunswick,7320.0,363.0,7683.0,,,,,,,,,,,,,,7.0,5.0,27.0
01-01-2011,Newfoundland and Labrador,5724.0,1884.0,7608.0,,,,,,,,,,,,,,12.0,4.0,27.0
01-01-2011,Nova Scotia,9501.0,,9501.0,,,,,,,,,,,,,,10.0,6.0,29.0
01-01-2011,Ontario,131199.0,30324.0,161523.0,,,,,,,,,,,,,,15.0,8.0,28.0
01-01-2011,Prince Edward Island,1539.0,225.0,1761.0,,,,,,,,,,,,,,12.0,5.0,26.0
01-01-2011,Quebec,63546.0,33603.0,97149.0,,,,,,,,,,,,,,22.0,6.0,23.0
01-01-2011,Saskatchewan,10293.0,2133.0,12426.0,,,,,,,,,,,,,,6.0,6.0,22.0
01-01-2012,Alberta,31395.0,12813.0,44211.0,,,,,,,,,,,,,,9.0,6.0,22.0
01-01-2012,British Columbia,27909.0,8244.0,36150.0,,,,,,,,,,,,,,14.0,6.0,27.0
01-01-2012,Canada,305418.0,90276.0,395691.0,,,,,,,,,,,,,,16.0,6.0,26.0
01-01-2012,Manitoba,11469.0,2007.0,13476.0,,,,,,,,,,,,,,7.0,6.0,26.0
01-01-2012,New Brunswick,7122.0,324.0,7449.0,,,,,,,,,,,,,,11.0,5.0,27.0
01-01-2012,Newfoundland and Labrador,5676.0,1908.0,7584.0,,,,,,,,,,,,,,11.0,4.0,28.0
01-01-2012,Nova Scotia,9207.0,,9204.0,,,,,,,,,,,,,,11.0,6.0,25.0
01-01-2012,Ontario,133920.0,29391.0,163308.0,,,,,,,,,,,,,,16.0,7.0,30.0
01-01-2012,Prince Edward Island,1530.0,237.0,1767.0,,,,,,,,,,,,,,14.0,4.0,28.0
01-01-2012,Quebec,64782.0,32835.0,97617.0,,,,,,,,,,,,,,23.0,6.0,21.0
01-01-2012,Saskatchewan,10419.0,2148.0,12564.0,,,,,,,,,,,,,,7.0,6.0,23.0
01-01-2013,Alberta,31464.0,6669.0,38133.0,,,,,,,,,,,,,,9.0,6.0,24.0
01-01-2013,British Columbia,27537.0,8250.0,35787.0,,,,,,,,,,,,,,13.0,5.0,28.0
01-01-2013,Canada,299886.0,77607.0,377493.0,,,,,,,,,,,,,,16.0,6.0,26.0
01-01-2013,Manitoba,11679.0,1980.0,13662.0,,,,,,,,,,,,,,8.0,6.0,24.0
01-01-2013,New Brunswick,6597.0,303.0,6900.0,,,,,,,,,,,,,,10.0,5.0,24.0
01-01-2013,Newfoundland and Labrador,5211.0,237.0,5451.0,,,,,,,,,,,,,,14.0,4.0,25.0
01-01-2013,Nova Scotia,8913.0,,8916.0,,,,,,,,,,,,,,9.0,6.0,28.0
01-01-2013,Ontario,128874.0,25902.0,154773.0,,,,,,,,,,,,,,17.0,7.0,27.0
01-01-2013,Prince Edward Island,1485.0,207.0,1692.0,,,,,,,,,,,,,,13.0,5.0,28.0
01-01-2013,Quebec,65790.0,32319.0,98109.0,,,,,,,,,,,,,,22.0,6.0,22.0
01-01-2013,Saskatchewan,10560.0,1362.0,11922.0,,,,,,,,,,,,,,6.0,6.0,25.0
01-01-2014,Alberta,32631.0,6768.0,39399.0,,,,,,,,,,,,,,8.0,6.0,22.0
01-01-2014,British Columbia,27561.0,8121.0,35679.0,,,,,,,,,,,,,,12.0,4.0,28.0
01-01-2014,Canada,305319.0,75705.0,381024.0,,,,,,,,,,,,,,15.0,6.0,27.0
01-01-2014,Manitoba,11445.0,1818.0,13263.0,,,,,,,,,,,,,,6.0,5.0,26.0
01-01-2014,New Brunswick,6585.0,258.0,6843.0,,,,,,,,,,,,,,9.0,6.0,24.0
01-01-2014,Newfoundland and Labrador,5220.0,270.0,5493.0,,,,,,,,,,,,,,12.0,6.0,27.0
01-01-2014,Nova Scotia,9150.0,,9150.0,,,,,,,,,,,,,,11.0,7.0,24.0
01-01-2014,Ontario,132021.0,25539.0,157560.0,,,,,,,,,,,,,,16.0,6.0,30.0
01-01-2014,Prince Edward Island,1434.0,252.0,1686.0,,,,,,,,,,,,,,11.0,5.0,30.0
01-01-2014,Quebec,66531.0,30813.0,97344.0,,,,,,,,,,,,,,23.0,6.0,24.0
01-01-2014,Saskatchewan,10782.0,1431.0,12216.0,,,,,,,,,,,,,,7.0,6.0,24.0
01-01-2015,Alberta,33450.0,6729.0,40182.0,,,,,,,,,,,,,,9.0,6.0,22.0
01-01-2015,British Columbia,27717.0,8220.0,35940.0,,,,,,,,,,,,,,12.0,5.0,27.0
01-01-2015,Canada,306411.0,75285.0,381696.0,,,,,,,,,,,,,,15.0,6.0,27.0
01-01-2015,Manitoba,11640.0,1884.0,13524.0,,,,,,,,,,,,,,8.0,6.0,26.0
01-01-2015,New Brunswick,6756.0,267.0,7023.0,,,,,,,,,,,,,,10.0,5.0,27.0
01-01-2015,Newfoundland and Labrador,5148.0,285.0,5436.0,,,,,,,,,,,,,,13.0,3.0,27.0
01-01-2015,Nova Scotia,9027.0,,9030.0,,,,,,,,,,,,,,10.0,5.0,27.0
01-01-2015,Ontario,131124.0,24789.0,155910.0,,,,,,,,,,,,,,16.0,6.0,30.0
01-01-2015,Prince Edward Island,1440.0,246.0,1683.0,,,,,,,,,,,,,,9.0,5.0,26.0
01-01-2015,Quebec,67260.0,31035.0,98295.0,,,,,,,,,,,,,,21.0,6.0,24.0
01-01-2015,Saskatchewan,10716.0,1347.0,12066.0,,,,,,,,,,,,,,7.0,6.0,23.0
01-01-2016,Alberta,34269.0,6441.0,40707.0,,,,,,,,,,,,84.0,78.0,8.0,6.0,25.0
01-01-2016,British Columbia,28056.0,8205.0,36261.0,,,,,,,,,,,,88.0,81.0,12.0,4.0,29.0
01-01-2016,Canada,309894.0,75720.0,385614.0,,,,,,,,,,,,87.0,80.0,15.0,6.0,28.0
01-01-2016,Manitoba,11889.0,1782.0,13671.0,,,,,,,,,,,,87.0,82.0,6.0,5.0,28.0
01-01-2016,New Brunswick,7182.0,333.0,7515.0,,,,,,,,,,,,85.0,85.0,11.0,4.0,25.0
01-01-2016,Newfoundland and Labrador,5052.0,291.0,5343.0,,,,,,,,,,,,90.0,88.0,13.0,5.0,26.0
01-01-2016,Nova Scotia,9336.0,,9333.0,,,,,,,,,,,,,,9.0,6.0,31.0
01-01-2016,Ontario,131271.0,25197.0,156468.0,,,,,,,,,,,,92.0,82.0,15.0,7.0,31.0
01-01-2016,Prince Edward Island,1416.0,192.0,1608.0,,,,,,,,,,,,,,11.0,5.0,29.0
01-01-2016,Quebec,68373.0,31494.0,99867.0,,,,,,,,,,,,82.0,74.0,23.0,5.0,26.0
01-01-2016,Saskatchewan,10860.0,1272.0,12132.0,,,,,,,,,,,,85.0,78.0,6.0,7.0,24.0
01-01-2017,Alberta,34038.0,6255.0,40296.0,,,,,,,,,,,,86.0,80.0,7.0,6.0,26.0
01-01-2017,British Columbia,30906.0,7950.0,38856.0,,,,,,,,,,,,88.0,81.0,12.0,4.0,28.0
01-01-2017,Canada,316320.0,75195.0,391515.0,,,,,,,,,,,,88.0,81.0,14.0,5.0,29.0
01-01-2017,Manitoba,11934.0,1812.0,13749.0,,,,,,,,,,,,87.0,83.0,6.0,6.0,29.0
01-01-2017,New Brunswick,7287.0,282.0,7566.0,,,,,,,,,,,,90.0,86.0,10.0,5.0,24.0
01-01-2017,Newfoundland and Labrador,5046.0,294.0,5340.0,,,,,,,,,,,,92.0,88.0,14.0,5.0,28.0
01-01-2017,Nova Scotia,9552.0,,9552.0,,,,,,,,,,,,90.0,87.0,12.0,6.0,28.0
01-01-2017,Ontario,132756.0,24702.0,157458.0,,,,,,,,,,,,91.0,82.0,14.0,5.0,31.0
01-01-2017,Prince Edward Island,1518.0,126.0,1644.0,,,,,,,,,,,,,,10.0,4.0,31.0
01-01-2017,Quebec,70371.0,31914.0,102285.0,,,,,,,,,,,,84.0,75.0,22.0,5.0,27.0
01-01-2017,Saskatchewan,10728.0,1359.0,12087.0,,,,,,,,,,,,84.0,79.0,6.0,7.0,26.0
01-01-2018,Alberta,34947.0,6240.0,41187.0,,,,,,,,,,,,86.0,80.0,9.0,6.0,24.0
01-01-2018,British Columbia,31620.0,8142.0,39762.0,,,,,,,,,,,,89.0,81.0,13.0,4.0,30.0
01-01-2018,Canada,324159.0,77127.0,401286.0,,,,,,,,,,,,89.0,81.0,15.0,5.0,29.0
01-01-2018,Manitoba,11967.0,1731.0,13692.0,,,,,,,,,,,,88.0,82.0,8.0,5.0,28.0
01-01-2018,New Brunswick,7488.0,273.0,7761.0,,,,,,,,,,,,89.0,85.0,8.0,4.0,26.0
01-01-2018,Newfoundland and Labrador,5079.0,285.0,5367.0,,,,,,,,,,,,92.0,89.0,13.0,4.0,34.0
01-01-2018,Nova Scotia,9672.0,,9675.0,,,,,,,,,,,,90.0,86.0,11.0,6.0,28.0
01-01-2018,Ontario,135228.0,24168.0,159393.0,,,,,,,,,,,,92.0,83.0,14.0,6.0,32.0
01-01-2018,Prince Edward Island,1554.0,144.0,1695.0,,,,,,,,,,,,,,9.0,5.0,28.0
01-01-2018,Quebec,73341.0,34542.0,107886.0,,,,,,,,,,,,84.0,75.0,23.0,4.0,26.0
01-01-2018,Saskatchewan,10809.0,1338.0,12150.0,,,,,,,,,,,,86.0,80.0,6.0,6.0,31.0
01-01-2019,Alberta,35754.0,5496.0,41253.0,,,,,,,,,,,,87.0,84.0,8.0,5.0,28.0
01-01-2019,British Columbia,32190.0,8274.0,40464.0,,,,,,,,,,,,89.0,84.0,11.0,3.0,31.0
01-01-2019,Canada,326043.0,76623.0,402666.0,,,,,,,,,,,,89.0,84.0,14.0,5.0,30.0
01-01-2019,Manitoba,12042.0,1743.0,13785.0,,,,,,,,,,,,87.0,82.0,7.0,5.0,28.0
01-01-2019,New Brunswick,7506.0,303.0,7806.0,,,,,,,,,,,,89.0,87.0,11.0,4.0,23.0
01-01-2019,Newfoundland and Labrador,5019.0,321.0,5343.0,,,,,,,,,,,,92.0,94.0,10.0,3.0,29.0
01-01-2019,Nova Scotia,9843.0,,9843.0,,,,,,,,,,,,91.0,92.0,9.0,7.0,27.0
01-01-2019,Ontario,133944.0,23373.0,157317.0,,,,,,,,,,,,92.0,86.0,13.0,5.0,32.0
01-01-2019,Prince Edward Island,1575.0,129.0,1704.0,,,,,,,,,,,,,,10.0,5.0,26.0
01-01-2019,Quebec,74919.0,35340.0,110259.0,,,,,,,,,,,,83.0,79.0,22.0,5.0,26.0
01-01-2019,Saskatchewan,10848.0,1284.0,12132.0,,,,,,,,,,,,88.0,85.0,6.0,6.0,26.0
01-01-2020,Alberta,35655.0,4908.0,40566.0,,,,,,,,,,,,88.0,84.0,8.0,5.0,30.0
01-01-2020,British Columbia,33129.0,7623.0,40749.0,,,,,,,,,,,,89.0,83.0,10.0,5.0,32.0
01-01-2020,Canada,331947.0,77838.0,409785.0,,,,,,,,,,,,89.0,84.0,13.0,4.0,32.0
01-01-2020,Manitoba,12474.0,1593.0,14064.0,,,,,,,,,,,,89.0,85.0,7.0,3.0,33.0
01-01-2020,New Brunswick,8031.0,270.0,8304.0,,,,,,,,,,,,87.0,87.0,8.0,3.0,26.0
01-01-2020,Newfoundland and Labrador,5271.0,327.0,5595.0,,,,,,,,,,,,94.0,89.0,10.0,4.0,32.0
01-01-2020,Nova Scotia,9924.0,,9924.0,,,,,,,,,,,,92.0,87.0,10.0,4.0,29.0
01-01-2020,Ontario,134910.0,24777.0,159687.0,,,,,,,,,,,,93.0,85.0,12.0,4.0,35.0
01-01-2020,Prince Edward Island,1605.0,144.0,1749.0,,,,,,,,,,,,,,11.0,5.0,30.0
01-01-2020,Quebec,77433.0,36714.0,114147.0,,,,,,,,,,,,83.0,80.0,25.0,5.0,27.0
01-01-2020,Saskatchewan,11253.0,1074.0,12327.0,,,,,,,,,,,,89.0,83.0,5.0,6.0,31.0
01-01-2021,Alberta,35253.0,5001.0,40251.0,,,,,,,,,,,,90.0,82.0,8.0,5.0,34.0
01-01-2021,British Columbia,32745.0,7941.0,40689.0,,,,,,,,,,,,87.0,84.0,9.0,4.0,35.0
01-01-2021,Canada,333285.0,76857.0,410142.0,,,,,,,,,,,,91.0,84.0,13.0,4.0,33.0
01-01-2021,Manitoba,12372.0,1485.0,13860.0,,,,,,,,,,,,88.0,84.0,7.0,5.0,31.0
01-01-2021,New Brunswick,8007.0,285.0,8289.0,,,,,,,,,,,,90.0,85.0,10.0,3.0,25.0
01-01-2021,Newfoundland and Labrador,5136.0,357.0,5490.0,,,,,,,,,,,,97.0,89.0,13.0,4.0,33.0
01-01-2021,Nova Scotia,10431.0,,10431.0,,,,,,,,,,,,96.0,91.0,12.0,4.0,29.0
