Year,Total PRs,Total Births,Total TRs,Province,Population Estimate,Total Deaths
2017,345.0,49416.0,13850.0,Nova Scotia,947023,19100.0
2017,0.0,5422.0,0.0,Nunavut,37246,350.0
2017,7320.0,846860.0,240930.0,Ontario,13975516,207484.0
2017,150.0,8054.0,2555.0,Prince Edward Island,147811,2654.0
2017,0.0,0.0,135.0,Province / Territory not stated,150595,0.0
2017,0.0,0.0,1745.0,Province/territory not stated,150595,0.0
2017,3295.0,502916.0,64355.0,Quebec,8252179,132140.0
2017,1295.0,92442.0,8645.0,Saskatchewan,1141537,18912.0
2017,0.0,0.0,0.0,Unknown province or territory,1151044,0.0
2017,0.0,0.0,0.0,Unknown province or territory of residence,1151044,0.0
2017,25.0,0.0,235.0,Yukon,38801,0.0
2018,3045.0,314926.0,32170.0,Alberta,4263957,51992.0
2018,4045.0,261408.0,137040.0,British Columbia,4974712,76946.0
2018,970.0,102428.0,19505.0,Manitoba,1344198,22080.0
2018,285.0,38208.0,5975.0,New Brunswick,768146,15310.0
2018,65.0,24066.0,4265.0,Newfoundland and Labrador,529743,10476.0
2018,30.0,3750.0,55.0,Northwest Territories,44730,478.0
2018,0.0,0.0,0.0,Northwest Territories including Nunavut,44487,0.0
2018,360.0,47692.0,16550.0,Nova Scotia,956711,19418.0
2018,0.0,5396.0,5.0,Nunavut,37830,414.0
2018,10910.0,846912.0,282895.0,Ontario,14199811,214550.0
2018,100.0,7876.0,3290.0,Prince Edward Island,150619,2750.0
2018,0.0,0.0,970.0,Province / Territory not stated,153906,0.0
2018,0.0,0.0,2510.0,Province/territory not stated,153906,0.0
2018,2640.0,502798.0,74270.0,Quebec,8338883,137590.0
2018,1065.0,91194.0,10025.0,Saskatchewan,1152366,19404.0
2018,0.0,0.0,0.0,Unknown province or territory,1159648,0.0
2018,0.0,0.0,0.0,Unknown province or territory of residence,1159648,0.0
2018,30.0,0.0,275.0,Yukon,39873,0.0
2019,2550.0,310588.0,35010.0,Alberta,4324254,52284.0
2019,2640.0,260802.0,148805.0,British Columbia,5061132,77122.0
2019,341180.0,372978.0,662365.0,Canada,37590000,285270.0
2019,840.0,100426.0,20195.0,Manitoba,1361737,22368.0
2019,210.0,37656.0,7135.0,New Brunswick,773059,15592.0
2019,85.0,22498.0,4840.0,Newfoundland and Labrador,528326,10534.0
2019,15.0,3496.0,80.0,Northwest Territories,44675,452.0
2019,0.0,0.0,0.0,Northwest Territories including Nunavut,44512,0.0
2019,370.0,48578.0,18960.0,Nova Scotia,968724,19668.0
2019,0.0,5118.0,10.0,Nunavut,38574,444.0
2019,8530.0,847488.0,315125.0,Ontario,14449986,215084.0
2019,135.0,7956.0,3790.0,Prince Edward Island,153881,2764.0
2019,0.0,0.0,2225.0,Province / Territory not stated,157025,0.0
2019,0.0,0.0,2055.0,Province/territory not stated,157025,0.0
2019,2475.0,502884.0,92570.0,Quebec,8430363,135172.0
2019,765.0,86614.0,11250.0,Saskatchewan,1161529,19118.0
2019,0.0,0.0,0.0,Unknown province or territory,1167271,0.0
2019,0.0,0.0,0.0,Unknown province or territory of residence,1167271,0.0
2019,15.0,0.0,315.0,Yukon,40716,0.0
2020,2840.0,294212.0,29545.0,Alberta,4392958,58468.0
2020,4210.0,253420.0,123415.0,British Columbia,5157053,82664.0
2020,184370.0,307205.0,554370.0,Canada,38005238,53347.0
2020,1050.0,99076.0,17680.0,Manitoba,1377283,23982.0
2020,395.0,37250.0,5685.0,New Brunswick,781054,14990.0
2020,90.0,21620.0,4050.0,Newfoundland and Labrador,528231,10886.0
2020,5.0,3412.0,60.0,Northwest Territories,44533,564.0
2020,0.0,0.0,0.0,Northwest Territories including Nunavut,44395,0.0
2020,400.0,45764.0,15270.0,Nova Scotia,984130,20068.0
2020,5.0,5768.0,10.0,Nunavut,39010,418.0
2020,11330.0,819894.0,253275.0,Ontario,14718155,231860.0
2020,185.0,7846.0,3550.0,Prince Edward Island,157494,2716.0
2020,0.0,0.0,1715.0,Province / Territory not stated,159179,0.0
2020,0.0,0.0,2010.0,Province/territory not stated,159179,0.0
2020,3195.0,491820.0,88110.0,Quebec,8537376,149678.0
2020,995.0,83750.0,9745.0,Saskatchewan,1169426,20530.0
2020,0.0,0.0,0.0,Unknown province or territory,1165963,0.0
2020,0.0,0.0,0.0,Unknown province or territory of residence,1165963,0.0
2020,20.0,0.0,250.0,Yukon,41505,0.0
2021,2670.0,299588.0,35055.0,Alberta,4418338,62526.0
2021,3240.0,264146.0,141540.0,British Columbia,5180015,89174.0
2021,405330.0,311942.0,651840.0,Canada,36991981,57779.0
2021,1410.0,93964.0,20550.0,Manitoba,1383854,23190.0
2021,260.0,38790.0,8215.0,New Brunswick,784950,16204.0
2021,45.0,23214.0,5115.0,Newfoundland and Labrador,525895,11730.0
2021,10.0,3300.0,45.0,Northwest Territories,44432,606.0
2021,0.0,0.0,0.0,Northwest Territories including Nunavut,44593,0.0
2021,325.0,41884.0,16420.0,Nova Scotia,990025,20444.0
2021,0.0,5006.0,10.0,Nunavut,39750,410.0
2021,11840.0,844902.0,306435.0,Ontario,14772726,234912.0
2021,110.0,8784.0,3960.0,Prince Edward Island,159240,2922.0
2021,0.0,0.0,4125.0,Province / Territory not stated,163728,0.0
2021,0.0,0.0,240.0,Province/territory not stated,163728,0.0
2021,3725.0,510460.0,98765.0,Quebec,8550561,139120.0
2021,1055.0,85922.0,11060.0,Saskatchewan,1166348,22042.0
2021,0.0,0.0,0.0,Unknown province or territory,1168792,0.0
2021,0.0,0.0,0.0,Unknown province or territory of residence,1168792,0.0
2021,10.0,0.0,305.0,Yukon,42157,0.0
2022,3370.0,284630.0,45125.0,Alberta,4465137,65290.0
2022,6825.0,250770.0,170700.0,British Columbia,5287422,91626.0
2022,437500.0,326483.0,829425.0,Canada,38250000,25196.0
2022,1490.0,83102.0,22970.0,Manitoba,1399970,25120.0
2022,600.0,37288.0,11700.0,New Brunswick,798713,18310.0
2022,195.0,21122.0,6340.0,Newfoundland and Labrador,528957,12812.0
2022,20.0,3012.0,60.0,Northwest Territories,44752,624.0
2022,0.0,0.0,0.0,Northwest Territories including Nunavut,44588,0.0
2022,1035.0,47220.0,21215.0,Nova Scotia,1010529,22690.0
2022,5.0,4230.0,10.0,Nunavut,40271,438.0
2022,17265.0,807968.0,423325.0,Ontario,14995433,249514.0
2022,200.0,7956.0,4615.0,Prince Edward Island,164164,3232.0
2022,0.0,0.0,10095.0,Province / Territory not stated,169032,0.0
2022,5.0,0.0,925.0,Province/territory not stated,169032,0.0
2022,3270.0,478486.0,98475.0,Quebec,8616610,155656.0
2022,1135.0,79016.0,13590.0,Saskatchewan,1171007,22850.0
2022,0.0,0.0,0.0,Unknown province or territory,1187854,0.0
2022,0.0,0.0,0.0,Unknown province or territory of residence,1187854,0.0
2022,40.0,0.0,280.0,Yukon,43067,0.0
2023,5705.0,289532.0,67410.0,Alberta,4595851,64108.0
2023,7990.0,247362.0,212220.0,British Columbia,5443002,89492.0
2023,471550.0,337708.0,1094625.0,Canada,39000000,14170.0
2023,2795.0,91332.0,30295.0,Manitoba,1432984,25160.0
2023,1200.0,36294.0,16385.0,New Brunswick,820576,17304.0
2023,1085.0,19096.0,7665.0,Newfoundland and Labrador,535298,12306.0
2023,35.0,2860.0,90.0,Northwest Territories,44446,542.0
2023,0.0,0.0,0.0,Northwest Territories including Nunavut,44495,0.0
2023,1745.0,43914.0,27630.0,Nova Scotia,1040187,20630.0
2023,0.0,4754.0,15.0,Nunavut,40569,514.0
2023,21610.0,821032.0,564420.0,Ontario,15402095,241674.0
2023,640.0,8012.0,5490.0,Prince Edward Island,170077,3156.0
2023,0.0,0.0,16345.0,Province / Territory not stated,175871,0.0
2023,0.0,0.0,3995.0,Province/territory not stated,175871,0.0
2023,5995.0,463514.0,123475.0,Quebec,8762928,154958.0
2023,2040.0,77472.0,18820.0,Saskatchewan,1195464,21922.0
2023,0.0,0.0,0.0,Unknown province or territory,1219702,0.0
2023,0.0,0.0,0.0,Unknown province or territory of residence,1219702,0.0
2023,105.0,2370.0,370.0,Yukon,44509,664.0
2024,5455.0,0.0,5790.0,Alberta,4791876,0.0
2024,7280.0,0.0,11590.0,British Columbia,5627961,0.0
2024,2210.0,0.0,2485.0,Manitoba,1475046,0.0
2024,1690.0,0.0,960.0,New Brunswick,844433,0.0
2024,490.0,0.0,590.0,Newfoundland and Labrador,541820,0.0
2024,50.0,0.0,25.0,Northwest Territories,44499,0.0
2024,1795.0,0.0,1685.0,Nova Scotia,1068120,0.0
2024,0.0,0.0,5.0,Nunavut,40794,0.0
2024,21945.0,0.0,32320.0,Ontario,15944379,0.0
2024,545.0,0.0,295.0,Prince Edward Island,176318,0.0
2024,0.0,0.0,7805.0,Province/territory not stated,179301,0.0
2024,4170.0,0.0,7420.0,Quebec,8956326,0.0
2024,1990.0,0.0,1335.0,Saskatchewan,1226848,0.0
2024,140.0,0.0,85.0,Yukon,45936,0.0
