Year,Province,Both sexes,Female,Male,Age 0-14,Age 15-64,Age 65+,Average Age
2012,Saskatchewan,1046378.0,527974.0,518401.0,201425.0,687901.0,157050.0,39.02
2012,Yukon,34295.0,17032.0,17260.0,5944.0,25020.0,3324.0,38.300000000000004
2013,Alberta,3814026.0,1901573.0,1912453.0,722536.0,2647967.0,443523.0,37.5
2013,British Columbia,4499255.0,2293999.0,2205259.0,682975.0,3063457.0,752826.0,41.64
2013,Canada,34146701.0,17392488.0,16754218.0,5700235.0,23105181.0,5341285.0,40.46
2013,Manitoba,1236308.0,627017.0,609288.0,236226.0,817026.0,183056.0,38.96
2013,New Brunswick,749542.0,383536.0,366003.0,112343.0,503504.0,133692.0,42.7
2013,Newfoundland and Labrador,516607.0,264698.0,251909.0,75756.0,351183.0,89675.0,42.74
2013,Northwest Territories,41592.0,20444.0,21151.0,8959.0,29909.0,2727.0,34.0
2013,Nova Scotia,922476.0,476370.0,446108.0,136461.0,620464.0,165550.0,42.6
2013,Nunavut,33521.0,16326.0,17193.0,10929.0,21410.0,1180.0,27.4
2013,Ontario,13090490.0,6708851.0,6381642.0,2191653.0,8871181.0,2027657.0,40.339999999999996
2013,Prince Edward Island,141287.0,73000.0,68285.0,22907.0,93620.0,24755.0,41.86
2013,Quebec,8007544.0,4075326.0,3932218.0,1288474.0,5366381.0,1352689.0,41.36
2013,Saskatchewan,1059371.0,534123.0,525247.0,204990.0,693987.0,160395.0,39.04
2013,Yukon,34690.0,17224.0,17465.0,6028.0,25100.0,3558.0,38.5
2014,Alberta,3898409.0,1943637.0,1954772.0,741409.0,2694578.0,462422.0,37.599999999999994
2014,British Columbia,4548855.0,2319271.0,2229586.0,685780.0,3078198.0,784879.0,41.86
2014,Canada,34481709.0,17557502.0,16924212.0,5746680.0,23195629.0,5539400.0,40.64
2014,Manitoba,1250327.0,633668.0,616657.0,238759.0,823209.0,188359.0,39.04
2014,New Brunswick,748728.0,382939.0,365787.0,111727.0,498276.0,138723.0,43.0
2014,Newfoundland and Labrador,517643.0,265062.0,252581.0,75319.0,348872.0,93460.0,43.06
2014,Northwest Territories,41658.0,20466.0,21194.0,8931.0,29836.0,2893.0,34.3
2014,Nova Scotia,922849.0,476485.0,446367.0,135584.0,615626.0,171640.0,42.9
2014,Nunavut,34329.0,16734.0,17592.0,11181.0,21905.0,1240.0,27.5
2014,Ontario,13209825.0,6768934.0,6440893.0,2197092.0,8910409.0,2102323.0,40.56
2014,Prince Edward Island,141828.0,73200.0,68625.0,22833.0,93250.0,25740.0,42.14
2014,Quebec,8059816.0,4099419.0,3960397.0,1303401.0,5356224.0,1400191.0,41.54
2014,Saskatchewan,1072364.0,540272.0,532093.0,208555.0,700073.0,163740.0,39.06
2014,Yukon,35085.0,17416.0,17670.0,6112.0,25180.0,3792.0,38.7
2015,Alberta,3982792.0,1985701.0,1997091.0,760282.0,2741189.0,481321.0,37.699999999999996
2015,British Columbia,4598455.0,2344543.0,2253913.0,688585.0,3092939.0,816932.0,42.08
2015,Canada,34816717.0,17722516.0,17094206.0,5793125.0,23286077.0,5737515.0,40.82
2015,Manitoba,1264346.0,640319.0,624026.0,241292.0,829392.0,193662.0,39.120000000000005
2015,New Brunswick,747914.0,382342.0,365571.0,111111.0,493048.0,143754.0,43.300000000000004
2015,Newfoundland and Labrador,518679.0,265426.0,253253.0,74882.0,346561.0,97245.0,43.38
2015,Northwest Territories,41724.0,20488.0,21237.0,8903.0,29763.0,3059.0,34.6
2015,Nova Scotia,923222.0,476600.0,446626.0,134707.0,610788.0,177730.0,43.2
2015,Nunavut,35137.0,17142.0,17991.0,11433.0,22400.0,1300.0,27.599999999999998
2015,Ontario,13329160.0,6829017.0,6500144.0,2202531.0,8949637.0,2176989.0,40.78
2015,Prince Edward Island,142369.0,73400.0,68965.0,22759.0,92880.0,26725.0,42.42
2015,Quebec,8112088.0,4123512.0,3988576.0,1318328.0,5346067.0,1447693.0,41.72
2015,Saskatchewan,1085357.0,546421.0,538939.0,212120.0,706159.0,167085.0,39.08
2015,Yukon,35480.0,17608.0,17875.0,6196.0,25260.0,4026.0,38.9
2016,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2016,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2016,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2016,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2016,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2016,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2016,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2016,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2016,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2016,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2016,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2016,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2016,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2016,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
2017,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2017,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2017,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2017,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2017,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2017,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2017,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2017,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2017,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2017,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2017,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2017,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2017,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2017,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
2018,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2018,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2018,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2018,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2018,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2018,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2018,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2018,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2018,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2018,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2018,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2018,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2018,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2018,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
2019,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2019,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2019,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2019,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2019,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2019,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2019,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2019,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2019,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2019,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2019,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2019,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2019,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2019,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
2020,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2020,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2020,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2020,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2020,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2020,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2020,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2020,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2020,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2020,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2020,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2020,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2020,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2020,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
2021,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2021,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2021,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2021,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2021,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2021,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2021,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2021,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2021,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2021,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2021,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2021,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2021,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2021,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
2022,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2022,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2022,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2022,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2022,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2022,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2022,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2022,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2022,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2022,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2022,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2022,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2022,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2022,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
2023,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2023,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2023,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2023,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2023,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2023,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2023,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2023,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2023,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2023,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2023,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2023,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2023,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2023,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
2024,Alberta,4067175.0,2027765.0,2039410.0,779155.0,2787800.0,500220.0,37.8
2024,British Columbia,4648055.0,2369815.0,2278240.0,691390.0,3107680.0,848985.0,42.3
2024,Canada,35151725.0,17887530.0,17264200.0,5839570.0,23376525.0,5935630.0,41.0
2024,Manitoba,1278365.0,646970.0,631395.0,243825.0,835575.0,198965.0,39.2
2024,New Brunswick,747100.0,381745.0,365355.0,110495.0,487820.0,148785.0,43.6
2024,Newfoundland and Labrador,519715.0,265790.0,253925.0,74445.0,344250.0,101030.0,43.7
2024,Northwest Territories,41790.0,20510.0,21280.0,8875.0,29690.0,3225.0,34.9
2024,Nova Scotia,923595.0,476715.0,446885.0,133830.0,605950.0,183820.0,43.5
2024,Nunavut,35945.0,17550.0,18390.0,11685.0,22895.0,1360.0,27.7
2024,Ontario,13448495.0,6889100.0,6559395.0,2207970.0,8988865.0,2251655.0,41.0
2024,Prince Edward Island,142910.0,73600.0,69305.0,22685.0,92510.0,27710.0,42.7
2024,Quebec,8164360.0,4147605.0,4016755.0,1333255.0,5335910.0,1495195.0,41.9
2024,Saskatchewan,1098350.0,552570.0,545785.0,215685.0,712245.0,170430.0,39.1
2024,Yukon,35875.0,17800.0,18080.0,6280.0,25340.0,4260.0,39.1
