REF_DATE,GEO,Housing completions,Housing starts,Housing under construction,Number_of_Households,House only NHPI,Land only NHPI,Total (house and land) NHPI
1976-01-01,Alberta,3733.0,6860.0,19705.0,,,,
1976-01-01,British Columbia,5846.0,6804.0,21969.0,,,,
1976-01-01,Canada,41048.0,43525.0,175010.0,,,,
1976-01-01,Manitoba,1448.0,1809.0,5337.0,,,,
1976-01-01,New Brunswick,1112.0,466.0,3504.0,,,,
1976-01-01,Nova Scotia,1839.0,1347.0,6712.0,,,,
1976-01-01,Ontario,16083.0,13568.0,72770.0,,,,
1976-01-01,Prince Edward Island,298.0,137.0,150.0,,,,
1976-01-01,Quebec,8449.0,10072.0,32375.0,,,,
1976-01-01,Saskatchewan,1220.0,1627.0,7935.0,,,,
1976-01-01,Newfoundland and Labrador,1020.0,835.0,4553.0,,,,
1976-02-01,Alberta,1824.206896551724,436.8074074074074,6266.413793103448,586000.0,,,
1976-02-01,British Columbia,2092.2758620689656,813.8148148148148,6837.551724137931,851000.0,,,
1976-02-01,Canada,2360.344827586207,1190.8222222222223,7408.689655172414,7294000.0,,,
1976-02-01,Manitoba,2628.4137931034484,1567.8296296296296,7979.827586206897,332000.0,,,
1976-02-01,New Brunswick,2896.4827586206898,1944.837037037037,8550.96551724138,194000.0,,,
1976-02-01,Nova Scotia,3164.551724137931,2321.844444444445,9122.103448275862,,,,
1976-02-01,Ontario,3432.620689655173,2698.851851851852,9693.241379310344,2682000.0,,,
1976-02-01,Prince Edward Island,3700.689655172414,3075.8592592592595,10264.379310344828,33000.0,,,
1976-02-01,Quebec,3968.7586206896553,3452.866666666667,10835.517241379312,1943000.0,,,
1976-02-01,Saskatchewan,4236.827586206897,3829.874074074074,11406.655172413792,,,,
1976-02-01,Newfoundland and Labrador,4504.896551724138,4206.881481481481,11977.793103448275,133000.0,,,
1976-03-01,Alberta,5309.103448275862,5337.903703703704,13691.206896551725,586000.0,,,
1976-03-01,British Columbia,5577.172413793103,5714.911111111112,14262.344827586208,851000.0,,,
1976-03-01,Canada,5845.241379310345,6091.918518518519,14833.48275862069,7294000.0,,,
1976-03-01,Manitoba,6113.310344827587,6468.925925925926,15404.620689655174,332000.0,,,
1976-03-01,New Brunswick,6381.379310344828,6845.933333333333,15975.758620689656,194000.0,,,
1976-03-01,Nova Scotia,6649.448275862069,7222.940740740741,16546.896551724138,,,,
1976-03-01,Ontario,6917.517241379311,7599.948148148148,17118.034482758623,2682000.0,,,
1976-03-01,Prince Edward Island,7185.5862068965525,7976.955555555556,17689.172413793105,33000.0,,,
1976-03-01,Quebec,7453.6551724137935,8353.962962962962,18260.310344827587,1943000.0,,,
1976-03-01,Saskatchewan,7721.724137931034,8730.970370370369,18831.44827586207,,,,
1976-03-01,Newfoundland and Labrador,7989.793103448276,9107.977777777778,19402.58620689655,133000.0,,,
1976-04-01,Alberta,8794.0,10239.0,21116.0,586000.0,,,
1976-04-01,British Columbia,7968.0,10789.0,24500.0,851000.0,,,
1976-04-01,Canada,63028.0,80540.0,191887.0,7294000.0,,,
1976-04-01,Manitoba,1501.0,2475.0,6304.0,332000.0,,,
1976-04-01,New Brunswick,1837.0,3113.0,4776.0,194000.0,,,
1976-04-01,Nova Scotia,1945.0,1988.0,6785.0,,,,
1976-04-01,Ontario,21362.0,25186.0,76359.0,2682000.0,,,
1976-04-01,Prince Edward Island,167.0,298.0,280.0,33000.0,,,
1976-04-01,Quebec,14475.0,21944.0,39951.0,1943000.0,,,
1976-04-01,Saskatchewan,3438.0,2883.0,7180.0,,,,
1976-04-01,Newfoundland and Labrador,1541.0,1625.0,4636.0,133000.0,,,
1976-05-01,Alberta,1993.793103448276,444.9851851851852,6832.931034482759,586000.0,,,
1976-05-01,British Columbia,2144.7241379310344,829.8703703703703,7565.241379310344,851000.0,,,
1976-05-01,Canada,2295.655172413793,1214.7555555555557,8297.551724137931,7294000.0,,,
1976-05-01,Manitoba,2446.586206896552,1599.6407407407405,9029.862068965518,332000.0,,,
1976-05-01,New Brunswick,2597.5172413793107,1984.525925925925,9762.172413793103,194000.0,,,
1976-05-01,Nova Scotia,2748.448275862069,2369.411111111111,10494.482758620688,,,,
1976-05-01,Ontario,2899.379310344828,2754.296296296296,11226.793103448275,2682000.0,,,
1976-05-01,Prince Edward Island,3050.310344827586,3139.181481481481,11959.103448275862,33000.0,,,
1976-05-01,Quebec,3201.241379310345,3524.066666666666,12691.413793103447,1943000.0,,,
1976-05-01,Saskatchewan,3352.172413793104,3908.951851851851,13423.724137931034,,,,
1976-05-01,Newfoundland and Labrador,3503.1034482758623,4293.837037037037,14156.03448275862,133000.0,,,
1976-06-01,Alberta,3955.896551724138,5448.492592592593,16352.96551724138,586000.0,,,
1976-06-01,British Columbia,4106.827586206897,5833.377777777778,17085.275862068964,851000.0,,,
1976-06-01,Canada,4257.758620689656,6218.262962962963,17817.58620689655,7294000.0,,,
1976-06-01,Manitoba,4408.689655172414,6603.148148148148,18549.896551724138,332000.0,,,
1976-06-01,New Brunswick,4559.620689655172,6988.033333333333,19282.206896551725,194000.0,,,
1976-06-01,Nova Scotia,4710.551724137931,7372.918518518518,20014.51724137931,,,,
1976-06-01,Ontario,4861.48275862069,7757.803703703703,20746.82758620689,2682000.0,,,
1976-06-01,Prince Edward Island,5012.413793103448,8142.688888888889,21479.13793103448,33000.0,,,
1976-06-01,Quebec,5163.344827586207,8527.574074074073,22211.44827586207,1943000.0,,,
1976-06-01,Saskatchewan,5314.275862068966,8912.459259259258,22943.758620689656,,,,
1976-06-01,Newfoundland and Labrador,5465.206896551725,9297.344444444445,23676.06896551724,133000.0,,,
1976-07-01,Alberta,5918.0,10452.0,25873.0,586000.0,,,
1976-07-01,British Columbia,9005.0,9628.0,24211.0,851000.0,,,
1976-07-01,Canada,61962.0,76919.0,204770.0,7294000.0,,,
1976-07-01,Manitoba,2143.0,2826.0,6989.0,332000.0,,,
1976-07-01,New Brunswick,1749.0,2202.0,5368.0,194000.0,,,
1976-07-01,Nova Scotia,1844.0,2552.0,7459.0,,,,
1976-07-01,Ontario,20670.0,23098.0,78741.0,2682000.0,,,
1976-07-01,Prince Edward Island,173.0,219.0,325.0,33000.0,,,
1976-07-01,Quebec,16291.0,20331.0,42626.0,1943000.0,,,
1976-07-01,Saskatchewan,2822.0,3824.0,8140.0,,,,
1976-07-01,Newfoundland and Labrador,1347.0,1787.0,5038.0,133000.0,,,
1976-08-01,Alberta,1974.5172413793105,473.23703703703706,7559.3448275862065,586000.0,,,
1976-08-01,British Columbia,2183.689655172414,886.5740740740741,8399.793103448275,851000.0,,,
1976-08-01,Canada,2392.862068965517,1299.9111111111113,9240.241379310344,7294000.0,,,
1976-08-01,Manitoba,2602.0344827586205,1713.2481481481484,10080.689655172411,332000.0,,,
1976-08-01,New Brunswick,2811.206896551724,2126.5851851851853,10921.137931034482,194000.0,,,
1976-08-01,Nova Scotia,3020.379310344828,2539.9222222222224,11761.58620689655,,,,
1976-08-01,Ontario,3229.551724137931,2953.25925925926,12602.03448275862,2682000.0,,,
1976-08-01,Prince Edward Island,3438.7241379310344,3366.5962962962967,13442.48275862069,33000.0,,,
1976-08-01,Quebec,3647.896551724138,3779.933333333334,14282.93103448276,1943000.0,,,
1976-08-01,Saskatchewan,3857.0689655172414,4193.27037037037,15123.379310344828,,,,
1976-08-01,Newfoundland and Labrador,4066.241379310345,4606.607407407408,15963.827586206897,133000.0,,,
1976-09-01,Alberta,4693.758620689656,5846.618518518519,18485.1724137931,586000.0,,,
1976-09-01,British Columbia,4902.931034482759,6259.955555555556,19325.62068965517,851000.0,,,
1976-09-01,Canada,5112.103448275862,6673.292592592593,20166.06896551724,7294000.0,,,
1976-09-01,Manitoba,5321.275862068966,7086.62962962963,21006.51724137931,332000.0,,,
1976-09-01,New Brunswick,5530.448275862069,7499.966666666667,21846.96551724138,194000.0,,,
1976-09-01,Nova Scotia,5739.620689655173,7913.303703703704,22687.41379310345,,,,
1976-09-01,Ontario,5948.793103448276,8326.64074074074,23527.86206896552,2682000.0,,,
1976-09-01,Prince Edward Island,6157.96551724138,8739.977777777778,24368.310344827587,33000.0,,,
1976-09-01,Quebec,6367.137931034483,9153.314814814816,25208.758620689656,1943000.0,,,
1976-09-01,Saskatchewan,6576.310344827586,9566.651851851851,26049.206896551725,,,,
1976-09-01,Newfoundland and Labrador,6785.48275862069,9979.988888888887,26889.655172413797,133000.0,,,
1976-10-01,Alberta,7413.0,11220.0,29411.0,586000.0,,,
1976-10-01,British Columbia,12091.0,10506.0,21877.0,851000.0,,,
1976-10-01,Canada,70211.0,72219.0,204286.0,7294000.0,,,
1976-10-01,Manitoba,3400.0,2229.0,5820.0,332000.0,,,
1976-10-01,New Brunswick,2439.0,991.0,3873.0,194000.0,,,
1976-10-01,Nova Scotia,1736.0,1583.0,7307.0,,,,
1976-10-01,Ontario,22187.0,22830.0,78359.0,2682000.0,,,
1976-10-01,Prince Edward Island,351.0,188.0,183.0,33000.0,,,
1976-10-01,Quebec,15086.0,16401.0,43600.0,1943000.0,,,
1976-10-01,Saskatchewan,3566.0,4809.0,9319.0,,,,
1976-10-01,Newfoundland and Labrador,1942.0,1462.0,4537.0,133000.0,,,
1976-11-01,Alberta,2510.655172413793,229.8592592592593,6744.896551724138,586000.0,,,
1976-11-01,British Columbia,2700.206896551724,394.5185185185185,7480.862068965517,851000.0,,,
1976-11-01,Canada,2889.758620689656,559.1777777777778,8216.827586206897,7294000.0,,,
1976-11-01,Manitoba,3079.310344827586,723.8370370370371,8952.793103448275,332000.0,,,
1976-11-01,New Brunswick,3268.862068965517,888.4962962962964,9688.758620689656,194000.0,,,
1976-11-01,Nova Scotia,3458.4137931034484,1053.1555555555556,10424.724137931034,,,,
1976-11-01,Ontario,3647.96551724138,1217.814814814815,11160.689655172411,2682000.0,,,
1976-11-01,Prince Edward Island,3837.517241379311,1382.4740740740742,11896.655172413792,33000.0,,,
1976-11-01,Quebec,4027.0689655172414,1547.1333333333334,12632.620689655172,1943000.0,,,
1976-11-01,Saskatchewan,4216.620689655172,1711.7925925925929,13368.58620689655,,,,
1976-11-01,Newfoundland and Labrador,4406.172413793103,1876.451851851852,14104.551724137931,133000.0,,,
1976-12-01,Alberta,4974.827586206897,2370.4296296296297,16312.448275862069,586000.0,,,
1976-12-01,British Columbia,5164.379310344828,2535.088888888889,17048.41379310345,851000.0,,,
1976-12-01,Canada,5353.931034482759,2699.748148148148,17784.379310344826,7294000.0,,,
1976-12-01,Manitoba,5543.48275862069,2864.4074074074074,18520.344827586207,332000.0,,,
1976-12-01,New Brunswick,5733.034482758621,3029.0666666666666,19256.310344827587,194000.0,,,
1976-12-01,Nova Scotia,5922.5862068965525,3193.725925925926,19992.275862068964,,,,
1976-12-01,Ontario,6112.137931034483,3358.385185185185,20728.241379310344,2682000.0,,,
1976-12-01,Prince Edward Island,6301.689655172414,3523.0444444444447,21464.206896551725,33000.0,,,
1976-12-01,Quebec,6491.241379310345,3687.703703703704,22200.1724137931,1943000.0,,,
1976-12-01,Saskatchewan,6680.793103448276,3852.362962962963,22936.13793103448,,,,
1976-12-01,Newfoundland and Labrador,6870.344827586207,4017.0222222222224,23672.103448275862,133000.0,,,
1977-01-01,Alberta,7439.0,4511.0,25880.0,624000.0,,,
1977-01-01,British Columbia,8137.0,6235.0,18824.0,886000.0,,,
1977-01-01,Canada,53585.0,35606.0,181259.0,7520000.0,,,
1977-01-01,Manitoba,1734.0,2044.0,6130.0,338000.0,,,
1977-01-01,New Brunswick,1517.0,206.0,2440.0,199000.0,,,
1977-01-01,Nova Scotia,1985.0,687.0,5429.0,,,,
1977-01-01,Ontario,16950.0,9539.0,70710.0,2752000.0,,,
1977-01-01,Prince Edward Island,94.0,35.0,122.0,34000.0,,,
1977-01-01,Quebec,10976.0,10242.0,40795.0,1996000.0,,,
1977-01-01,Saskatchewan,3022.0,1802.0,7798.0,,,,
1977-01-01,Newfoundland and Labrador,1731.0,305.0,3131.0,137000.0,,,
1977-02-01,Alberta,2519.2758620689656,411.73333333333335,5511.96551724138,624000.0,,,
1977-02-01,British Columbia,2782.0344827586205,776.6666666666666,6305.620689655172,886000.0,,,
1977-02-01,Canada,3044.793103448276,1141.6,7099.275862068966,7520000.0,,,
1977-02-01,Manitoba,3307.551724137931,1506.5333333333333,7892.931034482759,338000.0,,,
1977-02-01,New Brunswick,3570.310344827586,1871.4666666666667,8686.58620689655,199000.0,,,
1977-02-01,Nova Scotia,3833.0689655172414,2236.4,9480.241379310344,,,,
1977-02-01,Ontario,4095.8275862068967,2601.333333333333,10273.896551724138,2752000.0,,,
1977-02-01,Prince Edward Island,4358.586206896552,2966.266666666667,11067.551724137931,34000.0,,,
1977-02-01,Quebec,4621.344827586207,3331.2000000000003,11861.206896551725,1996000.0,,,
1977-02-01,Saskatchewan,4884.103448275862,3696.1333333333337,12654.862068965518,,,,
1977-02-01,Newfoundland and Labrador,5146.862068965517,4061.066666666667,13448.517241379312,137000.0,,,
1977-03-01,Alberta,5935.137931034483,5155.866666666667,15829.48275862069,624000.0,,,
1977-03-01,British Columbia,6197.896551724138,5520.8,16623.137931034486,886000.0,,,
1977-03-01,Canada,6460.6551724137935,5885.733333333334,17416.793103448275,7520000.0,,,
1977-03-01,Manitoba,6723.413793103448,6250.666666666667,18210.44827586207,338000.0,,,
1977-03-01,New Brunswick,6986.172413793103,6615.6,19004.103448275862,199000.0,,,
1977-03-01,Nova Scotia,7248.931034482759,6980.533333333334,19797.758620689656,,,,
1977-03-01,Ontario,7511.689655172414,7345.466666666667,20591.41379310345,2752000.0,,,
1977-03-01,Prince Edward Island,7774.448275862069,7710.400000000001,21385.068965517243,34000.0,,,
1977-03-01,Quebec,8037.206896551725,8075.333333333334,22178.72413793104,1996000.0,,,
1977-03-01,Saskatchewan,8299.96551724138,8440.266666666666,22972.37931034483,,,,
1977-03-01,Newfoundland and Labrador,8562.724137931034,8805.199999999999,23766.034482758623,137000.0,,,
1977-04-01,Alberta,9351.0,9900.0,26147.0,624000.0,,,
1977-04-01,British Columbia,8032.0,9327.0,19471.0,886000.0,,,
1977-04-01,Canada,58737.0,70369.0,191105.0,7520000.0,,,
1977-04-01,Manitoba,1782.0,2281.0,6629.0,338000.0,,,
1977-04-01,New Brunswick,1127.0,1540.0,2852.0,199000.0,,,
1977-04-01,Nova Scotia,1442.0,1468.0,5398.0,,,,
1977-04-01,Ontario,19074.0,23293.0,74502.0,2752000.0,,,
1977-04-01,Prince Edward Island,57.0,339.0,404.0,34000.0,,,
1977-04-01,Quebec,14228.0,17624.0,43969.0,1996000.0,,,
1977-04-01,Saskatchewan,2847.0,3326.0,8127.0,,,,
1977-04-01,Newfoundland and Labrador,797.0,1271.0,3606.0,137000.0,,,
1977-05-01,Alberta,1630.1724137931035,501.9703703703704,6171.931034482759,624000.0,,,
1977-05-01,British Columbia,1907.896551724138,941.2407407407408,7027.241379310344,886000.0,,,
1977-05-01,Canada,2185.620689655172,1380.5111111111112,7882.551724137931,7520000.0,,,
1977-05-01,Manitoba,2463.344827586207,1819.7814814814813,8737.862068965518,338000.0,,,
1977-05-01,New Brunswick,2741.0689655172414,2259.051851851852,9593.172413793103,199000.0,,,
1977-05-01,Nova Scotia,3018.793103448276,2698.322222222222,10448.482758620688,,,,
1977-05-01,Ontario,3296.5172413793102,3137.592592592592,11303.793103448275,2752000.0,,,
1977-05-01,Prince Edward Island,3574.2413793103447,3576.8629629629627,12159.103448275862,34000.0,,,
1977-05-01,Quebec,3851.965517241379,4016.133333333333,13014.413793103447,1996000.0,,,
1977-05-01,Saskatchewan,4129.689655172414,4455.403703703703,13869.724137931034,,,,
1977-05-01,Newfoundland and Labrador,4407.413793103448,4894.674074074073,14725.03448275862,137000.0,,,
1977-06-01,Alberta,5240.586206896552,6212.4851851851845,17290.965517241377,624000.0,,,
1977-06-01,British Columbia,5518.310344827586,6651.755555555556,18146.275862068964,886000.0,,,
1977-06-01,Canada,5796.0344827586205,7091.025925925926,19001.58620689655,7520000.0,,,
1977-06-01,Manitoba,6073.758620689655,7530.296296296296,19856.896551724138,338000.0,,,
1977-06-01,New Brunswick,6351.482758620689,7969.566666666667,20712.206896551725,199000.0,,,
1977-06-01,Nova Scotia,6629.206896551724,8408.837037037038,21567.517241379308,,,,
1977-06-01,Ontario,6906.931034482758,8848.107407407408,22422.82758620689,2752000.0,,,
1977-06-01,Prince Edward Island,7184.655172413793,9287.377777777778,23278.13793103448,34000.0,,,
1977-06-01,Quebec,7462.379310344828,9726.648148148148,24133.44827586207,1996000.0,,,
1977-06-01,Saskatchewan,7740.103448275862,10165.91851851852,24988.758620689656,,,,
1977-06-01,Newfoundland and Labrador,8017.827586206897,10605.18888888889,25844.06896551724,137000.0,,,
1977-07-01,Alberta,8851.0,11923.0,28410.0,624000.0,,,
1977-07-01,British Columbia,8864.0,8307.0,18678.0,886000.0,,,
1977-07-01,Canada,69619.0,72262.0,189863.0,7520000.0,,,
1977-07-01,Manitoba,2499.0,2936.0,7036.0,338000.0,,,
1977-07-01,New Brunswick,1010.0,1743.0,3567.0,199000.0,,,
1977-07-01,Nova Scotia,1135.0,2305.0,6531.0,,,,
1977-07-01,Ontario,22111.0,24236.0,76332.0,2752000.0,,,
1977-07-01,Prince Edward Island,215.0,209.0,398.0,34000.0,,,
1977-07-01,Quebec,21173.0,16570.0,38103.0,1996000.0,,,
1977-07-01,Saskatchewan,2696.0,2848.0,8181.0,,,,
1977-07-01,Newfoundland and Labrador,1065.0,1185.0,2627.0,137000.0,,,
1977-08-01,Alberta,2220.8275862068967,497.0592592592592,5179.896551724138,624000.0,,,
1977-08-01,British Columbia,2606.1034482758623,929.5185185185184,6030.862068965517,886000.0,,,
1977-08-01,Canada,2991.379310344828,1361.9777777777776,6881.827586206897,7520000.0,,,
1977-08-01,Manitoba,3376.655172413793,1794.4370370370368,7732.793103448275,338000.0,,,
1977-08-01,New Brunswick,3761.931034482759,2226.896296296296,8583.758620689656,199000.0,,,
1977-08-01,Nova Scotia,4147.206896551725,2659.3555555555554,9434.724137931034,,,,
1977-08-01,Ontario,4532.48275862069,3091.8148148148143,10285.689655172411,2752000.0,,,
1977-08-01,Prince Edward Island,4917.758620689656,3524.2740740740737,11136.655172413792,34000.0,,,
1977-08-01,Quebec,5303.0344827586205,3956.733333333333,11987.620689655172,1996000.0,,,
1977-08-01,Saskatchewan,5688.310344827586,4389.1925925925925,12838.58620689655,,,,
1977-08-01,Newfoundland and Labrador,6073.586206896552,4821.651851851852,13689.551724137931,137000.0,,,
1977-09-01,Alberta,7229.413793103448,6119.029629629629,16242.448275862069,624000.0,,,
1977-09-01,British Columbia,7614.689655172414,6551.488888888889,17093.41379310345,886000.0,,,
1977-09-01,Canada,7999.9655172413795,6983.948148148148,17944.379310344826,7520000.0,,,
1977-09-01,Manitoba,8385.241379310344,7416.407407407407,18795.344827586207,338000.0,,,
1977-09-01,New Brunswick,8770.517241379312,7848.866666666667,19646.310344827587,199000.0,,,
1977-09-01,Nova Scotia,9155.793103448275,8281.325925925925,20497.275862068964,,,,
1977-09-01,Ontario,9541.06896551724,8713.785185185185,21348.241379310344,2752000.0,,,
1977-09-01,Prince Edward Island,9926.344827586208,9146.244444444445,22199.206896551725,34000.0,,,
1977-09-01,Quebec,10311.620689655172,9578.703703703704,23050.1724137931,1996000.0,,,
1977-09-01,Saskatchewan,10696.896551724138,10011.162962962962,23901.13793103448,,,,
1977-09-01,Newfoundland and Labrador,11082.172413793103,10443.622222222222,24752.103448275862,137000.0,,,
1977-10-01,Alberta,12238.0,11741.0,27305.0,624000.0,,,
1977-10-01,British Columbia,8198.0,8489.0,18421.0,886000.0,,,
1977-10-01,Canada,69848.0,67487.0,185599.0,7520000.0,,,
1977-10-01,Manitoba,2705.0,2149.0,6479.0,338000.0,,,
1977-10-01,New Brunswick,1659.0,819.0,2709.0,199000.0,,,
1977-10-01,Nova Scotia,2959.0,3035.0,6479.0,,,,
1977-10-01,Ontario,22582.0,22062.0,75518.0,2752000.0,,,
1977-10-01,Prince Edward Island,286.0,241.0,347.0,34000.0,,,
1977-10-01,Quebec,15602.0,13144.0,35366.0,1996000.0,,,
1977-10-01,Saskatchewan,2920.0,4849.0,10097.0,,,,
1977-10-01,Newfoundland and Labrador,699.0,958.0,2878.0,137000.0,,,
1977-11-01,Alberta,1510.8620689655172,517.4888888888888,5769.896551724138,624000.0,,,
1977-11-01,British Columbia,1781.4827586206898,967.7777777777776,6733.862068965517,886000.0,,,
1977-11-01,Canada,2052.1034482758623,1418.0666666666666,7697.827586206897,7520000.0,,,
1977-11-01,Manitoba,2322.7241379310344,1868.3555555555556,8661.793103448275,338000.0,,,
1977-11-01,New Brunswick,2593.344827586207,2318.644444444444,9625.758620689656,199000.0,,,
1977-11-01,Nova Scotia,2863.9655172413795,2768.933333333333,10589.724137931034,,,,
1977-11-01,Ontario,3134.586206896552,3219.2222222222217,11553.689655172411,2752000.0,,,
1977-11-01,Prince Edward Island,3405.2068965517246,3669.5111111111114,12517.655172413792,34000.0,,,
1977-11-01,Quebec,3675.8275862068967,4119.799999999999,13481.620689655172,1996000.0,,,
1977-11-01,Saskatchewan,3946.448275862069,4570.0888888888885,14445.58620689655,,,,
1977-11-01,Newfoundland and Labrador,4217.068965517242,5020.377777777777,15409.551724137931,137000.0,,,
1977-12-01,Alberta,5028.931034482759,6371.244444444444,18301.44827586207,624000.0,,,
1977-12-01,British Columbia,5299.551724137931,6821.533333333332,19265.41379310345,886000.0,,,
1977-12-01,Canada,5570.172413793104,7271.822222222221,20229.379310344822,7520000.0,,,
1977-12-01,Manitoba,5840.793103448276,7722.11111111111,21193.344827586207,338000.0,,,
1977-12-01,New Brunswick,6111.413793103449,8172.399999999999,22157.310344827587,199000.0,,,
1977-12-01,Nova Scotia,6382.034482758621,8622.688888888888,23121.275862068964,,,,
1977-12-01,Ontario,6652.6551724137935,9072.977777777778,24085.241379310344,2752000.0,,,
1977-12-01,Prince Edward Island,6923.275862068967,9523.266666666666,25049.206896551725,34000.0,,,
1977-12-01,Quebec,7193.896551724139,9973.555555555557,26013.1724137931,1996000.0,,,
1977-12-01,Saskatchewan,7464.517241379311,10423.844444444445,26977.13793103448,,,,
1977-12-01,Newfoundland and Labrador,7735.137931034484,10874.133333333331,27941.103448275862,137000.0,,,
1978-01-01,Alberta,8547.0,12225.0,30833.0,662000.0,,,
1978-01-01,British Columbia,6708.0,6765.0,18221.0,921000.0,,,
1978-01-01,Canada,51460.0,47197.0,180722.0,7744000.0,,,
1978-01-01,Manitoba,1841.0,3855.0,8489.0,344000.0,,,
1978-01-01,New Brunswick,1447.0,567.0,1845.0,204000.0,,,
1978-01-01,Nova Scotia,1718.0,906.0,5609.0,,,,
1978-01-01,Ontario,17026.0,11291.0,69819.0,2821000.0,,,
1978-01-01,Prince Edward Island,133.0,237.0,446.0,35000.0,,,
1978-01-01,Quebec,11414.0,9043.0,32856.0,2049000.0,,,
1978-01-01,Saskatchewan,1968.0,2099.0,10174.0,,,,
1978-01-01,Newfoundland and Labrador,658.0,209.0,2430.0,140000.0,,,
1978-02-01,Alberta,1441.6206896551723,460.4740740740741,5536.344827586207,662000.0,,,
1978-02-01,British Columbia,1702.8275862068965,829.6481481481482,6571.793103448276,921000.0,,,
1978-02-01,Canada,1964.0344827586207,1198.8222222222223,7607.241379310345,7744000.0,,,
1978-02-01,Manitoba,2225.2413793103447,1567.9962962962964,8642.689655172415,344000.0,,,
1978-02-01,New Brunswick,2486.448275862069,1937.1703703703704,9678.137931034484,204000.0,,,
1978-02-01,Nova Scotia,2747.655172413793,2306.344444444445,10713.586206896553,,,,
1978-02-01,Ontario,3008.862068965517,2675.5185185185187,11749.03448275862,2821000.0,,,
1978-02-01,Prince Edward Island,3270.0689655172414,3044.692592592593,12784.48275862069,35000.0,,,
1978-02-01,Quebec,3531.2758620689656,3413.8666666666672,13819.93103448276,2049000.0,,,
1978-02-01,Saskatchewan,3792.482758620689,3783.040740740741,14855.37931034483,,,,
1978-02-01,Newfoundland and Labrador,4053.6896551724135,4152.214814814815,15890.8275862069,140000.0,,,
1978-03-01,Alberta,4837.310344827586,5259.737037037037,18997.172413793105,662000.0,,,
1978-03-01,British Columbia,5098.51724137931,5628.911111111112,20032.62068965517,921000.0,,,
1978-03-01,Canada,5359.724137931034,5998.085185185186,21068.068965517243,7744000.0,,,
1978-03-01,Manitoba,5620.931034482758,6367.25925925926,22103.51724137931,344000.0,,,
1978-03-01,New Brunswick,5882.137931034483,6736.433333333334,23138.96551724138,204000.0,,,
1978-03-01,Nova Scotia,6143.344827586207,7105.607407407408,24174.41379310345,,,,
1978-03-01,Ontario,6404.551724137931,7474.781481481482,25209.86206896552,2821000.0,,,
1978-03-01,Prince Edward Island,6665.758620689655,7843.955555555556,26245.310344827587,35000.0,,,
1978-03-01,Quebec,6926.965517241379,8213.12962962963,27280.75862068966,2049000.0,,,
1978-03-01,Saskatchewan,7188.172413793103,8582.303703703703,28316.20689655173,,,,
1978-03-01,Newfoundland and Labrador,7449.379310344827,8951.477777777778,29351.6551724138,140000.0,,,
1978-04-01,Alberta,8233.0,10059.0,32458.0,662000.0,,,
1978-04-01,British Columbia,8105.0,6523.0,16547.0,921000.0,,,
1978-04-01,Canada,60132.0,57103.0,176980.0,7744000.0,,,
1978-04-01,Manitoba,2953.0,3541.0,9077.0,344000.0,,,
1978-04-01,New Brunswick,879.0,1692.0,2642.0,204000.0,,,
1978-04-01,Nova Scotia,1420.0,1236.0,5360.0,,,,
1978-04-01,Ontario,19799.0,17005.0,66854.0,2821000.0,,,
1978-04-01,Prince Edward Island,282.0,336.0,499.0,35000.0,,,
1978-04-01,Quebec,14325.0,13684.0,32076.0,2049000.0,,,
1978-04-01,Saskatchewan,3499.0,2486.0,9135.0,,,,
1978-04-01,Newfoundland and Labrador,637.0,541.0,2332.0,140000.0,,,
1978-05-01,Alberta,2002.9310344827584,527.3333333333333,5289.689655172414,662000.0,,,
1978-05-01,British Columbia,2458.241379310345,992.1666666666666,6275.586206896552,921000.0,,,
1978-05-01,Canada,2913.551724137931,1457.0,7261.482758620689,7744000.0,,,
1978-05-01,Manitoba,3368.862068965517,1921.8333333333333,8247.379310344828,344000.0,,,
1978-05-01,New Brunswick,3824.172413793104,2386.6666666666665,9233.275862068966,204000.0,,,
1978-05-01,Nova Scotia,4279.48275862069,2851.5,10219.172413793103,,,,
1978-05-01,Ontario,4734.793103448276,3316.333333333333,11205.06896551724,2821000.0,,,
1978-05-01,Prince Edward Island,5190.103448275862,3781.1666666666665,12190.96551724138,35000.0,,,
1978-05-01,Quebec,5645.413793103448,4246.0,13176.862068965516,2049000.0,,,
1978-05-01,Saskatchewan,6100.724137931034,4710.833333333333,14162.758620689656,,,,
1978-05-01,Newfoundland and Labrador,6556.0344827586205,5175.666666666666,15148.655172413792,140000.0,,,
1978-06-01,Alberta,7921.9655172413795,6570.166666666666,18106.344827586207,662000.0,,,
1978-06-01,British Columbia,8377.275862068966,7035.0,19092.241379310344,921000.0,,,
1978-06-01,Canada,8832.586206896553,7499.833333333333,20078.13793103448,7744000.0,,,
1978-06-01,Manitoba,9287.896551724138,7964.666666666666,21064.03448275862,344000.0,,,
1978-06-01,New Brunswick,9743.206896551725,8429.5,22049.93103448276,204000.0,,,
1978-06-01,Nova Scotia,10198.51724137931,8894.333333333332,23035.82758620689,,,,
1978-06-01,Ontario,10653.827586206897,9359.166666666666,24021.724137931036,2821000.0,,,
1978-06-01,Prince Edward Island,11109.137931034484,9824.0,25007.62068965517,35000.0,,,
1978-06-01,Quebec,11564.448275862069,10288.833333333332,25993.51724137931,2049000.0,,,
1978-06-01,Saskatchewan,12019.758620689656,10753.666666666666,26979.41379310345,,,,
