REF_DATE,GEO,Number_of_Households
1999-05-01,Manitoba,437
1999-05-01,New Brunswick,286
1999-05-01,Newfoundland and Labrador,190
1999-05-01,Ontario,4246
1999-05-01,Prince Edward Island,50
1999-05-01,Quebec,2974
1999-05-01,Canada,11567
1999-06-01,Alberta,1084
1999-06-01,British Columbia,1552
1999-06-01,Manitoba,437
1999-06-01,New Brunswick,286
1999-06-01,Newfoundland and Labrador,190
1999-06-01,Ontario,4246
1999-06-01,Prince Edward Island,50
1999-06-01,Quebec,2974
1999-06-01,Canada,11567
1999-07-01,Alberta,1084
1999-07-01,British Columbia,1552
1999-07-01,Manitoba,437
1999-07-01,New Brunswick,286
1999-07-01,Newfoundland and Labrador,190
1999-07-01,Ontario,4246
1999-07-01,Prince Edward Island,50
1999-07-01,Quebec,2974
1999-07-01,Canada,11567
1999-08-01,Alberta,1084
1999-08-01,British Columbia,1552
1999-08-01,Manitoba,437
1999-08-01,New Brunswick,286
1999-08-01,Newfoundland and Labrador,190
1999-08-01,Ontario,4246
1999-08-01,Prince Edward Island,50
1999-08-01,Quebec,2974
1999-08-01,Canada,11567
1999-09-01,Alberta,1084
1999-09-01,British Columbia,1552
1999-09-01,Manitoba,437
1999-09-01,New Brunswick,286
1999-09-01,Newfoundland and Labrador,190
1999-09-01,Ontario,4246
1999-09-01,Prince Edward Island,50
1999-09-01,Quebec,2974
1999-09-01,Canada,11567
1999-10-01,Alberta,1084
1999-10-01,British Columbia,1552
1999-10-01,Manitoba,437
1999-10-01,New Brunswick,286
1999-10-01,Newfoundland and Labrador,190
1999-10-01,Ontario,4246
1999-10-01,Prince Edward Island,50
1999-10-01,Quebec,2974
1999-10-01,Canada,11567
1999-11-01,Alberta,1084
1999-11-01,British Columbia,1552
1999-11-01,Manitoba,437
1999-11-01,New Brunswick,286
1999-11-01,Newfoundland and Labrador,190
1999-11-01,Ontario,4246
1999-11-01,Prince Edward Island,50
1999-11-01,Quebec,2974
1999-11-01,Canada,11567
1999-12-01,Alberta,1084
1999-12-01,British Columbia,1552
1999-12-01,Manitoba,437
1999-12-01,New Brunswick,286
1999-12-01,Newfoundland and Labrador,190
1999-12-01,Ontario,4246
1999-12-01,Prince Edward Island,50
1999-12-01,Quebec,2974
1999-12-01,Canada,11567
2000-01-01,Alberta,1110
2000-01-01,British Columbia,1575
2000-01-01,Manitoba,441
2000-01-01,New Brunswick,289
2000-01-01,Newfoundland and Labrador,191
2000-01-01,Ontario,4314
2000-01-01,Prince Edward Island,50
2000-01-01,Quebec,3009
2000-01-01,Canada,11732
2000-02-01,Alberta,1110
2000-02-01,British Columbia,1575
2000-02-01,Manitoba,441
2000-02-01,New Brunswick,289
2000-02-01,Newfoundland and Labrador,191
2000-02-01,Ontario,4314
2000-02-01,Prince Edward Island,50
2000-02-01,Quebec,3009
2000-02-01,Canada,11732
2000-03-01,Alberta,1110
2000-03-01,British Columbia,1575
2000-03-01,Manitoba,441
2000-03-01,New Brunswick,289
2000-03-01,Newfoundland and Labrador,191
2000-03-01,Ontario,4314
2000-03-01,Prince Edward Island,50
2000-03-01,Quebec,3009
2000-03-01,Canada,11732
2000-04-01,Alberta,1110
2000-04-01,British Columbia,1575
2000-04-01,Manitoba,441
2000-04-01,New Brunswick,289
2000-04-01,Newfoundland and Labrador,191
2000-04-01,Ontario,4314
2000-04-01,Prince Edward Island,50
2000-04-01,Quebec,3009
2000-04-01,Canada,11732
2000-05-01,Alberta,1110
2000-05-01,British Columbia,1575
2000-05-01,Manitoba,441
2000-05-01,New Brunswick,289
2000-05-01,Newfoundland and Labrador,191
2000-05-01,Ontario,4314
2000-05-01,Prince Edward Island,50
2000-05-01,Quebec,3009
2000-05-01,Canada,11732
2000-06-01,Alberta,1110
2000-06-01,British Columbia,1575
2000-06-01,Manitoba,441
2000-06-01,New Brunswick,289
2000-06-01,Newfoundland and Labrador,191
2000-06-01,Ontario,4314
2000-06-01,Prince Edward Island,50
2000-06-01,Quebec,3009
2000-06-01,Canada,11732
2000-07-01,Alberta,1110
2000-07-01,British Columbia,1575
2000-07-01,Manitoba,441
2000-07-01,New Brunswick,289
2000-07-01,Newfoundland and Labrador,191
2000-07-01,Ontario,4314
2000-07-01,Prince Edward Island,50
2000-07-01,Quebec,3009
2000-07-01,Canada,11732
2000-08-01,Alberta,1110
2000-08-01,British Columbia,1575
2000-08-01,Manitoba,441
2000-08-01,New Brunswick,289
2000-08-01,Newfoundland and Labrador,191
2000-08-01,Ontario,4314
2000-08-01,Prince Edward Island,50
2000-08-01,Quebec,3009
2000-08-01,Canada,11732
2000-09-01,Alberta,1110
2000-09-01,British Columbia,1575
2000-09-01,Manitoba,441
2000-09-01,New Brunswick,289
2000-09-01,Newfoundland and Labrador,191
2000-09-01,Ontario,4314
2000-09-01,Prince Edward Island,50
2000-09-01,Quebec,3009
2000-09-01,Canada,11732
2000-10-01,Alberta,1110
2000-10-01,British Columbia,1575
2000-10-01,Manitoba,441
2000-10-01,New Brunswick,289
2000-10-01,Newfoundland and Labrador,191
2000-10-01,Ontario,4314
2000-10-01,Prince Edward Island,50
2000-10-01,Quebec,3009
2000-10-01,Canada,11732
2000-11-01,Alberta,1110
2000-11-01,British Columbia,1575
2000-11-01,Manitoba,441
2000-11-01,New Brunswick,289
2000-11-01,Newfoundland and Labrador,191
2000-11-01,Ontario,4314
2000-11-01,Prince Edward Island,50
2000-11-01,Quebec,3009
2000-11-01,Canada,11732
2000-12-01,Alberta,1110
2000-12-01,British Columbia,1575
2000-12-01,Manitoba,441
2000-12-01,New Brunswick,289
2000-12-01,Newfoundland and Labrador,191
2000-12-01,Ontario,4314
2000-12-01,Prince Edward Island,50
2000-12-01,Quebec,3009
2000-12-01,Canada,11732
2001-01-01,Alberta,1135
2001-01-01,British Columbia,1598
2001-01-01,Manitoba,444
2001-01-01,New Brunswick,292
2001-01-01,Newfoundland and Labrador,192
2001-01-01,Ontario,4381
2001-01-01,Prince Edward Island,51
2001-01-01,Quebec,3044
2001-01-01,Canada,11895
2001-02-01,Alberta,1135
2001-02-01,British Columbia,1598
2001-02-01,Manitoba,444
2001-02-01,New Brunswick,292
2001-02-01,Newfoundland and Labrador,192
2001-02-01,Ontario,4381
2001-02-01,Prince Edward Island,51
2001-02-01,Quebec,3044
2001-02-01,Canada,11895
2001-03-01,Alberta,1135
2001-03-01,British Columbia,1598
2001-03-01,Manitoba,444
2001-03-01,New Brunswick,292
2001-03-01,Newfoundland and Labrador,192
2001-03-01,Ontario,4381
2001-03-01,Prince Edward Island,51
2001-03-01,Quebec,3044
2001-03-01,Canada,11895
2001-04-01,Alberta,1135
2001-04-01,British Columbia,1598
2001-04-01,Manitoba,444
2001-04-01,New Brunswick,292
2001-04-01,Newfoundland and Labrador,192
2001-04-01,Ontario,4381
2001-04-01,Prince Edward Island,51
2001-04-01,Quebec,3044
2001-04-01,Canada,11895
2001-05-01,Alberta,1135
2001-05-01,British Columbia,1598
2001-05-01,Manitoba,444
2001-05-01,New Brunswick,292
2001-05-01,Newfoundland and Labrador,192
2001-05-01,Ontario,4381
2001-05-01,Prince Edward Island,51
2001-05-01,Quebec,3044
2001-05-01,Canada,11895
2001-06-01,Alberta,1135
2001-06-01,British Columbia,1598
2001-06-01,Manitoba,444
2001-06-01,New Brunswick,292
2001-06-01,Newfoundland and Labrador,192
2001-06-01,Ontario,4381
2001-06-01,Prince Edward Island,51
2001-06-01,Quebec,3044
2001-06-01,Canada,11895
2001-07-01,Alberta,1135
2001-07-01,British Columbia,1598
2001-07-01,Manitoba,444
2001-07-01,New Brunswick,292
2001-07-01,Newfoundland and Labrador,192
2001-07-01,Ontario,4381
2001-07-01,Prince Edward Island,51
2001-07-01,Quebec,3044
2001-07-01,Canada,11895
2001-08-01,Alberta,1135
2001-08-01,British Columbia,1598
2001-08-01,Manitoba,444
2001-08-01,New Brunswick,292
2001-08-01,Newfoundland and Labrador,192
2001-08-01,Ontario,4381
2001-08-01,Prince Edward Island,51
2001-08-01,Quebec,3044
2001-08-01,Canada,11895
2001-09-01,Alberta,1135
2001-09-01,British Columbia,1598
2001-09-01,Manitoba,444
2001-09-01,New Brunswick,292
2001-09-01,Newfoundland and Labrador,192
2001-09-01,Ontario,4381
2001-09-01,Prince Edward Island,51
2001-09-01,Quebec,3044
2001-09-01,Canada,11895
2001-10-01,Alberta,1135
2001-10-01,British Columbia,1598
2001-10-01,Manitoba,444
2001-10-01,New Brunswick,292
2001-10-01,Newfoundland and Labrador,192
2001-10-01,Ontario,4381
2001-10-01,Prince Edward Island,51
2001-10-01,Quebec,3044
2001-10-01,Canada,11895
2001-11-01,Alberta,1135
2001-11-01,British Columbia,1598
2001-11-01,Manitoba,444
2001-11-01,New Brunswick,292
2001-11-01,Newfoundland and Labrador,192
2001-11-01,Ontario,4381
2001-11-01,Prince Edward Island,51
2001-11-01,Quebec,3044
2001-11-01,Canada,11895
2001-12-01,Alberta,1135
2001-12-01,British Columbia,1598
2001-12-01,Manitoba,444
2001-12-01,New Brunswick,292
2001-12-01,Newfoundland and Labrador,192
2001-12-01,Ontario,4381
2001-12-01,Prince Edward Island,51
2001-12-01,Quebec,3044
2001-12-01,Canada,11895
2002-01-01,Alberta,1169
2002-01-01,British Columbia,1616
2002-01-01,Manitoba,448
2002-01-01,New Brunswick,294
2002-01-01,Newfoundland and Labrador,193
2002-01-01,Ontario,4451
2002-01-01,Prince Edward Island,52
2002-01-01,Quebec,3080
2002-01-01,Canada,12066
2002-02-01,Alberta,1169
2002-02-01,British Columbia,1616
2002-02-01,Manitoba,448
2002-02-01,New Brunswick,294
2002-02-01,Newfoundland and Labrador,193
2002-02-01,Ontario,4451
2002-02-01,Prince Edward Island,52
2002-02-01,Quebec,3080
2002-02-01,Canada,12066
2002-03-01,Alberta,1169
2002-03-01,British Columbia,1616
2002-03-01,Manitoba,448
2002-03-01,New Brunswick,294
2002-03-01,Newfoundland and Labrador,193
2002-03-01,Ontario,4451
2002-03-01,Prince Edward Island,52
2002-03-01,Quebec,3080
2002-03-01,Canada,12066
2002-04-01,Alberta,1169
2002-04-01,British Columbia,1616
2002-04-01,Manitoba,448
2002-04-01,New Brunswick,294
2002-04-01,Newfoundland and Labrador,193
2002-04-01,Ontario,4451
2002-04-01,Prince Edward Island,52
2002-04-01,Quebec,3080
2002-04-01,Canada,12066
2002-05-01,Alberta,1169
2002-05-01,British Columbia,1616
2002-05-01,Manitoba,448
2002-05-01,New Brunswick,294
2002-05-01,Newfoundland and Labrador,193
2002-05-01,Ontario,4451
2002-05-01,Prince Edward Island,52
2002-05-01,Quebec,3080
2002-05-01,Canada,12066
2002-06-01,Alberta,1169
2002-06-01,British Columbia,1616
2002-06-01,Manitoba,448
2002-06-01,New Brunswick,294
2002-06-01,Newfoundland and Labrador,193
2002-06-01,Ontario,4451
2002-06-01,Prince Edward Island,52
2002-06-01,Quebec,3080
2002-06-01,Canada,12066
2002-07-01,Alberta,1169
2002-07-01,British Columbia,1616
2002-07-01,Manitoba,448
2002-07-01,New Brunswick,294
2002-07-01,Newfoundland and Labrador,193
2002-07-01,Ontario,4451
2002-07-01,Prince Edward Island,52
2002-07-01,Quebec,3080
2002-07-01,Canada,12066
2002-08-01,Alberta,1169
2002-08-01,British Columbia,1616
2002-08-01,Manitoba,448
2002-08-01,New Brunswick,294
2002-08-01,Newfoundland and Labrador,193
2002-08-01,Ontario,4451
2002-08-01,Prince Edward Island,52
2002-08-01,Quebec,3080
2002-08-01,Canada,12066
2002-09-01,Alberta,1169
2002-09-01,British Columbia,1616
2002-09-01,Manitoba,448
2002-09-01,New Brunswick,294
2002-09-01,Newfoundland and Labrador,193
2002-09-01,Ontario,4451
2002-09-01,Prince Edward Island,52
2002-09-01,Quebec,3080
2002-09-01,Canada,12066
2002-10-01,Alberta,1169
2002-10-01,British Columbia,1616
2002-10-01,Manitoba,448
2002-10-01,New Brunswick,294
2002-10-01,Newfoundland and Labrador,193
2002-10-01,Ontario,4451
2002-10-01,Prince Edward Island,52
2002-10-01,Quebec,3080
2002-10-01,Canada,12066
2002-11-01,Alberta,1169
2002-11-01,British Columbia,1616
2002-11-01,Manitoba,448
2002-11-01,New Brunswick,294
2002-11-01,Newfoundland and Labrador,193
2002-11-01,Ontario,4451
2002-11-01,Prince Edward Island,52
2002-11-01,Quebec,3080
2002-11-01,Canada,12066
2002-12-01,Alberta,1169
2002-12-01,British Columbia,1616
2002-12-01,Manitoba,448
2002-12-01,New Brunswick,294
2002-12-01,Newfoundland and Labrador,193
2002-12-01,Ontario,4451
2002-12-01,Prince Edward Island,52
2002-12-01,Quebec,3080
2002-12-01,Canada,12066
2003-01-01,Alberta,1203
2003-01-01,British Columbia,1635
2003-01-01,Manitoba,451
2003-01-01,New Brunswick,296
2003-01-01,Newfoundland and Labrador,195
2003-01-01,Ontario,4521
2003-01-01,Prince Edward Island,52
2003-01-01,Quebec,3116
2003-01-01,Canada,12236
2003-02-01,Alberta,1203
2003-02-01,British Columbia,1635
2003-02-01,Manitoba,451
2003-02-01,New Brunswick,296
2003-02-01,Newfoundland and Labrador,195
2003-02-01,Ontario,4521
2003-02-01,Prince Edward Island,52
2003-02-01,Quebec,3116
2003-02-01,Canada,12236
2003-03-01,Alberta,1203
2003-03-01,British Columbia,1635
2003-03-01,Manitoba,451
2003-03-01,New Brunswick,296
2003-03-01,Newfoundland and Labrador,195
2003-03-01,Ontario,4521
2003-03-01,Prince Edward Island,52
2003-03-01,Quebec,3116
2003-03-01,Canada,12236
2003-04-01,Alberta,1203
2003-04-01,British Columbia,1635
2003-04-01,Manitoba,451
2003-04-01,New Brunswick,296
2003-04-01,Newfoundland and Labrador,195
2003-04-01,Ontario,4521
2003-04-01,Prince Edward Island,52
2003-04-01,Quebec,3116
2003-04-01,Canada,12236
2003-05-01,Alberta,1203
2003-05-01,British Columbia,1635
2003-05-01,Manitoba,451
2003-05-01,New Brunswick,296
2003-05-01,Newfoundland and Labrador,195
2003-05-01,Ontario,4521
2003-05-01,Prince Edward Island,52
2003-05-01,Quebec,3116
2003-05-01,Canada,12236
2003-06-01,Alberta,1203
2003-06-01,British Columbia,1635
2003-06-01,Manitoba,451
2003-06-01,New Brunswick,296
2003-06-01,Newfoundland and Labrador,195
2003-06-01,Ontario,4521
2003-06-01,Prince Edward Island,52
2003-06-01,Quebec,3116
2003-06-01,Canada,12236
2003-07-01,Alberta,1203
2003-07-01,British Columbia,1635
2003-07-01,Manitoba,451
2003-07-01,New Brunswick,296
2003-07-01,Newfoundland and Labrador,195
2003-07-01,Ontario,4521
2003-07-01,Prince Edward Island,52
2003-07-01,Quebec,3116
2003-07-01,Canada,12236
2003-08-01,Alberta,1203
2003-08-01,British Columbia,1635
2003-08-01,Manitoba,451
2003-08-01,New Brunswick,296
2003-08-01,Newfoundland and Labrador,195
2003-08-01,Ontario,4521
2003-08-01,Prince Edward Island,52
2003-08-01,Quebec,3116
2003-08-01,Canada,12236
2003-09-01,Alberta,1203
2003-09-01,British Columbia,1635
2003-09-01,Manitoba,451
2003-09-01,New Brunswick,296
2003-09-01,Newfoundland and Labrador,195
2003-09-01,Ontario,4521
2003-09-01,Prince Edward Island,52
2003-09-01,Quebec,3116
2003-09-01,Canada,12236
2003-10-01,Alberta,1203
2003-10-01,British Columbia,1635
2003-10-01,Manitoba,451
2003-10-01,New Brunswick,296
2003-10-01,Newfoundland and Labrador,195
2003-10-01,Ontario,4521
2003-10-01,Prince Edward Island,52
2003-10-01,Quebec,3116
2003-10-01,Canada,12236
2003-11-01,Alberta,1203
2003-11-01,British Columbia,1635
2003-11-01,Manitoba,451
2003-11-01,New Brunswick,296
2003-11-01,Newfoundland and Labrador,195
2003-11-01,Ontario,4521
2003-11-01,Prince Edward Island,52
2003-11-01,Quebec,3116
2003-11-01,Canada,12236
2003-12-01,Alberta,1203
2003-12-01,British Columbia,1635
2003-12-01,Manitoba,451
2003-12-01,New Brunswick,296
2003-12-01,Newfoundland and Labrador,195
2003-12-01,Ontario,4521
2003-12-01,Prince Edward Island,52
2003-12-01,Quebec,3116
2003-12-01,Canada,12236
2004-01-01,Alberta,1237
2004-01-01,British Columbia,1653
2004-01-01,Manitoba,455
2004-01-01,New Brunswick,298
2004-01-01,Newfoundland and Labrador,196
2004-01-01,Ontario,4591
2004-01-01,Prince Edward Island,53
2004-01-01,Quebec,3151
2004-01-01,Canada,12407
2004-02-01,Alberta,1237
2004-02-01,British Columbia,1653
2004-02-01,Manitoba,455
2004-02-01,New Brunswick,298
2004-02-01,Newfoundland and Labrador,196
2004-02-01,Ontario,4591
2004-02-01,Prince Edward Island,53
2004-02-01,Quebec,3151
2004-02-01,Canada,12407
2004-03-01,Alberta,1237
2004-03-01,British Columbia,1653
2004-03-01,Manitoba,455
2004-03-01,New Brunswick,298
2004-03-01,Newfoundland and Labrador,196
2004-03-01,Ontario,4591
2004-03-01,Prince Edward Island,53
2004-03-01,Quebec,3151
2004-03-01,Canada,12407
2004-04-01,Alberta,1237
2004-04-01,British Columbia,1653
2004-04-01,Manitoba,455
2004-04-01,New Brunswick,298
2004-04-01,Newfoundland and Labrador,196
2004-04-01,Ontario,4591
2004-04-01,Prince Edward Island,53
2004-04-01,Quebec,3151
2004-04-01,Canada,12407
2004-05-01,Alberta,1237
2004-05-01,British Columbia,1653
2004-05-01,Manitoba,455
2004-05-01,New Brunswick,298
2004-05-01,Newfoundland and Labrador,196
2004-05-01,Ontario,4591
2004-05-01,Prince Edward Island,53
2004-05-01,Quebec,3151
2004-05-01,Canada,12407
2004-06-01,Alberta,1237
2004-06-01,British Columbia,1653
2004-06-01,Manitoba,455
2004-06-01,New Brunswick,298
2004-06-01,Newfoundland and Labrador,196
2004-06-01,Ontario,4591
2004-06-01,Prince Edward Island,53
2004-06-01,Quebec,3151
2004-06-01,Canada,12407
2004-07-01,Alberta,1237
2004-07-01,British Columbia,1653
2004-07-01,Manitoba,455
2004-07-01,New Brunswick,298
2004-07-01,Newfoundland and Labrador,196
2004-07-01,Ontario,4591
2004-07-01,Prince Edward Island,53
2004-07-01,Quebec,3151
2004-07-01,Canada,12407
2004-08-01,Alberta,1237
2004-08-01,British Columbia,1653
2004-08-01,Manitoba,455
2004-08-01,New Brunswick,298
2004-08-01,Newfoundland and Labrador,196
2004-08-01,Ontario,4591
2004-08-01,Prince Edward Island,53
2004-08-01,Quebec,3151
2004-08-01,Canada,12407
2004-09-01,Alberta,1237
2004-09-01,British Columbia,1653
2004-09-01,Manitoba,455
2004-09-01,New Brunswick,298
2004-09-01,Newfoundland and Labrador,196
2004-09-01,Ontario,4591
2004-09-01,Prince Edward Island,53
2004-09-01,Quebec,3151
2004-09-01,Canada,12407
2004-10-01,Alberta,1237
2004-10-01,British Columbia,1653
2004-10-01,Manitoba,455
2004-10-01,New Brunswick,298
2004-10-01,Newfoundland and Labrador,196
2004-10-01,Ontario,4591
2004-10-01,Prince Edward Island,53
2004-10-01,Quebec,3151
2004-10-01,Canada,12407
2004-11-01,Alberta,1237
2004-11-01,British Columbia,1653
2004-11-01,Manitoba,455
2004-11-01,New Brunswick,298
2004-11-01,Newfoundland and Labrador,196
2004-11-01,Ontario,4591
2004-11-01,Prince Edward Island,53
2004-11-01,Quebec,3151
2004-11-01,Canada,12407
2004-12-01,Alberta,1237
2004-12-01,British Columbia,1653
2004-12-01,Manitoba,455
2004-12-01,New Brunswick,298
2004-12-01,Newfoundland and Labrador,196
2004-12-01,Ontario,4591
2004-12-01,Prince Edward Island,53
2004-12-01,Quebec,3151
2004-12-01,Canada,12407
2005-01-01,Alberta,1271
2005-01-01,British Columbia,1672
2005-01-01,Manitoba,458
2005-01-01,New Brunswick,300
2005-01-01,Newfoundland and Labrador,198
2005-01-01,Ontario,4661
2005-01-01,Prince Edward Island,53
2005-01-01,Quebec,3187
2005-01-01,Canada,12577
2005-02-01,Alberta,1271
2005-02-01,British Columbia,1672
2005-02-01,Manitoba,458
2005-02-01,New Brunswick,300
2005-02-01,Newfoundland and Labrador,198
2005-02-01,Ontario,4661
2005-02-01,Prince Edward Island,53
2005-02-01,Quebec,3187
2005-02-01,Canada,12577
2005-03-01,Alberta,1271
2005-03-01,British Columbia,1672
2005-03-01,Manitoba,458
2005-03-01,New Brunswick,300
2005-03-01,Newfoundland and Labrador,198
2005-03-01,Ontario,4661
2005-03-01,Prince Edward Island,53
2005-03-01,Quebec,3187
2005-03-01,Canada,12577
2005-04-01,Alberta,1271
2005-04-01,British Columbia,1672
2005-04-01,Manitoba,458
2005-04-01,New Brunswick,300
2005-04-01,Newfoundland and Labrador,198
2005-04-01,Ontario,4661
2005-04-01,Prince Edward Island,53
2005-04-01,Quebec,3187
2005-04-01,Canada,12577
2005-05-01,Alberta,1271
2005-05-01,British Columbia,1672
2005-05-01,Manitoba,458
2005-05-01,New Brunswick,300
2005-05-01,Newfoundland and Labrador,198
2005-05-01,Ontario,4661
2005-05-01,Prince Edward Island,53
2005-05-01,Quebec,3187
2005-05-01,Canada,12577
2005-06-01,Alberta,1271
2005-06-01,British Columbia,1672
2005-06-01,Manitoba,458
2005-06-01,New Brunswick,300
2005-06-01,Newfoundland and Labrador,198
2005-06-01,Ontario,4661
2005-06-01,Prince Edward Island,53
2005-06-01,Quebec,3187
2005-06-01,Canada,12577
2005-07-01,Alberta,1271
2005-07-01,British Columbia,1672
2005-07-01,Manitoba,458
2005-07-01,New Brunswick,300
2005-07-01,Newfoundland and Labrador,198
2005-07-01,Ontario,4661
2005-07-01,Prince Edward Island,53
2005-07-01,Quebec,3187
2005-07-01,Canada,12577
2005-08-01,Alberta,1271
2005-08-01,British Columbia,1672
2005-08-01,Manitoba,458
2005-08-01,New Brunswick,300
2005-08-01,Newfoundland and Labrador,198
2005-08-01,Ontario,4661
2005-08-01,Prince Edward Island,53
2005-08-01,Quebec,3187
2005-08-01,Canada,12577
2005-09-01,Alberta,1271
2005-09-01,British Columbia,1672
2005-09-01,Manitoba,458
2005-09-01,New Brunswick,300
2005-09-01,Newfoundland and Labrador,198
2005-09-01,Ontario,4661
2005-09-01,Prince Edward Island,53
2005-09-01,Quebec,3187
2005-09-01,Canada,12577
2005-10-01,Alberta,1271
2005-10-01,British Columbia,1672
2005-10-01,Manitoba,458
2005-10-01,New Brunswick,300
2005-10-01,Newfoundland and Labrador,198
2005-10-01,Ontario,4661
2005-10-01,Prince Edward Island,53
2005-10-01,Quebec,3187
2005-10-01,Canada,12577
2005-11-01,Alberta,1271
2005-11-01,British Columbia,1672
2005-11-01,Manitoba,458
2005-11-01,New Brunswick,300
2005-11-01,Newfoundland and Labrador,198
2005-11-01,Ontario,4661
2005-11-01,Prince Edward Island,53
