,REF_DATE,GEO,Number_of_Households,Housing completions,Housing starts,Housing under construction,House only NHPI,Land only NHPI,Total (house and land) NHPI
5490,2026-12-01,Alberta,2136,,,,,,
5491,2026-12-01,British Columbia,2248,,,,,,
5492,2026-12-01,Manitoba,579,,,,,,
5493,2026-12-01,New Brunswick,340,,,,,,
5494,2026-12-01,Newfoundland and Labrador,220,,,,,,
5495,2026-12-01,Ontario,6133,,,,,,
5496,2026-12-01,Prince Edward Island,70,,,,,,
5497,2026-12-01,Quebec,3971,,,,,,
5498,2026-12-01,Canada,16644,,,,,,
5499,2027-01-01,Alberta,2186,,,,,,
5500,2027-01-01,British Columbia,2283,,,,,,
5501,2027-01-01,Manitoba,587,,,,,,
5502,2027-01-01,New Brunswick,341,,,,,,
5503,2027-01-01,Newfoundland and Labrador,219,,,,,,
5504,2027-01-01,Ontario,6206,,,,,,
5505,2027-01-01,Prince Edward Island,71,,,,,,
5506,2027-01-01,Quebec,4002,,,,,,
5507,2027-01-01,Canada,16849,,,,,,
5508,2027-02-01,Alberta,2186,,,,,,
5509,2027-02-01,British Columbia,2283,,,,,,
5510,2027-02-01,Manitoba,587,,,,,,
5511,2027-02-01,New Brunswick,341,,,,,,
5512,2027-02-01,Newfoundland and Labrador,219,,,,,,
5513,2027-02-01,Ontario,6206,,,,,,
5514,2027-02-01,Prince Edward Island,71,,,,,,
5515,2027-02-01,Quebec,4002,,,,,,
5516,2027-02-01,Canada,16849,,,,,,
5517,2027-03-01,Alberta,2186,,,,,,
5518,2027-03-01,British Columbia,2283,,,,,,
5519,2027-03-01,Manitoba,587,,,,,,
5520,2027-03-01,New Brunswick,341,,,,,,
5521,2027-03-01,Newfoundland and Labrador,219,,,,,,
5522,2027-03-01,Ontario,6206,,,,,,
5523,2027-03-01,Prince Edward Island,71,,,,,,
5524,2027-03-01,Quebec,4002,,,,,,
5525,2027-03-01,Canada,16849,,,,,,
5526,2027-04-01,Alberta,2186,,,,,,
5527,2027-04-01,British Columbia,2283,,,,,,
5528,2027-04-01,Manitoba,587,,,,,,
5529,2027-04-01,New Brunswick,341,,,,,,
5530,2027-04-01,Newfoundland and Labrador,219,,,,,,
5531,2027-04-01,Ontario,6206,,,,,,
5532,2027-04-01,Prince Edward Island,71,,,,,,
5533,2027-04-01,Quebec,4002,,,,,,
5534,2027-04-01,Canada,16849,,,,,,
5535,2027-05-01,Alberta,2186,,,,,,
5536,2027-05-01,British Columbia,2283,,,,,,
5537,2027-05-01,Manitoba,587,,,,,,
5538,2027-05-01,New Brunswick,341,,,,,,
5539,2027-05-01,Newfoundland and Labrador,219,,,,,,
5540,2027-05-01,Ontario,6206,,,,,,
5541,2027-05-01,Prince Edward Island,71,,,,,,
5542,2027-05-01,Quebec,4002,,,,,,
5543,2027-05-01,Canada,16849,,,,,,
5544,2027-06-01,Alberta,2186,,,,,,
5545,2027-06-01,British Columbia,2283,,,,,,
5546,2027-06-01,Manitoba,587,,,,,,
5547,2027-06-01,New Brunswick,341,,,,,,
5548,2027-06-01,Newfoundland and Labrador,219,,,,,,
5549,2027-06-01,Ontario,6206,,,,,,
5550,2027-06-01,Prince Edward Island,71,,,,,,
5551,2027-06-01,Quebec,4002,,,,,,
5552,2027-06-01,Canada,16849,,,,,,
5553,2027-07-01,Alberta,2186,,,,,,
5554,2027-07-01,British Columbia,2283,,,,,,
5555,2027-07-01,Manitoba,587,,,,,,
5556,2027-07-01,New Brunswick,341,,,,,,
5557,2027-07-01,Newfoundland and Labrador,219,,,,,,
5558,2027-07-01,Ontario,6206,,,,,,
5559,2027-07-01,Prince Edward Island,71,,,,,,
5560,2027-07-01,Quebec,4002,,,,,,
5561,2027-07-01,Canada,16849,,,,,,
5562,2027-08-01,Alberta,2186,,,,,,
5563,2027-08-01,British Columbia,2283,,,,,,
5564,2027-08-01,Manitoba,587,,,,,,
5565,2027-08-01,New Brunswick,341,,,,,,
5566,2027-08-01,Newfoundland and Labrador,219,,,,,,
5567,2027-08-01,Ontario,6206,,,,,,
5568,2027-08-01,Prince Edward Island,71,,,,,,
5569,2027-08-01,Quebec,4002,,,,,,
5570,2027-08-01,Canada,16849,,,,,,
5571,2027-09-01,Alberta,2186,,,,,,
5572,2027-09-01,British Columbia,2283,,,,,,
5573,2027-09-01,Manitoba,587,,,,,,
5574,2027-09-01,New Brunswick,341,,,,,,
5575,2027-09-01,Newfoundland and Labrador,219,,,,,,
5576,2027-09-01,Ontario,6206,,,,,,
5577,2027-09-01,Prince Edward Island,71,,,,,,
5578,2027-09-01,Quebec,4002,,,,,,
5579,2027-09-01,Canada,16849,,,,,,
5580,2027-10-01,Alberta,2186,,,,,,
5581,2027-10-01,British Columbia,2283,,,,,,
5582,2027-10-01,Manitoba,587,,,,,,
5583,2027-10-01,New Brunswick,341,,,,,,
5584,2027-10-01,Newfoundland and Labrador,219,,,,,,
5585,2027-10-01,Ontario,6206,,,,,,
5586,2027-10-01,Prince Edward Island,71,,,,,,
5587,2027-10-01,Quebec,4002,,,,,,
5588,2027-10-01,Canada,16849,,,,,,
5589,2027-11-01,Alberta,2186,,,,,,
5590,2027-11-01,British Columbia,2283,,,,,,
5591,2027-11-01,Manitoba,587,,,,,,
5592,2027-11-01,New Brunswick,341,,,,,,
5593,2027-11-01,Newfoundland and Labrador,219,,,,,,
5594,2027-11-01,Ontario,6206,,,,,,
5595,2027-11-01,Prince Edward Island,71,,,,,,
5596,2027-11-01,Quebec,4002,,,,,,
5597,2027-11-01,Canada,16849,,,,,,
5598,2027-12-01,Alberta,2186,,,,,,
5599,2027-12-01,British Columbia,2283,,,,,,
5600,2027-12-01,Manitoba,587,,,,,,
5601,2027-12-01,New Brunswick,341,,,,,,
5602,2027-12-01,Newfoundland and Labrador,219,,,,,,
5603,2027-12-01,Ontario,6206,,,,,,
5604,2027-12-01,Prince Edward Island,71,,,,,,
5605,2027-12-01,Quebec,4002,,,,,,
5606,2027-12-01,Canada,16849,,,,,,
5607,2028-01-01,Alberta,2237,,,,,,
5608,2028-01-01,British Columbia,2317,,,,,,
5609,2028-01-01,Manitoba,595,,,,,,
5610,2028-01-01,New Brunswick,342,,,,,,
5611,2028-01-01,Newfoundland and Labrador,219,,,,,,
5612,2028-01-01,Ontario,6280,,,,,,
5613,2028-01-01,Prince Edward Island,72,,,,,,
5614,2028-01-01,Quebec,4033,,,,,,
5615,2028-01-01,Canada,17057,,,,,,
5616,2028-02-01,Alberta,2237,,,,,,
5617,2028-02-01,British Columbia,2317,,,,,,
5618,2028-02-01,Manitoba,595,,,,,,
5619,2028-02-01,New Brunswick,342,,,,,,
5620,2028-02-01,Newfoundland and Labrador,219,,,,,,
5621,2028-02-01,Ontario,6280,,,,,,
5622,2028-02-01,Prince Edward Island,72,,,,,,
5623,2028-02-01,Quebec,4033,,,,,,
5624,2028-02-01,Canada,17057,,,,,,
5625,2028-03-01,Alberta,2237,,,,,,
5626,2028-03-01,British Columbia,2317,,,,,,
5627,2028-03-01,Manitoba,595,,,,,,
5628,2028-03-01,New Brunswick,342,,,,,,
5629,2028-03-01,Newfoundland and Labrador,219,,,,,,
5630,2028-03-01,Ontario,6280,,,,,,
5631,2028-03-01,Prince Edward Island,72,,,,,,
5632,2028-03-01,Quebec,4033,,,,,,
5633,2028-03-01,Canada,17057,,,,,,
5634,2028-04-01,Alberta,2237,,,,,,
5635,2028-04-01,British Columbia,2317,,,,,,
5636,2028-04-01,Manitoba,595,,,,,,
5637,2028-04-01,New Brunswick,342,,,,,,
5638,2028-04-01,Newfoundland and Labrador,219,,,,,,
5639,2028-04-01,Ontario,6280,,,,,,
5640,2028-04-01,Prince Edward Island,72,,,,,,
5641,2028-04-01,Quebec,4033,,,,,,
5642,2028-04-01,Canada,17057,,,,,,
5643,2028-05-01,Alberta,2237,,,,,,
5644,2028-05-01,British Columbia,2317,,,,,,
5645,2028-05-01,Manitoba,595,,,,,,
5646,2028-05-01,New Brunswick,342,,,,,,
5647,2028-05-01,Newfoundland and Labrador,219,,,,,,
5648,2028-05-01,Ontario,6280,,,,,,
5649,2028-05-01,Prince Edward Island,72,,,,,,
5650,2028-05-01,Quebec,4033,,,,,,
5651,2028-05-01,Canada,17057,,,,,,
5652,2028-06-01,Alberta,2237,,,,,,
5653,2028-06-01,British Columbia,2317,,,,,,
5654,2028-06-01,Manitoba,595,,,,,,
5655,2028-06-01,New Brunswick,342,,,,,,
5656,2028-06-01,Newfoundland and Labrador,219,,,,,,
5657,2028-06-01,Ontario,6280,,,,,,
5658,2028-06-01,Prince Edward Island,72,,,,,,
5659,2028-06-01,Quebec,4033,,,,,,
5660,2028-06-01,Canada,17057,,,,,,
5661,2028-07-01,Alberta,2237,,,,,,
5662,2028-07-01,British Columbia,2317,,,,,,
5663,2028-07-01,Manitoba,595,,,,,,
5664,2028-07-01,New Brunswick,342,,,,,,
5665,2028-07-01,Newfoundland and Labrador,219,,,,,,
5666,2028-07-01,Ontario,6280,,,,,,
5667,2028-07-01,Prince Edward Island,72,,,,,,
5668,2028-07-01,Quebec,4033,,,,,,
5669,2028-07-01,Canada,17057,,,,,,
5670,2028-08-01,Alberta,2237,,,,,,
5671,2028-08-01,British Columbia,2317,,,,,,
5672,2028-08-01,Manitoba,595,,,,,,
5673,2028-08-01,New Brunswick,342,,,,,,
5674,2028-08-01,Newfoundland and Labrador,219,,,,,,
5675,2028-08-01,Ontario,6280,,,,,,
5676,2028-08-01,Prince Edward Island,72,,,,,,
5677,2028-08-01,Quebec,4033,,,,,,
5678,2028-08-01,Canada,17057,,,,,,
5679,2028-09-01,Alberta,2237,,,,,,
5680,2028-09-01,British Columbia,2317,,,,,,
5681,2028-09-01,Manitoba,595,,,,,,
5682,2028-09-01,New Brunswick,342,,,,,,
5683,2028-09-01,Newfoundland and Labrador,219,,,,,,
5684,2028-09-01,Ontario,6280,,,,,,
5685,2028-09-01,Prince Edward Island,72,,,,,,
5686,2028-09-01,Quebec,4033,,,,,,
5687,2028-09-01,Canada,17057,,,,,,
5688,2028-10-01,Alberta,2237,,,,,,
5689,2028-10-01,British Columbia,2317,,,,,,
5690,2028-10-01,Manitoba,595,,,,,,
5691,2028-10-01,New Brunswick,342,,,,,,
5692,2028-10-01,Newfoundland and Labrador,219,,,,,,
5693,2028-10-01,Ontario,6280,,,,,,
5694,2028-10-01,Prince Edward Island,72,,,,,,
5695,2028-10-01,Quebec,4033,,,,,,
5696,2028-10-01,Canada,17057,,,,,,
5697,2028-11-01,Alberta,2237,,,,,,
5698,2028-11-01,British Columbia,2317,,,,,,
5699,2028-11-01,Manitoba,595,,,,,,
5700,2028-11-01,New Brunswick,342,,,,,,
5701,2028-11-01,Newfoundland and Labrador,219,,,,,,
5702,2028-11-01,Ontario,6280,,,,,,
5703,2028-11-01,Prince Edward Island,72,,,,,,
5704,2028-11-01,Quebec,4033,,,,,,
5705,2028-11-01,Canada,17057,,,,,,
5706,2028-12-01,Alberta,2237,,,,,,
5707,2028-12-01,British Columbia,2317,,,,,,
5708,2028-12-01,Manitoba,595,,,,,,
5709,2028-12-01,New Brunswick,342,,,,,,
5710,2028-12-01,Newfoundland and Labrador,219,,,,,,
5711,2028-12-01,Ontario,6280,,,,,,
5712,2028-12-01,Prince Edward Island,72,,,,,,
5713,2028-12-01,Quebec,4033,,,,,,
5714,2028-12-01,Canada,17057,,,,,,
5715,2029-01-01,Alberta,2287,,,,,,
5716,2029-01-01,British Columbia,2352,,,,,,
5717,2029-01-01,Manitoba,604,,,,,,
5718,2029-01-01,New Brunswick,343,,,,,,
5719,2029-01-01,Newfoundland and Labrador,218,,,,,,
5720,2029-01-01,Ontario,6353,,,,,,
5721,2029-01-01,Prince Edward Island,73,,,,,,
5722,2029-01-01,Quebec,4063,,,,,,
5723,2029-01-01,Canada,17263,,,,,,
5724,2029-02-01,Alberta,2287,,,,,,
5725,2029-02-01,British Columbia,2352,,,,,,
5726,2029-02-01,Manitoba,604,,,,,,
5727,2029-02-01,New Brunswick,343,,,,,,
5728,2029-02-01,Newfoundland and Labrador,218,,,,,,
5729,2029-02-01,Ontario,6353,,,,,,
5730,2029-02-01,Prince Edward Island,73,,,,,,
5731,2029-02-01,Quebec,4063,,,,,,
5732,2029-02-01,Canada,17263,,,,,,
5733,2029-03-01,Alberta,2287,,,,,,
5734,2029-03-01,British Columbia,2352,,,,,,
5735,2029-03-01,Manitoba,604,,,,,,
5736,2029-03-01,New Brunswick,343,,,,,,
5737,2029-03-01,Newfoundland and Labrador,218,,,,,,
5738,2029-03-01,Ontario,6353,,,,,,
5739,2029-03-01,Prince Edward Island,73,,,,,,
5740,2029-03-01,Quebec,4063,,,,,,
5741,2029-03-01,Canada,17263,,,,,,
5742,2029-04-01,Alberta,2287,,,,,,
5743,2029-04-01,British Columbia,2352,,,,,,
5744,2029-04-01,Manitoba,604,,,,,,
5745,2029-04-01,New Brunswick,343,,,,,,
5746,2029-04-01,Newfoundland and Labrador,218,,,,,,
5747,2029-04-01,Ontario,6353,,,,,,
5748,2029-04-01,Prince Edward Island,73,,,,,,
5749,2029-04-01,Quebec,4063,,,,,,
5750,2029-04-01,Canada,17263,,,,,,
5751,2029-05-01,Alberta,2287,,,,,,
5752,2029-05-01,British Columbia,2352,,,,,,
5753,2029-05-01,Manitoba,604,,,,,,
5754,2029-05-01,New Brunswick,343,,,,,,
5755,2029-05-01,Newfoundland and Labrador,218,,,,,,
5756,2029-05-01,Ontario,6353,,,,,,
5757,2029-05-01,Prince Edward Island,73,,,,,,
5758,2029-05-01,Quebec,4063,,,,,,
5759,2029-05-01,Canada,17263,,,,,,
5760,2029-06-01,Alberta,2287,,,,,,
5761,2029-06-01,British Columbia,2352,,,,,,
5762,2029-06-01,Manitoba,604,,,,,,
5763,2029-06-01,New Brunswick,343,,,,,,
5764,2029-06-01,Newfoundland and Labrador,218,,,,,,
5765,2029-06-01,Ontario,6353,,,,,,
5766,2029-06-01,Prince Edward Island,73,,,,,,
5767,2029-06-01,Quebec,4063,,,,,,
5768,2029-06-01,Canada,17263,,,,,,
5769,2029-07-01,Alberta,2287,,,,,,
5770,2029-07-01,British Columbia,2352,,,,,,
5771,2029-07-01,Manitoba,604,,,,,,
5772,2029-07-01,New Brunswick,343,,,,,,
5773,2029-07-01,Newfoundland and Labrador,218,,,,,,
5774,2029-07-01,Ontario,6353,,,,,,
5775,2029-07-01,Prince Edward Island,73,,,,,,
5776,2029-07-01,Quebec,4063,,,,,,
5777,2029-07-01,Canada,17263,,,,,,
5778,2029-08-01,Alberta,2287,,,,,,
5779,2029-08-01,British Columbia,2352,,,,,,
5780,2029-08-01,Manitoba,604,,,,,,
5781,2029-08-01,New Brunswick,343,,,,,,
5782,2029-08-01,Newfoundland and Labrador,218,,,,,,
5783,2029-08-01,Ontario,6353,,,,,,
5784,2029-08-01,Prince Edward Island,73,,,,,,
5785,2029-08-01,Quebec,4063,,,,,,
5786,2029-08-01,Canada,17263,,,,,,
5787,2029-09-01,Alberta,2287,,,,,,
5788,2029-09-01,British Columbia,2352,,,,,,
5789,2029-09-01,Manitoba,604,,,,,,
5790,2029-09-01,New Brunswick,343,,,,,,
5791,2029-09-01,Newfoundland and Labrador,218,,,,,,
5792,2029-09-01,Ontario,6353,,,,,,
5793,2029-09-01,Prince Edward Island,73,,,,,,
5794,2029-09-01,Quebec,4063,,,,,,
5795,2029-09-01,Canada,17263,,,,,,
5796,2029-10-01,Alberta,2287,,,,,,
5797,2029-10-01,British Columbia,2352,,,,,,
5798,2029-10-01,Manitoba,604,,,,,,
5799,2029-10-01,New Brunswick,343,,,,,,
5800,2029-10-01,Newfoundland and Labrador,218,,,,,,
5801,2029-10-01,Ontario,6353,,,,,,
5802,2029-10-01,Prince Edward Island,73,,,,,,
5803,2029-10-01,Quebec,4063,,,,,,
5804,2029-10-01,Canada,17263,,,,,,
5805,2029-11-01,Alberta,2287,,,,,,
5806,2029-11-01,British Columbia,2352,,,,,,
5807,2029-11-01,Manitoba,604,,,,,,
5808,2029-11-01,New Brunswick,343,,,,,,
5809,2029-11-01,Newfoundland and Labrador,218,,,,,,
5810,2029-11-01,Ontario,6353,,,,,,
5811,2029-11-01,Prince Edward Island,73,,,,,,
5812,2029-11-01,Quebec,4063,,,,,,
5813,2029-11-01,Canada,17263,,,,,,
5814,2029-12-01,Alberta,2287,,,,,,
5815,2029-12-01,British Columbia,2352,,,,,,
5816,2029-12-01,Manitoba,604,,,,,,
5817,2029-12-01,New Brunswick,343,,,,,,
5818,2029-12-01,Newfoundland and Labrador,218,,,,,,
5819,2029-12-01,Ontario,6353,,,,,,
5820,2029-12-01,Prince Edward Island,73,,,,,,
5821,2029-12-01,Quebec,4063,,,,,,
5822,2029-12-01,Canada,17263,,,,,,
5823,2030-01-01,Alberta,2338,,,,,,
5824,2030-01-01,British Columbia,2387,,,,,,
5825,2030-01-01,Manitoba,612,,,,,,
5826,2030-01-01,New Brunswick,343,,,,,,
5827,2030-01-01,Newfoundland and Labrador,218,,,,,,
5828,2030-01-01,Ontario,6426,,,,,,
5829,2030-01-01,Prince Edward Island,74,,,,,,
5830,2030-01-01,Quebec,4094,,,,,,
5831,2030-01-01,Canada,17470,,,,,,
5832,2030-02-01,Alberta,2338,,,,,,
5833,2030-02-01,British Columbia,2387,,,,,,
5834,2030-02-01,Manitoba,612,,,,,,
5835,2030-02-01,New Brunswick,343,,,,,,
5836,2030-02-01,Newfoundland and Labrador,218,,,,,,
5837,2030-02-01,Ontario,6426,,,,,,
5838,2030-02-01,Prince Edward Island,74,,,,,,
5839,2030-02-01,Quebec,4094,,,,,,
5840,2030-02-01,Canada,17470,,,,,,
5841,2030-03-01,Alberta,2338,,,,,,
5842,2030-03-01,British Columbia,2387,,,,,,
5843,2030-03-01,Manitoba,612,,,,,,
5844,2030-03-01,New Brunswick,343,,,,,,
5845,2030-03-01,Newfoundland and Labrador,218,,,,,,
5846,2030-03-01,Ontario,6426,,,,,,
5847,2030-03-01,Prince Edward Island,74,,,,,,
5848,2030-03-01,Quebec,4094,,,,,,
5849,2030-03-01,Canada,17470,,,,,,
5850,2030-04-01,Alberta,2338,,,,,,
5851,2030-04-01,British Columbia,2387,,,,,,
5852,2030-04-01,Manitoba,612,,,,,,
5853,2030-04-01,New Brunswick,343,,,,,,
5854,2030-04-01,Newfoundland and Labrador,218,,,,,,
5855,2030-04-01,Ontario,6426,,,,,,
5856,2030-04-01,Prince Edward Island,74,,,,,,
5857,2030-04-01,Quebec,4094,,,,,,
5858,2030-04-01,Canada,17470,,,,,,
5859,2030-05-01,Alberta,2338,,,,,,
5860,2030-05-01,British Columbia,2387,,,,,,
5861,2030-05-01,Manitoba,612,,,,,,
5862,2030-05-01,New Brunswick,343,,,,,,
5863,2030-05-01,Newfoundland and Labrador,218,,,,,,
5864,2030-05-01,Ontario,6426,,,,,,
5865,2030-05-01,Prince Edward Island,74,,,,,,
5866,2030-05-01,Quebec,4094,,,,,,
5867,2030-05-01,Canada,17470,,,,,,
5868,2030-06-01,Alberta,2338,,,,,,
5869,2030-06-01,British Columbia,2387,,,,,,
5870,2030-06-01,Manitoba,612,,,,,,
5871,2030-06-01,New Brunswick,343,,,,,,
5872,2030-06-01,Newfoundland and Labrador,218,,,,,,
5873,2030-06-01,Ontario,6426,,,,,,
5874,2030-06-01,Prince Edward Island,74,,,,,,
5875,2030-06-01,Quebec,4094,,,,,,
5876,2030-06-01,Canada,17470,,,,,,
5877,2030-07-01,Alberta,2338,,,,,,
5878,2030-07-01,British Columbia,2387,,,,,,
5879,2030-07-01,Manitoba,612,,,,,,
5880,2030-07-01,New Brunswick,343,,,,,,
5881,2030-07-01,Newfoundland and Labrador,218,,,,,,
5882,2030-07-01,Ontario,6426,,,,,,
5883,2030-07-01,Prince Edward Island,74,,,,,,
5884,2030-07-01,Quebec,4094,,,,,,
5885,2030-07-01,Canada,17470,,,,,,
5886,2030-08-01,Alberta,2338,,,,,,
5887,2030-08-01,British Columbia,2387,,,,,,
5888,2030-08-01,Manitoba,612,,,,,,
5889,2030-08-01,New Brunswick,343,,,,,,
5890,2030-08-01,Newfoundland and Labrador,218,,,,,,
5891,2030-08-01,Ontario,6426,,,,,,
5892,2030-08-01,Prince Edward Island,74,,,,,,
5893,2030-08-01,Quebec,4094,,,,,,
5894,2030-08-01,Canada,17470,,,,,,
5895,2030-09-01,Alberta,2338,,,,,,
5896,2030-09-01,British Columbia,2387,,,,,,
5897,2030-09-01,Manitoba,612,,,,,,
5898,2030-09-01,New Brunswick,343,,,,,,
5899,2030-09-01,Newfoundland and Labrador,218,,,,,,
5900,2030-09-01,Ontario,6426,,,,,,
5901,2030-09-01,Prince Edward Island,74,,,,,,
5902,2030-09-01,Quebec,4094,,,,,,
5903,2030-09-01,Canada,17470,,,,,,
5904,2030-10-01,Alberta,2338,,,,,,
5905,2030-10-01,British Columbia,2387,,,,,,
5906,2030-10-01,Manitoba,612,,,,,,
5907,2030-10-01,New Brunswick,343,,,,,,
5908,2030-10-01,Newfoundland and Labrador,218,,,,,,
5909,2030-10-01,Ontario,6426,,,,,,
5910,2030-10-01,Prince Edward Island,74,,,,,,
5911,2030-10-01,Quebec,4094,,,,,,
5912,2030-10-01,Canada,17470,,,,,,
5913,2030-11-01,Alberta,2338,,,,,,
5914,2030-11-01,British Columbia,2387,,,,,,
5915,2030-11-01,Manitoba,612,,,,,,
5916,2030-11-01,New Brunswick,343,,,,,,
5917,2030-11-01,Newfoundland and Labrador,218,,,,,,
5918,2030-11-01,Ontario,6426,,,,,,
5919,2030-11-01,Prince Edward Island,74,,,,,,
5920,2030-11-01,Quebec,4094,,,,,,
5921,2030-11-01,Canada,17470,,,,,,
5922,2030-12-01,Alberta,2338,,,,,,
5923,2030-12-01,British Columbia,2387,,,,,,
5924,2030-12-01,Manitoba,612,,,,,,
5925,2030-12-01,New Brunswick,343,,,,,,
5926,2030-12-01,Newfoundland and Labrador,218,,,,,,
5927,2030-12-01,Ontario,6426,,,,,,
5928,2030-12-01,Prince Edward Island,74,,,,,,
5929,2030-12-01,Quebec,4094,,,,,,
5930,2030-12-01,Canada,17470,,,,,,
5931,2031-01-01,Alberta,2389,,,,,,
5932,2031-01-01,British Columbia,2422,,,,,,
5933,2031-01-01,Manitoba,620,,,,,,
5934,2031-01-01,New Brunswick,344,,,,,,
5935,2031-01-01,Newfoundland and Labrador,217,,,,,,
5936,2031-01-01,Ontario,6499,,,,,,
5937,2031-01-01,Prince Edward Island,75,,,,,,
5938,2031-01-01,Quebec,4125,,,,,,
5939,2031-01-01,Canada,17676,,,,,,
5940,2031-02-01,Alberta,2389,,,,,,
5941,2031-02-01,British Columbia,2422,,,,,,
5942,2031-02-01,Manitoba,620,,,,,,
5943,2031-02-01,New Brunswick,344,,,,,,
5944,2031-02-01,Newfoundland and Labrador,217,,,,,,
5945,2031-02-01,Ontario,6499,,,,,,
5946,2031-02-01,Prince Edward Island,75,,,,,,
5947,2031-02-01,Quebec,4125,,,,,,
5948,2031-02-01,Canada,17676,,,,,,
5949,2031-03-01,Alberta,2389,,,,,,
5950,2031-03-01,British Columbia,2422,,,,,,
5951,2031-03-01,Manitoba,620,,,,,,
5952,2031-03-01,New Brunswick,344,,,,,,
5953,2031-03-01,Newfoundland and Labrador,217,,,,,,
5954,2031-03-01,Ontario,6499,,,,,,
5955,2031-03-01,Prince Edward Island,75,,,,,,
5956,2031-03-01,Quebec,4125,,,,,,
5957,2031-03-01,Canada,17676,,,,,,
5958,2031-04-01,Alberta,2389,,,,,,
5959,2031-04-01,British Columbia,2422,,,,,,
5960,2031-04-01,Manitoba,620,,,,,,
5961,2031-04-01,New Brunswick,344,,,,,,
5962,2031-04-01,Newfoundland and Labrador,217,,,,,,
5963,2031-04-01,Ontario,6499,,,,,,
5964,2031-04-01,Prince Edward Island,75,,,,,,
5965,2031-04-01,Quebec,4125,,,,,,
5966,2031-04-01,Canada,17676,,,,,,
5967,2031-05-01,Alberta,2389,,,,,,
5968,2031-05-01,British Columbia,2422,,,,,,
5969,2031-05-01,Manitoba,620,,,,,,
5970,2031-05-01,New Brunswick,344,,,,,,
5971,2031-05-01,Newfoundland and Labrador,217,,,,,,
5972,2031-05-01,Ontario,6499,,,,,,
5973,2031-05-01,Prince Edward Island,75,,,,,,
5974,2031-05-01,Quebec,4125,,,,,,
5975,2031-05-01,Canada,17676,,,,,,
5976,2031-06-01,Alberta,2389,,,,,,
5977,2031-06-01,British Columbia,2422,,,,,,
5978,2031-06-01,Manitoba,620,,,,,,
5979,2031-06-01,New Brunswick,344,,,,,,
5980,2031-06-01,Newfoundland and Labrador,217,,,,,,
5981,2031-06-01,Ontario,6499,,,,,,
5982,2031-06-01,Prince Edward Island,75,,,,,,
5983,2031-06-01,Quebec,4125,,,,,,
5984,2031-06-01,Canada,17676,,,,,,
5985,2031-07-01,Alberta,2389,,,,,,
5986,2031-07-01,British Columbia,2422,,,,,,
5987,2031-07-01,Manitoba,620,,,,,,
5988,2031-07-01,New Brunswick,344,,,,,,
5989,2031-07-01,Newfoundland and Labrador,217,,,,,,
5990,2031-07-01,Ontario,6499,,,,,,
5991,2031-07-01,Prince Edward Island,75,,,,,,
5992,2031-07-01,Quebec,4125,,,,,,
5993,2031-07-01,Canada,17676,,,,,,
5994,2031-08-01,Alberta,2389,,,,,,
5995,2031-08-01,British Columbia,2422,,,,,,
5996,2031-08-01,Manitoba,620,,,,,,
5997,2031-08-01,New Brunswick,344,,,,,,
5998,2031-08-01,Newfoundland and Labrador,217,,,,,,
5999,2031-08-01,Ontario,6499,,,,,,
6000,2031-08-01,Prince Edward Island,75,,,,,,
6001,2031-08-01,Quebec,4125,,,,,,
6002,2031-08-01,Canada,17676,,,,,,
6003,2031-09-01,Alberta,2389,,,,,,
6004,2031-09-01,British Columbia,2422,,,,,,
6005,2031-09-01,Manitoba,620,,,,,,
6006,2031-09-01,New Brunswick,344,,,,,,
6007,2031-09-01,Newfoundland and Labrador,217,,,,,,
6008,2031-09-01,Ontario,6499,,,,,,
6009,2031-09-01,Prince Edward Island,75,,,,,,
6010,2031-09-01,Quebec,4125,,,,,,
6011,2031-09-01,Canada,17676,,,,,,
6012,2031-10-01,Alberta,2389,,,,,,
6013,2031-10-01,British Columbia,2422,,,,,,
6014,2031-10-01,Manitoba,620,,,,,,
6015,2031-10-01,New Brunswick,344,,,,,,
6016,2031-10-01,Newfoundland and Labrador,217,,,,,,
6017,2031-10-01,Ontario,6499,,,,,,
6018,2031-10-01,Prince Edward Island,75,,,,,,
6019,2031-10-01,Quebec,4125,,,,,,
6020,2031-10-01,Canada,17676,,,,,,
6021,2031-11-01,Alberta,2389,,,,,,
6022,2031-11-01,British Columbia,2422,,,,,,
6023,2031-11-01,Manitoba,620,,,,,,
6024,2031-11-01,New Brunswick,344,,,,,,
6025,2031-11-01,Newfoundland and Labrador,217,,,,,,
6026,2031-11-01,Ontario,6499,,,,,,
6027,2031-11-01,Prince Edward Island,75,,,,,,
6028,2031-11-01,Quebec,4125,,,,,,
6029,2031-11-01,Canada,17676,,,,,,
6030,2031-12-01,Alberta,2389,,,,,,
6031,2031-12-01,British Columbia,2422,,,,,,
6032,2031-12-01,Manitoba,620,,,,,,
6033,2031-12-01,New Brunswick,344,,,,,,
6034,2031-12-01,Newfoundland and Labrador,217,,,,,,
6035,2031-12-01,Ontario,6499,,,,,,
6036,2031-12-01,Prince Edward Island,75,,,,,,
6037,2031-12-01,Quebec,4125,,,,,,
6038,2031-12-01,Canada,17676,,,,,,
6039,2032-01-01,Alberta,2444,,,,,,
6040,2032-01-01,British Columbia,2457,,,,,,
6041,2032-01-01,Manitoba,629,,,,,,
6042,2032-01-01,New Brunswick,345,,,,,,
6043,2032-01-01,Newfoundland and Labrador,216,,,,,,
