REF_DATE,GEO,Number_of_Households,Housing completions,Housing starts,Housing under construction,House only NHPI,Land only NHPI,Total (house and land) NHPI
2010-08-01,Canada,13433000,18124.33333333333,17557.0,53521.333333333336,86.6,91.0,88.0
2010-09-01,Canada,13433000,18124.33333333333,17557.0,53521.333333333336,86.6,91.5,88.1
2010-10-01,Canada,13433000,16119.333333333334,15652.666666666666,53186.333333333336,86.6,91.5,88.2
2010-11-01,Canada,13433000,16119.333333333334,15652.666666666666,53186.333333333336,86.8,91.8,88.4
2010-12-01,Canada,13433000,16119.333333333334,15652.666666666666,53186.333333333336,86.7,92.0,88.4
2011-01-01,Canada,13606000,12223.0,11184.333333333334,51217.0,87.0,92.1,88.6
2011-02-01,Canada,13606000,12223.0,11184.333333333334,51217.0,87.3,92.4,89.0
2011-03-01,Canada,13606000,12223.0,11184.333333333334,51217.0,87.4,92.3,89.0
2011-04-01,Canada,13606000,14818.333333333334,17541.666666666668,53777.333333333336,87.8,92.4,89.2
2011-05-01,Canada,13606000,14818.333333333334,17541.666666666668,53777.333333333336,88.2,92.7,89.6
2011-06-01,Canada,13606000,14818.333333333334,17541.666666666668,53777.333333333336,88.5,92.8,89.8
2011-07-01,Canada,13606000,16443.666666666668,18538.33333333333,56023.66666666666,88.5,92.9,89.9
2011-08-01,Canada,13606000,16443.666666666668,18538.33333333333,56023.66666666666,88.6,93.0,90.0
2011-09-01,Canada,13606000,16443.666666666668,18538.33333333333,56023.66666666666,88.8,93.0,90.1
2011-10-01,Canada,13606000,15056.0,17385.666666666668,58145.66666666666,89.0,93.2,90.3
2011-11-01,Canada,13606000,15056.0,17385.666666666668,58145.66666666666,89.3,93.4,90.6
2011-12-01,Canada,13606000,15056.0,17385.666666666668,58145.66666666666,89.3,93.6,90.7
2012-01-01,Canada,13807000,13121.0,13300.666666666666,57926.333333333336,89.4,93.8,90.8
2012-02-01,Canada,13807000,13121.0,13300.666666666666,57926.333333333336,89.6,93.9,91.0
2012-03-01,Canada,13807000,13121.0,13300.666666666666,57926.333333333336,89.9,94.1,91.3
2012-04-01,Canada,13807000,14062.0,20675.0,64537.0,90.2,94.2,91.5
2012-05-01,Canada,13807000,14062.0,20675.0,64537.0,90.4,94.4,91.7
2012-06-01,Canada,13807000,14062.0,20675.0,64537.0,90.7,94.6,91.9
2012-07-01,Canada,13807000,16953.666666666668,20112.666666666668,67510.0,90.7,94.6,92.0
2012-08-01,Canada,13807000,16953.666666666668,20112.666666666668,67510.0,90.9,94.6,92.1
2012-09-01,Canada,13807000,16953.666666666668,20112.666666666668,67510.0,91.1,94.8,92.3
2012-10-01,Canada,13807000,15894.333333333334,17520.666666666668,68843.33333333333,91.4,94.8,92.5
2012-11-01,Canada,13807000,15894.333333333334,17520.666666666668,68843.33333333333,91.5,94.8,92.6
2012-12-01,Canada,13807000,15894.333333333334,17520.666666666668,68843.33333333333,91.7,94.9,92.7
2013-01-01,Canada,14007000,13009.333333333334,11159.0,66325.66666666667,91.8,95.0,92.8
2013-02-01,Canada,14007000,13009.333333333334,11159.0,66325.66666666667,91.9,95.2,93.0
2013-03-01,Canada,14007000,13009.333333333334,11159.0,66325.66666666667,92.0,95.2,93.0
2013-04-01,Canada,14007000,16454.0,17086.333333333332,67418.0,92.2,95.3,93.2
2013-05-01,Canada,14007000,16454.0,17086.333333333332,67418.0,92.4,95.4,93.4
2013-06-01,Canada,14007000,16454.0,17086.333333333332,67418.0,92.5,95.5,93.5
2013-07-01,Canada,14007000,15937.333333333334,17578.0,69066.0,92.7,95.6,93.6
2013-08-01,Canada,14007000,15937.333333333334,17578.0,69066.0,92.8,95.7,93.7
2013-09-01,Canada,14007000,15937.333333333334,17578.0,69066.0,92.8,95.7,93.8
2013-10-01,Canada,14007000,16430.666666666668,16817.666666666668,69345.66666666667,92.9,95.7,93.8
2013-11-01,Canada,14007000,16430.666666666668,16817.666666666668,69345.66666666667,92.9,95.8,93.9
2013-12-01,Canada,14007000,16430.666666666668,16817.666666666668,69345.66666666667,93.0,95.8,93.9
2014-01-01,Canada,14207000,12932.333333333334,11307.666666666666,67304.66666666667,93.3,95.9,94.1
2014-02-01,Canada,14207000,12932.333333333334,11307.666666666666,67304.66666666667,93.6,96.0,94.4
2014-03-01,Canada,14207000,12932.333333333334,11307.666666666666,67304.66666666667,93.7,96.1,94.5
2014-04-01,Canada,14207000,15004.666666666666,17760.333333333332,70046.33333333333,94.0,96.2,94.7
2014-05-01,Canada,14207000,15004.666666666666,17760.333333333332,70046.33333333333,94.1,96.3,94.8
2014-06-01,Canada,14207000,15004.666666666666,17760.333333333332,70046.33333333333,94.3,96.4,94.9
2014-07-01,Canada,14207000,15993.0,17987.0,72157.0,94.3,96.4,94.9
2014-08-01,Canada,14207000,15993.0,17987.0,72157.0,94.5,96.6,95.2
2014-09-01,Canada,14207000,15993.0,17987.0,72157.0,94.6,96.6,95.3
2014-10-01,Canada,14207000,16546.0,16054.666666666666,71618.66666666667,94.7,96.7,95.4
2014-11-01,Canada,14207000,16546.0,16054.666666666666,71618.66666666667,94.8,96.8,95.5
2014-12-01,Canada,14207000,16546.0,16054.666666666666,71618.66666666667,94.9,96.8,95.5
2015-01-01,Canada,14408000,18274.666666666668,11725.0,64757.0,94.8,96.9,95.5
2015-02-01,Canada,14408000,18274.666666666668,11725.0,64757.0,95.0,97.0,95.6
2015-03-01,Canada,14408000,18274.666666666668,11725.0,64757.0,95.0,97.0,95.7
2015-04-01,Canada,14408000,15211.333333333334,17416.0,66859.0,95.1,97.0,95.7
2015-05-01,Canada,14408000,15211.333333333334,17416.0,66859.0,95.1,97.6,95.9
2015-06-01,Canada,14408000,15211.333333333334,17416.0,66859.0,95.3,97.9,96.1
2015-07-01,Canada,14408000,15806.0,19142.33333333333,70161.33333333333,95.5,97.9,96.2
2015-08-01,Canada,14408000,15806.0,19142.33333333333,70161.33333333333,95.8,98.0,96.5
2015-09-01,Canada,14408000,15806.0,19142.33333333333,70161.33333333333,95.9,98.0,96.6
2015-10-01,Canada,14408000,15528.333333333334,16895.0,71258.66666666667,96.2,98.1,96.8
2015-11-01,Canada,14408000,15528.333333333334,16895.0,71258.66666666667,96.4,98.1,96.9
2015-12-01,Canada,14408000,15528.333333333334,16895.0,71258.66666666667,96.5,98.1,97.0
2016-01-01,Canada,14606000,14163.333333333334,12725.0,69617.33333333333,96.7,98.1,97.1
2016-02-01,Canada,14606000,14163.333333333334,12725.0,69617.33333333333,97.0,98.1,97.3
2016-03-01,Canada,14606000,14163.333333333334,12725.0,69617.33333333333,97.2,98.1,97.5
2016-04-01,Canada,14606000,15209.0,17762.0,72101.33333333333,97.6,98.1,97.7
2016-05-01,Canada,14606000,15209.0,17762.0,72101.33333333333,98.5,98.5,98.5
2016-06-01,Canada,14606000,15209.0,17762.0,72101.33333333333,98.5,98.6,98.6
2016-07-01,Canada,14606000,16629.666666666668,18299.666666666668,73393.66666666667,99.0,98.7,99.0
2016-08-01,Canada,14606000,16629.666666666668,18299.666666666668,73393.66666666667,99.3,98.7,99.1
2016-09-01,Canada,14606000,16629.666666666668,18299.666666666668,73393.66666666667,99.3,99.0,99.3
2016-10-01,Canada,14606000,16532.666666666668,17185.0,73938.33333333333,99.8,99.5,99.7
2016-11-01,Canada,14606000,16532.666666666668,17185.0,73938.33333333333,99.9,100.0,99.9
2016-12-01,Canada,14606000,16532.666666666668,17185.0,73938.33333333333,100.0,100.0,100.0
2017-01-01,Canada,14810000,14284.0,14287.333333333334,73520.66666666667,99.9,100.4,100.1
2017-02-01,Canada,14810000,14284.0,14287.333333333334,73520.66666666667,100.2,100.9,100.5
2017-03-01,Canada,14810000,14284.0,14287.333333333334,73520.66666666667,100.4,101.3,100.7
2017-04-01,Canada,14810000,15368.666666666666,18361.666666666668,76683.66666666667,101.2,102.3,101.5
2017-05-01,Canada,14810000,15368.666666666666,18361.666666666668,76683.66666666667,101.7,103.1,102.2
2017-06-01,Canada,14810000,15368.666666666666,18361.666666666668,76683.66666666667,102.1,103.1,102.4
2017-07-01,Canada,14810000,17158.0,20391.33333333333,79691.66666666667,102.7,103.3,102.8
2017-08-01,Canada,14810000,17158.0,20391.33333333333,79691.66666666667,102.8,103.3,102.9
2017-09-01,Canada,14810000,17158.0,20391.33333333333,79691.66666666667,102.9,103.6,103.1
2017-10-01,Canada,14810000,16830.333333333332,20214.0,82989.33333333333,103.1,103.6,103.2
2017-11-01,Canada,14810000,16830.333333333332,20214.0,82989.33333333333,103.2,103.6,103.3
2017-12-01,Canada,14810000,16830.333333333332,20214.0,82989.33333333333,103.2,103.7,103.3
2018-01-01,Canada,15012000,15063.666666666666,14724.666666666666,81744.0,103.2,103.7,103.3
2018-02-01,Canada,15012000,15063.666666666666,14724.666666666666,81744.0,102.9,103.8,103.1
2018-03-01,Canada,15012000,15063.666666666666,14724.666666666666,81744.0,102.9,103.7,103.1
2018-04-01,Canada,15012000,16761.666666666668,19242.0,83921.0,102.7,103.7,103.1
2018-05-01,Canada,15012000,16761.666666666668,19242.0,83921.0,102.7,103.8,103.1
2018-06-01,Canada,15012000,16761.666666666668,19242.0,83921.0,103.0,103.9,103.2
2018-07-01,Canada,15012000,17417.333333333332,17727.666666666668,83905.33333333333,103.1,103.9,103.3
2018-08-01,Canada,15012000,17417.333333333332,17727.666666666668,83905.33333333333,103.0,103.9,103.3
2018-09-01,Canada,15012000,17417.333333333332,17727.666666666668,83905.33333333333,102.9,104.0,103.3
2018-10-01,Canada,15012000,17511.333333333332,19253.33333333333,85295.0,102.9,104.0,103.3
2018-11-01,Canada,15012000,17511.333333333332,19253.33333333333,85295.0,102.9,104.1,103.3
2018-12-01,Canada,15012000,17511.333333333332,19253.33333333333,85295.0,102.9,104.1,103.3
2019-01-01,Canada,15216000,13891.666666666666,12427.666666666666,83503.33333333333,102.8,104.1,103.2
2019-02-01,Canada,15216000,13891.666666666666,12427.666666666666,83503.33333333333,102.8,104.1,103.2
2019-03-01,Canada,15216000,13891.666666666666,12427.666666666666,83503.33333333333,102.8,104.1,103.2
2019-04-01,Canada,15216000,16175.333333333334,19663.0,86862.0,102.6,104.1,103.2
2019-05-01,Canada,15216000,16175.333333333334,19663.0,86862.0,102.5,104.2,103.1
2019-06-01,Canada,15216000,16175.333333333334,19663.0,86862.0,102.4,104.2,103.0
2019-07-01,Canada,15216000,17288.333333333332,19727.33333333333,89095.33333333333,102.2,104.1,102.9
2019-08-01,Canada,15216000,17288.333333333332,19727.33333333333,89095.33333333333,102.3,104.2,103.0
2019-09-01,Canada,15216000,17288.333333333332,19727.33333333333,89095.33333333333,102.6,104.2,103.2
2019-10-01,Canada,15216000,15037.0,17743.666666666668,91609.33333333331,102.7,104.2,103.3
2019-11-01,Canada,15216000,15037.0,17743.666666666668,91609.33333333331,102.5,104.3,103.2
2019-12-01,Canada,15216000,15037.0,17743.666666666668,91609.33333333331,102.8,104.4,103.4
2020-01-01,Canada,15416000,14574.333333333334,13312.666666666666,90067.33333333333,102.6,104.8,103.4
2020-02-01,Canada,15416000,14574.333333333334,13312.666666666666,90067.33333333333,103.1,105.0,103.8
2020-03-01,Canada,15416000,14574.333333333334,13312.666666666666,90067.33333333333,103.5,105.1,104.1
2020-04-01,Canada,15416000,15572.0,17083.333333333332,91481.0,103.5,105.1,104.1
2020-05-01,Canada,15416000,15572.0,17083.333333333332,91481.0,103.6,105.1,104.2
2020-06-01,Canada,15416000,15572.0,17083.333333333332,91481.0,103.7,105.2,104.3
2020-07-01,Canada,15416000,19122.0,20983.666666666668,93079.33333333331,103.9,105.9,104.7
2020-08-01,Canada,15416000,19122.0,20983.666666666668,93079.33333333331,104.6,106.3,105.2
2020-09-01,Canada,15416000,19122.0,20983.666666666668,93079.33333333331,106.1,106.8,106.5
2020-10-01,Canada,15416000,16985.333333333332,21247.0,97385.0,107.3,107.4,107.3
2020-11-01,Canada,15416000,16985.333333333332,21247.0,97385.0,108.0,107.8,107.9
2020-12-01,Canada,15416000,16985.333333333332,21247.0,97385.0,108.3,108.0,108.2
2021-01-01,Canada,15620000,15222.0,19497.666666666668,100909.66666666669,109.3,108.4,109.0
2021-02-01,Canada,15620000,15222.0,19497.666666666668,100909.66666666669,111.0,110.1,111.1
2021-03-01,Canada,15620000,15222.0,19497.666666666668,100909.66666666669,112.4,110.7,112.3
2021-04-01,Canada,15620000,20216.666666666668,24877.33333333333,105461.0,114.3,112.9,114.4
2021-05-01,Canada,15620000,20216.666666666668,24877.33333333333,105461.0,116.6,113.4,116.0
2021-06-01,Canada,15620000,20216.666666666668,24877.33333333333,105461.0,117.9,112.9,116.7
2021-07-01,Canada,15620000,20049.0,23038.33333333333,108247.0,118.6,113.0,117.2
2021-08-01,Canada,15620000,20049.0,23038.33333333333,108247.0,119.5,113.5,118.0
2021-09-01,Canada,15620000,20049.0,23038.33333333333,108247.0,120.1,113.8,118.5
2021-10-01,Canada,15620000,18735.666666666668,22986.0,112486.33333333331,121.4,114.4,119.6
2021-11-01,Canada,15620000,18735.666666666668,22986.0,112486.33333333331,122.4,115.1,120.5
2021-12-01,Canada,15620000,18735.666666666668,22986.0,112486.33333333331,122.9,115.2,120.8
2022-01-01,Canada,15824000,16976.0,16119.0,111705.66666666669,124.3,115.5,121.9
2022-02-01,Canada,15824000,16976.0,16119.0,111705.66666666669,126.0,116.1,123.2
2022-03-01,Canada,15824000,16976.0,16119.0,111705.66666666669,127.9,116.5,124.7
2022-04-01,Canada,15824000,18070.0,24104.666666666668,117529.33333333331,128.6,116.7,125.1
2022-05-01,Canada,15824000,18070.0,24104.666666666668,117529.33333333331,129.4,116.8,125.7
2022-06-01,Canada,15824000,18070.0,24104.666666666668,117529.33333333331,129.6,117.0,125.9
2022-07-01,Canada,15824000,19371.33333333333,24516.0,122659.0,129.6,117.2,126.0
2022-08-01,Canada,15824000,19371.33333333333,24516.0,122659.0,129.8,117.2,126.1
2022-09-01,Canada,15824000,19371.33333333333,24516.0,122659.0,129.7,117.1,126.0
2022-10-01,Canada,15824000,18896.666666666668,22543.33333333333,126014.0,129.4,116.7,125.7
2022-11-01,Canada,15824000,18896.666666666668,22543.33333333333,126014.0,129.3,116.6,125.5
2022-12-01,Canada,15824000,18896.666666666668,22543.33333333333,126014.0,129.2,116.6,125.5
2023-01-01,Canada,16028000,0.0,15617.0,0.0,128.9,116.5,125.2
2023-02-01,Canada,16028000,0.0,15617.0,0.0,128.5,116.4,124.9
2023-03-01,Canada,16028000,0.0,15617.0,0.0,128.4,116.4,124.9
2023-04-01,Canada,16028000,0.0,21347.33333333333,0.0,128.2,116.5,124.8
2023-05-01,Canada,16028000,0.0,21347.33333333333,0.0,128.3,116.6,124.9
2023-06-01,Canada,16028000,0.0,21347.33333333333,0.0,128.3,116.7,125.0
2023-07-01,Canada,16028000,0.0,22226.0,0.0,128.2,116.7,124.9
2023-08-01,Canada,16028000,0.0,22226.0,0.0,128.1,117.0,125.0
2023-09-01,Canada,16028000,0.0,22226.0,0.0,127.8,116.8,124.7
2023-10-01,Canada,16028000,0.0,20898.666666666668,0.0,127.6,116.9,124.7
2023-11-01,Canada,16028000,0.0,20898.666666666668,0.0,127.2,116.8,124.4
2023-12-01,Canada,16028000,0.0,20898.666666666668,0.0,127.2,116.8,124.4
2024-01-01,Canada,16233000,0.0,17619.666666666668,0.0,127.1,116.7,124.3
2024-02-01,Canada,16233000,0.0,17619.666666666668,0.0,127.2,116.7,124.4
2024-03-01,Canada,16233000,0.0,17619.666666666668,0.0,127.2,116.8,124.4
2024-04-01,Canada,16233000,0.0,21913.0,0.0,127.6,117.0,124.7
2024-05-01,Canada,16233000,0.0,21913.0,0.0,128.0,116.9,124.9
2024-06-01,Canada,16233000,0.0,21913.0,0.0,127.7,116.9,124.7
2024-07-01,Canada,16233000,0.0,20711.666666666668,0.0,128.0,117.0,125.0
2024-08-01,Canada,16233000,0.0,20711.666666666668,0.0,128.0,117.1,125.0
2024-09-01,Canada,16233000,0.0,20711.666666666668,0.0,128.0,117.0,125.0
2024-10-01,Canada,16233000,0.0,21462.33333333333,0.0,127.3,117.2,124.5
