REF_DATE,Total Number of Educators,GEO
2032-04-01,4767293.982502388,Ontario
2032-04-01,34225.27314870711,Prince Edward Island
2032-04-01,398179.94042247714,Quebec
2032-04-01,23641.805678796736,Saskatchewan
2032-05-01,66692.53737082577,Alberta
2032-05-01,-85777.1230177726,British Columbia
2032-05-01,301984.01576519833,Canada
2032-05-01,301984.01576519833,Canada
2032-05-01,-13034.741755453686,Manitoba
2032-05-01,240383.39588672732,New Brunswick
2032-05-01,-13334.377513691594,Newfoundland and Labrador
2032-05-01,271631.6525082276,Nova Scotia
2032-05-01,-102360.97329142883,Ontario
2032-05-01,59468.91223367872,Prince Edward Island
2032-05-01,391578.06888108316,Quebec
2032-05-01,30807.48525442164,Saskatchewan
2032-06-01,-168400.2521886251,Alberta
2032-06-01,-96769.49313412415,British Columbia
2032-06-01,-3725718.4269414423,Canada
2032-06-01,-3725718.4269414423,Canada
2032-06-01,-22111.21453375432,Manitoba
2032-06-01,-41344.057321205124,New Brunswick
2032-06-01,-8731.925371144362,Newfoundland and Labrador
2032-06-01,148547.30396483853,Nova Scotia
2032-06-01,-7086230.14511196,Ontario
2032-06-01,75950.96505331917,Prince Edward Island
2032-06-01,425335.90022265073,Quebec
2032-06-01,34086.56019823594,Saskatchewan
2032-07-01,32472.918575750093,Alberta
2032-07-01,-98308.37569796118,British Columbia
2032-07-01,-1168038.6291956087,Canada
2032-07-01,-1168038.6291956087,Canada
2032-07-01,-23266.634328753844,Manitoba
2032-07-01,80062.16503341318,New Brunswick
2032-07-01,-7085.846297228222,Newfoundland and Labrador
2032-07-01,-604793.3408996079,Nova Scotia
2032-07-01,117172.94656565375,Ontario
2032-07-01,556.1384122771415,Prince Edward Island
2032-07-01,464666.6607092122,Quebec
2032-07-01,33184.340530908376,Saskatchewan
2032-08-01,-267965.3795981872,Alberta
2032-08-01,-94185.95993249986,British Columbia
2032-08-01,-1895946.3410050266,Canada
2032-08-01,-1895946.3410050266,Canada
2032-08-01,-16587.33727120326,Manitoba
2032-08-01,-34817.34306207203,New Brunswick
2032-08-01,-10125.375452977503,Newfoundland and Labrador
2032-08-01,-299582.50655982946,Nova Scotia
2032-08-01,2798328.647044875,Ontario
2032-08-01,49436.37702983958,Prince Edward Island
2032-08-01,498177.34481045767,Quebec
2032-08-01,30363.353957160165,Saskatchewan
2032-09-01,-35573.76159048428,Alberta
2032-09-01,-84767.57693484219,British Columbia
2032-09-01,3238462.0785288853,Canada
2032-09-01,3238462.0785288853,Canada
2032-09-01,-4928.265661498504,Manitoba
2032-09-01,157195.54492421146,New Brunswick
2032-09-01,-15857.536347539364,Newfoundland and Labrador
2032-09-01,222546.19531539024,Nova Scotia
2032-09-01,946247.4495671962,Ontario
2032-09-01,-9864.676740362283,Prince Edward Island
2032-09-01,512370.1973492382,Quebec
2032-09-01,26128.128293069167,Saskatchewan
2032-10-01,109269.25957043756,Alberta
2032-10-01,-67770.88371378962,British Columbia
2032-10-01,2730689.3262283253,Canada
2032-10-01,2730689.3262283253,Canada
2032-10-01,11064.752581088305,Manitoba
2032-10-01,153516.37812133305,New Brunswick
2032-10-01,-24273.354834279413,Newfoundland and Labrador
2032-10-01,88097.70497483904,Nova Scotia
2032-10-01,-3397633.9052197016,Ontario
2032-10-01,44306.58640898374,Prince Edward Island
2032-10-01,473819.8662578814,Quebec
2032-10-01,20576.689823291526,Saskatchewan
2032-11-01,310871.87893853977,Alberta
2032-11-01,-59219.625345542976,British Columbia
2032-11-01,288959.9738703491,Canada
2032-11-01,288959.9738703491,Canada
2032-11-01,19942.03950933322,Manitoba
2032-11-01,85968.57043315218,New Brunswick
2032-11-01,-30533.679159492545,Newfoundland and Labrador
2032-11-01,251405.17666229274,Nova Scotia
2032-11-01,1879695.5672106661,Ontario
2032-11-01,46676.52328768397,Prince Edward Island
2032-11-01,404990.7387784615,Quebec
2032-11-01,19518.030429165752,Saskatchewan
2032-12-01,-275274.9794955524,Alberta
2032-12-01,-80952.5577669356,British Columbia
2032-12-01,-997989.2246557403,Canada
2032-12-01,-997989.2246557403,Canada
2032-12-01,-5561.420470512812,Manitoba
2032-12-01,246460.6450699627,New Brunswick
2032-12-01,-22055.842073204665,Newfoundland and Labrador
2032-12-01,-272815.65137370623,Nova Scotia
2032-12-01,-221842.9859116675,Ontario
2032-12-01,62474.267847411895,Prince Edward Island
2032-12-01,262082.8270959414,Quebec
2032-12-01,31229.964609494236,Saskatchewan
2033-01-01,30799.337727176393,Alberta
2033-01-01,-16725.80115359387,British Columbia
2033-01-01,47601.26442019167,Canada
2033-01-01,47601.26442019167,Canada
2033-01-01,10847.147508290986,Manitoba
2033-01-01,26115.328517866976,New Brunswick
2033-01-01,-6241.456956849082,Newfoundland and Labrador
2033-01-01,4152.417266535886,Nova Scotia
2033-01-01,-239367.93556940302,Ontario
2033-01-01,15789.781032315603,Prince Edward Island
2033-01-01,453891.79118820577,Quebec
2033-01-01,31950.308930678057,Saskatchewan
2033-02-01,640086.0696664389,Alberta
2033-02-01,-86099.52801427938,British Columbia
2033-02-01,-523871.00377926114,Canada
2033-02-01,-523871.00377926114,Canada
2033-02-01,4062.0190410782716,Manitoba
2033-02-01,79597.77077047795,New Brunswick
2033-02-01,-19738.546735211814,Newfoundland and Labrador
2033-02-01,74950.52888919739,Nova Scotia
2033-02-01,-1398555.754389852,Ontario
2033-02-01,34462.216961321144,Prince Edward Island
2033-02-01,639855.1413532044,Quebec
2033-02-01,19278.818916605593,Saskatchewan
2033-03-01,-90854.2383398812,Alberta
2033-03-01,-49015.23617916546,British Columbia
2033-03-01,-3670620.678656418,Canada
2033-03-01,-3670620.678656418,Canada
2033-03-01,24955.81119249569,Manitoba
2033-03-01,147962.51582798298,New Brunswick
2033-03-01,-30653.92788367453,Newfoundland and Labrador
2033-03-01,-30650.816917344186,Nova Scotia
2033-03-01,22348.325951164814,Ontario
2033-03-01,38396.628984607385,Prince Edward Island
2033-03-01,438605.62687461625,Quebec
2033-03-01,13986.798215741092,Saskatchewan
2033-04-01,-630162.0240031701,Alberta
2033-04-01,-67865.7821179937,British Columbia
2033-04-01,4160030.124602291,Canada
2033-04-01,4160030.124602291,Canada
2033-04-01,5023.081130507566,Manitoba
2033-04-01,133621.28637807467,New Brunswick
2033-04-01,-22201.387470762034,Newfoundland and Labrador
2033-04-01,143011.74086654984,Nova Scotia
2033-04-01,4628501.89555695,Ontario
2033-04-01,32710.78799653654,Prince Edward Island
2033-04-01,394837.7537840337,Quebec
2033-04-01,23672.687132858267,Saskatchewan
2033-05-01,78877.3306509073,Alberta
2033-05-01,-85026.93724201024,British Columbia
2033-05-01,264294.2113247487,Canada
2033-05-01,264294.2113247487,Canada
2033-05-01,-13756.501169193265,Manitoba
2033-05-01,249584.9567556424,New Brunswick
2033-05-01,-12850.54116950897,Newfoundland and Labrador
2033-05-01,271737.9804052865,Nova Scotia
2033-05-01,-250183.61732813614,Ontario
2033-05-01,61435.698773186654,Prince Edward Island
2033-05-01,390953.2655412245,Quebec
2033-05-01,30807.687394031804,Saskatchewan
2033-06-01,-156286.05409937233,Alberta
2033-06-01,-95607.90462774775,British Columbia
2033-06-01,-3763543.28484065,Canada
2033-06-01,-3763543.28484065,Canada
2033-06-01,-22470.237123328232,Manitoba
2033-06-01,-46603.80393107659,New Brunswick
2033-06-01,-8384.308901588824,Newfoundland and Labrador
2033-06-01,137762.60334030952,Nova Scotia
2033-06-01,-7020880.672556058,Ontario
2033-06-01,77172.24645908878,Prince Edward Island
2033-06-01,425887.4114395219,Quebec
2033-06-01,33876.285677337175,Saskatchewan
2033-07-01,23100.937330687993,Alberta
2033-07-01,-96629.72513533774,British Columbia
2033-07-01,-1138856.9646965975,Canada
2033-07-01,-1138856.9646965975,Canada
2033-07-01,-22955.68428219373,Manitoba
2033-07-01,79751.7346309249,New Brunswick
2033-07-01,-7081.911323282693,Newfoundland and Labrador
2033-07-01,-616339.4478034838,Nova Scotia
2033-07-01,295240.337877997,Ontario
2033-07-01,-137.12551112394067,Prince Edward Island
2033-07-01,465389.9915893016,Quebec
2033-07-01,32749.518174256846,Saskatchewan
2033-08-01,-264493.79720383015,Alberta
2033-08-01,-92015.99735612597,British Columbia
2033-08-01,-1864443.4973330058,Canada
2033-08-01,-1864443.4973330058,Canada
2033-08-01,-15913.950033076455,Manitoba
2033-08-01,-28036.002878296902,New Brunswick
2033-08-01,-10303.29780671157,Newfoundland and Labrador
2033-08-01,-286185.71095963067,Nova Scotia
2033-08-01,2782395.85366037,Ontario
2033-08-01,46794.229408152576,Prince Edward Island
2033-08-01,497696.21201639995,Quebec
2033-08-01,29777.295759519504,Saskatchewan
2033-09-01,-18113.40275875774,Alberta
2033-09-01,-82406.47764461077,British Columbia
2033-09-01,3251601.3403616967,Canada
2033-09-01,3251601.3403616967,Canada
2033-09-01,-4178.732847603859,Manitoba
2033-09-01,141495.63755692367,New Brunswick
2033-09-01,-16251.054394295183,Newfoundland and Labrador
2033-09-01,238864.31729207255,Nova Scotia
2033-09-01,867520.6913779186,Ontario
2033-09-01,-10814.38691526654,Prince Edward Island
2033-09-01,510060.9329693469,Quebec
2033-09-01,25537.566858650407,Saskatchewan
2033-10-01,70005.3526581812,Alberta
2033-10-01,-65757.68910333075,British Columbia
2033-10-01,2706288.5092831207,Canada
2033-10-01,2706288.5092831207,Canada
2033-10-01,11447.140355742746,Manitoba
2033-10-01,160045.95332192318,New Brunswick
2033-10-01,-24391.532491973572,Newfoundland and Labrador
2033-10-01,84977.14327113896,Nova Scotia
2033-10-01,-3381864.1005379683,Ontario
2033-10-01,46612.78751769532,Prince Edward Island
2033-10-01,469459.76358898915,Quebec
2033-10-01,20187.56555421258,Saskatchewan
2033-11-01,286722.2177924745,Alberta
2033-11-01,-58074.577268603796,British Columbia
2033-11-01,244195.3837795384,Canada
2033-11-01,244195.3837795384,Canada
2033-11-01,19313.229591786858,Manitoba
2033-11-01,88480.35072483409,New Brunswick
2033-11-01,-30310.858785214536,Newfoundland and Labrador
2033-11-01,242232.25369244398,Nova Scotia
2033-11-01,1919417.8794758227,Ontario
2033-11-01,45454.25580305599,Prince Edward Island
2033-11-01,400247.9067242464,Quebec
2033-11-01,19487.952351275853,Saskatchewan
2033-12-01,-225854.36602191633,Alberta
2033-12-01,-81539.89064538784,British Columbia
2033-12-01,-961059.0290286295,Canada
2033-12-01,-961059.0290286295,Canada
2033-12-01,-7904.317562498358,Manitoba
2033-12-01,247769.00443536235,New Brunswick
2033-12-01,-20660.93350016579,Newfoundland and Labrador
2033-12-01,-275593.3622807005,Nova Scotia
2033-12-01,-347575.30125222384,Ontario
2033-12-01,64357.75935577641,Prince Edward Island
2033-12-01,265419.3550849989,Quebec
2033-12-01,31603.227180379254,Saskatchewan
2034-01-01,30947.963551248627,Alberta
2034-01-01,-15795.530614087642,British Columbia
2034-01-01,47441.48004617868,Canada
2034-01-01,47441.48004617868,Canada
2034-01-01,10711.020598140301,Manitoba
2034-01-01,26153.752638562204,New Brunswick
2034-01-01,-6188.899802718002,Newfoundland and Labrador
2034-01-01,4279.535774070582,Nova Scotia
2034-01-01,-245231.06762497325,Ontario
2034-01-01,15849.652231245947,Prince Edward Island
2034-01-01,455162.158044477,Quebec
2034-01-01,31853.4348007456,Saskatchewan
2034-02-01,655278.2082783015,Alberta
2034-02-01,-81857.3133310607,British Columbia
2034-02-01,-500984.31205552246,Canada
2034-02-01,-500984.31205552246,Canada
2034-02-01,6736.246550614393,Manitoba
2034-02-01,77540.4939951355,New Brunswick
2034-02-01,-21301.959897905323,Newfoundland and Labrador
2034-02-01,72978.77588441224,Nova Scotia
2034-02-01,-1269980.397734138,Ontario
2034-02-01,31302.37073916267,Prince Edward Island
2034-02-01,640500.5447753058,Quebec
2034-02-01,17809.27577926871,Saskatchewan
2034-03-01,-127590.61430531443,Alberta
2034-03-01,-47435.23576466098,British Columbia
2034-03-01,-3670862.1946230833,Canada
2034-03-01,-3670862.1946230833,Canada
2034-03-01,24958.161752092477,Manitoba
2034-03-01,143710.56678580883,New Brunswick
2034-03-01,-30883.077502383276,Newfoundland and Labrador
2034-03-01,-22045.051175938745,Nova Scotia
2034-03-01,100541.53957018186,Ontario
2034-03-01,39851.24349067501,Prince Edward Island
2034-03-01,433285.2469270077,Quebec
2034-03-01,13865.602283834145,Saskatchewan
2034-04-01,-632997.7884444816,Alberta
2034-04-01,-67083.93128984503,British Columbia
2034-04-01,4190609.9095202894,Canada
2034-04-01,4190609.9095202894,Canada
2034-04-01,4313.226453068961,Manitoba
2034-04-01,133821.5872158198,New Brunswick
2034-04-01,-21891.244708274946,Newfoundland and Labrador
2034-04-01,148985.833839905,Nova Scotia
2034-04-01,4482445.332905394,Ontario
2034-04-01,31291.78902081349,Prince Edward Island
2034-04-01,391758.74300345575,Quebec
2034-04-01,23763.657638934736,Saskatchewan
2034-05-01,90815.49482380744,Alberta
2034-05-01,-84360.22261438696,British Columbia
2034-05-01,226596.85973710747,Canada
2034-05-01,226596.85973710747,Canada
2034-05-01,-14452.062025465777,Manitoba
2034-05-01,258704.05040936044,New Brunswick
2034-05-01,-12667.693489125922,Newfoundland and Labrador
2034-05-01,271352.9596168013,Nova Scotia
2034-05-01,-398368.8988114535,Ontario
2034-05-01,63494.6465676932,Prince Edward Island
2034-05-01,390503.1096212907,Quebec
2034-05-01,30846.28406546276,Saskatchewan
2034-06-01,-145081.87597120783,Alberta
2034-06-01,-94568.96330370221,British Columbia
2034-06-01,-3797228.557759433,Canada
2034-06-01,-3797228.557759433,Canada
2034-06-01,-22747.05720839799,Manitoba
2034-06-01,-51873.37111657989,New Brunswick
2034-06-01,-8218.283803911196,Newfoundland and Labrador
2034-06-01,126748.91413727425,Nova Scotia
2034-06-01,-6948261.185376311,Ontario
2034-06-01,78387.983048409,Prince Edward Island
2034-06-01,426656.026928874,Quebec
2034-06-01,33704.36747405569,Saskatchewan
2034-07-01,13030.919984317265,Alberta
2034-07-01,-95009.42103868812,British Columbia
2034-07-01,-1107802.7882729587,Canada
2034-07-01,-1107802.7882729587,Canada
2034-07-01,-22597.943432618227,Manitoba
2034-07-01,79531.2396167877,New Brunswick
2034-07-01,-7391.724043844242,Newfoundland and Labrador
2034-07-01,-627234.2286309161,Nova Scotia
2034-07-01,467774.20902416564,Ontario
2034-07-01,-797.8030051914211,Prince Edward Island
2034-07-01,466142.2285070501,Quebec
2034-07-01,32348.40379182766,Saskatchewan
2034-08-01,-261637.74525447184,Alberta
2034-08-01,-89976.12593902132,British Columbia
2034-08-01,-1830494.9937312577,Canada
2034-08-01,-1830494.9937312577,Canada
2034-08-01,-15171.709404605539,Manitoba
2034-08-01,-21337.355402901303,New Brunswick
2034-08-01,-10659.02506264074,Newfoundland and Labrador
2034-08-01,-272239.470483549,Nova Scotia
2034-08-01,2760005.4102148246,Ontario
2034-08-01,44198.85464848288,Prince Edward Island
2034-08-01,497289.6457624568,Quebec
2034-08-01,29238.00321141794,Saskatchewan
2034-09-01,-2203.028989580621,Alberta
2034-09-01,-80138.22044964082,British Columbia
2034-09-01,3264216.5503985677,Canada
2034-09-01,3264216.5503985677,Canada
2034-09-01,-3341.993797332304,Manitoba
2034-09-01,125751.93217500596,New Brunswick
2034-09-01,-16565.321876096397,Newfoundland and Labrador
2034-09-01,254976.1334297403,Nova Scotia
2034-09-01,791005.331847036,Ontario
2034-09-01,-11674.336324658481,Prince Edward Island
2034-09-01,507788.8051056527,Quebec
2034-09-01,24969.90742481107,Saskatchewan
2034-10-01,29682.561738275526,Alberta
2034-10-01,-63927.7773945033,British Columbia
2034-10-01,2681898.986897434,Canada
2034-10-01,2681898.986897434,Canada
2034-10-01,11843.414015531738,Manitoba
2034-10-01,166833.13998184795,New Brunswick
2034-10-01,-24658.98273592504,Newfoundland and Labrador
2034-10-01,81447.48366715238,Nova Scotia
2034-10-01,-3364649.7919290243,Ontario
2034-10-01,48985.71279412735,Prince Edward Island
2034-10-01,465248.13193755195,Quebec
2034-10-01,19864.32743304218,Saskatchewan
2034-11-01,262739.9357000495,Alberta
2034-11-01,-57063.454184151175,British Columbia
2034-11-01,202221.18699558778,Canada
2034-11-01,202221.18699558778,Canada
2034-11-01,18733.173142496176,Manitoba
2034-11-01,90991.6862206703,New Brunswick
2034-11-01,-29984.533246611878,Newfoundland and Labrador
2034-11-01,232940.10183757555,Nova Scotia
2034-11-01,1959966.484601466,Ontario
2034-11-01,44225.19482347954,Prince Edward Island
2034-11-01,395776.7299953669,Quebec
2034-11-01,19489.920048162883,Saskatchewan
2034-12-01,-176567.44623339764,Alberta
2034-12-01,-82245.1955163839,British Columbia
2034-12-01,-921154.0779873084,Canada
2034-12-01,-921154.0779873084,Canada
2034-12-01,-10159.08791565177,Manitoba
2034-12-01,248975.0749423178,New Brunswick
2034-12-01,-19445.17972996735,Newfoundland and Labrador
2034-12-01,-278045.5840394072,Nova Scotia
2034-12-01,-473648.32332234125,Ontario
2034-12-01,66277.39983849073,Prince Edward Island
2034-12-01,269101.0489389833,Quebec
2034-12-01,32014.743542431177,Saskatchewan
2035-01-01,29704.539143537695,Alberta
2035-01-01,-14896.165323036133,British Columbia
2035-01-01,48989.19368619159,Canada
2035-01-01,48989.19368619159,Canada
2035-01-01,10752.430923862825,Manitoba
2035-01-01,26122.8930605848,New Brunswick
2035-01-01,-6108.023547421046,Newfoundland and Labrador
2035-01-01,4647.251996298097,Nova Scotia
2035-01-01,-243436.21912311143,Ontario
2035-01-01,15845.924215413044,Prince Edward Island
2035-01-01,456521.0728810539,Quebec
2035-01-01,31739.182445384533,Saskatchewan
2035-02-01,668659.6683062091,Alberta
2035-02-01,-77411.2296513895,British Columbia
2035-02-01,-476888.29685779207,Canada
2035-02-01,-476888.29685779207,Canada
2035-02-01,9575.699116607051,Manitoba
2035-02-01,75275.40696662283,New Brunswick
2035-02-01,-22485.2409395129,Newfoundland and Labrador
2035-02-01,71392.87933641131,Nova Scotia
2035-02-01,-1129110.4325461325,Ontario
2035-02-01,28020.155086732855,Prince Edward Island
2035-02-01,640767.5508139106,Quebec
2035-02-01,16262.551738552835,Saskatchewan
2035-03-01,-163885.10751275497,Alberta
2035-03-01,-45814.99425602772,British Columbia
2035-03-01,-3670226.328661595,Canada
2035-03-01,-3670226.328661595,Canada
2035-03-01,24863.564791604804,Manitoba
2035-03-01,139532.39924108936,New Brunswick
2035-03-01,-31263.29816998074,Newfoundland and Labrador
2035-03-01,-13472.378484467708,Nova Scotia
2035-03-01,170481.39594409463,Ontario
2035-03-01,41341.71406708006,Prince Edward Island
2035-03-01,427860.39294715243,Quebec
2035-03-01,13761.773471356886,Saskatchewan
2035-04-01,-634841.9140788028,Alberta
2035-04-01,-66316.9744215663,British Columbia
2035-04-01,4217929.256247999,Canada
2035-04-01,4217929.256247999,Canada
2035-04-01,3563.113101588366,Manitoba
2035-04-01,134254.3667230816,New Brunswick
2035-04-01,-21862.748530031084,Newfoundland and Labrador
2035-04-01,154612.4825367121,Nova Scotia
2035-04-01,4326163.082628504,Ontario
2035-04-01,29956.655449928312,Prince Edward Island
2035-04-01,388740.56512235093,Quebec
2035-04-01,23882.138353587736,Saskatchewan
2035-05-01,103323.18992839077,Alberta
2035-05-01,-83586.25895020744,British Columbia
2035-05-01,187242.89415503008,Canada
2035-05-01,187242.89415503008,Canada
2035-05-01,-15170.071565216516,Manitoba
2035-05-01,267680.14617528877,New Brunswick
2035-05-01,-12670.220871392943,Newfoundland and Labrador
2035-05-01,270412.15338937106,Nova Scotia
2035-05-01,-546441.2145810975,Ontario
2035-05-01,65573.61964946247,Prince Edward Island
2035-05-01,390067.90684350603,Quebec
2035-05-01,30869.3427960244,Saskatchewan
2035-06-01,-134067.42165007748,Alberta
2035-06-01,-93488.04474210311,British Columbia
2035-06-01,-3828306.4476225134,Canada
2035-06-01,-3828306.4476225134,Canada
2035-06-01,-23007.116442995044,Manitoba
2035-06-01,-57152.150442211205,New Brunswick
2035-06-01,-8362.651411719982,Newfoundland and Labrador
2035-06-01,115396.54236746315,Nova Scotia
2035-06-01,-6871621.962895416,Ontario
2035-06-01,79584.56727319039,Prince Edward Island
2035-06-01,427431.57904892124,Quebec
2035-06-01,33538.67177869791,Saskatchewan
2035-07-01,3106.152137414788,Alberta
2035-07-01,-93258.63578809943,British Columbia
2035-07-01,-1076679.3322072143,Canada
2035-07-01,-1076679.3322072143,Canada
2035-07-01,-22244.16963715936,Manitoba
2035-07-01,79348.52193687984,New Brunswick
2035-07-01,-7898.685149551566,Newfoundland and Labrador
2035-07-01,-637531.3160436891,Nova Scotia
2035-07-01,634693.78482632,Ontario
2035-07-01,-1493.6166793851917,Prince Edward Island
2035-07-01,466761.04013239936,Quebec
2035-07-01,31927.951034466158,Saskatchewan
2035-08-01,-258665.71885662255,Alberta
2035-08-01,-87903.75820707923,British Columbia
2035-08-01,-1795774.2420609207,Canada
2035-08-01,-1795774.2420609207,Canada
2035-08-01,-14428.136115223753,Manitoba
2035-08-01,-14728.646960856611,New Brunswick
2035-08-01,-11320.292558666692,Newfoundland and Labrador
2035-08-01,-257899.86463625383,Nova Scotia
2035-08-01,2727981.2031587902,Ontario
2035-08-01,41641.72574219972,Prince Edward Island
2035-08-01,496749.8575670575,Quebec
2035-08-01,28714.09405427982,Saskatchewan
2035-09-01,12599.963811442733,Alberta
2035-09-01,-77965.12358636138,British Columbia
2035-09-01,3275305.5999166444,Canada
2035-09-01,3275305.5999166444,Canada
2035-09-01,-2499.928548610166,Manitoba
2035-09-01,110058.64521974554,New Brunswick
2035-09-01,-17174.216850289067,Newfoundland and Labrador
2035-09-01,270669.7873619813,Nova Scotia
2035-09-01,709521.0635582934,Ontario
2035-09-01,-12366.666758503761,Prince Edward Island
2035-09-01,505486.24255350063,Quebec
2035-09-01,24453.16967171761,Saskatchewan
2035-10-01,-10914.094266995891,Alberta
2035-10-01,-62117.971841172824,British Columbia
2035-10-01,2655990.6214767494,Canada
2035-10-01,2655990.6214767494,Canada
2035-10-01,12186.928615576651,Manitoba
2035-10-01,173869.46461114002,New Brunswick
2035-10-01,-25203.714929793176,Newfoundland and Labrador
2035-10-01,77378.55054298235,Nova Scotia
2035-10-01,-3349155.8467818387,Ontario
2035-10-01,51410.48374856384,Prince Edward Island
2035-10-01,460984.4965958382,Quebec
2035-10-01,19575.10383413279,Saskatchewan
2035-11-01,239405.60729967483,Alberta
2035-11-01,-56185.86320016965,British Columbia
2035-11-01,162159.7534780988,Canada
2035-11-01,162159.7534780988,Canada
2035-11-01,18123.027023383624,Manitoba
2035-11-01,93577.13417477846,New Brunswick
2035-11-01,-29930.00941912771,Newfoundland and Labrador
2035-11-01,223357.93653947717,Nova Scotia
2035-11-01,1994009.6435045027,Ontario
2035-11-01,43065.955522014745,Prince Edward Island
2035-11-01,391512.28404866165,Quebec
2035-11-01,19550.78256856908,Saskatchewan
2035-12-01,-126730.17070229273,Alberta
2035-12-01,-82902.0492028815,British Columbia
2035-12-01,-879895.2502925886,Canada
2035-12-01,-879895.2502925886,Canada
2035-12-01,-12388.891886055066,Manitoba
2035-12-01,250073.0445077495,New Brunswick
2035-12-01,-18538.673238346084,Newfoundland and Labrador
2035-12-01,-280296.9571437893,Nova Scotia
2035-12-01,-603072.3523304161,Ontario
2035-12-01,68219.25959443054,Prince Edward Island
2035-12-01,272915.1317346548,Quebec
2035-12-01,32431.57447104688,Saskatchewan
