Date,GEO,College,Elementary and/or High School,University
01-01-2031,Nova Scotia,10.014481587422576,4.3922789534855085,28.76517112138263
01-01-2031,Ontario,13.565390305201879,7.639284075572474,36.81957118559336
01-01-2031,Prince Edward Island,10.12761032030179,5.013182890639635,31.295402934708772
01-01-2031,Quebec,25.857627098332987,4.329499002000678,28.73210966403544
01-01-2031,Saskatchewan,6.141558028137689,6.330702037218506,30.34276033702472
01-01-2032,Alberta,7.031184208430375,5.620322191842188,31.9964595101024
01-01-2032,British Columbia,9.4446802174628,3.900095928068845,35.61296576279539
01-01-2032,Canada,14.010532894204347,3.9705086469399196,35.24787028799389
01-01-2032,Manitoba,6.816688502021925,4.385591368800954,30.868892917134918
01-01-2032,New Brunswick,9.717351100799561,3.41349496377841,25.69784420918806
01-01-2032,Newfoundland and Labrador,12.221572977827837,4.450044768763253,30.73010526484587
01-01-2032,Nova Scotia,9.978287030930806,4.3245353557064625,28.917179553874682
01-01-2032,Ontario,13.469807781597293,7.69168879420118,37.144337511143924
01-01-2032,Prince Edward Island,10.248177949162148,5.074567654753467,31.47401381597224
01-01-2032,Quebec,26.23722843786131,4.344755090944403,29.052263447067272
01-01-2032,Saskatchewan,6.09707978110095,6.389100106398132,30.526475370925617
01-01-2033,Alberta,6.712136570176105,5.6253912724472634,33.13497660680107
01-01-2033,British Columbia,9.11709820730389,3.7804487408807748,36.46079247684841
01-01-2033,Canada,13.950379538419899,3.7526213255876173,35.92096684488027
01-01-2033,Manitoba,6.938158838069082,4.398401647276018,30.951936861179238
01-01-2033,New Brunswick,9.727939091786165,3.337935598592741,25.748194892429787
01-01-2033,Newfoundland and Labrador,12.749212075712983,4.525245313135958,30.910011902263996
01-01-2033,Nova Scotia,10.323318174185696,4.17476478614911,29.152106088961485
01-01-2033,Ontario,13.437088127601065,7.479108649926711,37.72658699778012
01-01-2033,Prince Edward Island,10.137492241110584,5.13318664093387,32.083307529407826
01-01-2033,Quebec,26.352412063297674,4.239616452736536,29.57228506305781
01-01-2033,Saskatchewan,6.049387424596114,6.408117822489654,31.17416371554946
01-01-2034,Alberta,6.579491463063652,5.667251452437985,33.24170054951843
01-01-2034,British Columbia,8.926838911177269,3.697556842272232,36.78123892728314
01-01-2034,Canada,13.91418777631289,3.6957759309374207,36.23810992444988
01-01-2034,Manitoba,6.913796760873603,4.371835073781628,30.902163963746858
01-01-2034,New Brunswick,9.703416634164,3.3026044194815967,25.875297935725968
01-01-2034,Newfoundland and Labrador,12.507107076525019,4.489935504284226,31.15376751535434
01-01-2034,Nova Scotia,10.220024155457121,4.0919377749080255,29.065951655105664
01-01-2034,Ontario,13.434895120362384,7.51715727749261,38.06471285687641
01-01-2034,Prince Edward Island,10.097355669641082,5.000335290553605,32.039200774037454
01-01-2034,Quebec,26.498302710600854,4.134542250697846,29.75390663254695
01-01-2034,Saskatchewan,6.123615888518378,6.323232899343446,31.300914522078607
01-01-2035,Alberta,6.488288623561696,5.664321451432629,33.53183130164189
01-01-2035,British Columbia,8.80413272561234,3.6713783591681066,37.127203212252326
01-01-2035,Canada,13.904643005768854,3.61832559392653,36.61437983707242
01-01-2035,Manitoba,6.874963043463221,4.287101919804243,31.135062110187096
01-01-2035,New Brunswick,9.713983679772213,3.215217430834933,25.96306286966267
01-01-2035,Newfoundland and Labrador,12.32931331632119,4.450009330259749,31.28494959853202
01-01-2035,Nova Scotia,10.150211592827096,4.016669489998158,29.09883241629441
01-01-2035,Ontario,13.385988453890393,7.562424048635066,38.39609809544075
01-01-2035,Prince Edward Island,10.137588567184059,4.964584470501005,32.106227918493545
01-01-2035,Quebec,26.760943465694755,4.08964728986833,30.004711554291866
01-01-2035,Saskatchewan,6.138499359967016,6.309989776806056,31.455976991343427
01-02-2024,Alberta,2.1071440994597155,-5.524721486245268,22.613342422112254
01-02-2024,British Columbia,6.32152708161643,5.061025395044858,4.539595860900502
01-02-2024,Canada,3.554634100124087,-3.5257087642131277,6.67778292354675
01-02-2024,Manitoba,-1.8991169688483585,-6.274965750227725,32.191539035536245
01-02-2024,New Brunswick,4.089946521303055,-7.186128474620688,-5.236133418172292
01-02-2024,Newfoundland and Labrador,4.431550703885751,-2.7459624706067443,-15.47509069260196
01-02-2024,Nova Scotia,2.1513044711043126,-0.5375858473878801,10.63466077417135
01-02-2024,Ontario,-8.098531896093217,-0.055508634605929114,0.6237032596135057
01-02-2024,Prince Edward Island,8.1859001863499,9.439404234254699,1.008560068363776
01-02-2024,Quebec,4.76033817135297,5.999154363154185,6.622260171482525
01-02-2024,Saskatchewan,-6.937795662175567,7.528475451389081,-3.942398244598003
01-02-2025,Alberta,-2.1270017930765466,-1.7362111461875096,5.754213855321522
01-02-2025,British Columbia,-0.541146165483618,-0.2346528350648831,1.7658530275192863
01-02-2025,Canada,0.43728894282916353,-2.0675027260928354,1.0528309200512158
01-02-2025,Manitoba,-0.933220209672927,-1.4806526830672393,6.0269777784616885
01-02-2025,New Brunswick,0.5364235473655796,-2.8198599103212088,-2.531429728541485
01-02-2025,Newfoundland and Labrador,-1.9580688901386396,-2.4617432283677925,-6.119639257178862
01-02-2025,Nova Scotia,-1.2165404114928715,-1.5892420442321813,-0.974679990954483
01-02-2025,Ontario,-4.454466048021807,-1.0355759147349435,0.5733946490326449
01-02-2025,Prince Edward Island,0.6394716522159527,0.5114354485445931,-9.167607267567385
01-02-2025,Quebec,-5.651486989195401,0.31109984468854535,0.03828377979965758
01-02-2025,Saskatchewan,-1.8527991239199602,0.8108774368225715,-6.783843286893645
01-02-2026,Alberta,-0.9276244235441251,-2.988934576939397,11.9766514719805
01-02-2026,British Columbia,1.4928261712188682,1.4463013861949223,3.2988418917572426
01-02-2026,Canada,1.4360265098000817,-2.6984005791127643,3.4978543081043885
01-02-2026,Manitoba,-1.2519096258774298,-3.1430082250631965,14.917196393321689
01-02-2026,New Brunswick,1.7220851765621732,-4.374084258539026,-3.32474722668933
01-02-2026,Newfoundland and Labrador,0.14285167757650052,-2.573280772543528,-9.025296948911055
01-02-2026,Nova Scotia,-0.06437716187559372,-1.3674854450840248,2.959961077915353
01-02-2026,Ontario,-5.720862665615913,-0.7379290769778548,1.1056173842673935
01-02-2026,Prince Edward Island,3.1316210041546206,3.4397841637080657,-5.559140340927538
01-02-2026,Quebec,-1.928603516586831,2.1081168191919852,2.6252087540298463
01-02-2026,Saskatchewan,-3.5328550068811033,3.0198414924577737,-5.491023768020564
01-02-2027,Alberta,0.28676594567037417,-4.253577518717118,18.268573175333973
01-02-2027,British Columbia,3.5494005612543944,3.1462210660502454,4.852478083915735
01-02-2027,Canada,2.445945343397348,-3.3348090083697404,5.974376045640734
01-02-2027,Manitoba,-1.5723670604274596,-4.822308307915446,23.903094440882043
01-02-2027,New Brunswick,2.921185505103992,-5.9427434123995235,-4.12219719815449
01-02-2027,Newfoundland and Labrador,2.2717745799538216,-2.682910303140798,-11.953999439311898
01-02-2027,Nova Scotia,1.1039523288457647,-1.1420086642352179,6.942617572505753
01-02-2027,Ontario,-6.995921389314998,-0.4367315550015079,1.6478995620345191
01-02-2027,Prince Edward Island,5.651513327110116,6.400868491883331,-1.8953404209937599
01-02-2027,Quebec,1.8446423291943308,3.9249990382395517,5.245033181519417
01-02-2027,Saskatchewan,-5.229630368118799,5.253106110491423,-4.172398445337724
01-02-2028,Alberta,1.5144208048286047,-5.528437417933473,24.622526832416042
01-02-2028,British Columbia,5.625712441934427,4.862822129359191,6.425516073315244
01-02-2028,Canada,3.4657792004325776,-3.9760036164403623,8.47988200916463
01-02-2028,Manitoba,-1.8941131871972543,-6.5163683328067155,32.97323091259328
01-02-2028,New Brunswick,4.132217741668224,-7.523846209702985,-4.922482389093257
01-02-2028,Newfoundland and Labrador,4.4260155568796975,-2.790469977774828,-14.901535584492043
01-02-2028,Nova Scotia,2.2870344765042585,-0.9131953108763008,10.968322069068943
01-02-2028,Ontario,-8.277933747400294,-0.13236866154416116,2.200230169460082
01-02-2028,Prince Edward Island,8.195878433223326,9.390805814105303,1.8193850521357788
01-02-2028,Quebec,5.663654538702512,5.759302651015175,7.894862061730423
01-02-2028,Saskatchewan,-6.940854330340091,7.50776319096857,-2.8291815902834694
01-02-2029,Alberta,-2.7197250877025603,-1.73992707788048,7.763398265647043
01-02-2029,British Columbia,-1.2369608051573522,-0.43285610074398795,3.6517732399380964
01-02-2029,Canada,0.34843404314141924,-2.517797578322077,2.854930005676806
01-02-2029,Manitoba,-0.9282164280230675,-1.7220552656523875,6.808669655551704
01-02-2029,New Brunswick,0.5786947677351635,-3.1575776454090994,-2.2177786994657915
01-02-2029,Newfoundland and Labrador,-1.9636040371367156,-2.5062507355362085,-5.5460841490804444
01-02-2029,Nova Scotia,-1.080810406088668,-1.9648515077194377,-0.6410186960422806
01-02-2029,Ontario,-4.633867899333502,-1.1124359416720042,2.149921558879763
01-02-2029,Prince Edward Island,0.6494498990988253,0.46283702840636387,-8.35678228378205
01-02-2029,Quebec,-4.748170621832241,0.07124813255655704,1.310885670056269
01-02-2029,Saskatchewan,-1.8558577920908734,0.7901651764104503,-5.67062663257499
01-02-2030,Alberta,-1.5203477181543614,-2.9926505086473467,13.985835882375405
01-02-2030,British Columbia,0.7970115315710741,1.2480981205363963,5.184762104189363
01-02-2030,Canada,1.347171610124285,-3.1486954313484476,5.299953393754308
01-02-2030,Manitoba,-1.2469058442312655,-3.3844108076675155,15.698888270515349
01-02-2030,New Brunswick,1.7643563969457206,-4.711801993644504,-3.0110961976241812
01-02-2030,Newfoundland and Labrador,0.13731653060435356,-2.6177882797129404,-8.451741840848959
01-02-2030,Nova Scotia,0.07135284354247862,-1.7430949085676597,3.293622372873804
01-02-2030,Ontario,-5.9002645169421895,-0.8147891039114961,2.6821442941164433
01-02-2030,Prince Edward Island,3.141599251067061,3.3911857436051136,-4.74831535710026
01-02-2030,Quebec,-1.0252871491815263,1.8682651070820793,3.897810644314016
01-02-2030,Saskatchewan,-3.5359136750722,2.9991292320720997,-4.377807113688833
01-02-2031,Alberta,-0.30595734894499294,-4.257293450420036,20.277757585705032
01-02-2031,British Columbia,2.8535859215981527,2.9480178003848643,6.738398296343023
01-02-2031,Canada,2.357090443717701,-3.785103860603124,7.77647513128214
01-02-2031,Manitoba,-1.5673632787801177,-5.063710890513294,24.68478631804104
01-02-2031,New Brunswick,2.963456725482902,-6.280461147499088,-3.8085461690857527
01-02-2031,Newfoundland and Labrador,2.2662394329725375,-2.7274178103100097,-11.380444331237735
01-02-2031,Nova Scotia,1.239682334258905,-1.5176181277199845,7.276278867448533
01-02-2031,Ontario,-7.175323240636416,-0.5135915819361035,3.2244264718827313
01-02-2031,Prince Edward Island,5.661491574012725,6.352270071768463,-1.0845154371814054
01-02-2031,Quebec,2.7479586965851297,3.6851473261222987,6.517635071794036
01-02-2031,Saskatchewan,-5.232689036303066,5.232393850096875,-3.0591817910110226
01-02-2032,Alberta,0.9216975101864227,-5.532153349611473,26.63171124267343
01-02-2032,British Columbia,4.929897802234366,4.664618863659371,8.31143628572144
01-02-2032,Canada,3.3769243007327527,-4.426298468663408,10.281981094766255
01-02-2032,Manitoba,-1.8891094055434805,-6.757770915372582,33.754922789579375
01-02-2032,New Brunswick,4.174488962023821,-7.861563944773289,-4.608831360007153
01-02-2032,Newfoundland and Labrador,4.420480409856719,-2.834977484942085,-14.327980476357318
01-02-2032,Nova Scotia,2.422764481895208,-1.288804774367315,11.301983363935134
01-02-2032,Ontario,-8.457335598697433,-0.2092286884850694,3.7767570793055567
01-02-2032,Prince Edward Island,8.205856680076383,9.34220739393195,2.63021003587993
01-02-2032,Quebec,6.566970906023254,5.519450938861002,9.167463951959832
01-02-2032,Saskatchewan,-6.943912998490948,7.487050930530019,-1.7159649359772065
01-02-2033,Alberta,-3.3124483823438053,-1.7436430095597157,9.772582675909801
01-02-2033,British Columbia,-1.9327754448557244,-0.6310593664423498,5.537693452345158
01-02-2033,Canada,0.25957914344225697,-2.9680924305457856,4.657029091280046
01-02-2033,Manitoba,-0.9232126463696113,-1.9634578482197693,7.590361532545229
01-02-2033,New Brunswick,0.6209659880916827,-3.495295380480826,-1.9041276703808794
01-02-2033,Newfoundland and Labrador,-1.9691391841575743,-2.5507582427035613,-4.972529040948898
01-02-2033,Nova Scotia,-0.9450804006966096,-2.3404609712103133,-0.3073574011728617
01-02-2033,Ontario,-4.81326975063198,-1.1892959686129037,3.7264484687250663
01-02-2033,Prince Edward Island,0.6594281459539215,0.41423860823566727,-7.545957300034825
01-02-2033,Quebec,-3.8448542545086273,-0.1686035795960361,2.5834875602875815
01-02-2033,Saskatchewan,-1.858916460243396,0.7694529159738317,-4.557409978267877
01-02-2034,Alberta,-2.113071012790247,-2.9963664403314114,15.995020292659984
01-02-2034,British Columbia,0.10119689188151415,1.049894854844773,7.07068231660028
01-02-2034,Canada,1.2583167104292687,-3.5989902835740386,7.102052479364991
01-02-2034,Manitoba,-1.2419020625790642,-3.625813390241018,16.480580147542703
01-02-2034,New Brunswick,1.806627617306861,-5.049519728721911,-2.697445168542582
01-02-2034,Newfoundland and Labrador,0.13178138359136682,-2.6622957868808,-7.878186732729339
01-02-2034,Nova Scotia,0.20708284893868134,-2.11870437205723,3.627283667758058
01-02-2034,Ontario,-6.079666368245425,-0.891649130851014,4.258671203962164
01-02-2034,Prince Edward Island,3.1515774979318687,3.3425873234457537,-3.9374903733406654
01-02-2034,Quebec,-0.12197078184482812,1.6284133949367414,5.170412534553858
01-02-2034,Saskatchewan,-3.538972343231185,2.97841697164409,-3.264590459378372
01-02-2035,Alberta,-0.8986806435810339,-4.261009382103621,22.28694199598875
01-02-2035,British Columbia,2.1577712819081136,2.749814534692896,8.62431850875449
01-02-2035,Canada,2.268235544022587,-4.235398712828492,9.578574216893252
01-02-2035,Manitoba,-1.5623594971276842,-5.305113473086346,25.466478195066678
01-02-2035,New Brunswick,3.00572794584389,-6.618178882575978,-3.4948951400033144
01-02-2035,Newfoundland and Labrador,2.260704285959382,-2.7719253174775984,-10.806889223116373
01-02-2035,Nova Scotia,1.37541233965513,-1.8932275912095342,7.609940162332526
01-02-2035,Ontario,-7.354725091938876,-0.5904516088755535,4.80095338172927
01-02-2035,Prince Edward Island,5.6714698208771175,6.303671651608495,-0.27369045342111953
01-02-2035,Quebec,3.65127506392213,3.4452956139765467,7.790236962034095
01-02-2035,Saskatchewan,-5.235747704461451,5.211681589668391,-1.9459651366995647
01-03-2024,Alberta,12.27898560045353,-14.022148814728421,68.92006062647677
01-03-2024,British Columbia,20.97568327144524,18.13458226542962,17.615228226725236
01-03-2024,Canada,10.084624277169386,-7.64532620532866,28.108937408605932
01-03-2024,Manitoba,-3.7861848216607163,-18.863673549262003,97.30728936509271
01-03-2024,New Brunswick,12.745830077535304,-17.450657377952638,-8.9802579748197
01-03-2024,Newfoundland and Labrador,22.30450727450152,-1.3976260494546815,-31.789352930842966
01-03-2024,Nova Scotia,12.534742424530068,1.677817073767442,42.68619702102192
01-03-2024,Ontario,-14.43588737164284,2.2665131060712294,6.489236893911875
01-03-2024,Prince Edward Island,27.20170323202618,31.784159850160485,40.54144367132546
01-03-2024,Quebec,41.58960070199281,19.43585945275465,28.975706853415176
01-03-2024,Saskatchewan,-18.6971509653952,23.874519613473115,14.28101496531245
01-03-2025,Alberta,12.2022280998372,-14.082494351229247,69.83430313548287
01-03-2025,British Columbia,20.88098857218058,18.185471620523863,18.248834966015522
01-03-2025,Canada,10.088779927555938,-7.8001506382947845,28.802919380247385
01-03-2025,Manitoba,-3.7950395908989663,-19.033859810137535,97.99844378736974
01-03-2025,New Brunswick,12.816808513173735,-17.60969453196073,-8.911184870624824
01-03-2025,Newfoundland and Labrador,22.476444205534644,-1.3713842916341121,-31.706398036282625
01-03-2025,Nova Scotia,12.678382304439221,1.5941080496446076,43.051576174287476
01-03-2025,Ontario,-14.50289409041561,2.254979661574087,6.978427478629658
01-03-2025,Prince Edward Island,27.350737251754623,31.951445013138766,41.23490825241765
01-03-2025,Quebec,42.2318357114573,19.471657546917708,29.53143470060573
01-03-2025,Saskatchewan,-18.785465294652298,23.99197822636721,14.83597977574967
01-03-2026,Alberta,12.093380942676644,-14.112886205005335,70.61330084066017
01-03-2026,British Columbia,20.734180712651938,18.195095182570185,18.857794823499212
01-03-2026,Canada,10.069270023442975,-7.942491030310742,29.44943958199216
01-03-2026,Manitoba,-3.7958720247733386,-19.16533400903765,98.48285097843944
01-03-2026,New Brunswick,12.860125163335116,-17.733562822963833,-8.820949953955616
01-03-2026,Newfoundland and Labrador,22.59922905315875,-1.3427970863649392,-31.550745587302906
01-03-2026,Nova Scotia,12.795864139110796,1.5030465665353139,43.32573348315755
01-03-2026,Ontario,-14.540679988792277,2.2358841295272347,7.464851442858
01-03-2026,Prince Edward Island,27.440452262755922,32.04880981146836,41.84621229372253
01-03-2026,Quebec,42.789227634007496,19.463344977209193,30.033212122699048
01-03-2026,Saskatchewan,-18.833686497736597,24.056920823077732,15.366370604820425
01-03-2027,Alberta,11.95213878085987,-14.113051512065162,71.25554715879043
01-03-2027,British Columbia,20.534827082591708,18.163043367373117,19.441670457332386
01-03-2027,Canada,10.025913247378535,-8.072201151628303,30.047791041342787
01-03-2027,Manitoba,-3.7886223131880867,-19.257685802380426,98.75846699382575
01-03-2027,New Brunswick,12.875515916781882,-17.821932997070014,-8.709420751010397
01-03-2027,Newfoundland and Labrador,22.67226643181645,-1.3119197894682948,-31.321884445566187
01-03-2027,Nova Scotia,12.886839142930427,1.4045733556417948,43.50764900728243
01-03-2027,Ontario,-14.549043753245883,2.2091726391696147,7.948316538647801
01-03-2027,Prince Edward Island,27.47025538295703,32.075540714390115,42.374011813279395
01-03-2027,Quebec,43.260559536450195,19.410503927529405,30.480307058419417
01-03-2027,Saskatchewan,-18.841433888976326,24.068833157693817,15.871547841073612
01-03-2028,Alberta,11.686262305828812,-14.025864746422778,70.9292450368096
01-03-2028,British Columbia,20.27986863177342,17.936378999752424,19.50114843914601
01-03-2028,Canada,9.995769377482372,-8.09562105755872,29.911036494234686
01-03-2028,Manitoba,-3.7811810400111665,-19.105076131849156,98.0889812421923
01-03-2028,New Brunswick,12.788101297906074,-17.78837511304218,-8.666606945744933
01-03-2028,Newfoundland and Labrador,22.2989721275064,-1.4421335566228697,-31.215797822747376
01-03-2028,Nova Scotia,12.670472429935979,1.3022076102803837,43.019858315938826
01-03-2028,Ontario,-14.615289222955688,2.1896530791342568,8.065763803759655
01-03-2028,Prince Edward Island,27.211681478911764,31.735561430025697,41.352268655117
01-03-2028,Quebec,42.49291706936144,19.196007740624612,30.248308743675118
01-03-2028,Saskatchewan,-18.70020963356805,23.85380735306343,15.394231619633953
01-03-2029,Alberta,11.609504805209713,-14.08621028292078,71.84348754580112
01-03-2029,British Columbia,20.185173932505062,17.9872683548427,20.13475517843227
01-03-2029,Canada,9.999925027867729,-8.25044549052316,30.605018465869197
01-03-2029,Manitoba,-3.790035809248615,-19.27526239272029,98.78013566444972
01-03-2029,New Brunswick,12.859079733542202,-17.947412267046886,-8.59753384154827
01-03-2029,Newfoundland and Labrador,22.470909058533888,-1.4158917988029194,-31.132842928181752
01-03-2029,Nova Scotia,12.814112309841803,1.2184985861571802,43.385237469194735
01-03-2029,Ontario,-14.682295941726288,2.1781196346368206,8.55495438847595
01-03-2029,Prince Edward Island,27.360715498634544,31.90284659299699,42.045733236195076
01-03-2029,Quebec,43.13515207881316,19.23180583478372,30.80403659085851
01-03-2029,Saskatchewan,-18.78852396282124,23.971265965952625,15.949196430064452
01-03-2030,Alberta,11.500657648053076,-14.116602136701214,72.62248525099832
01-03-2030,British Columbia,20.03836607298228,17.99689191689467,20.74371503592011
01-03-2030,Canada,9.980415123756803,-8.392785882541482,31.2515386676219
01-03-2030,Manitoba,-3.7908682431243115,-19.406736591626558,99.26454285554757
01-03-2030,New Brunswick,12.902396383706929,-18.0712805580551,-8.507298924882551
01-03-2030,Newfoundland and Labrador,22.593693906165427,-1.3873045935335213,-30.9771904792117
01-03-2030,Nova Scotia,12.931594144517526,1.127437103048447,43.659394778077605
01-03-2030,Ontario,-14.720081840106985,2.1590241025903816,9.041378352704877
01-03-2030,Prince Edward Island,27.45043050964385,32.00021139133649,42.65703727751584
01-03-2030,Quebec,43.69254400137835,19.22349326508102,31.305814012960425
01-03-2030,Saskatchewan,-18.836745165911427,24.03620856267024,16.47958725914151
01-03-2031,Alberta,11.359415486232738,-14.116767443756542,73.26473156910899
01-03-2031,British Columbia,19.839012442916545,17.964840101692122,21.3275906697497
01-03-2031,Canada,9.937058347690666,-8.522496003856473,31.849890126965292
01-03-2031,Manitoba,-3.7836185315376216,-19.499088384963105,99.54015887090648
01-03-2031,New Brunswick,12.917787137150572,-18.15965073215603,-8.395769721933165
01-03-2031,Newfoundland and Labrador,22.66673128481578,-1.3564272966369675,-30.74832933746448
01-03-2031,Nova Scotia,13.022569148333126,1.0289638921545525,43.84131030219037
01-03-2031,Ontario,-14.728445604556132,2.132312612232667,9.524843448494826
01-03-2031,Prince Edward Island,27.48023362983728,32.02694229424845,43.18483679705771
01-03-2031,Quebec,44.16387590380698,19.170652215395563,31.752908948672793
01-03-2031,Saskatchewan,-18.84449255714507,24.048120897279386,16.984764495389136
01-03-2032,Alberta,11.093539011200045,-14.029580678113186,72.93842944712313
01-03-2032,British Columbia,19.58405399209568,17.738175734069713,21.38706865156216
01-03-2032,Canada,9.906914477793054,-8.545915909786732,31.71313557985519
