REF_DATE,GEO,Full-time,Part-time,Total
01-01-2031,Prince Edward Island,1427.4951586289526,-250.99458922224673,769.8604563469275
01-01-2031,Manitoba,14261.799665319919,752.4315817418537,13473.734856014924
01-01-2031,Quebec,95459.70687811277,39933.33011178843,146917.07853203788
01-01-2031,Newfoundland and Labrador,5103.149193679443,-314.5254456984386,4832.637175004873
01-01-2031,Ontario,139788.98286240446,3844.949691764558,147016.23463708974
01-01-2032,Newfoundland and Labrador,5144.2919295775855,-311.193865201836,4879.117161356831
01-01-2032,Alberta,34936.2042849484,2784.577389988619,35640.43420286806
01-01-2032,Quebec,97306.44083759058,41065.267091081805,149392.32512150495
01-01-2032,Canada,407862.2639680129,78293.96820377716,463055.2258063004
01-01-2032,Saskatchewan,11194.185894812741,582.7565381312088,11687.599551622212
01-01-2032,Nova Scotia,12915.563753468497,15979.88181818182,12651.123370403384
01-01-2032,New Brunswick,10905.195683137195,197.27197471966196,9319.548665424458
01-01-2032,Prince Edward Island,1440.829601047298,-265.9031815096761,754.008673047219
01-01-2032,Manitoba,14433.180063174459,657.9632276493768,13524.497482178202
01-01-2032,Ontario,140555.04506429666,3368.4716058408235,146832.61867196937
01-01-2032,British Columbia,60237.47351180395,7131.588437636055,64896.421981274776
01-01-2033,Alberta,35051.160320804585,2493.2192442360647,35363.41184094735
01-01-2033,Quebec,98983.65723530088,41817.86128883708,151870.09608279506
01-01-2033,Nova Scotia,13068.587571378212,15979.88181818182,12793.762801219942
01-01-2033,Manitoba,14515.28000593539,600.106183233898,13504.122537905056
01-01-2033,Newfoundland and Labrador,5149.910342256245,-350.352090684048,4845.792399275757
01-01-2033,Prince Edward Island,1448.9678965450926,-284.2290568556276,736.3238511856474
01-01-2033,Saskatchewan,11194.819220206877,542.0916746872842,11677.506522198813
01-01-2033,Ontario,140790.3273247456,2280.8580709684375,146023.8198340843
01-01-2033,New Brunswick,11074.54989208274,192.6352072467288,9417.789464750445
01-01-2033,Canada,412594.0624865672,78560.0304182134,468080.2635511675
01-01-2033,British Columbia,61536.991930241005,7099.534000352083,66048.14747388766
01-01-2034,British Columbia,62195.11804014735,7098.3017781940725,66634.48955285201
01-01-2034,Quebec,100518.8970797127,42719.654966315036,153581.3759819335
01-01-2034,Prince Edward Island,1470.043426780873,-288.71768342470796,741.1108261459781
01-01-2034,Canada,415727.22895467555,78616.90578478681,474365.30787369667
01-01-2034,New Brunswick,11202.150597457872,192.10466005382847,9548.058948197235
01-01-2034,Ontario,140997.66698035743,1777.7805960413998,145555.00823867854
01-01-2034,Manitoba,14600.513886825393,539.6927496405889,13537.947823503977
01-01-2034,Newfoundland and Labrador,5194.445044036733,-326.58230089952775,4908.999111020299
01-01-2034,Saskatchewan,11195.398291095673,517.2006216525705,11678.141999609845
01-01-2034,Alberta,35210.846812481504,2251.6413007749634,35193.63385492075
01-01-2034,Nova Scotia,13162.29316922351,15979.88181818182,12886.94204200744
01-01-2035,Ontario,140906.38626863185,1079.609691037259,144834.96613533466
01-01-2035,Prince Edward Island,1492.8259745156063,-293.51506158189545,747.6815707530269
01-01-2035,Canada,418754.89550824603,78698.13525343809,480309.0896519046
01-01-2035,Nova Scotia,13246.547642504587,15979.88181818182,12972.348936686583
01-01-2035,British Columbia,62826.15478643507,7138.244945965657,67194.64748322536
01-01-2035,Manitoba,14669.385201854775,493.35736615101894,13557.617602967717
01-01-2035,Newfoundland and Labrador,5231.358023109762,-302.274604418858,4962.434235023254
01-01-2035,Saskatchewan,11173.770969655734,503.6522413479249,11660.72720732559
01-01-2035,New Brunswick,11327.587174469716,191.10435933630686,9668.096111085504
01-01-2035,Alberta,35414.63818012053,2045.2620027392495,35072.20218545584
01-01-2035,Quebec,101997.41733604266,43526.59055524006,155237.27148988988
01-02-2024,Canada,361764.44546553603,77803.65598281265,432102.3576674034
01-02-2024,British Columbia,46328.902946291266,8166.069217516424,52399.81940628687
01-02-2024,Prince Edward Island,1588.1957005799586,31.95843730072584,1595.6375090007373
01-02-2024,New Brunswick,8432.122045921977,283.1996364067114,8355.956252326241
01-02-2024,Manitoba,12460.428145002803,1401.924426900113,13857.154403110635
01-02-2024,Newfoundland and Labrador,5283.567915043416,326.3274252006636,5605.774682826025
01-02-2024,Nova Scotia,10367.484930063129,15979.88181818182,10349.742526518332
01-02-2024,Quebec,83086.23511718497,38336.81913829859,121370.01632675268
01-02-2024,Ontario,134822.8773977679,18935.771021345583,154746.47341746968
01-02-2024,Alberta,36105.868572043866,4469.479008865868,40355.06939720059
01-02-2024,Saskatchewan,10784.76433915124,1136.9010172973499,11948.629166938565
01-02-2025,Newfoundland and Labrador,5283.028669956397,283.3486019808428,5565.614713779444
01-02-2025,Nova Scotia,10512.934941871566,15979.88181818182,10487.205558329311
01-02-2025,New Brunswick,8580.137937048119,278.8764200586135,8457.572521066902
01-02-2025,British Columbia,47598.843366523695,8149.296465820141,53506.2602557416
01-02-2025,Prince Edward Island,1599.3107297899796,18.039741003073573,1563.6570605298991
01-02-2025,Ontario,134940.63248082277,17690.748020287003,153687.9587323236
01-02-2025,Quebec,84812.69376457161,39078.87421659473,123897.27319925063
01-02-2025,Saskatchewan,10762.440691142427,1106.0331856951948,11918.404369345935
01-02-2025,Manitoba,12510.915681980432,1353.480804870059,13831.242207616355
01-02-2025,Alberta,36203.116081255284,4213.01293642105,40049.223842537525
01-02-2025,Canada,366511.9756112575,78155.75294441351,437176.52663631085
01-02-2026,Alberta,36009.5729511275,4240.6176438745015,40021.9990178358
01-02-2026,Manitoba,12582.35461485815,1309.303334993537,13707.854290025094
01-02-2026,Quebec,85650.46693579535,38118.40922731074,126047.50843761834
01-02-2026,British Columbia,50749.13276671099,8215.655120885507,56171.7814321287
01-02-2026,Ontario,134961.46365637777,14835.496013788237,152074.43045189336
01-02-2026,Saskatchewan,10596.827589443485,1115.1911111786956,11709.272264350026
01-02-2026,Nova Scotia,10671.000566107847,15979.88181818182,10619.751992657304
01-02-2026,New Brunswick,8832.078773162792,275.39659924017303,8377.310319935079
01-02-2026,Newfoundland and Labrador,5265.096115678034,207.61932162569005,5471.580000307799
01-02-2026,Canada,374969.02440085734,78100.33975191336,441820.0548051111
01-02-2026,Prince Edward Island,1558.6091663546547,-4.863264337016801,1423.681209148354
01-02-2027,Canada,382228.9430476302,77995.10936245498,445119.4336984927
01-02-2027,Ontario,135370.39127255796,11543.311266129183,150322.18824419208
01-02-2027,Saskatchewan,10537.184824382315,1077.1849158216921,11547.47024947342
01-02-2027,Manitoba,12839.141457192325,1235.7269648698555,13571.29181864401
01-02-2027,Prince Edward Island,1510.7105870641751,-50.07725968614086,1241.072199869889
01-02-2027,Quebec,86866.48377403327,37291.07909169213,129431.81039547465
01-02-2027,British Columbia,53282.246191847174,8164.729681007384,58384.949501875184
01-02-2027,New Brunswick,9209.548593689186,262.83991363038825,8368.89669647968
01-02-2027,Nova Scotia,11015.02561398435,15979.88181818182,10920.388166290977
01-02-2027,Newfoundland and Labrador,5213.31763802102,83.28101164743964,5298.325417983755
01-02-2027,Alberta,35673.17424728244,4211.212556144872,39597.701387440444
01-02-2028,Prince Edward Island,1467.5244890833228,-113.2972486583852,1056.8034462030662
01-02-2028,Canada,388570.2497023637,77906.63381134259,447338.44427676074
01-02-2028,Newfoundland and Labrador,5153.368433408866,-57.99407199854329,5105.3656504007095
01-02-2028,Nova Scotia,11520.07537937141,15979.88181818182,11371.773598889293
01-02-2028,New Brunswick,9678.132471916459,243.4040871861958,8495.396977124776
01-02-2028,Alberta,35305.47873382152,4042.878261863165,38714.24510011603
01-02-2028,Saskatchewan,10636.06489211003,977.7766448932466,11492.694903193798
01-02-2028,Quebec,88751.91454833474,37170.77853165171,134130.71575735655
01-02-2028,Ontario,136316.8162523891,8524.839160242902,148879.4119435632
01-02-2028,Manitoba,13263.075823677595,1119.5862700210432,13475.948097218265
01-02-2028,British Columbia,55272.22408822928,7959.773583861907,60219.78798544405
01-02-2029,Prince Edward Island,1478.639518293236,-127.21594495605848,1024.8229977319947
01-02-2029,Ontario,136434.57133544493,7279.816159182081,147820.89725841692
01-02-2029,British Columbia,56542.16450846561,7943.000832165693,61326.22883490201
01-02-2029,Saskatchewan,10613.74124410092,946.908813291141,11462.470105600798
01-02-2029,Manitoba,13313.563360655317,1071.1426479909912,13450.035901723753
01-02-2029,Canada,393317.77984809334,78258.7307729439,452412.6132456704
01-02-2029,Quebec,90478.37319571995,37912.83360994475,136657.97262985437
01-02-2029,Alberta,35402.72624303245,3786.4121894187497,38408.39954545381
01-02-2029,Newfoundland and Labrador,5152.829188321791,-100.97289521851215,5065.20568135394
01-02-2029,New Brunswick,9826.148363042817,239.08087083809937,8597.013245865144
01-02-2029,Nova Scotia,11665.525391179945,15979.88181818182,11509.23663070033
01-02-2030,Nova Scotia,12205.848644269214,15979.88181818182,11998.694144201461
01-02-2030,British Columbia,58103.72526219406,7638.2542068482735,62834.84322004029
01-02-2030,New Brunswick,10292.546410427243,219.0238921716255,8832.951233355272
01-02-2030,Alberta,35118.81380342563,3482.9086995714233,37288.89513642307
01-02-2030,Newfoundland and Labrador,5115.4091000013805,-218.0657762364693,4922.862915211671
01-02-2030,Ontario,137808.90738569855,5100.102791938549,146992.41788169192
01-02-2030,Saskatchewan,10826.186931162083,809.4560183921103,11510.500552643862
01-02-2030,Manitoba,13788.5321035946,924.2961451449185,13424.34112605327
01-02-2030,Prince Edward Island,1449.6426392945282,-191.66046447060984,879.3150620727521
01-02-2030,Canada,398960.82583359955,78225.20058385875,454675.0816759107
01-02-2030,Quebec,92852.284180956,38613.54595692197,141800.36923140477
01-02-2031,Alberta,34986.45725878881,3114.173980133485,36294.2253030637
01-02-2031,Quebec,95251.4080894543,39808.26835200096,146230.3096691874
01-02-2031,Ontario,139250.10962189405,3879.451514538905,146727.2995475299
01-02-2031,Nova Scotia,12641.22934663364,15979.88181818182,12397.434213704997
01-02-2031,Canada,403882.83051644865,78242.1967489682,458187.2924103187
01-02-2031,Newfoundland and Labrador,5116.184332793656,-285.17254201192566,4867.791057376732
01-02-2031,British Columbia,59319.46881213051,7345.810191892158,64024.49666120761
01-02-2031,Manitoba,14182.423261310445,777.7508590466432,13456.212948833825
01-02-2031,Prince Edward Island,1438.8971896473515,-240.08275134716922,793.5123045330859
01-02-2031,Saskatchewan,11046.400919293375,678.1496155861005,11603.991447658755
01-02-2031,New Brunswick,10665.499722214909,204.4258866138067,9094.433884671076
01-02-2032,Canada,407969.2192074734,78276.15107842289,463342.17550415924
01-02-2032,Alberta,35006.75699260767,2764.897254493006,35670.166182003515
01-02-2032,British Columbia,60247.63699413034,7161.451791430618,64910.21202987444
01-02-2032,Prince Edward Island,1444.8286099181207,-265.9497607638749,762.664330578029
01-02-2032,Nova Scotia,12906.569218581131,15979.88181818182,12644.18667815522
01-02-2032,Saskatchewan,11186.234012212612,587.9035277189234,11678.859728443515
01-02-2032,Quebec,97298.72714852939,41040.79937549627,149320.45321993413
01-02-2032,Newfoundland and Labrador,5149.673633529025,-300.6511875374588,4890.902970152411
01-02-2032,Manitoba,14431.279486378298,660.653872507716,13510.239130241696
01-02-2032,Ontario,140336.07417340836,3309.3062009276805,146673.48590778525
01-02-2032,New Brunswick,10912.557300230263,197.4540663710349,9308.378077295485
01-02-2033,New Brunswick,11060.573191356681,193.13085002292968,9409.994346036348
01-02-2033,Nova Scotia,13052.019230389875,15979.88181818182,12781.649709966492
01-02-2033,Newfoundland and Labrador,5149.134388441993,-343.63001075730074,4850.7430011057995
01-02-2033,Ontario,140453.82925646342,2064.2831998687593,145614.97122263903
01-02-2033,Canada,412716.7493532006,78628.2480400235,468416.34447306395
01-02-2033,British Columbia,61517.577414365485,7144.679039734146,66016.65287933162
01-02-2033,Quebec,99025.18579591696,41782.85445379257,151847.71009243495
01-02-2033,Manitoba,14481.767023356238,612.2102504775944,13484.326934747416
01-02-2033,Prince Edward Island,1455.9436391281008,-279.86845706156817,730.6838821071319
01-02-2033,Alberta,35104.00450181883,2508.4311820481944,35364.32062734003
01-02-2033,Saskatchewan,11163.910364203955,557.0356961166951,11648.634930850925
01-02-2034,New Brunswick,11216.884757622753,191.4578500441266,9560.410236245929
01-02-2034,Ontario,140963.81972583948,1670.9026275047872,145390.6701670783
01-02-2034,Manitoba,14611.370518855127,533.3799781569276,13529.810662268083
01-02-2034,Nova Scotia,13182.872239580804,15979.88181818182,12907.501506700766
01-02-2034,Newfoundland and Labrador,5196.488173811333,-325.35679919685833,4913.377847147901
01-02-2034,Prince Edward Island,1473.0407475450231,-289.4681651871324,732.9387567209799
01-02-2034,Saskatchewan,11206.350471003112,512.940218751862,11676.291575308558
01-02-2034,British Columbia,62241.67288758441,7090.006099141163,66678.92334118558
01-02-2034,Canada,416067.2909533438,78655.22393307445,474576.74382120214
01-02-2034,Alberta,35233.71457149258,2224.711427983877,35097.03444963952
01-02-2034,Quebec,100669.91326991607,42796.7599308141,153826.48568969936
01-02-2035,Manitoba,14692.032288064262,479.63458245951585,13556.996774268584
01-02-2035,Nova Scotia,13266.186705547652,15979.88181818182,12991.139693027448
01-02-2035,Alberta,35425.117601572376,1994.4308977236226,34985.72600460941
01-02-2035,British Columbia,62883.30312745087,7113.584525633887,67253.41305052674
01-02-2035,Saskatchewan,11196.237226247891,493.7619726567726,11670.553282739751
01-02-2035,Canada,419087.83657996706,78690.57547705894,480734.11190191103
01-02-2035,Prince Edward Island,1494.5812731608457,-294.6063835514901,745.0023808044178
01-02-2035,New Brunswick,11345.297179719395,190.91133011879356,9679.445354416419
01-02-2035,Newfoundland and Labrador,5239.791169071527,-298.17670627510256,4975.674974267148
01-02-2035,Quebec,102130.0011911197,43630.9680551443,155421.52768284318
01-02-2035,Ontario,141015.64484442078,1123.908662660012,144856.51508624436
01-03-2024,New Brunswick,8685.15762709369,275.1530257899329,8057.861395916475
01-03-2024,Nova Scotia,10544.389620900129,15979.88181818182,10477.548227924068
01-03-2024,Saskatchewan,10563.24642476475,1163.4654619258577,11627.5358615744
01-03-2024,Newfoundland and Labrador,5172.706252072344,143.91817677060538,5322.997362889198
01-03-2024,Ontario,134840.22615360125,14970.353817247884,152713.14465694057
01-03-2024,Canada,370563.58450779464,77758.86230039135,429638.82920914673
01-03-2024,British Columbia,50346.83584474055,8196.78563502263,55778.4931880181
01-03-2024,Alberta,35372.51173497923,4863.463650190081,40291.55343613297
01-03-2024,Quebec,82331.7815067665,35467.17801300252,122894.44183221059
01-03-2024,Prince Edward Island,1485.746329303676,-8.811441387380267,1329.413453587584
01-03-2024,Manitoba,12504.604777699138,1404.3850812840208,13608.279645773422
01-03-2025,Quebec,83929.057391267,34966.07048601002,127130.5880421754
01-03-2025,Nova Scotia,10984.134981612846,15979.88181818182,10868.098862968407
01-03-2025,Canada,377501.7722816125,77710.11078094644,432299.76355458226
01-03-2025,New Brunswick,9103.529140923314,258.0719810076085,8110.043128169708
01-03-2025,Prince Edward Island,1438.1923140965823,-63.135293526177264,1135.4676801337064
01-03-2025,Manitoba,12831.064003813342,1317.403175069731,13466.65162163569
01-03-2025,Ontario,135488.45475523724,11517.688734935586,150883.58024149362
01-03-2025,Newfoundland and Labrador,5096.181627712659,-20.216988311144792,5090.797823882345
01-03-2025,Alberta,35008.284445650395,4742.207462442179,39625.781542660916
01-03-2025,Saskatchewan,10563.255412873592,1094.1073782256547,11507.205857282926
01-03-2025,British Columbia,52621.39385126321,8070.138356552103,57804.0200845479
01-03-2026,Manitoba,13274.312681346959,1190.6841818823737,13384.910673041437
01-03-2026,Ontario,136656.22046583504,8661.222617516372,149549.6685557589
01-03-2026,New Brunswick,9570.291859952922,236.9520268951134,8294.903574189098
01-03-2026,Alberta,34673.50323283663,4472.51452942348,38581.459042040886
01-03-2026,Saskatchewan,10710.527519766048,970.754110227876,11500.272592925468
01-03-2026,Quebec,86161.2234164706,35294.854951695765,132338.3284196218
01-03-2026,British Columbia,54412.35315285075,7805.701254308064,59484.22298561206
01-03-2026,Canada,383662.9495975398,77704.21236757991,434370.55132837495
01-03-2026,Prince Edward Island,1400.6103954081716,-127.99757811434387,961.4798104861311
01-03-2026,Nova Scotia,11530.396962640341,15979.88181818182,11361.158593687767
01-03-2026,Newfoundland and Labrador,5027.281066827876,-180.73768569405914,4875.053071072735
01-03-2027,Alberta,34464.58788033674,4096.570279572654,37480.420044202794
01-03-2027,Nova Scotia,12037.159383261427,15979.88181818182,11823.905994676425
01-03-2027,Saskatchewan,10921.083888174744,830.6571852313926,11571.634265142626
01-03-2027,Canada,389145.585118934,77758.04917674328,437142.5629166764
01-03-2027,Manitoba,13697.992291661798,1047.6454329469311,13370.963325243509
01-03-2027,Ontario,138094.77548985375,6763.893179201444,148850.5877642828
01-03-2027,Newfoundland and Labrador,4991.0997425336855,-301.7688062085906,4733.346077850402
01-03-2027,New Brunswick,9984.478444254677,218.54970606876097,8550.206032103313
01-03-2027,British Columbia,55821.81828699677,7494.56423964847,60845.36121899824
01-03-2027,Quebec,88663.88189856165,36321.35700596694,137393.393414874
01-03-2027,Prince Edward Island,1379.9838210082407,-184.67109973582245,839.9014377650587
01-03-2028,Prince Edward Island,1392.9099768313326,-202.86198446928935,822.705112260349
01-03-2028,Ontario,138286.24747100993,6150.894159347948,148332.2726895558
01-03-2028,British Columbia,57007.31253421215,7470.818893713056,61917.29127986388
01-03-2028,Newfoundland and Labrador,5041.419193321156,-264.66660078766125,4815.063827659283
01-03-2028,Manitoba,13820.649395515471,975.702362668247,13405.808354528068
01-03-2028,Canada,393349.45474260236,77938.49748592093,442217.0949164109
01-03-2028,Quebec,90227.94883551571,37002.40557055487,139503.02054134128
01-03-2028,New Brunswick,10174.264537975681,215.69705670876405,8665.74647758456
01-03-2028,Alberta,34551.63419050029,3924.5374507480915,37176.485743522855
01-03-2028,Nova Scotia,12169.225633208152,15979.88181818182,11945.663320866284
01-03-2028,Saskatchewan,10957.13542244705,799.8974628669959,11566.11610034002
01-03-2029,Quebec,92533.421233759,38286.26391746451,143423.87118538143
01-03-2029,Canada,398038.9539894158,78024.01981551935,446571.37201267533
01-03-2029,Manitoba,14120.304318011073,848.9254556479691,13433.652037443075
01-03-2029,British Columbia,58099.22380537265,7226.663738565752,62961.142893035816
01-03-2029,Saskatchewan,11125.13189943808,686.3922348190442,11648.514971516228
01-03-2029,Prince Edward Island,1390.4166098342848,-238.51809576154977,761.4824084939404
01-03-2029,Nova Scotia,12525.44956702772,15979.88181818182,12275.136448066247
01-03-2029,Newfoundland and Labrador,5043.7370140270295,-330.9098551423084,4762.816260184003
01-03-2029,New Brunswick,10469.885681816006,204.47404865447456,8905.06095412472
01-03-2029,Alberta,34502.50570628957,3528.8132238125545,36350.85805933948
01-03-2029,Ontario,139570.87710628944,5103.876341372917,148048.24053724654
01-03-2030,Newfoundland and Labrador,5069.885634794885,-353.1223644103476,4770.753392575179
01-03-2030,Ontario,140351.1587697907,4468.280085867758,147766.5621873319
01-03-2030,British Columbia,58939.975584825304,7112.155330638534,63731.73681213447
01-03-2030,Prince Edward Island,1402.1678722961485,-253.4506321121155,745.4532842548927
01-03-2030,Alberta,34587.461805307474,3182.251955534823,35922.030404314464
01-03-2030,New Brunswick,10650.235887989027,200.15659737483887,9080.780539215502
01-03-2030,Quebec,94418.26483660002,39442.05985550774,146022.54020604186
01-03-2030,Saskatchewan,11194.14623565756,620.5802101759164,11692.143210145421
01-03-2030,Canada,401904.02404539724,78112.40374361888,452354.9058730479
01-03-2030,Manitoba,14277.931154006457,759.2521771591994,13465.874755220002
01-03-2030,Nova Scotia,12718.54116360106,15979.88181818182,12458.14876942713
01-03-2031,British Columbia,59635.83048910902,7108.115113684415,64344.417258748865
01-03-2031,Saskatchewan,11182.89775138158,592.3794232820903,11691.271636984518
01-03-2031,Ontario,140573.35414383613,3807.438627614727,147201.1685280161
01-03-2031,New Brunswick,10771.03495729496,199.03023321831938,9205.178245395675
01-03-2031,Alberta,34756.49255150651,2900.787281204148,35761.50453704978
01-03-2031,Manitoba,14349.617737102291,703.5400752531191,13481.230665481102
01-03-2031,Prince Edward Island,1421.6444844142889,-257.9909529644255,750.0800715714187
01-03-2031,Newfoundland and Labrador,5099.47913087978,-354.8403125166233,4795.508358075217
01-03-2031,Nova Scotia,12819.199180892992,15979.88181818182,12558.273429123832
01-03-2031,Quebec,95991.30599937149,40367.895945923956,147856.54491402616
01-03-2031,Canada,405213.24579005555,78198.49312244235,458624.02208906703
01-03-2032,Prince Edward Island,1434.5706402374517,-276.1818376978613,732.8837460668872
01-03-2032,Canada,409417.11541371926,78378.94143161831,463698.55408880056
01-03-2032,Quebec,97555.37293632553,41048.94451051314,149966.17204049154
01-03-2032,Alberta,34843.53886167053,2728.754452379377,35457.57023636974
01-03-2032,New Brunswick,10960.821051015679,196.1775838583306,9320.718690876934
01-03-2032,Saskatchewan,11218.94928565387,561.619700917727,11685.753472182036
01-03-2032,Manitoba,14472.27484095572,631.5970049744927,13516.075694765774
01-03-2032,Newfoundland and Labrador,5149.798581667281,-317.7381070956098,4877.226107884194
01-03-2032,Ontario,140764.8261249909,3194.4396077615447,146682.8534532888
01-03-2032,British Columbia,60821.32473632223,7084.3697677491855,65416.347319612614
01-03-2032,Nova Scotia,12951.26543083939,15979.88181818182,12680.030755313408
01-03-2033,Quebec,99071.13169168797,41879.52436091636,151744.06414323027
01-03-2033,Ontario,140688.28051251624,2338.536340644507,145866.97203549094
