Year,Province,Total PRs,Total TRs,Total Births,Total Deaths,Population Estimate
2023,British Columbia,7990,212220,247362,89492,5511693.5
2023,Manitoba,2795,30295,91332,25160,1449196.75
2023,New Brunswick,1200,16385,36294,17304,829690.25
2023,Newfoundland and Labrador,1085,7665,19096,12306,537972.75
2023,Northwest Territories,35,90,2860,542,44522.5
2023,Northwest Territories including Nunavut,0,0,0,0,44495.0
2023,Nova Scotia,1745,27630,43914,20630,1052024.75
2023,Nunavut,0,15,4754,514,40681.75
2023,Ontario,21610,564420,821032,241674,15580513.5
2023,Prince Edward Island,640,5490,8012,3156,172879.25
2023,Province / Territory not stated,0,16345,0,0,175871.0
2023,Province/territory not stated,0,3995,0,0,175871.0
2023,Quebec,5995,123475,463514,154958,8831660.5
2023,Saskatchewan,2040,18820,77472,21922,1206390.5
2023,Unknown province or territory,0,0,0,0,1219702.0
2023,Unknown province or territory of residence,0,0,0,0,1219702.0
2023,Yukon,105,370,2370,664,45141.0
2024,Alberta,5455,5790,0,0,4863680.75
2024,British Columbia,7280,11590,0,0,5678218.25
2024,Manitoba,2210,2485,0,0,1488820.75
2024,New Brunswick,1690,960,0,0,851334.25
2024,Newfoundland and Labrador,490,590,0,0,544022.0
2024,Northwest Territories,50,25,0,0,44713.0
2024,Nova Scotia,1795,1685,0,0,1073917.0
2024,Nunavut,0,5,0,0,41015.5
2024,Ontario,21945,32320,0,0,16068470.0
2024,Prince Edward Island,545,295,0,0,177871.75
2024,Province/territory not stated,0,7805,0,0,179301.0
2024,Quebec,4170,7420,0,0,9028989.25
2024,Saskatchewan,1990,1335,0,0,1236618.0
2024,Yukon,140,85,0,0,46485.25
