Year,Province,Resident Type,Total PRs,Total TRs,Total Births,Total Deaths
2020,Saskatchewan,Foreign Workers,995,9745,83750,0
2020,Saskatchewan,International Students,995,9745,0,20530
2020,Saskatchewan,International Students,995,9745,83750,0
2020,Unknown province or territory,0,0,0,0,0
2020,Unknown province or territory of residence,0,0,0,0,0
2020,Yukon,Permanent Residents,20,250,0,0
2020,Yukon,Permanent Residents,20,250,0,0
2020,Yukon,Foreign Workers,20,250,0,0
2020,Yukon,Foreign Workers,20,250,0,0
2020,Yukon,International Students,20,250,0,0
2020,Yukon,International Students,20,250,0,0
2021,Alberta,Permanent Residents,2670,35055,0,62526
2021,Alberta,Permanent Residents,2670,35055,299588,0
2021,Alberta,Foreign Workers,2670,35055,0,62526
2021,Alberta,Foreign Workers,2670,35055,299588,0
2021,Alberta,International Students,2670,35055,0,62526
2021,Alberta,International Students,2670,35055,299588,0
2021,British Columbia,Permanent Residents,3240,141540,0,89174
2021,British Columbia,Permanent Residents,3240,141540,264146,0
2021,British Columbia,Foreign Workers,3240,141540,0,89174
2021,British Columbia,Foreign Workers,3240,141540,264146,0
2021,British Columbia,International Students,3240,141540,0,89174
2021,British Columbia,International Students,3240,141540,264146,0
2021,Manitoba,Permanent Residents,1410,20550,0,23190
2021,Manitoba,Permanent Residents,1410,20550,93964,0
2021,Manitoba,Foreign Workers,1410,20550,0,23190
2021,Manitoba,Foreign Workers,1410,20550,93964,0
2021,Manitoba,International Students,1410,20550,0,23190
2021,Manitoba,International Students,1410,20550,93964,0
2021,New Brunswick,Permanent Residents,260,8215,0,16204
2021,New Brunswick,Permanent Residents,260,8215,38790,0
2021,New Brunswick,Foreign Workers,260,8215,0,16204
2021,New Brunswick,Foreign Workers,260,8215,38790,0
2021,New Brunswick,International Students,260,8215,0,16204
2021,New Brunswick,International Students,260,8215,38790,0
2021,Newfoundland and Labrador,Permanent Residents,45,5115,0,11730
2021,Newfoundland and Labrador,Permanent Residents,45,5115,23214,0
2021,Newfoundland and Labrador,Foreign Workers,45,5115,0,11730
2021,Newfoundland and Labrador,Foreign Workers,45,5115,23214,0
2021,Newfoundland and Labrador,International Students,45,5115,0,11730
2021,Newfoundland and Labrador,International Students,45,5115,23214,0
2021,Northwest Territories,Permanent Residents,10,45,0,606
2021,Northwest Territories,Permanent Residents,10,45,3300,0
2021,Northwest Territories,Foreign Workers,10,45,0,606
2021,Northwest Territories,Foreign Workers,10,45,3300,0
2021,Northwest Territories,International Students,10,45,0,606
2021,Northwest Territories,International Students,10,45,3300,0
2021,Northwest Territories including Nunavut,0,0,0,0,0
2021,Nova Scotia,Permanent Residents,325,16420,0,20444
2021,Nova Scotia,Permanent Residents,325,16420,41884,0
2021,Nova Scotia,Foreign Workers,325,16420,0,20444
2021,Nova Scotia,Foreign Workers,325,16420,41884,0
2021,Nova Scotia,International Students,325,16420,0,20444
2021,Nova Scotia,International Students,325,16420,41884,0
2021,Nunavut,Permanent Residents,0,10,0,410
2021,Nunavut,Permanent Residents,0,10,5006,0
2021,Nunavut,Foreign Workers,0,10,0,410
2021,Nunavut,Foreign Workers,0,10,5006,0
2021,Nunavut,International Students,0,10,0,410
2021,Nunavut,International Students,0,10,5006,0
2021,Ontario,Permanent Residents,11840,306435,0,234912
2021,Ontario,Permanent Residents,11840,306435,844902,0
2021,Ontario,Foreign Workers,11840,306435,0,234912
2021,Ontario,Foreign Workers,11840,306435,844902,0
2021,Ontario,International Students,11840,306435,0,234912
2021,Ontario,International Students,11840,306435,844902,0
2021,Prince Edward Island,Permanent Residents,110,3960,0,2922
2021,Prince Edward Island,Permanent Residents,110,3960,8784,0
2021,Prince Edward Island,Foreign Workers,110,3960,0,2922
2021,Prince Edward Island,Foreign Workers,110,3960,8784,0
2021,Prince Edward Island,International Students,110,3960,0,2922
2021,Prince Edward Island,International Students,110,3960,8784,0
2021,Province / Territory not stated,International Students,0,4125,0,0
2021,Province/territory not stated,Permanent Residents,0,240,0,0
2021,Province/territory not stated,Foreign Workers,0,240,0,0
2021,Quebec,Permanent Residents,3725,98765,0,139120
2021,Quebec,Permanent Residents,3725,98765,510460,0
2021,Quebec,Foreign Workers,3725,98765,0,139120
2021,Quebec,Foreign Workers,3725,98765,510460,0
2021,Quebec,International Students,3725,98765,0,139120
2021,Quebec,International Students,3725,98765,510460,0
2021,Saskatchewan,Permanent Residents,1055,11060,0,22042
2021,Saskatchewan,Permanent Residents,1055,11060,85922,0
2021,Saskatchewan,Foreign Workers,1055,11060,0,22042
2021,Saskatchewan,Foreign Workers,1055,11060,85922,0
2021,Saskatchewan,International Students,1055,11060,0,22042
2021,Saskatchewan,International Students,1055,11060,85922,0
2021,Unknown province or territory,0,0,0,0,0
2021,Unknown province or territory of residence,0,0,0,0,0
2021,Yukon,Permanent Residents,10,305,0,0
2021,Yukon,Permanent Residents,10,305,0,0
2021,Yukon,Foreign Workers,10,305,0,0
2021,Yukon,Foreign Workers,10,305,0,0
2021,Yukon,International Students,10,305,0,0
2021,Yukon,International Students,10,305,0,0
2022,Alberta,Permanent Residents,3370,45125,0,65290
2022,Alberta,Permanent Residents,3370,45125,284630,0
2022,Alberta,Foreign Workers,3370,45125,0,65290
2022,Alberta,Foreign Workers,3370,45125,284630,0
2022,Alberta,International Students,3370,45125,0,65290
2022,Alberta,International Students,3370,45125,284630,0
2022,British Columbia,Permanent Residents,6825,170700,0,91626
2022,British Columbia,Permanent Residents,6825,170700,250770,0
2022,British Columbia,Foreign Workers,6825,170700,0,91626
2022,British Columbia,Foreign Workers,6825,170700,250770,0
2022,British Columbia,International Students,6825,170700,0,91626
2022,British Columbia,International Students,6825,170700,250770,0
2022,Manitoba,Permanent Residents,1490,22970,0,25120
2022,Manitoba,Permanent Residents,1490,22970,83102,0
2022,Manitoba,Foreign Workers,1490,22970,0,25120
2022,Manitoba,Foreign Workers,1490,22970,83102,0
2022,Manitoba,International Students,1490,22970,0,25120
2022,Manitoba,International Students,1490,22970,83102,0
2022,New Brunswick,Permanent Residents,600,11700,0,18310
2022,New Brunswick,Permanent Residents,600,11700,37288,0
2022,New Brunswick,Foreign Workers,600,11700,0,18310
2022,New Brunswick,Foreign Workers,600,11700,37288,0
2022,New Brunswick,International Students,600,11700,0,18310
2022,New Brunswick,International Students,600,11700,37288,0
2022,Newfoundland and Labrador,Permanent Residents,195,6340,0,12812
2022,Newfoundland and Labrador,Permanent Residents,195,6340,21122,0
2022,Newfoundland and Labrador,Foreign Workers,195,6340,0,12812
2022,Newfoundland and Labrador,Foreign Workers,195,6340,21122,0
2022,Newfoundland and Labrador,International Students,195,6340,0,12812
2022,Newfoundland and Labrador,International Students,195,6340,21122,0
2022,Northwest Territories,Permanent Residents,20,60,0,624
2022,Northwest Territories,Permanent Residents,20,60,3012,0
2022,Northwest Territories,Foreign Workers,20,60,0,624
2022,Northwest Territories,Foreign Workers,20,60,3012,0
2022,Northwest Territories,International Students,20,60,0,624
2022,Northwest Territories,International Students,20,60,3012,0
2022,Northwest Territories including Nunavut,0,0,0,0,0
2022,Nova Scotia,Permanent Residents,1035,21215,0,22690
2022,Nova Scotia,Permanent Residents,1035,21215,47220,0
2022,Nova Scotia,Foreign Workers,1035,21215,0,22690
2022,Nova Scotia,Foreign Workers,1035,21215,47220,0
2022,Nova Scotia,International Students,1035,21215,0,22690
2022,Nova Scotia,International Students,1035,21215,47220,0
2022,Nunavut,Permanent Residents,5,10,0,438
2022,Nunavut,Permanent Residents,5,10,4230,0
2022,Nunavut,Foreign Workers,5,10,0,438
2022,Nunavut,Foreign Workers,5,10,4230,0
2022,Nunavut,International Students,5,10,0,438
2022,Nunavut,International Students,5,10,4230,0
2022,Ontario,Permanent Residents,17265,423325,0,249514
2022,Ontario,Permanent Residents,17265,423325,807968,0
2022,Ontario,Foreign Workers,17265,423325,0,249514
2022,Ontario,Foreign Workers,17265,423325,807968,0
2022,Ontario,International Students,17265,423325,0,249514
2022,Ontario,International Students,17265,423325,807968,0
2022,Prince Edward Island,Permanent Residents,200,4615,0,3232
2022,Prince Edward Island,Permanent Residents,200,4615,7956,0
2022,Prince Edward Island,Foreign Workers,200,4615,0,3232
2022,Prince Edward Island,Foreign Workers,200,4615,7956,0
2022,Prince Edward Island,International Students,200,4615,0,3232
2022,Prince Edward Island,International Students,200,4615,7956,0
2022,Province / Territory not stated,International Students,0,10095,0,0
2022,Province/territory not stated,Permanent Residents,5,925,0,0
2022,Province/territory not stated,Foreign Workers,5,925,0,0
2022,Quebec,Permanent Residents,3270,98475,0,155656
2022,Quebec,Permanent Residents,3270,98475,478486,0
2022,Quebec,Foreign Workers,3270,98475,0,155656
2022,Quebec,Foreign Workers,3270,98475,478486,0
2022,Quebec,International Students,3270,98475,0,155656
2022,Quebec,International Students,3270,98475,478486,0
2022,Saskatchewan,Permanent Residents,1135,13590,0,22850
2022,Saskatchewan,Permanent Residents,1135,13590,79016,0
2022,Saskatchewan,Foreign Workers,1135,13590,0,22850
2022,Saskatchewan,Foreign Workers,1135,13590,79016,0
2022,Saskatchewan,International Students,1135,13590,0,22850
2022,Saskatchewan,International Students,1135,13590,79016,0
2022,Unknown province or territory,0,0,0,0,0
2022,Unknown province or territory of residence,0,0,0,0,0
2022,Yukon,Permanent Residents,40,280,0,0
2022,Yukon,Permanent Residents,40,280,0,0
2022,Yukon,Foreign Workers,40,280,0,0
2022,Yukon,Foreign Workers,40,280,0,0
2022,Yukon,International Students,40,280,0,0
2022,Yukon,International Students,40,280,0,0
2023,Alberta,Permanent Residents,5705,67410,0,64108
2023,Alberta,Permanent Residents,5705,67410,289532,0
2023,Alberta,Foreign Workers,5705,67410,0,64108
2023,Alberta,Foreign Workers,5705,67410,289532,0
2023,Alberta,International Students,5705,67410,0,64108
2023,Alberta,International Students,5705,67410,289532,0
2023,British Columbia,Permanent Residents,7990,212220,0,89492
2023,British Columbia,Permanent Residents,7990,212220,247362,0
2023,British Columbia,Foreign Workers,7990,212220,0,89492
2023,British Columbia,Foreign Workers,7990,212220,247362,0
2023,British Columbia,International Students,7990,212220,0,89492
2023,British Columbia,International Students,7990,212220,247362,0
2023,Manitoba,Permanent Residents,2795,30295,0,25160
2023,Manitoba,Permanent Residents,2795,30295,91332,0
2023,Manitoba,Foreign Workers,2795,30295,0,25160
2023,Manitoba,Foreign Workers,2795,30295,91332,0
2023,Manitoba,International Students,2795,30295,0,25160
2023,Manitoba,International Students,2795,30295,91332,0
2023,New Brunswick,Permanent Residents,1200,16385,0,17304
2023,New Brunswick,Permanent Residents,1200,16385,36294,0
2023,New Brunswick,Foreign Workers,1200,16385,0,17304
2023,New Brunswick,Foreign Workers,1200,16385,36294,0
2023,New Brunswick,International Students,1200,16385,0,17304
2023,New Brunswick,International Students,1200,16385,36294,0
2023,Newfoundland and Labrador,Permanent Residents,1085,7665,0,12306
2023,Newfoundland and Labrador,Permanent Residents,1085,7665,19096,0
2023,Newfoundland and Labrador,Foreign Workers,1085,7665,0,12306
2023,Newfoundland and Labrador,Foreign Workers,1085,7665,19096,0
2023,Newfoundland and Labrador,International Students,1085,7665,0,12306
2023,Newfoundland and Labrador,International Students,1085,7665,19096,0
2023,Northwest Territories,Permanent Residents,35,90,0,542
2023,Northwest Territories,Permanent Residents,35,90,2860,0
2023,Northwest Territories,Foreign Workers,35,90,0,542
2023,Northwest Territories,Foreign Workers,35,90,2860,0
2023,Northwest Territories,International Students,35,90,0,542
2023,Northwest Territories,International Students,35,90,2860,0
2023,Northwest Territories including Nunavut,0,0,0,0,0
2023,Nova Scotia,Permanent Residents,1745,27630,0,20630
2023,Nova Scotia,Permanent Residents,1745,27630,43914,0
2023,Nova Scotia,Foreign Workers,1745,27630,0,20630
2023,Nova Scotia,Foreign Workers,1745,27630,43914,0
2023,Nova Scotia,International Students,1745,27630,0,20630
2023,Nova Scotia,International Students,1745,27630,43914,0
2023,Nunavut,Permanent Residents,0,15,0,514
2023,Nunavut,Permanent Residents,0,15,4754,0
2023,Nunavut,Foreign Workers,0,15,0,514
2023,Nunavut,Foreign Workers,0,15,4754,0
2023,Nunavut,International Students,0,15,0,514
2023,Nunavut,International Students,0,15,4754,0
2023,Ontario,Permanent Residents,21610,564420,0,241674
2023,Ontario,Permanent Residents,21610,564420,821032,0
2023,Ontario,Foreign Workers,21610,564420,0,241674
2023,Ontario,Foreign Workers,21610,564420,821032,0
2023,Ontario,International Students,21610,564420,0,241674
2023,Ontario,International Students,21610,564420,821032,0
2023,Prince Edward Island,Permanent Residents,640,5490,0,3156
2023,Prince Edward Island,Permanent Residents,640,5490,8012,0
2023,Prince Edward Island,Foreign Workers,640,5490,0,3156
2023,Prince Edward Island,Foreign Workers,640,5490,8012,0
2023,Prince Edward Island,International Students,640,5490,0,3156
2023,Prince Edward Island,International Students,640,5490,8012,0
2023,Province / Territory not stated,International Students,0,16345,0,0
2023,Province/territory not stated,Permanent Residents,0,3995,0,0
2023,Province/territory not stated,Foreign Workers,0,3995,0,0
2023,Quebec,Permanent Residents,5995,123475,0,154958
2023,Quebec,Permanent Residents,5995,123475,463514,0
2023,Quebec,Foreign Workers,5995,123475,0,154958
2023,Quebec,Foreign Workers,5995,123475,463514,0
2023,Quebec,International Students,5995,123475,0,154958
2023,Quebec,International Students,5995,123475,463514,0
2023,Saskatchewan,Permanent Residents,2040,18820,0,21922
2023,Saskatchewan,Permanent Residents,2040,18820,77472,0
2023,Saskatchewan,Foreign Workers,2040,18820,0,21922
2023,Saskatchewan,Foreign Workers,2040,18820,77472,0
2023,Saskatchewan,International Students,2040,18820,0,21922
2023,Saskatchewan,International Students,2040,18820,77472,0
2023,Unknown province or territory,0,0,0,0,0
2023,Unknown province or territory of residence,0,0,0,0,0
2023,Yukon,Permanent Residents,105,370,0,664
2023,Yukon,Permanent Residents,105,370,2370,0
2023,Yukon,Foreign Workers,105,370,0,664
2023,Yukon,Foreign Workers,105,370,2370,0
2023,Yukon,International Students,105,370,0,664
2023,Yukon,International Students,105,370,2370,0
2024,Alberta,Permanent Residents,5455,5790,0,0
2024,Alberta,Foreign Workers,5455,5790,0,0
2024,British Columbia,Permanent Residents,7280,11590,0,0
2024,British Columbia,Foreign Workers,7280,11590,0,0
2024,Manitoba,Permanent Residents,2210,2485,0,0
2024,Manitoba,Foreign Workers,2210,2485,0,0
2024,New Brunswick,Permanent Residents,1690,960,0,0
2024,New Brunswick,Foreign Workers,1690,960,0,0
2024,Newfoundland and Labrador,Permanent Residents,490,590,0,0
2024,Newfoundland and Labrador,Foreign Workers,490,590,0,0
2024,Northwest Territories,Permanent Residents,50,25,0,0
2024,Northwest Territories,Foreign Workers,50,25,0,0
2024,Nova Scotia,Permanent Residents,1795,1685,0,0
2024,Nova Scotia,Foreign Workers,1795,1685,0,0
2024,Nunavut,Permanent Residents,0,5,0,0
2024,Nunavut,Foreign Workers,0,5,0,0
2024,Ontario,Permanent Residents,21945,32320,0,0
2024,Ontario,Foreign Workers,21945,32320,0,0
2024,Prince Edward Island,Permanent Residents,545,295,0,0
2024,Prince Edward Island,Foreign Workers,545,295,0,0
2024,Province/territory not stated,Permanent Residents,0,7805,0,0
2024,Province/territory not stated,Foreign Workers,0,7805,0,0
2024,Quebec,Permanent Residents,4170,7420,0,0
2024,Quebec,Foreign Workers,4170,7420,0,0
2024,Saskatchewan,Permanent Residents,1990,1335,0,0
2024,Saskatchewan,Foreign Workers,1990,1335,0,0
2024,Yukon,Permanent Residents,140,85,0,0
2024,Yukon,Foreign Workers,140,85,0,0
