,Year,Province,Resident Type,Total PRs,Total TRs,Total Births,Total Deaths
378,2019,Quebec,Foreign Workers,2475.0,92570.0,0.0,135172.0
379,2019,Quebec,Foreign Workers,2475.0,92570.0,502884.0,0.0
380,2019,Quebec,International Students,2475.0,92570.0,0.0,135172.0
381,2019,Quebec,International Students,2475.0,92570.0,502884.0,0.0
382,2019,Saskatchewan,Permanent Residents,765.0,11250.0,0.0,19118.0
383,2019,Saskatchewan,Permanent Residents,765.0,11250.0,86614.0,0.0
384,2019,Saskatchewan,Foreign Workers,765.0,11250.0,0.0,19118.0
385,2019,Saskatchewan,Foreign Workers,765.0,11250.0,86614.0,0.0
386,2019,Saskatchewan,International Students,765.0,11250.0,0.0,19118.0
387,2019,Saskatchewan,International Students,765.0,11250.0,86614.0,0.0
388,2019,Yukon,Permanent Residents,15.0,315.0,0.0,0.0
389,2019,Yukon,Foreign Workers,15.0,315.0,0.0,0.0
390,2019,Yukon,International Students,15.0,315.0,0.0,0.0
391,2020,Alberta,Permanent Residents,2840.0,29545.0,0.0,58468.0
392,2020,Alberta,Permanent Residents,2840.0,29545.0,294212.0,0.0
393,2020,Alberta,Foreign Workers,2840.0,29545.0,0.0,58468.0
394,2020,Alberta,Foreign Workers,2840.0,29545.0,294212.0,0.0
395,2020,Alberta,International Students,2840.0,29545.0,0.0,58468.0
396,2020,Alberta,International Students,2840.0,29545.0,294212.0,0.0
397,2020,British Columbia,Permanent Residents,4210.0,123415.0,0.0,82664.0
398,2020,British Columbia,Permanent Residents,4210.0,123415.0,253420.0,0.0
399,2020,British Columbia,Foreign Workers,4210.0,123415.0,0.0,82664.0
400,2020,British Columbia,Foreign Workers,4210.0,123415.0,253420.0,0.0
401,2020,British Columbia,International Students,4210.0,123415.0,0.0,82664.0
402,2020,British Columbia,International Students,4210.0,123415.0,253420.0,0.0
403,2020,Manitoba,Permanent Residents,1050.0,17680.0,0.0,23982.0
404,2020,Manitoba,Permanent Residents,1050.0,17680.0,99076.0,0.0
405,2020,Manitoba,Foreign Workers,1050.0,17680.0,0.0,23982.0
406,2020,Manitoba,Foreign Workers,1050.0,17680.0,99076.0,0.0
407,2020,Manitoba,International Students,1050.0,17680.0,0.0,23982.0
408,2020,Manitoba,International Students,1050.0,17680.0,99076.0,0.0
409,2020,New Brunswick,Permanent Residents,395.0,5685.0,0.0,14990.0
410,2020,New Brunswick,Permanent Residents,395.0,5685.0,37250.0,0.0
411,2020,New Brunswick,Foreign Workers,395.0,5685.0,0.0,14990.0
412,2020,New Brunswick,Foreign Workers,395.0,5685.0,37250.0,0.0
413,2020,New Brunswick,International Students,395.0,5685.0,0.0,14990.0
414,2020,New Brunswick,International Students,395.0,5685.0,37250.0,0.0
415,2020,Newfoundland and Labrador,Permanent Residents,90.0,4050.0,0.0,10886.0
416,2020,Newfoundland and Labrador,Permanent Residents,90.0,4050.0,21620.0,0.0
417,2020,Newfoundland and Labrador,Foreign Workers,90.0,4050.0,0.0,10886.0
418,2020,Newfoundland and Labrador,Foreign Workers,90.0,4050.0,21620.0,0.0
419,2020,Newfoundland and Labrador,International Students,90.0,4050.0,0.0,10886.0
420,2020,Newfoundland and Labrador,International Students,90.0,4050.0,21620.0,0.0
421,2020,Northwest Territories,Permanent Residents,5.0,60.0,0.0,564.0
422,2020,Northwest Territories,Permanent Residents,5.0,60.0,3412.0,0.0
423,2020,Northwest Territories,Foreign Workers,5.0,60.0,0.0,564.0
424,2020,Northwest Territories,Foreign Workers,5.0,60.0,3412.0,0.0
425,2020,Northwest Territories,International Students,5.0,60.0,0.0,564.0
426,2020,Northwest Territories,International Students,5.0,60.0,3412.0,0.0
427,2020,Nova Scotia,Permanent Residents,400.0,15270.0,0.0,20068.0
428,2020,Nova Scotia,Permanent Residents,400.0,15270.0,45764.0,0.0
429,2020,Nova Scotia,Foreign Workers,400.0,15270.0,0.0,20068.0
430,2020,Nova Scotia,Foreign Workers,400.0,15270.0,45764.0,0.0
431,2020,Nova Scotia,International Students,400.0,15270.0,0.0,20068.0
432,2020,Nova Scotia,International Students,400.0,15270.0,45764.0,0.0
433,2020,Nunavut,Permanent Residents,5.0,10.0,0.0,418.0
434,2020,Nunavut,Permanent Residents,5.0,10.0,5768.0,0.0
435,2020,Nunavut,Foreign Workers,5.0,10.0,0.0,418.0
436,2020,Nunavut,Foreign Workers,5.0,10.0,5768.0,0.0
437,2020,Nunavut,International Students,5.0,10.0,0.0,418.0
438,2020,Nunavut,International Students,5.0,10.0,5768.0,0.0
439,2020,Ontario,Permanent Residents,11330.0,253275.0,0.0,231860.0
440,2020,Ontario,Permanent Residents,11330.0,253275.0,819894.0,0.0
441,2020,Ontario,Foreign Workers,11330.0,253275.0,0.0,231860.0
442,2020,Ontario,Foreign Workers,11330.0,253275.0,819894.0,0.0
443,2020,Ontario,International Students,11330.0,253275.0,0.0,231860.0
444,2020,Ontario,International Students,11330.0,253275.0,819894.0,0.0
445,2020,Prince Edward Island,Permanent Residents,185.0,3550.0,0.0,2716.0
446,2020,Prince Edward Island,Permanent Residents,185.0,3550.0,7846.0,0.0
447,2020,Prince Edward Island,Foreign Workers,185.0,3550.0,0.0,2716.0
448,2020,Prince Edward Island,Foreign Workers,185.0,3550.0,7846.0,0.0
449,2020,Prince Edward Island,International Students,185.0,3550.0,0.0,2716.0
450,2020,Prince Edward Island,International Students,185.0,3550.0,7846.0,0.0
451,2020,Province/territory not stated,Permanent Residents,0.0,2010.0,,
452,2020,Province/territory not stated,Foreign Workers,0.0,2010.0,,
453,2020,Quebec,Permanent Residents,3195.0,88110.0,0.0,149678.0
454,2020,Quebec,Permanent Residents,3195.0,88110.0,491820.0,0.0
455,2020,Quebec,Foreign Workers,3195.0,88110.0,0.0,149678.0
456,2020,Quebec,Foreign Workers,3195.0,88110.0,491820.0,0.0
457,2020,Quebec,International Students,3195.0,88110.0,0.0,149678.0
458,2020,Quebec,International Students,3195.0,88110.0,491820.0,0.0
459,2020,Saskatchewan,Permanent Residents,995.0,9745.0,0.0,20530.0
460,2020,Saskatchewan,Permanent Residents,995.0,9745.0,83750.0,0.0
461,2020,Saskatchewan,Foreign Workers,995.0,9745.0,0.0,20530.0
462,2020,Saskatchewan,Foreign Workers,995.0,9745.0,83750.0,0.0
463,2020,Saskatchewan,International Students,995.0,9745.0,0.0,20530.0
464,2020,Saskatchewan,International Students,995.0,9745.0,83750.0,0.0
465,2020,Yukon,Permanent Residents,20.0,250.0,0.0,0.0
466,2020,Yukon,Permanent Residents,20.0,250.0,0.0,0.0
467,2020,Yukon,Foreign Workers,20.0,250.0,0.0,0.0
468,2020,Yukon,Foreign Workers,20.0,250.0,0.0,0.0
469,2020,Yukon,International Students,20.0,250.0,0.0,0.0
470,2020,Yukon,International Students,20.0,250.0,0.0,0.0
471,2021,Alberta,Permanent Residents,2670.0,35055.0,0.0,62526.0
472,2021,Alberta,Permanent Residents,2670.0,35055.0,299588.0,0.0
473,2021,Alberta,Foreign Workers,2670.0,35055.0,0.0,62526.0
474,2021,Alberta,Foreign Workers,2670.0,35055.0,299588.0,0.0
475,2021,Alberta,International Students,2670.0,35055.0,0.0,62526.0
476,2021,Alberta,International Students,2670.0,35055.0,299588.0,0.0
477,2021,British Columbia,Permanent Residents,3240.0,141540.0,0.0,89174.0
478,2021,British Columbia,Permanent Residents,3240.0,141540.0,264146.0,0.0
479,2021,British Columbia,Foreign Workers,3240.0,141540.0,0.0,89174.0
480,2021,British Columbia,Foreign Workers,3240.0,141540.0,264146.0,0.0
481,2021,British Columbia,International Students,3240.0,141540.0,0.0,89174.0
482,2021,British Columbia,International Students,3240.0,141540.0,264146.0,0.0
483,2021,Manitoba,Permanent Residents,1410.0,20550.0,0.0,23190.0
484,2021,Manitoba,Permanent Residents,1410.0,20550.0,93964.0,0.0
485,2021,Manitoba,Foreign Workers,1410.0,20550.0,0.0,23190.0
486,2021,Manitoba,Foreign Workers,1410.0,20550.0,93964.0,0.0
487,2021,Manitoba,International Students,1410.0,20550.0,0.0,23190.0
488,2021,Manitoba,International Students,1410.0,20550.0,93964.0,0.0
489,2021,New Brunswick,Permanent Residents,260.0,8215.0,0.0,16204.0
490,2021,New Brunswick,Permanent Residents,260.0,8215.0,38790.0,0.0
491,2021,New Brunswick,Foreign Workers,260.0,8215.0,0.0,16204.0
492,2021,New Brunswick,Foreign Workers,260.0,8215.0,38790.0,0.0
493,2021,New Brunswick,International Students,260.0,8215.0,0.0,16204.0
494,2021,New Brunswick,International Students,260.0,8215.0,38790.0,0.0
495,2021,Newfoundland and Labrador,Permanent Residents,45.0,5115.0,0.0,11730.0
496,2021,Newfoundland and Labrador,Permanent Residents,45.0,5115.0,23214.0,0.0
497,2021,Newfoundland and Labrador,Foreign Workers,45.0,5115.0,0.0,11730.0
498,2021,Newfoundland and Labrador,Foreign Workers,45.0,5115.0,23214.0,0.0
499,2021,Newfoundland and Labrador,International Students,45.0,5115.0,0.0,11730.0
500,2021,Newfoundland and Labrador,International Students,45.0,5115.0,23214.0,0.0
501,2021,Northwest Territories,Permanent Residents,10.0,45.0,0.0,606.0
502,2021,Northwest Territories,Permanent Residents,10.0,45.0,3300.0,0.0
503,2021,Northwest Territories,Foreign Workers,10.0,45.0,0.0,606.0
504,2021,Northwest Territories,Foreign Workers,10.0,45.0,3300.0,0.0
505,2021,Northwest Territories,International Students,10.0,45.0,0.0,606.0
506,2021,Northwest Territories,International Students,10.0,45.0,3300.0,0.0
507,2021,Nova Scotia,Permanent Residents,325.0,16420.0,0.0,20444.0
508,2021,Nova Scotia,Permanent Residents,325.0,16420.0,41884.0,0.0
509,2021,Nova Scotia,Foreign Workers,325.0,16420.0,0.0,20444.0
510,2021,Nova Scotia,Foreign Workers,325.0,16420.0,41884.0,0.0
511,2021,Nova Scotia,International Students,325.0,16420.0,0.0,20444.0
512,2021,Nova Scotia,International Students,325.0,16420.0,41884.0,0.0
513,2021,Nunavut,Permanent Residents,0.0,10.0,0.0,410.0
514,2021,Nunavut,Permanent Residents,0.0,10.0,5006.0,0.0
515,2021,Nunavut,Foreign Workers,0.0,10.0,0.0,410.0
516,2021,Nunavut,Foreign Workers,0.0,10.0,5006.0,0.0
517,2021,Nunavut,International Students,0.0,10.0,0.0,410.0
518,2021,Nunavut,International Students,0.0,10.0,5006.0,0.0
519,2021,Ontario,Permanent Residents,11840.0,306435.0,0.0,234912.0
520,2021,Ontario,Permanent Residents,11840.0,306435.0,844902.0,0.0
521,2021,Ontario,Foreign Workers,11840.0,306435.0,0.0,234912.0
522,2021,Ontario,Foreign Workers,11840.0,306435.0,844902.0,0.0
523,2021,Ontario,International Students,11840.0,306435.0,0.0,234912.0
524,2021,Ontario,International Students,11840.0,306435.0,844902.0,0.0
525,2021,Prince Edward Island,Permanent Residents,110.0,3960.0,0.0,2922.0
526,2021,Prince Edward Island,Permanent Residents,110.0,3960.0,8784.0,0.0
527,2021,Prince Edward Island,Foreign Workers,110.0,3960.0,0.0,2922.0
528,2021,Prince Edward Island,Foreign Workers,110.0,3960.0,8784.0,0.0
529,2021,Prince Edward Island,International Students,110.0,3960.0,0.0,2922.0
530,2021,Prince Edward Island,International Students,110.0,3960.0,8784.0,0.0
531,2021,Province/territory not stated,Permanent Residents,0.0,240.0,,
532,2021,Province/territory not stated,Foreign Workers,0.0,240.0,,
533,2021,Quebec,Permanent Residents,3725.0,98765.0,0.0,139120.0
534,2021,Quebec,Permanent Residents,3725.0,98765.0,510460.0,0.0
535,2021,Quebec,Foreign Workers,3725.0,98765.0,0.0,139120.0
536,2021,Quebec,Foreign Workers,3725.0,98765.0,510460.0,0.0
537,2021,Quebec,International Students,3725.0,98765.0,0.0,139120.0
538,2021,Quebec,International Students,3725.0,98765.0,510460.0,0.0
539,2021,Saskatchewan,Permanent Residents,1055.0,11060.0,0.0,22042.0
540,2021,Saskatchewan,Permanent Residents,1055.0,11060.0,85922.0,0.0
541,2021,Saskatchewan,Foreign Workers,1055.0,11060.0,0.0,22042.0
542,2021,Saskatchewan,Foreign Workers,1055.0,11060.0,85922.0,0.0
543,2021,Saskatchewan,International Students,1055.0,11060.0,0.0,22042.0
544,2021,Saskatchewan,International Students,1055.0,11060.0,85922.0,0.0
545,2021,Yukon,Permanent Residents,10.0,305.0,0.0,0.0
546,2021,Yukon,Permanent Residents,10.0,305.0,0.0,0.0
547,2021,Yukon,Foreign Workers,10.0,305.0,0.0,0.0
548,2021,Yukon,Foreign Workers,10.0,305.0,0.0,0.0
549,2021,Yukon,International Students,10.0,305.0,0.0,0.0
550,2021,Yukon,International Students,10.0,305.0,0.0,0.0
551,2022,Alberta,Permanent Residents,3370.0,45125.0,0.0,65290.0
552,2022,Alberta,Permanent Residents,3370.0,45125.0,284630.0,0.0
553,2022,Alberta,Foreign Workers,3370.0,45125.0,0.0,65290.0
554,2022,Alberta,Foreign Workers,3370.0,45125.0,284630.0,0.0
555,2022,Alberta,International Students,3370.0,45125.0,0.0,65290.0
556,2022,Alberta,International Students,3370.0,45125.0,284630.0,0.0
557,2022,British Columbia,Permanent Residents,6825.0,170700.0,0.0,91626.0
558,2022,British Columbia,Permanent Residents,6825.0,170700.0,250770.0,0.0
559,2022,British Columbia,Foreign Workers,6825.0,170700.0,0.0,91626.0
560,2022,British Columbia,Foreign Workers,6825.0,170700.0,250770.0,0.0
561,2022,British Columbia,International Students,6825.0,170700.0,0.0,91626.0
562,2022,British Columbia,International Students,6825.0,170700.0,250770.0,0.0
563,2022,Manitoba,Permanent Residents,1490.0,22970.0,0.0,25120.0
564,2022,Manitoba,Permanent Residents,1490.0,22970.0,83102.0,0.0
565,2022,Manitoba,Foreign Workers,1490.0,22970.0,0.0,25120.0
566,2022,Manitoba,Foreign Workers,1490.0,22970.0,83102.0,0.0
567,2022,Manitoba,International Students,1490.0,22970.0,0.0,25120.0
568,2022,Manitoba,International Students,1490.0,22970.0,83102.0,0.0
569,2022,New Brunswick,Permanent Residents,600.0,11700.0,0.0,18310.0
570,2022,New Brunswick,Permanent Residents,600.0,11700.0,37288.0,0.0
571,2022,New Brunswick,Foreign Workers,600.0,11700.0,0.0,18310.0
572,2022,New Brunswick,Foreign Workers,600.0,11700.0,37288.0,0.0
573,2022,New Brunswick,International Students,600.0,11700.0,0.0,18310.0
574,2022,New Brunswick,International Students,600.0,11700.0,37288.0,0.0
575,2022,Newfoundland and Labrador,Permanent Residents,195.0,6340.0,0.0,12812.0
576,2022,Newfoundland and Labrador,Permanent Residents,195.0,6340.0,21122.0,0.0
577,2022,Newfoundland and Labrador,Foreign Workers,195.0,6340.0,0.0,12812.0
578,2022,Newfoundland and Labrador,Foreign Workers,195.0,6340.0,21122.0,0.0
579,2022,Newfoundland and Labrador,International Students,195.0,6340.0,0.0,12812.0
580,2022,Newfoundland and Labrador,International Students,195.0,6340.0,21122.0,0.0
581,2022,Northwest Territories,Permanent Residents,20.0,60.0,0.0,624.0
582,2022,Northwest Territories,Permanent Residents,20.0,60.0,3012.0,0.0
583,2022,Northwest Territories,Foreign Workers,20.0,60.0,0.0,624.0
584,2022,Northwest Territories,Foreign Workers,20.0,60.0,3012.0,0.0
585,2022,Northwest Territories,International Students,20.0,60.0,0.0,624.0
586,2022,Northwest Territories,International Students,20.0,60.0,3012.0,0.0
587,2022,Nova Scotia,Permanent Residents,1035.0,21215.0,0.0,22690.0
588,2022,Nova Scotia,Permanent Residents,1035.0,21215.0,47220.0,0.0
589,2022,Nova Scotia,Foreign Workers,1035.0,21215.0,0.0,22690.0
590,2022,Nova Scotia,Foreign Workers,1035.0,21215.0,47220.0,0.0
591,2022,Nova Scotia,International Students,1035.0,21215.0,0.0,22690.0
592,2022,Nova Scotia,International Students,1035.0,21215.0,47220.0,0.0
593,2022,Nunavut,Permanent Residents,5.0,10.0,0.0,438.0
594,2022,Nunavut,Permanent Residents,5.0,10.0,4230.0,0.0
595,2022,Nunavut,Foreign Workers,5.0,10.0,0.0,438.0
596,2022,Nunavut,Foreign Workers,5.0,10.0,4230.0,0.0
597,2022,Nunavut,International Students,5.0,10.0,0.0,438.0
598,2022,Nunavut,International Students,5.0,10.0,4230.0,0.0
599,2022,Ontario,Permanent Residents,17265.0,423325.0,0.0,249514.0
600,2022,Ontario,Permanent Residents,17265.0,423325.0,807968.0,0.0
601,2022,Ontario,Foreign Workers,17265.0,423325.0,0.0,249514.0
602,2022,Ontario,Foreign Workers,17265.0,423325.0,807968.0,0.0
603,2022,Ontario,International Students,17265.0,423325.0,0.0,249514.0
604,2022,Ontario,International Students,17265.0,423325.0,807968.0,0.0
605,2022,Prince Edward Island,Permanent Residents,200.0,4615.0,0.0,3232.0
606,2022,Prince Edward Island,Permanent Residents,200.0,4615.0,7956.0,0.0
607,2022,Prince Edward Island,Foreign Workers,200.0,4615.0,0.0,3232.0
608,2022,Prince Edward Island,Foreign Workers,200.0,4615.0,7956.0,0.0
609,2022,Prince Edward Island,International Students,200.0,4615.0,0.0,3232.0
610,2022,Prince Edward Island,International Students,200.0,4615.0,7956.0,0.0
611,2022,Province/territory not stated,Permanent Residents,5.0,925.0,,
612,2022,Province/territory not stated,Foreign Workers,5.0,925.0,,
613,2022,Quebec,Permanent Residents,3270.0,98475.0,0.0,155656.0
614,2022,Quebec,Permanent Residents,3270.0,98475.0,478486.0,0.0
615,2022,Quebec,Foreign Workers,3270.0,98475.0,0.0,155656.0
616,2022,Quebec,Foreign Workers,3270.0,98475.0,478486.0,0.0
617,2022,Quebec,International Students,3270.0,98475.0,0.0,155656.0
618,2022,Quebec,International Students,3270.0,98475.0,478486.0,0.0
619,2022,Saskatchewan,Permanent Residents,1135.0,13590.0,0.0,22850.0
620,2022,Saskatchewan,Permanent Residents,1135.0,13590.0,79016.0,0.0
621,2022,Saskatchewan,Foreign Workers,1135.0,13590.0,0.0,22850.0
622,2022,Saskatchewan,Foreign Workers,1135.0,13590.0,79016.0,0.0
623,2022,Saskatchewan,International Students,1135.0,13590.0,0.0,22850.0
624,2022,Saskatchewan,International Students,1135.0,13590.0,79016.0,0.0
625,2022,Yukon,Permanent Residents,40.0,280.0,0.0,0.0
626,2022,Yukon,Permanent Residents,40.0,280.0,0.0,0.0
627,2022,Yukon,Foreign Workers,40.0,280.0,0.0,0.0
628,2022,Yukon,Foreign Workers,40.0,280.0,0.0,0.0
629,2022,Yukon,International Students,40.0,280.0,0.0,0.0
630,2022,Yukon,International Students,40.0,280.0,0.0,0.0
631,2023,Alberta,Permanent Residents,5705.0,67410.0,0.0,64108.0
632,2023,Alberta,Permanent Residents,5705.0,67410.0,289532.0,0.0
633,2023,Alberta,Foreign Workers,5705.0,67410.0,0.0,64108.0
634,2023,Alberta,Foreign Workers,5705.0,67410.0,289532.0,0.0
635,2023,Alberta,International Students,5705.0,67410.0,0.0,64108.0
636,2023,Alberta,International Students,5705.0,67410.0,289532.0,0.0
637,2023,British Columbia,Permanent Residents,7990.0,212220.0,0.0,89492.0
638,2023,British Columbia,Permanent Residents,7990.0,212220.0,247362.0,0.0
639,2023,British Columbia,Foreign Workers,7990.0,212220.0,0.0,89492.0
640,2023,British Columbia,Foreign Workers,7990.0,212220.0,247362.0,0.0
641,2023,British Columbia,International Students,7990.0,212220.0,0.0,89492.0
642,2023,British Columbia,International Students,7990.0,212220.0,247362.0,0.0
643,2023,Manitoba,Permanent Residents,2795.0,30295.0,0.0,25160.0
644,2023,Manitoba,Permanent Residents,2795.0,30295.0,91332.0,0.0
645,2023,Manitoba,Foreign Workers,2795.0,30295.0,0.0,25160.0
646,2023,Manitoba,Foreign Workers,2795.0,30295.0,91332.0,0.0
647,2023,Manitoba,International Students,2795.0,30295.0,0.0,25160.0
648,2023,Manitoba,International Students,2795.0,30295.0,91332.0,0.0
649,2023,New Brunswick,Permanent Residents,1200.0,16385.0,0.0,17304.0
650,2023,New Brunswick,Permanent Residents,1200.0,16385.0,36294.0,0.0
651,2023,New Brunswick,Foreign Workers,1200.0,16385.0,0.0,17304.0
652,2023,New Brunswick,Foreign Workers,1200.0,16385.0,36294.0,0.0
653,2023,New Brunswick,International Students,1200.0,16385.0,0.0,17304.0
654,2023,New Brunswick,International Students,1200.0,16385.0,36294.0,0.0
655,2023,Newfoundland and Labrador,Permanent Residents,1085.0,7665.0,0.0,12306.0
656,2023,Newfoundland and Labrador,Permanent Residents,1085.0,7665.0,19096.0,0.0
657,2023,Newfoundland and Labrador,Foreign Workers,1085.0,7665.0,0.0,12306.0
658,2023,Newfoundland and Labrador,Foreign Workers,1085.0,7665.0,19096.0,0.0
659,2023,Newfoundland and Labrador,International Students,1085.0,7665.0,0.0,12306.0
660,2023,Newfoundland and Labrador,International Students,1085.0,7665.0,19096.0,0.0
661,2023,Northwest Territories,Permanent Residents,35.0,90.0,0.0,542.0
662,2023,Northwest Territories,Permanent Residents,35.0,90.0,2860.0,0.0
663,2023,Northwest Territories,Foreign Workers,35.0,90.0,0.0,542.0
664,2023,Northwest Territories,Foreign Workers,35.0,90.0,2860.0,0.0
665,2023,Northwest Territories,International Students,35.0,90.0,0.0,542.0
666,2023,Northwest Territories,International Students,35.0,90.0,2860.0,0.0
667,2023,Nova Scotia,Permanent Residents,1745.0,27630.0,0.0,20630.0
668,2023,Nova Scotia,Permanent Residents,1745.0,27630.0,43914.0,0.0
669,2023,Nova Scotia,Foreign Workers,1745.0,27630.0,0.0,20630.0
670,2023,Nova Scotia,Foreign Workers,1745.0,27630.0,43914.0,0.0
671,2023,Nova Scotia,International Students,1745.0,27630.0,0.0,20630.0
672,2023,Nova Scotia,International Students,1745.0,27630.0,43914.0,0.0
673,2023,Nunavut,Permanent Residents,0.0,15.0,0.0,514.0
674,2023,Nunavut,Permanent Residents,0.0,15.0,4754.0,0.0
675,2023,Nunavut,Foreign Workers,0.0,15.0,0.0,514.0
676,2023,Nunavut,Foreign Workers,0.0,15.0,4754.0,0.0
677,2023,Nunavut,International Students,0.0,15.0,0.0,514.0
678,2023,Nunavut,International Students,0.0,15.0,4754.0,0.0
679,2023,Ontario,Permanent Residents,21610.0,564420.0,0.0,241674.0
680,2023,Ontario,Permanent Residents,21610.0,564420.0,821032.0,0.0
681,2023,Ontario,Foreign Workers,21610.0,564420.0,0.0,241674.0
682,2023,Ontario,Foreign Workers,21610.0,564420.0,821032.0,0.0
683,2023,Ontario,International Students,21610.0,564420.0,0.0,241674.0
684,2023,Ontario,International Students,21610.0,564420.0,821032.0,0.0
685,2023,Prince Edward Island,Permanent Residents,640.0,5490.0,0.0,3156.0
686,2023,Prince Edward Island,Permanent Residents,640.0,5490.0,8012.0,0.0
687,2023,Prince Edward Island,Foreign Workers,640.0,5490.0,0.0,3156.0
688,2023,Prince Edward Island,Foreign Workers,640.0,5490.0,8012.0,0.0
689,2023,Prince Edward Island,International Students,640.0,5490.0,0.0,3156.0
690,2023,Prince Edward Island,International Students,640.0,5490.0,8012.0,0.0
691,2023,Province/territory not stated,Permanent Residents,0.0,3995.0,,
692,2023,Province/territory not stated,Foreign Workers,0.0,3995.0,,
693,2023,Quebec,Permanent Residents,5995.0,123475.0,0.0,154958.0
694,2023,Quebec,Permanent Residents,5995.0,123475.0,463514.0,0.0
695,2023,Quebec,Foreign Workers,5995.0,123475.0,0.0,154958.0
696,2023,Quebec,Foreign Workers,5995.0,123475.0,463514.0,0.0
697,2023,Quebec,International Students,5995.0,123475.0,0.0,154958.0
698,2023,Quebec,International Students,5995.0,123475.0,463514.0,0.0
699,2023,Saskatchewan,Permanent Residents,2040.0,18820.0,0.0,21922.0
700,2023,Saskatchewan,Permanent Residents,2040.0,18820.0,77472.0,0.0
701,2023,Saskatchewan,Foreign Workers,2040.0,18820.0,0.0,21922.0
702,2023,Saskatchewan,Foreign Workers,2040.0,18820.0,77472.0,0.0
703,2023,Saskatchewan,International Students,2040.0,18820.0,0.0,21922.0
704,2023,Saskatchewan,International Students,2040.0,18820.0,77472.0,0.0
705,2023,Yukon,Permanent Residents,105.0,370.0,0.0,664.0
706,2023,Yukon,Permanent Residents,105.0,370.0,2370.0,0.0
707,2023,Yukon,Foreign Workers,105.0,370.0,0.0,664.0
708,2023,Yukon,Foreign Workers,105.0,370.0,2370.0,0.0
709,2023,Yukon,International Students,105.0,370.0,0.0,664.0
710,2023,Yukon,International Students,105.0,370.0,2370.0,0.0
711,2024,Alberta,Permanent Residents,5455.0,5790.0,,
712,2024,Alberta,Foreign Workers,5455.0,5790.0,,
713,2024,British Columbia,Permanent Residents,7280.0,11590.0,,
714,2024,British Columbia,Foreign Workers,7280.0,11590.0,,
715,2024,Manitoba,Permanent Residents,2210.0,2485.0,,
716,2024,Manitoba,Foreign Workers,2210.0,2485.0,,
717,2024,New Brunswick,Permanent Residents,1690.0,960.0,,
718,2024,New Brunswick,Foreign Workers,1690.0,960.0,,
719,2024,Newfoundland and Labrador,Permanent Residents,490.0,590.0,,
720,2024,Newfoundland and Labrador,Foreign Workers,490.0,590.0,,
721,2024,Northwest Territories,Permanent Residents,50.0,25.0,,
722,2024,Northwest Territories,Foreign Workers,50.0,25.0,,
723,2024,Nova Scotia,Permanent Residents,1795.0,1685.0,,
724,2024,Nova Scotia,Foreign Workers,1795.0,1685.0,,
725,2024,Nunavut,Permanent Residents,0.0,5.0,,
726,2024,Nunavut,Foreign Workers,0.0,5.0,,
727,2024,Ontario,Permanent Residents,21945.0,32320.0,,
728,2024,Ontario,Foreign Workers,21945.0,32320.0,,
729,2024,Prince Edward Island,Permanent Residents,545.0,295.0,,
730,2024,Prince Edward Island,Foreign Workers,545.0,295.0,,
731,2024,Province/territory not stated,Permanent Residents,0.0,7805.0,,
732,2024,Province/territory not stated,Foreign Workers,0.0,7805.0,,
733,2024,Quebec,Permanent Residents,4170.0,7420.0,,
734,2024,Quebec,Foreign Workers,4170.0,7420.0,,
735,2024,Saskatchewan,Permanent Residents,1990.0,1335.0,,
736,2024,Saskatchewan,Foreign Workers,1990.0,1335.0,,
737,2024,Yukon,Permanent Residents,140.0,85.0,,
738,2024,Yukon,Foreign Workers,140.0,85.0,,
739,2000,Alberta,International Students,0.0,9430.0,0.0,34546.0
740,2000,Alberta,International Students,0.0,9430.0,221988.0,0.0
741,2000,British Columbia,International Students,0.0,32885.0,0.0,54920.0
742,2000,British Columbia,International Students,0.0,32885.0,243932.0,0.0
743,2000,Manitoba,International Students,0.0,2830.0,0.0,19784.0
744,2000,Manitoba,International Students,0.0,2830.0,84508.0,0.0
745,2000,New Brunswick,International Students,0.0,1825.0,0.0,12176.0
746,2000,New Brunswick,International Students,0.0,1825.0,44106.0,0.0
747,2000,Newfoundland and Labrador,International Students,0.0,690.0,0.0,8678.0
748,2000,Newfoundland and Labrador,International Students,0.0,690.0,29220.0,0.0
749,2000,Northwest Territories,International Students,0.0,25.0,0.0,314.0
750,2000,Northwest Territories,International Students,0.0,25.0,4828.0,0.0
751,2000,Nova Scotia,International Students,0.0,3075.0,0.0,15758.0
752,2000,Nova Scotia,International Students,0.0,3075.0,55000.0,0.0
753,2000,Nunavut,International Students,0.0,0.0,0.0,260.0
754,2000,Nunavut,International Students,0.0,0.0,3606.0,0.0
755,2000,Ontario,International Students,0.0,46120.0,0.0,162580.0
756,2000,Ontario,International Students,0.0,46120.0,766898.0,0.0
757,2000,Prince Edward Island,International Students,0.0,235.0,0.0,2458.0
758,2000,Prince Edward Island,International Students,0.0,235.0,8646.0,0.0
759,2000,Province / Territory not stated,International Students,0.0,0.0,,
760,2000,Quebec,International Students,0.0,22770.0,0.0,106380.0
761,2000,Quebec,International Students,0.0,22770.0,431904.0,0.0
762,2000,Saskatchewan,International Students,0.0,2690.0,0.0,17912.0
763,2000,Saskatchewan,International Students,0.0,2690.0,72870.0,0.0
764,2000,Yukon,International Students,0.0,45.0,0.0,312.0
765,2000,Yukon,International Students,0.0,45.0,2218.0,0.0
