Year,Province,Metric,Value
2013,Manitoba,Total TRs,9470.0
2013,Manitoba,Total TRs,9470.0
2013,Manitoba,Total TRs,9470.0
2013,Manitoba,Total TRs,9470.0
2013,Manitoba,Total TRs,9470.0
2014,Manitoba,Total TRs,10815.0
2014,Manitoba,Total TRs,10815.0
2014,Manitoba,Total TRs,10815.0
2014,Manitoba,Total TRs,10815.0
2014,Manitoba,Total TRs,10815.0
2014,Manitoba,Total TRs,10815.0
2014,Manitoba,Total TRs,10815.0
2014,Manitoba,Total TRs,10815.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2015,Manitoba,Total TRs,12255.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2016,Manitoba,Total TRs,14220.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2017,Manitoba,Total TRs,16890.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2018,Manitoba,Total TRs,19505.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2019,Manitoba,Total TRs,20195.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2020,Manitoba,Total TRs,17680.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2021,Manitoba,Total TRs,20550.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2022,Manitoba,Total TRs,22970.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2023,Manitoba,Total TRs,30295.0
2024,Manitoba,Total TRs,2485.0
2024,Manitoba,Total TRs,2485.0
2024,Manitoba,Total TRs,2485.0
2024,Manitoba,Total TRs,2485.0
2024,Manitoba,Total TRs,2485.0
2024,Manitoba,Total TRs,2485.0
2024,Manitoba,Total TRs,2485.0
2024,Manitoba,Total TRs,2485.0
1991,New Brunswick,Total TRs,0.0
1991,New Brunswick,Total TRs,0.0
1991,New Brunswick,Total TRs,0.0
1991,New Brunswick,Total TRs,0.0
1991,New Brunswick,Total TRs,0.0
1991,New Brunswick,Total TRs,0.0
1991,New Brunswick,Total TRs,0.0
1991,New Brunswick,Total TRs,0.0
1992,New Brunswick,Total TRs,0.0
1992,New Brunswick,Total TRs,0.0
1992,New Brunswick,Total TRs,0.0
1992,New Brunswick,Total TRs,0.0
1992,New Brunswick,Total TRs,0.0
1992,New Brunswick,Total TRs,0.0
1992,New Brunswick,Total TRs,0.0
1992,New Brunswick,Total TRs,0.0
1993,New Brunswick,Total TRs,0.0
1993,New Brunswick,Total TRs,0.0
1993,New Brunswick,Total TRs,0.0
1993,New Brunswick,Total TRs,0.0
1993,New Brunswick,Total TRs,0.0
1993,New Brunswick,Total TRs,0.0
1993,New Brunswick,Total TRs,0.0
1993,New Brunswick,Total TRs,0.0
1994,New Brunswick,Total TRs,0.0
1994,New Brunswick,Total TRs,0.0
1994,New Brunswick,Total TRs,0.0
1994,New Brunswick,Total TRs,0.0
1994,New Brunswick,Total TRs,0.0
1994,New Brunswick,Total TRs,0.0
1994,New Brunswick,Total TRs,0.0
1994,New Brunswick,Total TRs,0.0
1995,New Brunswick,Total TRs,0.0
1995,New Brunswick,Total TRs,0.0
1995,New Brunswick,Total TRs,0.0
1995,New Brunswick,Total TRs,0.0
1995,New Brunswick,Total TRs,0.0
1995,New Brunswick,Total TRs,0.0
1995,New Brunswick,Total TRs,0.0
1995,New Brunswick,Total TRs,0.0
1996,New Brunswick,Total TRs,0.0
1996,New Brunswick,Total TRs,0.0
1996,New Brunswick,Total TRs,0.0
1996,New Brunswick,Total TRs,0.0
1996,New Brunswick,Total TRs,0.0
1996,New Brunswick,Total TRs,0.0
1996,New Brunswick,Total TRs,0.0
1996,New Brunswick,Total TRs,0.0
1997,New Brunswick,Total TRs,0.0
1997,New Brunswick,Total TRs,0.0
1997,New Brunswick,Total TRs,0.0
1997,New Brunswick,Total TRs,0.0
1997,New Brunswick,Total TRs,0.0
1997,New Brunswick,Total TRs,0.0
1997,New Brunswick,Total TRs,0.0
1997,New Brunswick,Total TRs,0.0
1998,New Brunswick,Total TRs,0.0
1998,New Brunswick,Total TRs,0.0
1998,New Brunswick,Total TRs,0.0
1998,New Brunswick,Total TRs,0.0
1998,New Brunswick,Total TRs,0.0
1998,New Brunswick,Total TRs,0.0
1998,New Brunswick,Total TRs,0.0
1998,New Brunswick,Total TRs,0.0
1999,New Brunswick,Total TRs,0.0
1999,New Brunswick,Total TRs,0.0
1999,New Brunswick,Total TRs,0.0
1999,New Brunswick,Total TRs,0.0
1999,New Brunswick,Total TRs,0.0
1999,New Brunswick,Total TRs,0.0
1999,New Brunswick,Total TRs,0.0
1999,New Brunswick,Total TRs,0.0
2000,New Brunswick,Total TRs,1825.0
2000,New Brunswick,Total TRs,1825.0
2000,New Brunswick,Total TRs,1825.0
2000,New Brunswick,Total TRs,1825.0
2000,New Brunswick,Total TRs,1825.0
2000,New Brunswick,Total TRs,1825.0
2000,New Brunswick,Total TRs,1825.0
2000,New Brunswick,Total TRs,1825.0
2001,New Brunswick,Total TRs,2305.0
2001,New Brunswick,Total TRs,2305.0
2001,New Brunswick,Total TRs,2305.0
2001,New Brunswick,Total TRs,2305.0
2001,New Brunswick,Total TRs,2305.0
2001,New Brunswick,Total TRs,2305.0
2001,New Brunswick,Total TRs,2305.0
2001,New Brunswick,Total TRs,2305.0
2002,New Brunswick,Total TRs,2775.0
2002,New Brunswick,Total TRs,2775.0
2002,New Brunswick,Total TRs,2775.0
2002,New Brunswick,Total TRs,2775.0
2002,New Brunswick,Total TRs,2775.0
2002,New Brunswick,Total TRs,2775.0
2002,New Brunswick,Total TRs,2775.0
2002,New Brunswick,Total TRs,2775.0
2003,New Brunswick,Total TRs,3025.0
2003,New Brunswick,Total TRs,3025.0
2003,New Brunswick,Total TRs,3025.0
2003,New Brunswick,Total TRs,3025.0
2003,New Brunswick,Total TRs,3025.0
2003,New Brunswick,Total TRs,3025.0
2003,New Brunswick,Total TRs,3025.0
2003,New Brunswick,Total TRs,3025.0
2004,New Brunswick,Total TRs,3200.0
2004,New Brunswick,Total TRs,3200.0
2004,New Brunswick,Total TRs,3200.0
2004,New Brunswick,Total TRs,3200.0
2004,New Brunswick,Total TRs,3200.0
2004,New Brunswick,Total TRs,3200.0
2004,New Brunswick,Total TRs,3200.0
2004,New Brunswick,Total TRs,3200.0
2005,New Brunswick,Total TRs,3225.0
2005,New Brunswick,Total TRs,3225.0
2005,New Brunswick,Total TRs,3225.0
2005,New Brunswick,Total TRs,3225.0
2005,New Brunswick,Total TRs,3225.0
2005,New Brunswick,Total TRs,3225.0
2005,New Brunswick,Total TRs,3225.0
2005,New Brunswick,Total TRs,3225.0
2006,New Brunswick,Total TRs,3120.0
2006,New Brunswick,Total TRs,3120.0
2006,New Brunswick,Total TRs,3120.0
2006,New Brunswick,Total TRs,3120.0
2006,New Brunswick,Total TRs,3120.0
2006,New Brunswick,Total TRs,3120.0
2006,New Brunswick,Total TRs,3120.0
2006,New Brunswick,Total TRs,3120.0
2007,New Brunswick,Total TRs,3195.0
2007,New Brunswick,Total TRs,3195.0
2007,New Brunswick,Total TRs,3195.0
2007,New Brunswick,Total TRs,3195.0
2007,New Brunswick,Total TRs,3195.0
2007,New Brunswick,Total TRs,3195.0
2007,New Brunswick,Total TRs,3195.0
2007,New Brunswick,Total TRs,3195.0
2008,New Brunswick,Total TRs,3210.0
2008,New Brunswick,Total TRs,3210.0
2008,New Brunswick,Total TRs,3210.0
2008,New Brunswick,Total TRs,3210.0
2008,New Brunswick,Total TRs,3210.0
2008,New Brunswick,Total TRs,3210.0
2008,New Brunswick,Total TRs,3210.0
2008,New Brunswick,Total TRs,3210.0
2009,New Brunswick,Total TRs,3260.0
2009,New Brunswick,Total TRs,3260.0
2009,New Brunswick,Total TRs,3260.0
2009,New Brunswick,Total TRs,3260.0
2009,New Brunswick,Total TRs,3260.0
2009,New Brunswick,Total TRs,3260.0
2009,New Brunswick,Total TRs,3260.0
2009,New Brunswick,Total TRs,3260.0
2010,New Brunswick,Total TRs,3465.0
2010,New Brunswick,Total TRs,3465.0
2010,New Brunswick,Total TRs,3465.0
2010,New Brunswick,Total TRs,3465.0
2010,New Brunswick,Total TRs,3465.0
2010,New Brunswick,Total TRs,3465.0
2010,New Brunswick,Total TRs,3465.0
2010,New Brunswick,Total TRs,3465.0
2011,New Brunswick,Total TRs,3780.0
2011,New Brunswick,Total TRs,3780.0
2011,New Brunswick,Total TRs,3780.0
2011,New Brunswick,Total TRs,3780.0
2011,New Brunswick,Total TRs,3780.0
2011,New Brunswick,Total TRs,3780.0
2011,New Brunswick,Total TRs,3780.0
2011,New Brunswick,Total TRs,3780.0
2012,New Brunswick,Total TRs,4115.0
2012,New Brunswick,Total TRs,4115.0
2012,New Brunswick,Total TRs,4115.0
2012,New Brunswick,Total TRs,4115.0
2012,New Brunswick,Total TRs,4115.0
2012,New Brunswick,Total TRs,4115.0
2012,New Brunswick,Total TRs,4115.0
2012,New Brunswick,Total TRs,4115.0
2013,New Brunswick,Total TRs,4575.0
2013,New Brunswick,Total TRs,4575.0
2013,New Brunswick,Total TRs,4575.0
2013,New Brunswick,Total TRs,4575.0
2013,New Brunswick,Total TRs,4575.0
2013,New Brunswick,Total TRs,4575.0
2013,New Brunswick,Total TRs,4575.0
2013,New Brunswick,Total TRs,4575.0
2014,New Brunswick,Total TRs,4705.0
2014,New Brunswick,Total TRs,4705.0
2014,New Brunswick,Total TRs,4705.0
2014,New Brunswick,Total TRs,4705.0
2014,New Brunswick,Total TRs,4705.0
2014,New Brunswick,Total TRs,4705.0
2014,New Brunswick,Total TRs,4705.0
2014,New Brunswick,Total TRs,4705.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2015,New Brunswick,Total TRs,4715.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2016,New Brunswick,Total TRs,4765.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2017,New Brunswick,Total TRs,5015.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2018,New Brunswick,Total TRs,5975.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2019,New Brunswick,Total TRs,7135.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2020,New Brunswick,Total TRs,5685.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2021,New Brunswick,Total TRs,8215.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2022,New Brunswick,Total TRs,11700.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2023,New Brunswick,Total TRs,16385.0
2024,New Brunswick,Total TRs,960.0
2024,New Brunswick,Total TRs,960.0
2024,New Brunswick,Total TRs,960.0
2024,New Brunswick,Total TRs,960.0
2024,New Brunswick,Total TRs,960.0
2024,New Brunswick,Total TRs,960.0
2024,New Brunswick,Total TRs,960.0
2024,New Brunswick,Total TRs,960.0
1991,Newfoundland and Labrador,Total TRs,0.0
1991,Newfoundland and Labrador,Total TRs,0.0
1991,Newfoundland and Labrador,Total TRs,0.0
1991,Newfoundland and Labrador,Total TRs,0.0
1991,Newfoundland and Labrador,Total TRs,0.0
1991,Newfoundland and Labrador,Total TRs,0.0
1991,Newfoundland and Labrador,Total TRs,0.0
1991,Newfoundland and Labrador,Total TRs,0.0
1992,Newfoundland and Labrador,Total TRs,0.0
1992,Newfoundland and Labrador,Total TRs,0.0
1992,Newfoundland and Labrador,Total TRs,0.0
1992,Newfoundland and Labrador,Total TRs,0.0
1992,Newfoundland and Labrador,Total TRs,0.0
1992,Newfoundland and Labrador,Total TRs,0.0
1992,Newfoundland and Labrador,Total TRs,0.0
1992,Newfoundland and Labrador,Total TRs,0.0
1993,Newfoundland and Labrador,Total TRs,0.0
1993,Newfoundland and Labrador,Total TRs,0.0
1993,Newfoundland and Labrador,Total TRs,0.0
1993,Newfoundland and Labrador,Total TRs,0.0
1993,Newfoundland and Labrador,Total TRs,0.0
1993,Newfoundland and Labrador,Total TRs,0.0
1993,Newfoundland and Labrador,Total TRs,0.0
