Year,Province,Resident Type,Total PRs,Total TRs,Total Births,Total Deaths,Population Estimate
2015,Prince Edward Island,Foreign Workers,45,1640,8072,0,144636
2015,Prince Edward Island,Foreign Workers,45,1640,8072,0,144949
2015,Prince Edward Island,International Students,45,1640,0,2522,144162
2015,Prince Edward Island,International Students,45,1640,0,2522,144046
2015,Prince Edward Island,International Students,45,1640,0,2522,144636
2015,Prince Edward Island,International Students,45,1640,0,2522,144949
2015,Prince Edward Island,International Students,45,1640,8072,0,144162
2015,Prince Edward Island,International Students,45,1640,8072,0,144046
2015,Prince Edward Island,International Students,45,1640,8072,0,144636
2015,Prince Edward Island,International Students,45,1640,8072,0,144949
2015,Province / Territory not stated,International Students,0,35,0,0,144949
2015,Province/territory not stated,Permanent Residents,5,290,0,0,144949
2015,Province/territory not stated,Foreign Workers,5,290,0,0,144949
2015,Quebec,Permanent Residents,2090,53320,0,128318,8160176
2015,Quebec,Permanent Residents,2090,53320,0,128318,8159968
2015,Quebec,Permanent Residents,2090,53320,0,128318,8175743
2015,Quebec,Permanent Residents,2090,53320,0,128318,8190074
2015,Quebec,Permanent Residents,2090,53320,521998,0,8160176
2015,Quebec,Permanent Residents,2090,53320,521998,0,8159968
2015,Quebec,Permanent Residents,2090,53320,521998,0,8175743
2015,Quebec,Permanent Residents,2090,53320,521998,0,8190074
2015,Quebec,Foreign Workers,2090,53320,0,128318,8160176
2015,Quebec,Foreign Workers,2090,53320,0,128318,8159968
2015,Quebec,Foreign Workers,2090,53320,0,128318,8175743
2015,Quebec,Foreign Workers,2090,53320,0,128318,8190074
2015,Quebec,Foreign Workers,2090,53320,521998,0,8160176
2015,Quebec,Foreign Workers,2090,53320,521998,0,8159968
2015,Quebec,Foreign Workers,2090,53320,521998,0,8175743
2015,Quebec,Foreign Workers,2090,53320,521998,0,8190074
2015,Quebec,International Students,2090,53320,0,128318,8160176
2015,Quebec,International Students,2090,53320,0,128318,8159968
2015,Quebec,International Students,2090,53320,0,128318,8175743
2015,Quebec,International Students,2090,53320,0,128318,8190074
2015,Quebec,International Students,2090,53320,521998,0,8160176
2015,Quebec,International Students,2090,53320,521998,0,8159968
2015,Quebec,International Students,2090,53320,521998,0,8175743
2015,Quebec,International Students,2090,53320,521998,0,8190074
2015,Saskatchewan,Permanent Residents,605,7455,0,18788,1117137
2015,Saskatchewan,Permanent Residents,605,7455,0,18788,1117736
2015,Saskatchewan,Permanent Residents,605,7455,0,18788,1122210
2015,Saskatchewan,Permanent Residents,605,7455,0,18788,1125588
2015,Saskatchewan,Permanent Residents,605,7455,91824,0,1117137
2015,Saskatchewan,Permanent Residents,605,7455,91824,0,1117736
2015,Saskatchewan,Permanent Residents,605,7455,91824,0,1122210
2015,Saskatchewan,Permanent Residents,605,7455,91824,0,1125588
2015,Saskatchewan,Foreign Workers,605,7455,0,18788,1117137
2015,Saskatchewan,Foreign Workers,605,7455,0,18788,1117736
2015,Saskatchewan,Foreign Workers,605,7455,0,18788,1122210
2015,Saskatchewan,Foreign Workers,605,7455,0,18788,1125588
2015,Saskatchewan,Foreign Workers,605,7455,91824,0,1117137
2015,Saskatchewan,Foreign Workers,605,7455,91824,0,1117736
2015,Saskatchewan,Foreign Workers,605,7455,91824,0,1122210
2015,Saskatchewan,Foreign Workers,605,7455,91824,0,1125588
2015,Saskatchewan,International Students,605,7455,0,18788,1117137
2015,Saskatchewan,International Students,605,7455,0,18788,1117736
2015,Saskatchewan,International Students,605,7455,0,18788,1122210
2015,Saskatchewan,International Students,605,7455,0,18788,1125588
2015,Saskatchewan,International Students,605,7455,91824,0,1117137
2015,Saskatchewan,International Students,605,7455,91824,0,1117736
2015,Saskatchewan,International Students,605,7455,91824,0,1122210
2015,Saskatchewan,International Students,605,7455,91824,0,1125588
2015,Unknown province or territory,0,0,0,0,0,1125588
2015,Unknown province or territory of residence,0,0,0,0,0,1125588
2015,Yukon,Permanent Residents,15,50,0,434,37123
2015,Yukon,Permanent Residents,15,50,0,434,37330
2015,Yukon,Permanent Residents,15,50,0,434,37669
2015,Yukon,Permanent Residents,15,50,0,434,37730
2015,Yukon,Permanent Residents,15,50,2586,0,37123
2015,Yukon,Permanent Residents,15,50,2586,0,37330
2015,Yukon,Permanent Residents,15,50,2586,0,37669
2015,Yukon,Permanent Residents,15,50,2586,0,37730
2015,Yukon,Foreign Workers,15,50,0,434,37123
2015,Yukon,Foreign Workers,15,50,0,434,37330
2015,Yukon,Foreign Workers,15,50,0,434,37669
2015,Yukon,Foreign Workers,15,50,0,434,37730
2015,Yukon,Foreign Workers,15,50,2586,0,37123
2015,Yukon,Foreign Workers,15,50,2586,0,37330
2015,Yukon,Foreign Workers,15,50,2586,0,37669
2015,Yukon,Foreign Workers,15,50,2586,0,37730
2015,Yukon,International Students,15,50,0,434,37123
2015,Yukon,International Students,15,50,0,434,37330
2015,Yukon,International Students,15,50,0,434,37669
2015,Yukon,International Students,15,50,0,434,37730
2015,Yukon,International Students,15,50,2586,0,37123
2015,Yukon,International Students,15,50,2586,0,37330
2015,Yukon,International Students,15,50,2586,0,37669
2015,Yukon,International Students,15,50,2586,0,37730
2016,Alberta,Permanent Residents,4685,27210,0,49096,4171847
2016,Alberta,Permanent Residents,4685,27210,0,49096,4182353
2016,Alberta,Permanent Residents,4685,27210,0,49096,4195427
2016,Alberta,Permanent Residents,4685,27210,0,49096,4207139
2016,Alberta,Permanent Residents,4685,27210,335448,0,4171847
2016,Alberta,Permanent Residents,4685,27210,335448,0,4182353
2016,Alberta,Permanent Residents,4685,27210,335448,0,4195427
2016,Alberta,Permanent Residents,4685,27210,335448,0,4207139
2016,Alberta,Foreign Workers,4685,27210,0,49096,4171847
2016,Alberta,Foreign Workers,4685,27210,0,49096,4182353
2016,Alberta,Foreign Workers,4685,27210,0,49096,4195427
2016,Alberta,Foreign Workers,4685,27210,0,49096,4207139
2016,Alberta,Foreign Workers,4685,27210,335448,0,4171847
2016,Alberta,Foreign Workers,4685,27210,335448,0,4182353
2016,Alberta,Foreign Workers,4685,27210,335448,0,4195427
2016,Alberta,Foreign Workers,4685,27210,335448,0,4207139
2016,Alberta,International Students,4685,27210,0,49096,4171847
2016,Alberta,International Students,4685,27210,0,49096,4182353
2016,Alberta,International Students,4685,27210,0,49096,4195427
2016,Alberta,International Students,4685,27210,0,49096,4207139
2016,Alberta,International Students,4685,27210,335448,0,4171847
2016,Alberta,International Students,4685,27210,335448,0,4182353
2016,Alberta,International Students,4685,27210,335448,0,4195427
2016,Alberta,International Students,4685,27210,335448,0,4207139
2016,British Columbia,Permanent Residents,3840,103075,0,73254,4807562
2016,British Columbia,Permanent Residents,3840,103075,0,73254,4831042
2016,British Columbia,Permanent Residents,3840,103075,0,73254,4861269
2016,British Columbia,Permanent Residents,3840,103075,0,73254,4886638
2016,British Columbia,Permanent Residents,3840,103075,271458,0,4807562
2016,British Columbia,Permanent Residents,3840,103075,271458,0,4831042
2016,British Columbia,Permanent Residents,3840,103075,271458,0,4861269
2016,British Columbia,Permanent Residents,3840,103075,271458,0,4886638
2016,British Columbia,Foreign Workers,3840,103075,0,73254,4807562
2016,British Columbia,Foreign Workers,3840,103075,0,73254,4831042
2016,British Columbia,Foreign Workers,3840,103075,0,73254,4861269
2016,British Columbia,Foreign Workers,3840,103075,0,73254,4886638
2016,British Columbia,Foreign Workers,3840,103075,271458,0,4807562
2016,British Columbia,Foreign Workers,3840,103075,271458,0,4831042
2016,British Columbia,Foreign Workers,3840,103075,271458,0,4861269
2016,British Columbia,Foreign Workers,3840,103075,271458,0,4886638
2016,British Columbia,International Students,3840,103075,0,73254,4807562
2016,British Columbia,International Students,3840,103075,0,73254,4831042
2016,British Columbia,International Students,3840,103075,0,73254,4861269
2016,British Columbia,International Students,3840,103075,0,73254,4886638
2016,British Columbia,International Students,3840,103075,271458,0,4807562
2016,British Columbia,International Students,3840,103075,271458,0,4831042
2016,British Columbia,International Students,3840,103075,271458,0,4861269
2016,British Columbia,International Students,3840,103075,271458,0,4886638
2016,Manitoba,Permanent Residents,1185,14220,0,21486,1302938
2016,Manitoba,Permanent Residents,1185,14220,0,21486,1307797
2016,Manitoba,Permanent Residents,1185,14220,0,21486,1314140
2016,Manitoba,Permanent Residents,1185,14220,0,21486,1319800
2016,Manitoba,Permanent Residents,1185,14220,101344,0,1302938
2016,Manitoba,Permanent Residents,1185,14220,101344,0,1307797
2016,Manitoba,Permanent Residents,1185,14220,101344,0,1314140
2016,Manitoba,Permanent Residents,1185,14220,101344,0,1319800
2016,Manitoba,Foreign Workers,1185,14220,0,21486,1302938
2016,Manitoba,Foreign Workers,1185,14220,0,21486,1307797
2016,Manitoba,Foreign Workers,1185,14220,0,21486,1314140
2016,Manitoba,Foreign Workers,1185,14220,0,21486,1319800
2016,Manitoba,Foreign Workers,1185,14220,101344,0,1302938
2016,Manitoba,Foreign Workers,1185,14220,101344,0,1307797
2016,Manitoba,Foreign Workers,1185,14220,101344,0,1314140
2016,Manitoba,Foreign Workers,1185,14220,101344,0,1319800
2016,Manitoba,International Students,1185,14220,0,21486,1302938
2016,Manitoba,International Students,1185,14220,0,21486,1307797
2016,Manitoba,International Students,1185,14220,0,21486,1314140
2016,Manitoba,International Students,1185,14220,0,21486,1319800
2016,Manitoba,International Students,1185,14220,101344,0,1302938
2016,Manitoba,International Students,1185,14220,101344,0,1307797
2016,Manitoba,International Students,1185,14220,101344,0,1314140
2016,Manitoba,International Students,1185,14220,101344,0,1319800
2016,New Brunswick,Permanent Residents,710,4765,0,14330,760679
2016,New Brunswick,Permanent Residents,710,4765,0,14330,762317
2016,New Brunswick,Permanent Residents,710,4765,0,14330,763322
2016,New Brunswick,Permanent Residents,710,4765,0,14330,764820
2016,New Brunswick,Permanent Residents,710,4765,39722,0,760679
2016,New Brunswick,Permanent Residents,710,4765,39722,0,762317
2016,New Brunswick,Permanent Residents,710,4765,39722,0,763322
2016,New Brunswick,Permanent Residents,710,4765,39722,0,764820
2016,New Brunswick,Foreign Workers,710,4765,0,14330,760679
2016,New Brunswick,Foreign Workers,710,4765,0,14330,762317
2016,New Brunswick,Foreign Workers,710,4765,0,14330,763322
2016,New Brunswick,Foreign Workers,710,4765,0,14330,764820
2016,New Brunswick,Foreign Workers,710,4765,39722,0,760679
2016,New Brunswick,Foreign Workers,710,4765,39722,0,762317
2016,New Brunswick,Foreign Workers,710,4765,39722,0,763322
2016,New Brunswick,Foreign Workers,710,4765,39722,0,764820
2016,New Brunswick,International Students,710,4765,0,14330,760679
2016,New Brunswick,International Students,710,4765,0,14330,762317
2016,New Brunswick,International Students,710,4765,0,14330,763322
2016,New Brunswick,International Students,710,4765,0,14330,764820
2016,New Brunswick,International Students,710,4765,39722,0,760679
2016,New Brunswick,International Students,710,4765,39722,0,762317
2016,New Brunswick,International Students,710,4765,39722,0,763322
2016,New Brunswick,International Students,710,4765,39722,0,764820
2016,Newfoundland and Labrador,Permanent Residents,110,3495,0,10004,528903
2016,Newfoundland and Labrador,Permanent Residents,110,3495,0,10004,529083
2016,Newfoundland and Labrador,Permanent Residents,110,3495,0,10004,529586
2016,Newfoundland and Labrador,Permanent Residents,110,3495,0,10004,530368
2016,Newfoundland and Labrador,Permanent Residents,110,3495,26696,0,528903
2016,Newfoundland and Labrador,Permanent Residents,110,3495,26696,0,529083
2016,Newfoundland and Labrador,Permanent Residents,110,3495,26696,0,529586
2016,Newfoundland and Labrador,Permanent Residents,110,3495,26696,0,530368
2016,Newfoundland and Labrador,Foreign Workers,110,3495,0,10004,528903
2016,Newfoundland and Labrador,Foreign Workers,110,3495,0,10004,529083
2016,Newfoundland and Labrador,Foreign Workers,110,3495,0,10004,529586
2016,Newfoundland and Labrador,Foreign Workers,110,3495,0,10004,530368
2016,Newfoundland and Labrador,Foreign Workers,110,3495,26696,0,528903
2016,Newfoundland and Labrador,Foreign Workers,110,3495,26696,0,529083
2016,Newfoundland and Labrador,Foreign Workers,110,3495,26696,0,529586
2016,Newfoundland and Labrador,Foreign Workers,110,3495,26696,0,530368
2016,Newfoundland and Labrador,International Students,110,3495,0,10004,528903
2016,Newfoundland and Labrador,International Students,110,3495,0,10004,529083
2016,Newfoundland and Labrador,International Students,110,3495,0,10004,529586
2016,Newfoundland and Labrador,International Students,110,3495,0,10004,530368
2016,Newfoundland and Labrador,International Students,110,3495,26696,0,528903
2016,Newfoundland and Labrador,International Students,110,3495,26696,0,529083
2016,Newfoundland and Labrador,International Students,110,3495,26696,0,529586
2016,Newfoundland and Labrador,International Students,110,3495,26696,0,530368
2016,Northwest Territories,Permanent Residents,10,45,0,474,44515
2016,Northwest Territories,Permanent Residents,10,45,0,474,44595
2016,Northwest Territories,Permanent Residents,10,45,0,474,44624
2016,Northwest Territories,Permanent Residents,10,45,0,474,44471
2016,Northwest Territories,Permanent Residents,10,45,3872,0,44515
2016,Northwest Territories,Permanent Residents,10,45,3872,0,44595
2016,Northwest Territories,Permanent Residents,10,45,3872,0,44624
2016,Northwest Territories,Permanent Residents,10,45,3872,0,44471
2016,Northwest Territories,Foreign Workers,10,45,0,474,44515
2016,Northwest Territories,Foreign Workers,10,45,0,474,44595
2016,Northwest Territories,Foreign Workers,10,45,0,474,44624
2016,Northwest Territories,Foreign Workers,10,45,0,474,44471
2016,Northwest Territories,Foreign Workers,10,45,3872,0,44515
2016,Northwest Territories,Foreign Workers,10,45,3872,0,44595
2016,Northwest Territories,Foreign Workers,10,45,3872,0,44624
2016,Northwest Territories,Foreign Workers,10,45,3872,0,44471
2016,Northwest Territories,International Students,10,45,0,474,44515
2016,Northwest Territories,International Students,10,45,0,474,44595
2016,Northwest Territories,International Students,10,45,0,474,44624
2016,Northwest Territories,International Students,10,45,0,474,44471
2016,Northwest Territories,International Students,10,45,3872,0,44515
2016,Northwest Territories,International Students,10,45,3872,0,44595
2016,Northwest Territories,International Students,10,45,3872,0,44624
2016,Northwest Territories,International Students,10,45,3872,0,44471
2016,Nova Scotia,Permanent Residents,695,12615,0,17988,938973
2016,Nova Scotia,Permanent Residents,695,12615,0,17988,940471
2016,Nova Scotia,Permanent Residents,695,12615,0,17988,942984
2016,Nova Scotia,Permanent Residents,695,12615,0,17988,946623
2016,Nova Scotia,Permanent Residents,695,12615,49838,0,938973
2016,Nova Scotia,Permanent Residents,695,12615,49838,0,940471
2016,Nova Scotia,Permanent Residents,695,12615,49838,0,942984
2016,Nova Scotia,Permanent Residents,695,12615,49838,0,946623
2016,Nova Scotia,Foreign Workers,695,12615,0,17988,938973
2016,Nova Scotia,Foreign Workers,695,12615,0,17988,940471
2016,Nova Scotia,Foreign Workers,695,12615,0,17988,942984
2016,Nova Scotia,Foreign Workers,695,12615,0,17988,946623
2016,Nova Scotia,Foreign Workers,695,12615,49838,0,938973
2016,Nova Scotia,Foreign Workers,695,12615,49838,0,940471
2016,Nova Scotia,Foreign Workers,695,12615,49838,0,942984
2016,Nova Scotia,Foreign Workers,695,12615,49838,0,946623
2016,Nova Scotia,International Students,695,12615,0,17988,938973
2016,Nova Scotia,International Students,695,12615,0,17988,940471
2016,Nova Scotia,International Students,695,12615,0,17988,942984
2016,Nova Scotia,International Students,695,12615,0,17988,946623
2016,Nova Scotia,International Students,695,12615,49838,0,938973
2016,Nova Scotia,International Students,695,12615,49838,0,940471
2016,Nova Scotia,International Students,695,12615,49838,0,942984
2016,Nova Scotia,International Students,695,12615,49838,0,946623
2016,Nunavut,Permanent Residents,5,0,0,366,36718
2016,Nunavut,Permanent Residents,5,0,0,366,36766
2016,Nunavut,Permanent Residents,5,0,0,366,36979
2016,Nunavut,Permanent Residents,5,0,0,366,37084
2016,Nunavut,Permanent Residents,5,0,5492,0,36718
2016,Nunavut,Permanent Residents,5,0,5492,0,36766
2016,Nunavut,Permanent Residents,5,0,5492,0,36979
2016,Nunavut,Permanent Residents,5,0,5492,0,37084
2016,Nunavut,Foreign Workers,5,0,0,366,36718
2016,Nunavut,Foreign Workers,5,0,0,366,36766
2016,Nunavut,Foreign Workers,5,0,0,366,36979
2016,Nunavut,Foreign Workers,5,0,0,366,37084
2016,Nunavut,Foreign Workers,5,0,5492,0,36718
2016,Nunavut,Foreign Workers,5,0,5492,0,36766
2016,Nunavut,Foreign Workers,5,0,5492,0,36979
2016,Nunavut,Foreign Workers,5,0,5492,0,37084
2016,Nunavut,International Students,5,0,0,366,36718
2016,Nunavut,International Students,5,0,0,366,36766
2016,Nunavut,International Students,5,0,0,366,36979
2016,Nunavut,International Students,5,0,0,366,37084
2016,Nunavut,International Students,5,0,5492,0,36718
2016,Nunavut,International Students,5,0,5492,0,36766
2016,Nunavut,International Students,5,0,5492,0,36979
2016,Nunavut,International Students,5,0,5492,0,37084
2016,Ontario,Permanent Residents,10300,191665,0,198838,13774364
2016,Ontario,Permanent Residents,10300,191665,0,198838,13816652
2016,Ontario,Permanent Residents,10300,191665,0,198838,13876500
2016,Ontario,Permanent Residents,10300,191665,0,198838,13948180
2016,Ontario,Permanent Residents,10300,191665,847004,0,13774364
2016,Ontario,Permanent Residents,10300,191665,847004,0,13816652
2016,Ontario,Permanent Residents,10300,191665,847004,0,13876500
2016,Ontario,Permanent Residents,10300,191665,847004,0,13948180
2016,Ontario,Foreign Workers,10300,191665,0,198838,13774364
2016,Ontario,Foreign Workers,10300,191665,0,198838,13816652
2016,Ontario,Foreign Workers,10300,191665,0,198838,13876500
2016,Ontario,Foreign Workers,10300,191665,0,198838,13948180
2016,Ontario,Foreign Workers,10300,191665,847004,0,13774364
2016,Ontario,Foreign Workers,10300,191665,847004,0,13816652
2016,Ontario,Foreign Workers,10300,191665,847004,0,13876500
2016,Ontario,Foreign Workers,10300,191665,847004,0,13948180
2016,Ontario,International Students,10300,191665,0,198838,13774364
2016,Ontario,International Students,10300,191665,0,198838,13816652
2016,Ontario,International Students,10300,191665,0,198838,13876500
2016,Ontario,International Students,10300,191665,0,198838,13948180
2016,Ontario,International Students,10300,191665,847004,0,13774364
2016,Ontario,International Students,10300,191665,847004,0,13816652
2016,Ontario,International Students,10300,191665,847004,0,13876500
2016,Ontario,International Students,10300,191665,847004,0,13948180
2016,Prince Edward Island,Permanent Residents,145,2105,0,2296,145238
2016,Prince Edward Island,Permanent Residents,145,2105,0,2296,145792
2016,Prince Edward Island,Permanent Residents,145,2105,0,2296,146891
2016,Prince Edward Island,Permanent Residents,145,2105,0,2296,147699
2016,Prince Edward Island,Permanent Residents,145,2105,8392,0,145238
2016,Prince Edward Island,Permanent Residents,145,2105,8392,0,145792
2016,Prince Edward Island,Permanent Residents,145,2105,8392,0,146891
2016,Prince Edward Island,Permanent Residents,145,2105,8392,0,147699
2016,Prince Edward Island,Foreign Workers,145,2105,0,2296,145238
2016,Prince Edward Island,Foreign Workers,145,2105,0,2296,145792
2016,Prince Edward Island,Foreign Workers,145,2105,0,2296,146891
2016,Prince Edward Island,Foreign Workers,145,2105,0,2296,147699
2016,Prince Edward Island,Foreign Workers,145,2105,8392,0,145238
2016,Prince Edward Island,Foreign Workers,145,2105,8392,0,145792
2016,Prince Edward Island,Foreign Workers,145,2105,8392,0,146891
2016,Prince Edward Island,Foreign Workers,145,2105,8392,0,147699
2016,Prince Edward Island,International Students,145,2105,0,2296,145238
2016,Prince Edward Island,International Students,145,2105,0,2296,145792
2016,Prince Edward Island,International Students,145,2105,0,2296,146891
2016,Prince Edward Island,International Students,145,2105,0,2296,147699
2016,Prince Edward Island,International Students,145,2105,8392,0,145238
2016,Prince Edward Island,International Students,145,2105,8392,0,145792
2016,Prince Edward Island,International Students,145,2105,8392,0,146891
2016,Prince Edward Island,International Students,145,2105,8392,0,147699
2016,Province / Territory not stated,International Students,0,135,0,0,147699
2016,Province/territory not stated,Permanent Residents,5,1040,0,0,147699
2016,Province/territory not stated,Foreign Workers,5,1040,0,0,147699
2016,Quebec,Permanent Residents,4335,57795,0,127030,8193831
2016,Quebec,Permanent Residents,4335,57795,0,127030,8204229
2016,Quebec,Permanent Residents,4335,57795,0,127030,8225036
2016,Quebec,Permanent Residents,4335,57795,0,127030,8246383
2016,Quebec,Permanent Residents,4335,57795,517672,0,8193831
2016,Quebec,Permanent Residents,4335,57795,517672,0,8204229
2016,Quebec,Permanent Residents,4335,57795,517672,0,8225036
2016,Quebec,Permanent Residents,4335,57795,517672,0,8246383
2016,Quebec,Foreign Workers,4335,57795,0,127030,8193831
2016,Quebec,Foreign Workers,4335,57795,0,127030,8204229
2016,Quebec,Foreign Workers,4335,57795,0,127030,8225036
2016,Quebec,Foreign Workers,4335,57795,0,127030,8246383
2016,Quebec,Foreign Workers,4335,57795,517672,0,8193831
2016,Quebec,Foreign Workers,4335,57795,517672,0,8204229
2016,Quebec,Foreign Workers,4335,57795,517672,0,8225036
2016,Quebec,Foreign Workers,4335,57795,517672,0,8246383
2016,Quebec,International Students,4335,57795,0,127030,8193831
2016,Quebec,International Students,4335,57795,0,127030,8204229
2016,Quebec,International Students,4335,57795,0,127030,8225036
2016,Quebec,International Students,4335,57795,0,127030,8246383
2016,Quebec,International Students,4335,57795,517672,0,8193831
2016,Quebec,International Students,4335,57795,517672,0,8204229
2016,Quebec,International Students,4335,57795,517672,0,8225036
2016,Quebec,International Students,4335,57795,517672,0,8246383
2016,Saskatchewan,Permanent Residents,1225,8195,0,18828,1128160
2016,Saskatchewan,Permanent Residents,1225,8195,0,18828,1131285
2016,Saskatchewan,Permanent Residents,1225,8195,0,18828,1135496
2016,Saskatchewan,Permanent Residents,1225,8195,0,18828,1139492
2016,Saskatchewan,Permanent Residents,1225,8195,93312,0,1128160
2016,Saskatchewan,Permanent Residents,1225,8195,93312,0,1131285
2016,Saskatchewan,Permanent Residents,1225,8195,93312,0,1135496
2016,Saskatchewan,Permanent Residents,1225,8195,93312,0,1139492
2016,Saskatchewan,Foreign Workers,1225,8195,0,18828,1128160
2016,Saskatchewan,Foreign Workers,1225,8195,0,18828,1131285
2016,Saskatchewan,Foreign Workers,1225,8195,0,18828,1135496
2016,Saskatchewan,Foreign Workers,1225,8195,0,18828,1139492
2016,Saskatchewan,Foreign Workers,1225,8195,93312,0,1128160
2016,Saskatchewan,Foreign Workers,1225,8195,93312,0,1131285
2016,Saskatchewan,Foreign Workers,1225,8195,93312,0,1135496
2016,Saskatchewan,Foreign Workers,1225,8195,93312,0,1139492
2016,Saskatchewan,International Students,1225,8195,0,18828,1128160
2016,Saskatchewan,International Students,1225,8195,0,18828,1131285
2016,Saskatchewan,International Students,1225,8195,0,18828,1135496
2016,Saskatchewan,International Students,1225,8195,0,18828,1139492
2016,Saskatchewan,International Students,1225,8195,93312,0,1128160
2016,Saskatchewan,International Students,1225,8195,93312,0,1131285
2016,Saskatchewan,International Students,1225,8195,93312,0,1135496
2016,Saskatchewan,International Students,1225,8195,93312,0,1139492
2016,Unknown province or territory,0,0,0,0,0,1139492
2016,Unknown province or territory of residence,0,0,0,0,0,1139492
2016,Yukon,Permanent Residents,25,95,0,436,37756
2016,Yukon,Permanent Residents,25,95,0,436,38025
2016,Yukon,Permanent Residents,25,95,0,436,38549
2016,Yukon,Permanent Residents,25,95,0,436,38724
2016,Yukon,Permanent Residents,25,95,2640,0,37756
2016,Yukon,Permanent Residents,25,95,2640,0,38025
2016,Yukon,Permanent Residents,25,95,2640,0,38549
2016,Yukon,Permanent Residents,25,95,2640,0,38724
2016,Yukon,Foreign Workers,25,95,0,436,37756
2016,Yukon,Foreign Workers,25,95,0,436,38025
2016,Yukon,Foreign Workers,25,95,0,436,38549
2016,Yukon,Foreign Workers,25,95,0,436,38724
2016,Yukon,Foreign Workers,25,95,2640,0,37756
2016,Yukon,Foreign Workers,25,95,2640,0,38025
2016,Yukon,Foreign Workers,25,95,2640,0,38549
2016,Yukon,Foreign Workers,25,95,2640,0,38724
2016,Yukon,International Students,25,95,0,436,37756
2016,Yukon,International Students,25,95,0,436,38025
2016,Yukon,International Students,25,95,0,436,38549
2016,Yukon,International Students,25,95,0,436,38724
2016,Yukon,International Students,25,95,2640,0,37756
2016,Yukon,International Students,25,95,2640,0,38025
2016,Yukon,International Students,25,95,2640,0,38549
2016,Yukon,International Students,25,95,2640,0,38724
2017,Alberta,Permanent Residents,4425,28690,0,51080,4215506
2017,Alberta,Permanent Residents,4425,28690,0,51080,4224933
2017,Alberta,Permanent Residents,4425,28690,0,51080,4237310
2017,Alberta,Permanent Residents,4425,28690,0,51080,4253530
2017,Alberta,Permanent Residents,4425,28690,322054,0,4215506
2017,Alberta,Permanent Residents,4425,28690,322054,0,4224933
2017,Alberta,Permanent Residents,4425,28690,322054,0,4237310
2017,Alberta,Permanent Residents,4425,28690,322054,0,4253530
2017,Alberta,Foreign Workers,4425,28690,0,51080,4215506
2017,Alberta,Foreign Workers,4425,28690,0,51080,4224933
2017,Alberta,Foreign Workers,4425,28690,0,51080,4237310
2017,Alberta,Foreign Workers,4425,28690,0,51080,4253530
2017,Alberta,Foreign Workers,4425,28690,322054,0,4215506
2017,Alberta,Foreign Workers,4425,28690,322054,0,4224933
2017,Alberta,Foreign Workers,4425,28690,322054,0,4237310
2017,Alberta,Foreign Workers,4425,28690,322054,0,4253530
2017,Alberta,International Students,4425,28690,0,51080,4215506
2017,Alberta,International Students,4425,28690,0,51080,4224933
2017,Alberta,International Students,4425,28690,0,51080,4237310
2017,Alberta,International Students,4425,28690,0,51080,4253530
2017,Alberta,International Students,4425,28690,322054,0,4215506
2017,Alberta,International Students,4425,28690,322054,0,4224933
2017,Alberta,International Students,4425,28690,322054,0,4237310
2017,Alberta,International Students,4425,28690,322054,0,4253530
2017,British Columbia,Permanent Residents,3625,119470,0,76980,4894147
2017,British Columbia,Permanent Residents,3625,119470,0,76980,4908971
2017,British Columbia,Permanent Residents,3625,119470,0,76980,4934202
2017,British Columbia,Permanent Residents,3625,119470,0,76980,4962706
2017,British Columbia,Permanent Residents,3625,119470,267760,0,4894147
2017,British Columbia,Permanent Residents,3625,119470,267760,0,4908971
2017,British Columbia,Permanent Residents,3625,119470,267760,0,4934202
2017,British Columbia,Permanent Residents,3625,119470,267760,0,4962706
2017,British Columbia,Foreign Workers,3625,119470,0,76980,4894147
2017,British Columbia,Foreign Workers,3625,119470,0,76980,4908971
2017,British Columbia,Foreign Workers,3625,119470,0,76980,4934202
2017,British Columbia,Foreign Workers,3625,119470,0,76980,4962706
2017,British Columbia,Foreign Workers,3625,119470,267760,0,4894147
2017,British Columbia,Foreign Workers,3625,119470,267760,0,4908971
2017,British Columbia,Foreign Workers,3625,119470,267760,0,4934202
2017,British Columbia,Foreign Workers,3625,119470,267760,0,4962706
2017,British Columbia,International Students,3625,119470,0,76980,4894147
2017,British Columbia,International Students,3625,119470,0,76980,4908971
2017,British Columbia,International Students,3625,119470,0,76980,4934202
2017,British Columbia,International Students,3625,119470,0,76980,4962706
2017,British Columbia,International Students,3625,119470,267760,0,4894147
2017,British Columbia,International Students,3625,119470,267760,0,4908971
2017,British Columbia,International Students,3625,119470,267760,0,4934202
2017,British Columbia,International Students,3625,119470,267760,0,4962706
2017,Manitoba,Permanent Residents,1105,16890,0,22132,1324044
2017,Manitoba,Permanent Residents,1105,16890,0,22132,1328337
2017,Manitoba,Permanent Residents,1105,16890,0,22132,1334734
2017,Manitoba,Permanent Residents,1105,16890,0,22132,1340426
2017,Manitoba,Permanent Residents,1105,16890,102170,0,1324044
2017,Manitoba,Permanent Residents,1105,16890,102170,0,1328337
2017,Manitoba,Permanent Residents,1105,16890,102170,0,1334734
2017,Manitoba,Permanent Residents,1105,16890,102170,0,1340426
2017,Manitoba,Foreign Workers,1105,16890,0,22132,1324044
2017,Manitoba,Foreign Workers,1105,16890,0,22132,1328337
2017,Manitoba,Foreign Workers,1105,16890,0,22132,1334734
2017,Manitoba,Foreign Workers,1105,16890,0,22132,1340426
