Year,Province,Resident Type,Total PRs,Total TRs,Total Births,Total Deaths,Population Estimate
1991,Alberta,0,0,0,0,28902,2572947
1991,Alberta,0,0,0,0,28902,2580625
1991,Alberta,0,0,0,0,28902,2592306
1991,Alberta,0,0,0,0,28902,2604031
1991,Alberta,0,0,0,256630,0,2572947
1991,Alberta,0,0,0,256630,0,2580625
1991,Alberta,0,0,0,256630,0,2592306
1991,Alberta,0,0,0,256630,0,2604031
1991,British Columbia,0,0,0,0,47954,3339935
1991,British Columbia,0,0,0,0,47954,3352585
1991,British Columbia,0,0,0,0,47954,3373787
1991,British Columbia,0,0,0,0,47954,3404049
1991,British Columbia,0,0,0,273628,0,3339935
1991,British Columbia,0,0,0,273628,0,3352585
1991,British Columbia,0,0,0,273628,0,3373787
1991,British Columbia,0,0,0,273628,0,3404049
1991,Manitoba,0,0,0,0,17886,1106196
1991,Manitoba,0,0,0,0,17886,1107757
1991,Manitoba,0,0,0,0,17886,1109604
1991,Manitoba,0,0,0,0,17886,1109400
1991,Manitoba,0,0,0,103642,0,1106196
1991,Manitoba,0,0,0,103642,0,1107757
1991,Manitoba,0,0,0,103642,0,1109604
1991,Manitoba,0,0,0,103642,0,1109400
1991,New Brunswick,0,0,0,0,10938,743210
1991,New Brunswick,0,0,0,0,10938,744203
1991,New Brunswick,0,0,0,0,10938,745567
1991,New Brunswick,0,0,0,0,10938,745886
1991,New Brunswick,0,0,0,56978,0,743210
1991,New Brunswick,0,0,0,56978,0,744203
1991,New Brunswick,0,0,0,56978,0,745567
1991,New Brunswick,0,0,0,56978,0,745886
1991,Newfoundland and Labrador,0,0,0,0,7596,577377
1991,Newfoundland and Labrador,0,0,0,0,7596,578397
1991,Newfoundland and Labrador,0,0,0,0,7596,579644
1991,Newfoundland and Labrador,0,0,0,0,7596,579549
1991,Newfoundland and Labrador,0,0,0,42968,0,577377
1991,Newfoundland and Labrador,0,0,0,42968,0,578397
1991,Newfoundland and Labrador,0,0,0,42968,0,579644
1991,Newfoundland and Labrador,0,0,0,42968,0,579549
1991,Northwest Territories including Nunavut,0,0,0,0,474,59711
1991,Northwest Territories including Nunavut,0,0,0,0,474,60226
1991,Northwest Territories including Nunavut,0,0,0,0,474,60878
1991,Northwest Territories including Nunavut,0,0,0,9812,0,59711
1991,Northwest Territories including Nunavut,0,0,0,9812,0,60226
1991,Northwest Territories including Nunavut,0,0,0,9812,0,60878
1991,Nova Scotia,0,0,0,0,14510,912792
1991,Nova Scotia,0,0,0,0,14510,912889
1991,Nova Scotia,0,0,0,0,14510,914969
1991,Nova Scotia,0,0,0,0,14510,916896
1991,Nova Scotia,0,0,0,72112,0,912792
1991,Nova Scotia,0,0,0,72112,0,912889
1991,Nova Scotia,0,0,0,72112,0,914969
1991,Nova Scotia,0,0,0,72112,0,916896
1991,Ontario,0,0,0,0,145834,10355101
1991,Ontario,0,0,0,0,145834,10385937
1991,Ontario,0,0,0,0,145834,10431316
1991,Ontario,0,0,0,0,145834,10465562
1991,Ontario,0,0,0,909316,0,10355101
1991,Ontario,0,0,0,909316,0,10385937
1991,Ontario,0,0,0,909316,0,10431316
1991,Ontario,0,0,0,909316,0,10465562
1991,Prince Edward Island,0,0,0,0,2376,130477
1991,Prince Edward Island,0,0,0,0,2376,130453
1991,Prince Edward Island,0,0,0,0,2376,130369
1991,Prince Edward Island,0,0,0,0,2376,130360
1991,Prince Edward Island,0,0,0,11296,0,130477
1991,Prince Edward Island,0,0,0,11296,0,130453
1991,Prince Edward Island,0,0,0,11296,0,130369
1991,Prince Edward Island,0,0,0,11296,0,130360
1991,Quebec,0,0,0,0,98242,7026241
1991,Quebec,0,0,0,0,98242,7044395
1991,Quebec,0,0,0,0,98242,7067396
1991,Quebec,0,0,0,0,98242,7080336
1991,Quebec,0,0,0,581654,0,7026241
1991,Quebec,0,0,0,581654,0,7044395
1991,Quebec,0,0,0,581654,0,7067396
1991,Quebec,0,0,0,581654,0,7080336
1991,Saskatchewan,0,0,0,0,16196,1002651
1991,Saskatchewan,0,0,0,0,16196,1002876
1991,Saskatchewan,0,0,0,0,16196,1002713
1991,Saskatchewan,0,0,0,0,16196,1000942
1991,Saskatchewan,0,0,0,91862,0,1002651
1991,Saskatchewan,0,0,0,91862,0,1002876
1991,Saskatchewan,0,0,0,91862,0,1002713
1991,Saskatchewan,0,0,0,91862,0,1000942
1991,Unknown province or territory,0,0,0,0,0,1000942
1991,Unknown province or territory of residence,0,0,0,0,2,1000942
1991,Yukon,0,0,0,0,228,28223
1991,Yukon,0,0,0,0,228,28494
1991,Yukon,0,0,0,0,228,28871
1991,Yukon,0,0,0,0,228,29142
1991,Yukon,0,0,0,3406,0,28223
1991,Yukon,0,0,0,3406,0,28494
1991,Yukon,0,0,0,3406,0,28871
1991,Yukon,0,0,0,3406,0,29142
1992,Alberta,0,0,0,0,29358,2611786
1992,Alberta,0,0,0,0,29358,2620771
1992,Alberta,0,0,0,0,29358,2632672
1992,Alberta,0,0,0,0,29358,2643421
1992,Alberta,0,0,0,252156,0,2611786
1992,Alberta,0,0,0,252156,0,2620771
1992,Alberta,0,0,0,252156,0,2632672
1992,Alberta,0,0,0,252156,0,2643421
1992,British Columbia,0,0,0,0,49230,3423217
1992,British Columbia,0,0,0,0,49230,3443237
1992,British Columbia,0,0,0,0,49230,3468802
1992,British Columbia,0,0,0,0,49230,3502209
1992,British Columbia,0,0,0,276856,0,3423217
1992,British Columbia,0,0,0,276856,0,3443237
1992,British Columbia,0,0,0,276856,0,3468802
1992,British Columbia,0,0,0,276856,0,3502209
1992,Manitoba,0,0,0,0,17960,1109978
1992,Manitoba,0,0,0,0,17960,1111050
1992,Manitoba,0,0,0,0,17960,1112689
1992,Manitoba,0,0,0,0,17960,1113209
1992,Manitoba,0,0,0,99530,0,1109978
1992,Manitoba,0,0,0,99530,0,1111050
1992,Manitoba,0,0,0,99530,0,1112689
1992,Manitoba,0,0,0,99530,0,1113209
1992,New Brunswick,0,0,0,0,11218,746571
1992,New Brunswick,0,0,0,0,11218,747232
1992,New Brunswick,0,0,0,0,11218,748121
1992,New Brunswick,0,0,0,0,11218,747746
1992,New Brunswick,0,0,0,56320,0,746571
1992,New Brunswick,0,0,0,56320,0,747232
1992,New Brunswick,0,0,0,56320,0,748121
1992,New Brunswick,0,0,0,56320,0,747746
1992,Newfoundland and Labrador,0,0,0,0,7596,579425
1992,Newfoundland and Labrador,0,0,0,0,7596,579761
1992,Newfoundland and Labrador,0,0,0,0,7596,580109
1992,Newfoundland and Labrador,0,0,0,0,7596,579624
1992,Newfoundland and Labrador,0,0,0,41496,0,579425
1992,Newfoundland and Labrador,0,0,0,41496,0,579761
1992,Newfoundland and Labrador,0,0,0,41496,0,580109
1992,Newfoundland and Labrador,0,0,0,41496,0,579624
1992,Northwest Territories including Nunavut,0,0,0,0,512,579624
1992,Northwest Territories including Nunavut,0,0,0,9322,0,579624
1992,Nova Scotia,0,0,0,0,15088,917302
1992,Nova Scotia,0,0,0,0,15088,917555
1992,Nova Scotia,0,0,0,0,15088,919451
1992,Nova Scotia,0,0,0,0,15088,921619
1992,Nova Scotia,0,0,0,71352,0,917302
1992,Nova Scotia,0,0,0,71352,0,917555
1992,Nova Scotia,0,0,0,71352,0,919451
1992,Nova Scotia,0,0,0,71352,0,921619
1992,Ontario,0,0,0,0,146412,10488022
1992,Ontario,0,0,0,0,146412,10528346
1992,Ontario,0,0,0,0,146412,10572205
1992,Ontario,0,0,0,0,146412,10610665
1992,Ontario,0,0,0,904662,0,10488022
1992,Ontario,0,0,0,904662,0,10528346
1992,Ontario,0,0,0,904662,0,10572205
1992,Ontario,0,0,0,904662,0,10610665
1992,Prince Edward Island,0,0,0,0,2228,130604
1992,Prince Edward Island,0,0,0,0,2228,130812
1992,Prince Edward Island,0,0,0,0,2228,130827
1992,Prince Edward Island,0,0,0,0,2228,131201
1992,Prince Edward Island,0,0,0,11094,0,130604
1992,Prince Edward Island,0,0,0,11094,0,130812
1992,Prince Edward Island,0,0,0,11094,0,130827
1992,Prince Edward Island,0,0,0,11094,0,131201
1992,Quebec,0,0,0,0,97648,7082645
1992,Quebec,0,0,0,0,97648,7096705
1992,Quebec,0,0,0,0,97648,7110010
1992,Quebec,0,0,0,0,97648,7129062
1992,Quebec,0,0,0,575094,0,7082645
1992,Quebec,0,0,0,575094,0,7096705
1992,Quebec,0,0,0,575094,0,7110010
1992,Quebec,0,0,0,575094,0,7129062
1992,Saskatchewan,0,0,0,0,15586,1001136
1992,Saskatchewan,0,0,0,0,15586,1002831
1992,Saskatchewan,0,0,0,0,15586,1003995
1992,Saskatchewan,0,0,0,0,15586,1002960
1992,Saskatchewan,0,0,0,90054,0,1001136
1992,Saskatchewan,0,0,0,90054,0,1002831
1992,Saskatchewan,0,0,0,90054,0,1003995
1992,Saskatchewan,0,0,0,90054,0,1002960
1992,Unknown province or territory,0,0,0,0,0,1002960
1992,Unknown province or territory of residence,0,0,0,0,0,1002960
1992,Yukon,0,0,0,0,234,29239
1992,Yukon,0,0,0,0,234,29510
1992,Yukon,0,0,0,0,234,30084
1992,Yukon,0,0,0,0,234,30034
1992,Yukon,0,0,0,3174,0,29239
1992,Yukon,0,0,0,3174,0,29510
1992,Yukon,0,0,0,3174,0,30084
1992,Yukon,0,0,0,3174,0,30034
1993,Alberta,0,0,0,0,30676,2650886
1993,Alberta,0,0,0,0,30676,2658293
1993,Alberta,0,0,0,0,30676,2667292
1993,Alberta,0,0,0,0,30676,2678623
1993,Alberta,0,0,0,241708,0,2650886
1993,Alberta,0,0,0,241708,0,2658293
1993,Alberta,0,0,0,241708,0,2667292
1993,Alberta,0,0,0,241708,0,2678623
1993,British Columbia,0,0,0,0,51528,3522509
1993,British Columbia,0,0,0,0,51528,3541936
1993,British Columbia,0,0,0,0,51528,3567772
1993,British Columbia,0,0,0,0,51528,3601746
1993,British Columbia,0,0,0,275950,0,3522509
1993,British Columbia,0,0,0,275950,0,3541936
1993,British Columbia,0,0,0,275950,0,3567772
1993,British Columbia,0,0,0,275950,0,3601746
1993,Manitoba,0,0,0,0,18598,1114180
1993,Manitoba,0,0,0,0,18598,1115554
1993,Manitoba,0,0,0,0,18598,1117618
1993,Manitoba,0,0,0,0,18598,1118603
1993,Manitoba,0,0,0,100274,0,1114180
1993,Manitoba,0,0,0,100274,0,1115554
1993,Manitoba,0,0,0,100274,0,1117618
1993,Manitoba,0,0,0,100274,0,1118603
1993,New Brunswick,0,0,0,0,11612,747892
1993,New Brunswick,0,0,0,0,11612,748320
1993,New Brunswick,0,0,0,0,11612,748812
1993,New Brunswick,0,0,0,0,11612,749454
1993,New Brunswick,0,0,0,54288,0,747892
1993,New Brunswick,0,0,0,54288,0,748320
1993,New Brunswick,0,0,0,54288,0,748812
1993,New Brunswick,0,0,0,54288,0,749454
1993,Newfoundland and Labrador,0,0,0,0,7780,580819
1993,Newfoundland and Labrador,0,0,0,0,7780,580369
1993,Newfoundland and Labrador,0,0,0,0,7780,579977
1993,Newfoundland and Labrador,0,0,0,0,7780,578194
1993,Newfoundland and Labrador,0,0,0,38524,0,580819
1993,Newfoundland and Labrador,0,0,0,38524,0,580369
1993,Newfoundland and Labrador,0,0,0,38524,0,579977
1993,Newfoundland and Labrador,0,0,0,38524,0,578194
1993,Northwest Territories including Nunavut,0,0,0,0,520,578194
1993,Northwest Territories including Nunavut,0,0,0,9356,0,578194
1993,Nova Scotia,0,0,0,0,15118,922128
1993,Nova Scotia,0,0,0,0,15118,922469
1993,Nova Scotia,0,0,0,0,15118,923925
1993,Nova Scotia,0,0,0,0,15118,925851
1993,Nova Scotia,0,0,0,69610,0,922128
1993,Nova Scotia,0,0,0,69610,0,922469
1993,Nova Scotia,0,0,0,69610,0,923925
1993,Nova Scotia,0,0,0,69610,0,925851
1993,Ontario,0,0,0,0,151706,10629994
1993,Ontario,0,0,0,0,151706,10656924
1993,Ontario,0,0,0,0,151706,10690038
1993,Ontario,0,0,0,0,151706,10728737
1993,Ontario,0,0,0,888712,0,10629994
1993,Ontario,0,0,0,888712,0,10656924
1993,Ontario,0,0,0,888712,0,10690038
1993,Ontario,0,0,0,888712,0,10728737
1993,Prince Edward Island,0,0,0,0,2290,131564
1993,Prince Edward Island,0,0,0,0,2290,131833
1993,Prince Edward Island,0,0,0,0,2290,132177
1993,Prince Edward Island,0,0,0,0,2290,132467
1993,Prince Edward Island,0,0,0,10520,0,131564
1993,Prince Edward Island,0,0,0,10520,0,131833
1993,Prince Edward Island,0,0,0,10520,0,132177
1993,Prince Edward Island,0,0,0,10520,0,132467
1993,Quebec,0,0,0,0,103422,7137514
1993,Quebec,0,0,0,0,103422,7147047
1993,Quebec,0,0,0,0,103422,7156537
1993,Quebec,0,0,0,0,103422,7172016
1993,Quebec,0,0,0,554248,0,7137514
1993,Quebec,0,0,0,554248,0,7147047
1993,Quebec,0,0,0,554248,0,7156537
1993,Quebec,0,0,0,554248,0,7172016
1993,Saskatchewan,0,0,0,0,16328,1003443
1993,Saskatchewan,0,0,0,0,16328,1005037
1993,Saskatchewan,0,0,0,0,16328,1006900
1993,Saskatchewan,0,0,0,0,16328,1007016
1993,Saskatchewan,0,0,0,85662,0,1003443
1993,Saskatchewan,0,0,0,85662,0,1005037
1993,Saskatchewan,0,0,0,85662,0,1006900
1993,Saskatchewan,0,0,0,85662,0,1007016
1993,Unknown province or territory,0,0,0,0,0,1007016
1993,Unknown province or territory of residence,0,0,0,0,0,1007016
1993,Yukon,0,0,0,0,246,29964
1993,Yukon,0,0,0,0,246,30112
1993,Yukon,0,0,0,0,246,30337
1993,Yukon,0,0,0,0,246,30016
1993,Yukon,0,0,0,3046,0,29964
1993,Yukon,0,0,0,3046,0,30112
1993,Yukon,0,0,0,3046,0,30337
1993,Yukon,0,0,0,3046,0,30016
1994,Alberta,0,0,0,0,31226,2683346
1994,Alberta,0,0,0,0,31226,2691443
1994,Alberta,0,0,0,0,31226,2700606
1994,Alberta,0,0,0,0,31226,2709011
1994,Alberta,0,0,0,238700,0,2683346
1994,Alberta,0,0,0,238700,0,2691443
1994,Alberta,0,0,0,238700,0,2700606
1994,Alberta,0,0,0,238700,0,2709011
1994,British Columbia,0,0,0,0,51878,3623717
1994,British Columbia,0,0,0,0,51878,3646632
1994,British Columbia,0,0,0,0,51878,3676075
1994,British Columbia,0,0,0,0,51878,3711468
1994,British Columbia,0,0,0,281520,0,3623717
1994,British Columbia,0,0,0,281520,0,3646632
1994,British Columbia,0,0,0,281520,0,3676075
1994,British Columbia,0,0,0,281520,0,3711468
1994,Manitoba,0,0,0,0,18296,1119284
1994,Manitoba,0,0,0,0,18296,1120863
1994,Manitoba,0,0,0,0,18296,1123230
1994,Manitoba,0,0,0,0,18296,1124263
1994,Manitoba,0,0,0,98836,0,1119284
1994,Manitoba,0,0,0,98836,0,1120863
1994,Manitoba,0,0,0,98836,0,1123230
1994,Manitoba,0,0,0,98836,0,1124263
1994,New Brunswick,0,0,0,0,11834,749531
1994,New Brunswick,0,0,0,0,11834,749473
1994,New Brunswick,0,0,0,0,11834,750185
1994,New Brunswick,0,0,0,0,11834,750670
1994,New Brunswick,0,0,0,53870,0,749531
1994,New Brunswick,0,0,0,53870,0,749473
1994,New Brunswick,0,0,0,53870,0,750185
1994,New Brunswick,0,0,0,53870,0,750670
1994,Newfoundland and Labrador,0,0,0,0,8100,577128
1994,Newfoundland and Labrador,0,0,0,0,8100,575670
1994,Newfoundland and Labrador,0,0,0,0,8100,574466
1994,Newfoundland and Labrador,0,0,0,0,8100,572068
1994,Newfoundland and Labrador,0,0,0,38014,0,577128
1994,Newfoundland and Labrador,0,0,0,38014,0,575670
1994,Newfoundland and Labrador,0,0,0,38014,0,574466
1994,Newfoundland and Labrador,0,0,0,38014,0,572068
1994,Northwest Territories including Nunavut,0,0,0,0,482,572068
1994,Northwest Territories including Nunavut,0,0,0,9472,0,572068
1994,Nova Scotia,0,0,0,0,15540,925852
1994,Nova Scotia,0,0,0,0,15540,926109
1994,Nova Scotia,0,0,0,0,15540,926871
1994,Nova Scotia,0,0,0,0,15540,927778
1994,Nova Scotia,0,0,0,66882,0,925852
1994,Nova Scotia,0,0,0,66882,0,926109
1994,Nova Scotia,0,0,0,66882,0,926871
1994,Nova Scotia,0,0,0,66882,0,927778
1994,Ontario,0,0,0,0,154974,10744762
1994,Ontario,0,0,0,0,154974,10776819
1994,Ontario,0,0,0,0,154974,10819146
1994,Ontario,0,0,0,0,154974,10860406
1994,Ontario,0,0,0,887230,0,10744762
1994,Ontario,0,0,0,887230,0,10776819
1994,Ontario,0,0,0,887230,0,10819146
1994,Ontario,0,0,0,887230,0,10860406
1994,Prince Edward Island,0,0,0,0,2228,132752
1994,Prince Edward Island,0,0,0,0,2228,133030
1994,Prince Edward Island,0,0,0,0,2228,133437
1994,Prince Edward Island,0,0,0,0,2228,133800
1994,Prince Edward Island,0,0,0,10288,0,132752
1994,Prince Edward Island,0,0,0,10288,0,133030
1994,Prince Edward Island,0,0,0,10288,0,133437
1994,Prince Edward Island,0,0,0,10288,0,133800
1994,Quebec,0,0,0,0,102730,7177923
1994,Quebec,0,0,0,0,102730,7184599
1994,Quebec,0,0,0,0,102730,7192403
1994,Quebec,0,0,0,0,102730,7201106
1994,Quebec,0,0,0,543318,0,7177923
1994,Quebec,0,0,0,543318,0,7184599
1994,Quebec,0,0,0,543318,0,7192403
1994,Quebec,0,0,0,543318,0,7201106
1994,Saskatchewan,0,0,0,0,16616,1007554
1994,Saskatchewan,0,0,0,0,16616,1008540
1994,Saskatchewan,0,0,0,0,16616,1009575
1994,Saskatchewan,0,0,0,0,16616,1010784
1994,Saskatchewan,0,0,0,84266,0,1007554
1994,Saskatchewan,0,0,0,84266,0,1008540
1994,Saskatchewan,0,0,0,84266,0,1009575
1994,Saskatchewan,0,0,0,84266,0,1010784
1994,Unknown province or territory,0,0,0,12,0,1010784
1994,Unknown province or territory of residence,0,0,0,0,2,1010784
1994,Yukon,0,0,0,0,248,29670
1994,Yukon,0,0,0,0,248,29682
1994,Yukon,0,0,0,0,248,29684
1994,Yukon,0,0,0,0,248,29606
1994,Yukon,0,0,0,2650,0,29670
1994,Yukon,0,0,0,2650,0,29682
1994,Yukon,0,0,0,2650,0,29684
1994,Yukon,0,0,0,2650,0,29606
1995,Alberta,0,0,0,0,31790,2715701
1995,Alberta,0,0,0,0,31790,2724946
1995,Alberta,0,0,0,0,31790,2734519
1995,Alberta,0,0,0,0,31790,2745255
1995,Alberta,0,0,0,233448,0,2715701
1995,Alberta,0,0,0,233448,0,2724946
1995,Alberta,0,0,0,233448,0,2734519
1995,Alberta,0,0,0,233448,0,2745255
1995,British Columbia,0,0,0,0,52750,3730564
1995,British Columbia,0,0,0,0,52750,3751377
1995,British Columbia,0,0,0,0,52750,3777390
1995,British Columbia,0,0,0,0,52750,3805461
1995,British Columbia,0,0,0,280526,0,3730564
1995,British Columbia,0,0,0,280526,0,3751377
1995,British Columbia,0,0,0,280526,0,3777390
1995,British Columbia,0,0,0,280526,0,3805461
1995,Manitoba,0,0,0,0,19316,1124947
1995,Manitoba,0,0,0,0,19316,1127234
1995,Manitoba,0,0,0,0,19316,1129150
1995,Manitoba,0,0,0,0,19316,1129547
1995,Manitoba,0,0,0,96678,0,1124947
1995,Manitoba,0,0,0,96678,0,1127234
1995,Manitoba,0,0,0,96678,0,1129150
1995,Manitoba,0,0,0,96678,0,1129547
1995,New Brunswick,0,0,0,0,11876,750819
1995,New Brunswick,0,0,0,0,11876,750692
1995,New Brunswick,0,0,0,0,11876,750943
1995,New Brunswick,0,0,0,0,11876,751174
1995,New Brunswick,0,0,0,51382,0,750819
1995,New Brunswick,0,0,0,51382,0,750692
1995,New Brunswick,0,0,0,51382,0,750943
1995,New Brunswick,0,0,0,51382,0,751174
1995,Newfoundland and Labrador,0,0,0,0,7870,570563
1995,Newfoundland and Labrador,0,0,0,0,7870,569068
1995,Newfoundland and Labrador,0,0,0,0,7870,567397
1995,Newfoundland and Labrador,0,0,0,0,7870,565008
1995,Newfoundland and Labrador,0,0,0,35136,0,570563
1995,Newfoundland and Labrador,0,0,0,35136,0,569068
1995,Newfoundland and Labrador,0,0,0,35136,0,567397
1995,Newfoundland and Labrador,0,0,0,35136,0,565008
1995,Northwest Territories including Nunavut,0,0,0,0,454,565008
1995,Northwest Territories including Nunavut,0,0,0,9674,0,565008
1995,Nova Scotia,0,0,0,0,15374,927395
1995,Nova Scotia,0,0,0,0,15374,927641
1995,Nova Scotia,0,0,0,0,15374,928120
1995,Nova Scotia,0,0,0,0,15374,930028
1995,Nova Scotia,0,0,0,64792,0,927395
1995,Nova Scotia,0,0,0,64792,0,927641
1995,Nova Scotia,0,0,0,64792,0,928120
1995,Nova Scotia,0,0,0,64792,0,930028
1995,Ontario,0,0,0,0,156958,10875308
1995,Ontario,0,0,0,0,156958,10906895
1995,Ontario,0,0,0,0,156958,10950119
1995,Ontario,0,0,0,0,156958,10993416
1995,Ontario,0,0,0,879386,0,10875308
1995,Ontario,0,0,0,879386,0,10906895
1995,Ontario,0,0,0,879386,0,10950119
1995,Ontario,0,0,0,879386,0,10993416
1995,Prince Edward Island,0,0,0,0,2306,134060
1995,Prince Edward Island,0,0,0,0,2306,134175
1995,Prince Edward Island,0,0,0,0,2306,134415
1995,Prince Edward Island,0,0,0,0,2306,134971
1995,Prince Edward Island,0,0,0,10514,0,134060
1995,Prince Edward Island,0,0,0,10514,0,134175
1995,Prince Edward Island,0,0,0,10514,0,134415
1995,Prince Edward Island,0,0,0,10514,0,134971
1995,Quebec,0,0,0,0,105468,7205074
1995,Quebec,0,0,0,0,105468,7210305
1995,Quebec,0,0,0,0,105468,7219219
1995,Quebec,0,0,0,0,105468,7228600
1995,Quebec,0,0,0,524208,0,7205074
1995,Quebec,0,0,0,524208,0,7210305
1995,Quebec,0,0,0,524208,0,7219219
1995,Quebec,0,0,0,524208,0,7228600
1995,Saskatchewan,0,0,0,0,16990,1011784
1995,Saskatchewan,0,0,0,0,16990,1012795
1995,Saskatchewan,0,0,0,0,16990,1014187
1995,Saskatchewan,0,0,0,0,16990,1015349
1995,Saskatchewan,0,0,0,81016,0,1011784
1995,Saskatchewan,0,0,0,81016,0,1012795
1995,Saskatchewan,0,0,0,81016,0,1014187
1995,Saskatchewan,0,0,0,81016,0,1015349
1995,Unknown province or territory,0,0,0,0,0,1015349
1995,Unknown province or territory of residence,0,0,0,0,0,1015349
1995,Yukon,0,0,0,0,314,29882
1995,Yukon,0,0,0,0,314,30143
1995,Yukon,0,0,0,0,314,30442
1995,Yukon,0,0,0,0,314,30875
1995,Yukon,0,0,0,2816,0,29882
1995,Yukon,0,0,0,2816,0,30143
1995,Yukon,0,0,0,2816,0,30442
1995,Yukon,0,0,0,2816,0,30875
1996,Alberta,0,0,0,0,32782,2753463
1996,Alberta,0,0,0,0,32782,2762903
1996,Alberta,0,0,0,0,32782,2775133
1996,Alberta,0,0,0,0,32782,2789691
1996,Alberta,0,0,0,227096,0,2753463
1996,Alberta,0,0,0,227096,0,2762903
1996,Alberta,0,0,0,227096,0,2775133
1996,Alberta,0,0,0,227096,0,2789691
1996,British Columbia,0,0,0,0,55072,3826739
1996,British Columbia,0,0,0,0,55072,3849847
1996,British Columbia,0,0,0,0,55072,3874317
1996,British Columbia,0,0,0,0,55072,3899256
1996,British Columbia,0,0,0,276536,0,3826739
1996,British Columbia,0,0,0,276536,0,3849847
1996,British Columbia,0,0,0,276536,0,3874317
1996,British Columbia,0,0,0,276536,0,3899256
1996,Manitoba,0,0,0,0,18994,1130288
1996,Manitoba,0,0,0,0,18994,1132025
1996,Manitoba,0,0,0,0,18994,1134196
1996,Manitoba,0,0,0,0,18994,1134619
1996,Manitoba,0,0,0,92856,0,1130288
1996,Manitoba,0,0,0,92856,0,1132025
1996,Manitoba,0,0,0,92856,0,1134196
1996,Manitoba,0,0,0,92856,0,1134619
1996,New Brunswick,0,0,0,0,11792,751581
1996,New Brunswick,0,0,0,0,11792,751872
1996,New Brunswick,0,0,0,0,11792,752268
1996,New Brunswick,0,0,0,0,11792,752526
1996,New Brunswick,0,0,0,49056,0,751581
1996,New Brunswick,0,0,0,49056,0,751872
1996,New Brunswick,0,0,0,49056,0,752268
1996,New Brunswick,0,0,0,49056,0,752526
1996,Newfoundland and Labrador,0,0,0,0,7856,563679
1996,Newfoundland and Labrador,0,0,0,0,7856,561646
1996,Newfoundland and Labrador,0,0,0,0,7856,559698
1996,Newfoundland and Labrador,0,0,0,0,7856,557281
1996,Newfoundland and Labrador,0,0,0,34472,0,563679
1996,Newfoundland and Labrador,0,0,0,34472,0,561646
1996,Newfoundland and Labrador,0,0,0,34472,0,559698
1996,Newfoundland and Labrador,0,0,0,34472,0,557281
1996,Northwest Territories including Nunavut,0,0,0,0,544,557281
1996,Northwest Territories including Nunavut,0,0,0,9388,0,557281
1996,Nova Scotia,0,0,0,0,15502,929782
1996,Nova Scotia,0,0,0,0,15502,929921
1996,Nova Scotia,0,0,0,0,15502,931327
1996,Nova Scotia,0,0,0,0,15502,932276
1996,Nova Scotia,0,0,0,63816,0,929782
1996,Nova Scotia,0,0,0,63816,0,929921
1996,Nova Scotia,0,0,0,63816,0,931327
1996,Nova Scotia,0,0,0,63816,0,932276
1996,Ontario,0,0,0,0,158198,11009307
1996,Ontario,0,0,0,0,158198,11037392
1996,Ontario,0,0,0,0,158198,11082903
1996,Ontario,0,0,0,0,158198,11130574
1996,Ontario,0,0,0,842306,0,11009307
1996,Ontario,0,0,0,842306,0,11037392
1996,Ontario,0,0,0,842306,0,11082903
1996,Ontario,0,0,0,842306,0,11130574
1996,Prince Edward Island,0,0,0,0,2536,135119
1996,Prince Edward Island,0,0,0,0,2536,135311
1996,Prince Edward Island,0,0,0,0,2536,135737
1996,Prince Edward Island,0,0,0,0,2536,136004
1996,Prince Edward Island,0,0,0,10154,0,135119
1996,Prince Edward Island,0,0,0,10154,0,135311
1996,Prince Edward Island,0,0,0,10154,0,135737
1996,Prince Edward Island,0,0,0,10154,0,136004
1996,Quebec,0,0,0,0,104672,7232952
1996,Quebec,0,0,0,0,104672,7237307
1996,Quebec,0,0,0,0,104672,7246897
1996,Quebec,0,0,0,0,104672,7257616
1996,Quebec,0,0,0,508788,0,7232952
1996,Quebec,0,0,0,508788,0,7237307
1996,Quebec,0,0,0,508788,0,7246897
1996,Quebec,0,0,0,508788,0,7257616
1996,Saskatchewan,0,0,0,0,17530,1016198
1996,Saskatchewan,0,0,0,0,17530,1017872
1996,Saskatchewan,0,0,0,0,17530,1018945
1996,Saskatchewan,0,0,0,0,17530,1019408
1996,Saskatchewan,0,0,0,79850,0,1016198
1996,Saskatchewan,0,0,0,79850,0,1017872
1996,Saskatchewan,0,0,0,79850,0,1018945
1996,Saskatchewan,0,0,0,79850,0,1019408
1996,Unknown province or territory,0,0,0,0,0,1019408
1996,Unknown province or territory of residence,0,0,0,0,42,1019408
1996,Yukon,0,0,0,0,240,30963
1996,Yukon,0,0,0,0,240,31142
1996,Yukon,0,0,0,0,240,31387
1996,Yukon,0,0,0,0,240,31596
1996,Yukon,0,0,0,2658,0,30963
1996,Yukon,0,0,0,2658,0,31142
1996,Yukon,0,0,0,2658,0,31387
1996,Yukon,0,0,0,2658,0,31596
1997,Alberta,0,0,0,0,32904,2799561
1997,Alberta,0,0,0,0,32904,2813157
1997,Alberta,0,0,0,0,32904,2829848
1997,Alberta,0,0,0,0,32904,2847526
1997,Alberta,0,0,0,221394,0,2799561
1997,Alberta,0,0,0,221394,0,2813157
1997,Alberta,0,0,0,221394,0,2829848
1997,Alberta,0,0,0,221394,0,2847526
1997,British Columbia,0,0,0,0,54824,3914490
1997,British Columbia,0,0,0,0,54824,3931056
