"REF_DATE","GEO","DGUID","Type of expenditure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1973/1974","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1973/1974","Prince Edward Island","","Other instructional expenditures","Dollars","81","thousands","3","v1568025","3.3","","x","","","0"
"1973/1974","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1973/1974","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1973/1974","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1973/1974","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1973/1974","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1973/1974","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1973/1974","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1973/1974","Nova Scotia","","Other instructional expenditures","Dollars","81","thousands","3","v1568033","4.3","","x","","","0"
"1973/1974","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1973/1974","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1973/1974","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1973/1974","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1973/1974","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1973/1974","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1973/1974","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1973/1974","New Brunswick","","Other instructional expenditures","Dollars","81","thousands","3","v1568041","5.3","","x","","","0"
"1973/1974","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1973/1974","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1973/1974","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1973/1974","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","108106","","","","0"
"1973/1974","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","102547","","","","0"
"1973/1974","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","49022","","","","0"
"1973/1974","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","46762","","","","0"
"1973/1974","Quebec","","Other instructional expenditures","Dollars","81","thousands","3","v1568057","7.3","2260","","","","0"
"1973/1974","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","25400","","","","0"
"1973/1974","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","28125","","","","0"
"1973/1974","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","5559","","","","0"
"1973/1974","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","59249","","","","0"
"1973/1974","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","55343","","","","0"
"1973/1974","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","30675","","","","0"
"1973/1974","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","28403","","","","0"
"1973/1974","Ontario","","Other instructional expenditures","Dollars","81","thousands","3","v1568065","8.3","2272","","","","0"
"1973/1974","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","11580","","","","0"
"1973/1974","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","13088","","","","0"
"1973/1974","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","3906","","","","0"
"1973/1974","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","6135","","","","0"
"1973/1974","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","5662","","","","0"
"1973/1974","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","3230","","","","0"
"1973/1974","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","3052","","","","0"
"1973/1974","Manitoba","","Other instructional expenditures","Dollars","81","thousands","3","v1568073","9.3","178","","","","0"
"1973/1974","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","1344","","","","0"
"1973/1974","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","1088","","","","0"
"1973/1974","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","473","","","","0"
"1973/1974","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","1769","","","","0"
"1973/1974","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","1738","","","","0"
"1973/1974","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","896","","","","0"
"1973/1974","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","848","","","","0"
"1973/1974","Saskatchewan","","Other instructional expenditures","Dollars","81","thousands","3","v1568081","10.3","48","","","","0"
"1973/1974","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","316","","","","0"
"1973/1974","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","526","","","","0"
"1973/1974","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","31","","","","0"
"1973/1974","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","6245","","","","0"
"1973/1974","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","5735","","","","0"
"1973/1974","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","3207","","","","0"
"1973/1974","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","2920","","","","0"
"1973/1974","Alberta","","Other instructional expenditures","Dollars","81","thousands","3","v1568089","11.3","287","","","","0"
"1973/1974","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","1225","","","","0"
"1973/1974","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","1303","","","","0"
"1973/1974","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","510","","","","0"
"1973/1974","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","14457","","","","0"
"1973/1974","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","13122","","","","0"
"1973/1974","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","6958","","","","0"
"1973/1974","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","6506","","","","0"
"1973/1974","British Columbia","","Other instructional expenditures","Dollars","81","thousands","3","v1568097","12.3","452","","","","0"
"1973/1974","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","2690","","","","0"
"1973/1974","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","3474","","","","0"
"1973/1974","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","1335","","","","0"
"1974/1975","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","248192","","","","0"
"1974/1975","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","230883","","","","0"
"1974/1975","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","121125","","","","0"
"1974/1975","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","113928","","","","0"
"1974/1975","Canada","","Other instructional expenditures","Dollars","81","thousands","3","v1568009","1.3","7197","","","","0"
"1974/1975","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","50661","","","","0"
"1974/1975","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","59097","","","","0"
"1974/1975","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","17309","","","","0"
"1974/1975","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","3145","","","","0"
"1974/1975","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","2935","","","","0"
"1974/1975","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","1897","","","","0"
"1974/1975","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","1750","","","","0"
"1974/1975","Atlantic Province","","Other instructional expenditures","Dollars","81","thousands","3","v1568049","6.3","147","","","","0"
"1974/1975","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","462","","","","0"
"1974/1975","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","576","","","","0"
"1974/1975","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","210","","","","0"
"1974/1975","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1974/1975","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1974/1975","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1974/1975","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1974/1975","Newfoundland and Labrador","","Other instructional expenditures","Dollars","81","thousands","3","v1568017","2.3","","x","","","0"
"1974/1975","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1974/1975","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1974/1975","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1974/1975","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1974/1975","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1974/1975","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1974/1975","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1974/1975","Prince Edward Island","","Other instructional expenditures","Dollars","81","thousands","3","v1568025","3.3","","x","","","0"
"1974/1975","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1974/1975","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1974/1975","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1974/1975","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1974/1975","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1974/1975","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1974/1975","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1974/1975","Nova Scotia","","Other instructional expenditures","Dollars","81","thousands","3","v1568033","4.3","","x","","","0"
"1974/1975","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1974/1975","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1974/1975","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1974/1975","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1974/1975","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1974/1975","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1974/1975","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1974/1975","New Brunswick","","Other instructional expenditures","Dollars","81","thousands","3","v1568041","5.3","","x","","","0"
"1974/1975","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1974/1975","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1974/1975","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1974/1975","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","144850","","","","0"
"1974/1975","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","137410","","","","0"
"1974/1975","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","65489","","","","0"
"1974/1975","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","62650","","","","0"
"1974/1975","Quebec","","Other instructional expenditures","Dollars","81","thousands","3","v1568057","7.3","2839","","","","0"
"1974/1975","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","34040","","","","0"
"1974/1975","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","37881","","","","0"
"1974/1975","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","7440","","","","0"
"1974/1975","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","64137","","","","0"
"1974/1975","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","59438","","","","0"
"1974/1975","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","36040","","","","0"
"1974/1975","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","33560","","","","0"
"1974/1975","Ontario","","Other instructional expenditures","Dollars","81","thousands","3","v1568065","8.3","2480","","","","0"
"1974/1975","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","10583","","","","0"
"1974/1975","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","12815","","","","0"
"1974/1975","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","4699","","","","0"
"1974/1975","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","6501","","","","0"
"1974/1975","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","5996","","","","0"
"1974/1975","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","3672","","","","0"
"1974/1975","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","3430","","","","0"
"1974/1975","Manitoba","","Other instructional expenditures","Dollars","81","thousands","3","v1568073","9.3","242","","","","0"
"1974/1975","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","1047","","","","0"
"1974/1975","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","1277","","","","0"
"1974/1975","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","505","","","","0"
"1974/1975","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","2817","","","","0"
"1974/1975","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","2703","","","","0"
"1974/1975","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","1422","","","","0"
"1974/1975","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","1253","","","","0"
"1974/1975","Saskatchewan","","Other instructional expenditures","Dollars","81","thousands","3","v1568081","10.3","169","","","","0"
"1974/1975","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","470","","","","0"
"1974/1975","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","811","","","","0"
"1974/1975","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","114","","","","0"
"1974/1975","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","6889","","","","0"
"1974/1975","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","6543","","","","0"
"1974/1975","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","3669","","","","0"
"1974/1975","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","3045","","","","0"
"1974/1975","Alberta","","Other instructional expenditures","Dollars","81","thousands","3","v1568089","11.3","624","","","","0"
"1974/1975","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","1184","","","","0"
"1974/1975","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","1690","","","","0"
"1974/1975","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","346","","","","0"
"1974/1975","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","19853","","","","0"
"1974/1975","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","15858","","","","0"
"1974/1975","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","8936","","","","0"
"1974/1975","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","8240","","","","0"
"1974/1975","British Columbia","","Other instructional expenditures","Dollars","81","thousands","3","v1568097","12.3","696","","","","0"
"1974/1975","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","2875","","","","0"
"1974/1975","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","4047","","","","0"
"1974/1975","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","3995","","","","0"
"1975/1976","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","287519","","","","0"
"1975/1976","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","270793","","","","0"
"1975/1976","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","138518","","","","0"
"1975/1976","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","130052","","","","0"
"1975/1976","Canada","","Other instructional expenditures","Dollars","81","thousands","3","v1568009","1.3","8466","","","","0"
"1975/1976","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","62688","","","","0"
"1975/1976","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","69587","","","","0"
"1975/1976","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","16726","","","","0"
"1975/1976","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","3741","","","","0"
"1975/1976","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","3578","","","","0"
"1975/1976","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","1796","","","","0"
"1975/1976","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","1671","","","","0"
"1975/1976","Atlantic Province","","Other instructional expenditures","Dollars","81","thousands","3","v1568049","6.3","125","","","","0"
"1975/1976","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","828","","","","0"
"1975/1976","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","954","","","","0"
"1975/1976","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","163","","","","0"
"1975/1976","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1975/1976","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1975/1976","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1975/1976","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1975/1976","Newfoundland and Labrador","","Other instructional expenditures","Dollars","81","thousands","3","v1568017","2.3","","x","","","0"
"1975/1976","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1975/1976","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1975/1976","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1975/1976","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1975/1976","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1975/1976","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1975/1976","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1975/1976","Prince Edward Island","","Other instructional expenditures","Dollars","81","thousands","3","v1568025","3.3","","x","","","0"
"1975/1976","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1975/1976","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1975/1976","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1975/1976","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1975/1976","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1975/1976","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1975/1976","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1975/1976","Nova Scotia","","Other instructional expenditures","Dollars","81","thousands","3","v1568033","4.3","","x","","","0"
"1975/1976","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1975/1976","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1975/1976","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1975/1976","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1975/1976","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1975/1976","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1975/1976","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1975/1976","New Brunswick","","Other instructional expenditures","Dollars","81","thousands","3","v1568041","5.3","","x","","","0"
"1975/1976","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1975/1976","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1975/1976","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1975/1976","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","164360","","","","0"
"1975/1976","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","155918","","","","0"
"1975/1976","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","74310","","","","0"
"1975/1976","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","71089","","","","0"
"1975/1976","Quebec","","Other instructional expenditures","Dollars","81","thousands","3","v1568057","7.3","3221","","","","0"
"1975/1976","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","38625","","","","0"
"1975/1976","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","42983","","","","0"
"1975/1976","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","8442","","","","0"
"1975/1976","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","77378","","","","0"
"1975/1976","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","72794","","","","0"
"1975/1976","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","41275","","","","0"
"1975/1976","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","37876","","","","0"
"1975/1976","Ontario","","Other instructional expenditures","Dollars","81","thousands","3","v1568065","8.3","3399","","","","0"
"1975/1976","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","15158","","","","0"
"1975/1976","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","16361","","","","0"
"1975/1976","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","4584","","","","0"
"1975/1976","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","7004","","","","0"
"1975/1976","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","6831","","","","0"
"1975/1976","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","3998","","","","0"
"1975/1976","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","3691","","","","0"
"1975/1976","Manitoba","","Other instructional expenditures","Dollars","81","thousands","3","v1568073","9.3","307","","","","0"
"1975/1976","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","1496","","","","0"
"1975/1976","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","1337","","","","0"
"1975/1976","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","173","","","","0"
"1975/1976","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","2651","","","","0"
"1975/1976","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","2557","","","","0"
"1975/1976","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","1118","","","","0"
"1975/1976","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","939","","","","0"
"1975/1976","Saskatchewan","","Other instructional expenditures","Dollars","81","thousands","3","v1568081","10.3","179","","","","0"
"1975/1976","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","637","","","","0"
"1975/1976","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","802","","","","0"
"1975/1976","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","94","","","","0"
"1975/1976","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","9147","","","","0"
"1975/1976","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","8141","","","","0"
"1975/1976","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","4534","","","","0"
"1975/1976","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","4041","","","","0"
"1975/1976","Alberta","","Other instructional expenditures","Dollars","81","thousands","3","v1568089","11.3","493","","","","0"
