"REF_DATE","GEO","DGUID","Type of expenditure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1954/1955","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","942","","","","0"
"1954/1955","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","384","","","","0"
"1954/1955","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","384","","","","0"
"1954/1955","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","119","","","","0"
"1954/1955","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","439","","","","0"
"1954/1955","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","0","","","","0"
"1954/1955","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","612","","","","0"
"1954/1955","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","612","","","","0"
"1954/1955","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","183","","","","0"
"1954/1955","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","183","","","","0"
"1954/1955","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","68","","","","0"
"1954/1955","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","361","","","","0"
"1954/1955","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","0","","","","0"
"1954/1955","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","1245","","","","0"
"1954/1955","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","1245","","","","0"
"1954/1955","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","487","","","","0"
"1954/1955","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","487","","","","0"
"1954/1955","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","158","","","","0"
"1954/1955","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","600","","","","0"
"1954/1955","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","0","","","","0"
"1954/1955","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","1727","","","","0"
"1954/1955","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","1727","","","","0"
"1954/1955","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","518","","","","0"
"1954/1955","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","518","","","","0"
"1954/1955","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","269","","","","0"
"1954/1955","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","940","","","","0"
"1954/1955","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","0","","","","0"
"1955/1956","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","22558","","","","0"
"1955/1956","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","22558","","","","0"
"1955/1956","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","6979","","","","0"
"1955/1956","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","6979","","","","0"
"1955/1956","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","3272","","","","0"
"1955/1956","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","12307","","","","0"
"1955/1956","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","0","","","","0"
"1955/1956","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","887","","","","0"
"1955/1956","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","887","","","","0"
"1955/1956","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","271","","","","0"
"1955/1956","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","271","","","","0"
"1955/1956","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","111","","","","0"
"1955/1956","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","505","","","","0"
"1955/1956","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","0","","","","0"
"1955/1956","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1955/1956","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1955/1956","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1955/1956","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1955/1956","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1955/1956","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1955/1956","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1955/1956","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1955/1956","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1955/1956","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1955/1956","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1955/1956","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1955/1956","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1955/1956","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1955/1956","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1955/1956","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1955/1956","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1955/1956","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1955/1956","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1955/1956","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1955/1956","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1955/1956","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1955/1956","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1955/1956","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1955/1956","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1955/1956","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1955/1956","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1955/1956","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1955/1956","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","9500","","","","0"
"1955/1956","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","9500","","","","0"
"1955/1956","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","2700","","","","0"
"1955/1956","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","2700","","","","0"
"1955/1956","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","1300","","","","0"
"1955/1956","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","5500","","","","0"
"1955/1956","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","0","","","","0"
"1955/1956","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","7435","","","","0"
"1955/1956","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","7435","","","","0"
"1955/1956","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","2353","","","","0"
"1955/1956","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","2353","","","","0"
"1955/1956","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","1144","","","","0"
"1955/1956","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","3938","","","","0"
"1955/1956","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","0","","","","0"
"1955/1956","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","892","","","","0"
"1955/1956","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","892","","","","0"
"1955/1956","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","373","","","","0"
"1955/1956","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","373","","","","0"
"1955/1956","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","136","","","","0"
"1955/1956","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","383","","","","0"
"1955/1956","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","0","","","","0"
"1955/1956","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","789","","","","0"
"1955/1956","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","789","","","","0"
"1955/1956","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","215","","","","0"
"1955/1956","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","215","","","","0"
"1955/1956","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","82","","","","0"
"1955/1956","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","492","","","","0"
"1955/1956","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","0","","","","0"
"1955/1956","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","957","","","","0"
"1955/1956","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","957","","","","0"
"1955/1956","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","361","","","","0"
"1955/1956","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","361","","","","0"
"1955/1956","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","139","","","","0"
"1955/1956","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","457","","","","0"
"1955/1956","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","0","","","","0"
"1955/1956","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","2098","","","","0"
"1955/1956","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","2098","","","","0"
"1955/1956","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","706","","","","0"
"1955/1956","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","706","","","","0"
"1955/1956","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","360","","","","0"
"1955/1956","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","1032","","","","0"
"1955/1956","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","0","","","","0"
"1956/1957","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","34131","","","","0"
"1956/1957","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","34131","","","","0"
"1956/1957","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","13117","","","","0"
"1956/1957","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","13117","","","","0"
"1956/1957","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","4298","","","","0"
"1956/1957","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","16716","","","","0"
"1956/1957","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","0","","","","0"
"1956/1957","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","991","","","","0"
"1956/1957","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","991","","","","0"
"1956/1957","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","389","","","","0"
"1956/1957","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","389","","","","0"
"1956/1957","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","103","","","","0"
"1956/1957","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","499","","","","0"
"1956/1957","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","0","","","","0"
"1956/1957","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1956/1957","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1956/1957","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1956/1957","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1956/1957","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1956/1957","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1956/1957","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1956/1957","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1956/1957","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1956/1957","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1956/1957","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1956/1957","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1956/1957","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1956/1957","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1956/1957","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1956/1957","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1956/1957","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1956/1957","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1956/1957","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1956/1957","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1956/1957","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1956/1957","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1956/1957","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1956/1957","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1956/1957","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1956/1957","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1956/1957","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1956/1957","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1956/1957","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","18800","","","","0"
"1956/1957","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","18800","","","","0"
"1956/1957","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","7500","","","","0"
"1956/1957","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","7500","","","","0"
"1956/1957","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","2000","","","","0"
"1956/1957","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","9300","","","","0"
"1956/1957","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","0","","","","0"
"1956/1957","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","8564","","","","0"
"1956/1957","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","8564","","","","0"
"1956/1957","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","2928","","","","0"
"1956/1957","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","2928","","","","0"
"1956/1957","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","1400","","","","0"
"1956/1957","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","4236","","","","0"
"1956/1957","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","0","","","","0"
"1956/1957","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","1182","","","","0"
"1956/1957","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","1182","","","","0"
"1956/1957","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","557","","","","0"
"1956/1957","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","557","","","","0"
"1956/1957","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","155","","","","0"
"1956/1957","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","470","","","","0"
"1956/1957","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","0","","","","0"
"1956/1957","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","839","","","","0"
"1956/1957","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","839","","","","0"
"1956/1957","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","242","","","","0"
"1956/1957","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","242","","","","0"
"1956/1957","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","96","","","","0"
"1956/1957","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","501","","","","0"
"1956/1957","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","0","","","","0"
"1956/1957","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","1479","","","","0"
"1956/1957","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","1479","","","","0"
"1956/1957","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","566","","","","0"
"1956/1957","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","566","","","","0"
"1956/1957","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","175","","","","0"
"1956/1957","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","738","","","","0"
"1956/1957","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","0","","","","0"
"1956/1957","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","2276","","","","0"
"1956/1957","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","2276","","","","0"
"1956/1957","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","935","","","","0"
"1956/1957","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","935","","","","0"
"1956/1957","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","369","","","","0"
"1956/1957","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","972","","","","0"
"1956/1957","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","0","","","","0"
"1957/1958","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","40570","","","","0"
"1957/1958","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","40570","","","","0"
"1957/1958","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","14914","","","","0"
"1957/1958","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","14914","","","","0"
"1957/1958","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","5095","","","","0"
"1957/1958","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","20561","","","","0"
"1957/1958","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","0","","","","0"
"1957/1958","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","1893","","","","0"
"1957/1958","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","1893","","","","0"
"1957/1958","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","592","","","","0"
"1957/1958","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","592","","","","0"
"1957/1958","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","191","","","","0"
"1957/1958","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","1110","","","","0"
"1957/1958","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","0","","","","0"
"1957/1958","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1957/1958","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1957/1958","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1957/1958","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1957/1958","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1957/1958","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1957/1958","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1957/1958","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1957/1958","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1957/1958","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1957/1958","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1957/1958","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1957/1958","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1957/1958","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1957/1958","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1957/1958","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1957/1958","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1957/1958","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1957/1958","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1957/1958","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1957/1958","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1957/1958","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1957/1958","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1957/1958","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1957/1958","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1957/1958","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1957/1958","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1957/1958","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1957/1958","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","21100","","","","0"
"1957/1958","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","21100","","","","0"
"1957/1958","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","8400","","","","0"
"1957/1958","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","8400","","","","0"
"1957/1958","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","2200","","","","0"
"1957/1958","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","10500","","","","0"
"1957/1958","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","0","","","","0"
"1957/1958","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","10041","","","","0"
"1957/1958","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","10041","","","","0"
"1957/1958","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","3264","","","","0"
"1957/1958","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","3264","","","","0"
"1957/1958","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","1700","","","","0"
"1957/1958","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","5077","","","","0"
"1957/1958","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","0","","","","0"
