,REF_DATE,GEO,Total_Births,Total_Deaths
123,1999,"Prince Edward Island, place of residence of mother",9961.4,
124,1999,"Quebec, place of residence of mother",442197.7,
125,1999,"Saskatchewan, place of residence of mother",76529.8,
126,1999,"Unknown province or territory, place of residence of mother",0.0,
127,1999,"Yukon, place of residence of mother",3198.0,
128,2000,"Alberta, place of residence of mother",222887.0,
129,2000,"British Columbia, place of residence of mother",244831.8,
130,2000,"Canada, place of residence of mother",1970621.3,
131,2000,"Manitoba, place of residence of mother",85407.6,
132,2000,"New Brunswick, place of residence of mother",45005.7,
133,2000,"Newfoundland and Labrador, place of residence of mother",30119.100000000002,
134,2000,"Northwest Territories including Nunavut, place of residence of mother",0.0,
135,2000,"Northwest Territories, place of residence of mother",5726.2,
136,2000,"Nova Scotia, place of residence of mother",55899.1,
137,2000,"Nunavut, place of residence of mother",4503.1,
138,2000,"Ontario, place of residence of mother",767796.4,
139,2000,"Prince Edward Island, place of residence of mother",9545.0,
140,2000,"Quebec, place of residence of mother",432804.1,
141,2000,"Saskatchewan, place of residence of mother",73769.4,
142,2000,"Unknown province or territory, place of residence of mother",0.0,
143,2000,"Yukon, place of residence of mother",3117.2,
144,2001,"Alberta, place of residence of mother",226561.3,
145,2001,"British Columbia, place of residence of mother",244171.30000000002,
146,2001,"Canada, place of residence of mother",2006455.3,
147,2001,"Manitoba, place of residence of mother",84909.7,
148,2001,"New Brunswick, place of residence of mother",44061.9,
149,2001,"Newfoundland and Labrador, place of residence of mother",29202.1,
150,2001,"Northwest Territories including Nunavut, place of residence of mother",0.0,
151,2001,"Northwest Territories, place of residence of mother",4613.9,
152,2001,"Nova Scotia, place of residence of mother",54617.3,
153,2001,"Nunavut, place of residence of mother",5114.4,
154,2001,"Ontario, place of residence of mother",794370.4,
155,2001,"Prince Edward Island, place of residence of mother",9170.7,
156,2001,"Quebec, place of residence of mother",442903.5,
157,2001,"Saskatchewan, place of residence of mother",74581.9,
158,2001,"Unknown province or territory, place of residence of mother",0.0,
159,2001,"Yukon, place of residence of mother",2970.8,
160,2002,"Alberta, place of residence of mother",233017.7,
161,2002,"British Columbia, place of residence of mother",241079.3,
162,2002,"Canada, place of residence of mother",1976360.3,
163,2002,"Manitoba, place of residence of mother",84205.5,
164,2002,"New Brunswick, place of residence of mother",43167.7,
165,2002,"Newfoundland and Labrador, place of residence of mother",28752.7,
166,2002,"Northwest Territories including Nunavut, place of residence of mother",0.0,
167,2002,"Northwest Territories, place of residence of mother",4770.3,
168,2002,"Nova Scotia, place of residence of mother",53243.3,
169,2002,"Nunavut, place of residence of mother",5211.4,
170,2002,"Ontario, place of residence of mother",776254.6,
171,2002,"Prince Edward Island, place of residence of mother",8868.3,
172,2002,"Quebec, place of residence of mother",434166.5,
173,2002,"Saskatchewan, place of residence of mother",71475.4,
174,2002,"Unknown province or territory, place of residence of mother",0.0,
175,2002,"Yukon, place of residence of mother",2934.6,
176,2003,"Alberta, place of residence of mother",242609.5,
177,2003,"British Columbia, place of residence of mother",243713.2,
178,2003,"Canada, place of residence of mother",2014789.8,
179,2003,"Manitoba, place of residence of mother",84479.8,
180,2003,"New Brunswick, place of residence of mother",43596.1,
181,2003,"Newfoundland and Labrador, place of residence of mother",28642.7,
182,2003,"Northwest Territories including Nunavut, place of residence of mother",0.0,
183,2003,"Northwest Territories, place of residence of mother",5140.8,
184,2003,"Nova Scotia, place of residence of mother",52957.2,
185,2003,"Nunavut, place of residence of mother",5381.6,
186,2003,"Ontario, place of residence of mother",790951.7,
187,2003,"Prince Edward Island, place of residence of mother",9392.6,
188,2003,"Quebec, place of residence of mother",442666.4,
189,2003,"Saskatchewan, place of residence of mother",73127.9,
190,2003,"Unknown province or territory, place of residence of mother",612.0,
191,2003,"Yukon, place of residence of mother",2901.1,
192,2004,"Alberta, place of residence of mother",245471.1,
193,2004,"British Columbia, place of residence of mother",243692.8,
194,2004,"Canada, place of residence of mother",2029427.7,
195,2004,"Manitoba, place of residence of mother",83781.4,
196,2004,"New Brunswick, place of residence of mother",42680.1,
197,2004,"Newfoundland and Labrador, place of residence of mother",27808.8,
198,2004,"Northwest Territories including Nunavut, place of residence of mother",0.0,
199,2004,"Northwest Territories, place of residence of mother",5106.5,
200,2004,"Nova Scotia, place of residence of mother",53869.4,
201,2004,"Nunavut, place of residence of mother",5491.0,
202,2004,"Ontario, place of residence of mother",804085.3,
203,2004,"Prince Edward Island, place of residence of mother",9243.7,
204,2004,"Quebec, place of residence of mother",443085.3,
205,2004,"Saskatchewan, place of residence of mother",72795.2,
206,2004,"Unknown province or territory, place of residence of mother",0.0,
207,2004,"Yukon, place of residence of mother",3078.4,
208,2005,"Alberta, place of residence of mother",253499.2,
209,2005,"British Columbia, place of residence of mother",245761.1,
210,2005,"Canada, place of residence of mother",2068998.0,
211,2005,"Manitoba, place of residence of mother",85695.3,
212,2005,"New Brunswick, place of residence of mother",42261.5,
213,2005,"Newfoundland and Labrador, place of residence of mother",27905.2,
214,2005,"Northwest Territories including Nunavut, place of residence of mother",0.0,
215,2005,"Northwest Territories, place of residence of mother",5259.7,
216,2005,"Nova Scotia, place of residence of mother",52737.8,
217,2005,"Nunavut, place of residence of mother",5235.8,
218,2005,"Ontario, place of residence of mother",818362.5,
219,2005,"Prince Edward Island, place of residence of mother",8935.8,
220,2005,"Quebec, place of residence of mother",458599.5,
221,2005,"Saskatchewan, place of residence of mother",72711.4,
222,2005,"Unknown province or territory, place of residence of mother",0.0,
223,2005,"Yukon, place of residence of mother",2826.0,
224,2006,"Alberta, place of residence of mother",272259.2,
225,2006,"British Columbia, place of residence of mother",251229.1,
226,2006,"Canada, place of residence of mother",2143769.7,
227,2006,"Manitoba, place of residence of mother",88273.4,
228,2006,"New Brunswick, place of residence of mother",43071.9,
229,2006,"Newfoundland and Labrador, place of residence of mother",28115.1,
230,2006,"Northwest Territories including Nunavut, place of residence of mother",0.0,
231,2006,"Northwest Territories, place of residence of mother",5232.1,
232,2006,"Nova Scotia, place of residence of mother",52273.3,
233,2006,"Nunavut, place of residence of mother",5530.9,
234,2006,"Ontario, place of residence of mother",829359.8,
235,2006,"Prince Edward Island, place of residence of mother",9373.5,
236,2006,"Quebec, place of residence of mother",492117.4,
237,2006,"Saskatchewan, place of residence of mother",74641.7,
238,2006,"Unknown province or territory, place of residence of mother",0.0,
239,2006,"Yukon, place of residence of mother",3081.2,
240,2007,"Alberta, place of residence of mother",294969.3,
241,2007,"British Columbia, place of residence of mother",262637.5,
242,2007,"Canada, place of residence of mother",2218000.1,
243,2007,"Manitoba, place of residence of mother",92587.3,
244,2007,"New Brunswick, place of residence of mother",43779.4,
245,2007,"Newfoundland and Labrador, place of residence of mother",28200.7,
246,2007,"Northwest Territories including Nunavut, place of residence of mother",0.0,
247,2007,"Northwest Territories, place of residence of mother",5406.1,
248,2007,"Nova Scotia, place of residence of mother",54578.9,
249,2007,"Nunavut, place of residence of mother",5763.6,
250,2007,"Ontario, place of residence of mother",840853.5,
251,2007,"Prince Edward Island, place of residence of mother",9227.4,
252,2007,"Quebec, place of residence of mother",507371.0,
253,2007,"Saskatchewan, place of residence of mother",80385.2,
254,2007,"Unknown province or territory, place of residence of mother",0.0,
255,2007,"Yukon, place of residence of mother",3030.4,
256,2008,"Alberta, place of residence of mother",305963.0,
257,2008,"British Columbia, place of residence of mother",266375.2,
258,2008,"Canada, place of residence of mother",2285689.5,
259,2008,"Manitoba, place of residence of mother",93880.1,
260,2008,"New Brunswick, place of residence of mother",45325.7,
261,2008,"Newfoundland and Labrador, place of residence of mother",30244.8,
262,2008,"Northwest Territories including Nunavut, place of residence of mother",0.0,
263,2008,"Northwest Territories, place of residence of mother",5246.5,
264,2008,"Nova Scotia, place of residence of mother",56333.8,
265,2008,"Nunavut, place of residence of mother",5792.8,
266,2008,"Ontario, place of residence of mother",856696.0,
267,2008,"Prince Edward Island, place of residence of mother",9791.9,
268,2008,"Quebec, place of residence of mother",534401.3,
269,2008,"Saskatchewan, place of residence of mother",83289.8,
270,2008,"Unknown province or territory, place of residence of mother",0.0,
271,2008,"Yukon, place of residence of mother",3138.2,
272,2009,"Alberta, place of residence of mother",311195.3,
273,2009,"British Columbia, place of residence of mother",270683.1,
274,2009,"Canada, place of residence of mother",2302719.5,
275,2009,"Manitoba, place of residence of mother",96609.7,
276,2009,"New Brunswick, place of residence of mother",45243.8,
277,2009,"Newfoundland and Labrador, place of residence of mother",30376.7,
278,2009,"Northwest Territories including Nunavut, place of residence of mother",0.0,
279,2009,"Northwest Territories, place of residence of mother",5193.8,
280,2009,"Nova Scotia, place of residence of mother",55128.1,
281,2009,"Nunavut, place of residence of mother",6195.4,
282,2009,"Ontario, place of residence of mother",855688.3,
283,2009,"Prince Edward Island, place of residence of mother",9634.8,
284,2009,"Quebec, place of residence of mother",537749.9,
285,2009,"Saskatchewan, place of residence of mother",86605.8,
286,2009,"Unknown province or territory, place of residence of mother",912.0,
287,2009,"Yukon, place of residence of mother",3192.9,
288,2010,"Alberta, place of residence of mother",305918.9,
289,2010,"British Columbia, place of residence of mother",263581.1,
290,2010,"Canada, place of residence of mother",2271199.2,
291,2010,"Manitoba, place of residence of mother",95577.5,
292,2010,"New Brunswick, place of residence of mother",45021.6,
293,2010,"Newfoundland and Labrador, place of residence of mother",30269.0,
294,2010,"Northwest Territories including Nunavut, place of residence of mother",0.0,
295,2010,"Northwest Territories, place of residence of mother",5112.4,
296,2010,"Nova Scotia, place of residence of mother",54193.4,
297,2010,"Nunavut, place of residence of mother",5955.0,
298,2010,"Ontario, place of residence of mother",845904.1,
299,2010,"Prince Edward Island, place of residence of mother",9327.0,
300,2010,"Quebec, place of residence of mother",531295.5,
301,2010,"Saskatchewan, place of residence of mother",86645.9,
302,2010,"Unknown province or territory, place of residence of mother",0.0,
303,2010,"Yukon, place of residence of mother",3189.2,
304,2011,"Alberta, place of residence of mother",307129.1,
305,2011,"British Columbia, place of residence of mother",265481.2,
306,2011,"Canada, place of residence of mother",2270433.5,
307,2011,"Manitoba, place of residence of mother",94645.6,
308,2011,"New Brunswick, place of residence of mother",43653.7,
309,2011,"Newfoundland and Labrador, place of residence of mother",27753.3,
310,2011,"Northwest Territories including Nunavut, place of residence of mother",0.0,
311,2011,"Northwest Territories, place of residence of mother",5058.1,
312,2011,"Nova Scotia, place of residence of mother",54205.8,
313,2011,"Nunavut, place of residence of mother",5906.5,
314,2011,"Ontario, place of residence of mother",847885.4,
315,2011,"Prince Edward Island, place of residence of mother",9534.0,
316,2011,"Quebec, place of residence of mother",529758.8,
317,2011,"Saskatchewan, place of residence of mother",86731.0,
318,2011,"Unknown province or territory, place of residence of mother",0.0,
319,2011,"Yukon, place of residence of mother",3480.3,
320,2012,"Alberta, place of residence of mother",316626.6,
321,2012,"British Columbia, place of residence of mother",265035.2,
322,2012,"Canada, place of residence of mother",2296642.6,
323,2012,"Manitoba, place of residence of mother",99047.7,
324,2012,"New Brunswick, place of residence of mother",43235.5,
325,2012,"Newfoundland and Labrador, place of residence of mother",27187.399999999998,
326,2012,"Northwest Territories including Nunavut, place of residence of mother",0.0,
327,2012,"Northwest Territories, place of residence of mother",4992.3,
328,2012,"Nova Scotia, place of residence of mother",53605.5,
329,2012,"Nunavut, place of residence of mother",6024.4,
330,2012,"Ontario, place of residence of mother",855325.8,
331,2012,"Prince Edward Island, place of residence of mother",8790.7,
332,2012,"Quebec, place of residence of mother",534099.6,
333,2012,"Saskatchewan, place of residence of mother",89955.4,
334,2012,"Unknown province or territory, place of residence of mother",0.0,
335,2012,"Yukon, place of residence of mother",3509.8,
336,2013,"Alberta, place of residence of mother",321261.4,
337,2013,"British Columbia, place of residence of mother",263421.3,
338,2013,"Canada, place of residence of mother",2285293.2,
339,2013,"Manitoba, place of residence of mother",99697.5,
340,2013,"New Brunswick, place of residence of mother",42635.5,
341,2013,"Newfoundland and Labrador, place of residence of mother",28113.6,
342,2013,"Northwest Territories including Nunavut, place of residence of mother",0.0,
343,2013,"Northwest Territories, place of residence of mother",4882.7,
344,2013,"Nova Scotia, place of residence of mother",51544.2,
345,2013,"Nunavut, place of residence of mother",6453.3,
346,2013,"Ontario, place of residence of mother",842139.1,
347,2013,"Prince Edward Island, place of residence of mother",9351.6,
348,2013,"Quebec, place of residence of mother",533679.7,
349,2013,"Saskatchewan, place of residence of mother",89631.5,
350,2013,"Unknown province or territory, place of residence of mother",0.0,
351,2013,"Yukon, place of residence of mother",3276.5,
352,2014,"Alberta, place of residence of mother",335705.0,
353,2014,"British Columbia, place of residence of mother",266990.9,
354,2014,"Canada, place of residence of mother",2306941.5,
355,2014,"Manitoba, place of residence of mother",100257.8,
356,2014,"New Brunswick, place of residence of mother",42777.9,
357,2014,"Newfoundland and Labrador, place of residence of mother",28329.100000000002,
358,2014,"Northwest Territories including Nunavut, place of residence of mother",0.0,
359,2014,"Northwest Territories, place of residence of mother",4896.3,
360,2014,"Nova Scotia, place of residence of mother",52577.8,
361,2014,"Nunavut, place of residence of mother",6309.8,
362,2014,"Ontario, place of residence of mother",844145.4,
363,2014,"Prince Edward Island, place of residence of mother",9423.8,
364,2014,"Quebec, place of residence of mother",528829.8,
365,2014,"Saskatchewan, place of residence of mother",94162.1,
366,2014,"Unknown province or territory, place of residence of mother",0.0,
367,2014,"Yukon, place of residence of mother",3330.3,
368,2015,"Alberta, place of residence of mother",342327.3,
369,2015,"British Columbia, place of residence of mother",266508.9,
370,2015,"Canada, place of residence of mother",2297347.1,
371,2015,"Manitoba, place of residence of mother",100971.5,
372,2015,"New Brunswick, place of residence of mother",40485.1,
373,2015,"Newfoundland and Labrador, place of residence of mother",27779.5,
374,2015,"Northwest Territories, place of residence of mother",4998.9,
375,2015,"Nova Scotia, place of residence of mother",50101.1,
376,2015,"Nunavut, place of residence of mother",6112.5,
377,2015,"Ontario, place of residence of mother",840775.5,
378,2015,"Prince Edward Island, place of residence of mother",8971.3,
