Geographic code,Geographic name,Census year,Sex,Total (counts),Age groups: 0 to 14 years (counts) ,Age groups: 15 to 64 years (counts) ,Age groups: 65 years and over (counts) ,Average age,Ratio: 15 to 64 vs 65 years and over,Ratio: 15 to 64 vs 0 to 14 and 65 years and over,Total (Distribution),Age groups: 0 to 14 years (distribution) ,Age groups: 15 to 64 years (distribution) ,Age groups: 65 years and over (distribution) 
59,British Columbia,1891,Female,35170,12480,21805,890,24.8,24.6,1.6,100,35.5,62,2.5
59,British Columbia,1901,Both sexes,178660,46350,127915,4390,28.1,29.1,2.5,100,25.9,71.6,2.5
59,British Columbia,1901,Male,114160,23420,87930,2820,30,31.2,3.4,100,20.5,77,2.5
59,British Columbia,1901,Female,64495,22935,39990,1570,24.8,25.4,1.6,100,35.6,62,2.4
59,British Columbia,1911,Both sexes,392485,91580,292200,8705,28.4,33.6,2.9,100,23.3,74.4,2.2
59,British Columbia,1911,Male,251625,46475,199860,5285,29.8,37.8,3.9,100,18.5,79.4,2.1
59,British Columbia,1911,Female,140865,45100,92335,3425,26,27,1.9,100,32,65.6,2.4
59,British Columbia,1921,Both sexes,524575,149575,356615,18385,29.7,19.4,2.1,100,28.5,68,3.5
59,British Columbia,1921,Male,293410,75295,207455,10660,31.2,19.5,2.4,100,25.7,70.7,3.6
59,British Columbia,1921,Female,231170,74280,149165,7725,27.7,19.3,1.8,100,32.1,64.5,3.3
59,British Columbia,1931,Both sexes,694260,171295,484870,38095,32,12.7,2.3,100,24.7,69.8,5.5
59,British Columbia,1931,Male,385220,86720,276365,22130,33.4,12.5,2.5,100,22.5,71.7,5.7
59,British Columbia,1931,Female,309040,84580,208505,15965,30.3,13.1,2.1,100,27.4,67.5,5.2
59,British Columbia,1941,Both sexes,817860,175135,574655,68070,34.3,8.4,2.4,100,21.4,70.3,8.3
59,British Columbia,1941,Male,435030,88670,307480,38880,35.4,7.9,2.4,100,20.4,70.7,8.9
59,British Columbia,1941,Female,382830,86465,267180,29185,33,9.2,2.3,100,22.6,69.8,7.6
59,British Columbia,1951,Both sexes,1165205,304390,734685,126135,33.6,5.8,1.7,100,26.1,63.1,10.8
59,British Columbia,1951,Male,596955,155010,371995,69955,34.2,5.3,1.7,100,26,62.3,11.7
59,British Columbia,1951,Female,568245,149375,362695,56180,32.9,6.5,1.8,100,26.3,63.8,9.9
59,British Columbia,1956,Both sexes,1398470,405865,841830,150775,32.6,5.6,1.5,100,29,60.2,10.8
59,British Columbia,1956,Male,720515,206935,432565,81015,32.9,5.3,1.5,100,28.7,60,11.2
59,British Columbia,1956,Female,677955,198930,409265,69765,32.3,5.9,1.5,100,29.3,60.4,10.3
59,British Columbia,1961,Both sexes,1629080,509145,954325,165615,31.9,5.8,1.4,100,31.3,58.6,10.2
59,British Columbia,1961,Male,829090,260050,484655,84385,31.9,5.7,1.4,100,31.4,58.5,10.2
59,British Columbia,1961,Female,799990,249090,469670,81230,31.9,5.8,1.4,100,31.1,58.7,10.2
59,British Columbia,1966,Both sexes,1873675,574270,1120735,178665,31.7,6.3,1.5,100,30.6,59.8,9.5
59,British Columbia,1966,Male,948585,293370,568865,86355,31.4,6.6,1.5,100,30.9,60,9.1
59,British Columbia,1966,Female,925090,280900,551875,92310,32,6,1.5,100,30.4,59.7,10
59,British Columbia,1971,Both sexes,2184625,609970,1369645,205005,32.2,6.7,1.7,100,27.9,62.7,9.4
59,British Columbia,1971,Male,1100375,311305,693515,95560,31.6,7.3,1.7,100,28.3,63,8.7
59,British Columbia,1971,Female,1084250,298670,676125,109445,32.7,6.2,1.7,100,27.5,62.4,10.1
59,British Columbia,1976,Both sexes,2466605,595130,1629430,242055,33.1,6.7,1.9,100,24.1,66.1,9.8
59,British Columbia,1976,Male,1232510,303960,818660,109890,32.5,7.4,2,100,24.7,66.4,8.9
59,British Columbia,1976,Female,1234100,291165,810770,132160,33.8,6.1,1.9,100,23.6,65.7,10.7
59,British Columbia,1981,Both sexes,2744470,588305,1857985,298170,34.2,6.2,2.1,100,21.4,67.7,10.9
59,British Columbia,1981,Male,1365155,301370,931955,131835,33.4,7.1,2.2,100,22.1,68.3,9.7
59,British Columbia,1981,Female,1379310,286935,926030,166340,35,5.6,2,100,20.8,67.1,12.1
59,British Columbia,1986,Both sexes,2883365,590595,1943285,349485,35.5,5.6,2.1,100,20.5,67.4,12.1
59,British Columbia,1986,Male,1428115,303105,974020,150985,34.6,6.5,2.1,100,21.2,68.2,10.6
59,British Columbia,1986,Female,1455260,287495,969265,198500,36.4,4.9,2,100,19.8,66.6,13.6
59,British Columbia,1991,Both sexes,3282065,662250,2197805,422010,36.4,5.2,2,100,20.2,67,12.9
59,British Columbia,1991,Male,1625975,339415,1104210,182350,35.5,6.1,2.1,100,20.9,67.9,11.2
59,British Columbia,1991,Female,1656085,322835,1093595,239660,37.2,4.6,1.9,100,19.5,66,14.5
59,British Columbia,1996,Both sexes,3724500,735175,2513485,475845,36.9,5.3,2.1,100,19.7,67.5,12.8
59,British Columbia,1996,Male,1840300,377550,1254850,207895,36,6,2.1,100,20.5,68.2,11.3
59,British Columbia,1996,Female,1884200,357625,1258625,267945,37.7,4.7,2,100,19,66.8,14.2
59,British Columbia,2001,Both sexes,3907740,706070,2668580,533085,38.5,5,2.2,100,18.1,68.3,13.6
59,British Columbia,2001,Male,1919100,361935,1320495,236675,37.6,5.6,2.2,100,18.9,68.8,12.3
59,British Columbia,2001,Female,1988635,344140,1348085,296415,39.3,4.5,2.1,100,17.3,67.8,14.9
59,British Columbia,2006,Both sexes,4113485,679605,2834075,599810,40.1,4.7,2.2,100,16.5,68.9,14.6
59,British Columbia,2006,Male,2013990,348745,1393770,271470,39.2,5.1,2.2,100,17.3,69.2,13.5
59,British Columbia,2006,Female,2099500,330860,1440305,328335,40.9,4.4,2.2,100,15.8,68.6,15.6
59,British Columbia,2011,Both sexes,4400055,677365,3033975,688720,41.2,4.4,2.2,100,15.4,69,15.7
59,British Columbia,2011,Male,2156605,347560,1492285,316760,40.3,4.7,2.2,100,16.1,69.2,14.7
59,British Columbia,2011,Female,2243455,329805,1541695,371955,42,4.1,2.2,100,14.7,68.7,16.6
59,British Columbia,2016,Both sexes,4648055,691390,3107680,848985,42.3,3.7,2,100,14.9,66.9,18.3
59,British Columbia,2016,Male,2278240,355400,1527280,395560,41.5,3.9,2,100,15.6,67,17.4
59,British Columbia,2016,Female,2369815,335985,1580395,453430,43.1,3.5,2,100,14.2,66.7,19.1
60,Yukon,1901,Both sexes,27220,1490,25615,115,33.6,220.8,16,100,5.5,94.1,0.4
60,Yukon,1901,Male,23085,790,22190,105,34.6,209.3,24.7,100,3.4,96.1,0.5
60,Yukon,1901,Female,4135,695,3430,10,28,342.6,4.8,100,16.9,82.9,0.2
60,Yukon,1911,Both sexes,8510,1195,7140,180,34.1,39.9,5.2,100,14,83.9,2.1
60,Yukon,1911,Male,6510,620,5760,130,36,45.3,7.7,100,9.6,88.5,2
60,Yukon,1911,Female,2000,570,1380,55,27.8,26.5,2.2,100,28.4,69,2.6
60,Yukon,1921,Both sexes,4160,905,3010,245,36.8,12.2,2.6,100,21.7,72.4,5.9
60,Yukon,1921,Male,2815,425,2195,205,41.2,10.9,3.5,100,15,77.8,7.2
60,Yukon,1921,Female,1340,480,815,45,27.5,18.2,1.6,100,35.7,61,3.4
60,Yukon,1931,Both sexes,4230,1025,2810,400,35.7,7,2,100,24.1,66.4,9.5
60,Yukon,1931,Male,2825,515,1960,350,39.9,5.6,2.3,100,18.1,69.4,12.4
60,Yukon,1931,Female,1405,510,850,50,27.3,17,1.5,100,36.2,60.3,3.5
60,Yukon,1941,Both sexes,4910,1215,3145,555,33.6,5.7,1.8,100,24.7,64,11.3
60,Yukon,1941,Male,3150,610,2070,470,37.4,4.4,1.9,100,19.4,65.7,15
60,Yukon,1941,Female,1765,605,1075,85,26.9,12.8,1.6,100,34.3,60.9,4.8
60,Yukon,1951,Both sexes,9100,2655,5980,470,28.2,12.8,1.9,100,29.2,65.7,5.1
60,Yukon,1951,Male,5460,1355,3750,350,30.4,10.6,2.2,100,24.9,68.6,6.5
60,Yukon,1951,Female,3640,1300,2230,115,24.7,19.6,1.6,100,35.6,61.3,3.1
60,Yukon,1956,Both sexes,12190,3980,7720,490,26.7,15.7,1.7,100,32.6,63.3,4
60,Yukon,1956,Male,6925,1960,4605,355,28.7,12.9,2,100,28.3,66.5,5.1
60,Yukon,1956,Female,5265,2020,3115,135,24.1,22.9,1.4,100,38.3,59.1,2.6
60,Yukon,1961,Both sexes,14630,5285,8870,475,26.1,18.6,1.5,100,36.1,60.6,3.3
60,Yukon,1961,Male,8175,2705,5175,300,27.5,17.4,1.7,100,33.1,63.3,3.6
60,Yukon,1961,Female,6450,2580,3695,175,24.2,20.8,1.3,100,40,57.3,2.8
60,Yukon,1966,Both sexes,14380,5410,8460,515,25.9,16.5,1.4,100,37.6,58.8,3.6
60,Yukon,1966,Male,7805,2765,4715,325,27.1,14.4,1.5,100,35.4,60.4,4.2
60,Yukon,1966,Female,6575,2645,3745,185,24.5,20.2,1.3,100,40.3,56.9,2.8
60,Yukon,1971,Both sexes,18390,6365,11505,520,25.9,22.2,1.7,100,34.6,62.6,2.8
60,Yukon,1971,Male,9920,3300,6300,320,26.9,19.5,1.7,100,33.2,63.5,3.3
60,Yukon,1971,Female,8465,3070,5205,195,24.8,26.7,1.6,100,36.3,61.4,2.3
60,Yukon,1976,Both sexes,21835,6425,14780,630,26.8,23.5,2.1,100,29.4,67.7,2.9
60,Yukon,1976,Male,11705,3355,7980,375,27.5,21.3,2.1,100,28.6,68.2,3.2
60,Yukon,1976,Female,10135,3075,6800,255,26,26.7,2,100,30.3,67.1,2.5
60,Yukon,1981,Both sexes,23150,6095,16320,740,27.9,22.1,2.4,100,26.3,70.5,3.2
60,Yukon,1981,Male,12180,3150,8605,420,28.6,20.5,2.4,100,25.9,70.7,3.4
60,Yukon,1981,Female,10975,2945,7715,315,27.2,24.3,2.4,100,26.8,70.3,2.9
60,Yukon,1986,Both sexes,23505,5905,16740,860,29.3,19.4,2.5,100,25.1,71.2,3.7
60,Yukon,1986,Male,12330,3080,8790,460,29.8,19.1,2.5,100,25,71.3,3.7
60,Yukon,1986,Female,11170,2830,7945,400,28.7,19.9,2.5,100,25.3,71.1,3.6
60,Yukon,1991,Both sexes,27800,6840,19860,1095,30.6,18.1,2.5,100,24.6,71.5,3.9
60,Yukon,1991,Male,14485,3560,10350,575,31,18.1,2.5,100,24.6,71.5,3.9
60,Yukon,1991,Female,13315,3280,9510,520,30.2,18.2,2.5,100,24.6,71.4,3.9
60,Yukon,1996,Both sexes,30765,7385,22020,1360,31.9,16.2,2.5,100,24,71.6,4.4
60,Yukon,1996,Male,15885,3840,11315,720,32.1,15.7,2.5,100,24.2,71.3,4.5
60,Yukon,1996,Female,14885,3545,10705,635,31.6,16.8,2.6,100,23.8,71.9,4.3
60,Yukon,2001,Both sexes,28675,6035,20910,1730,34.6,12.1,2.7,100,21,72.9,6
60,Yukon,2001,Male,14445,3100,10445,890,34.8,11.7,2.6,100,21.5,72.3,6.2
60,Yukon,2001,Female,14230,2930,10460,835,34.4,12.5,2.8,100,20.6,73.5,5.9
60,Yukon,2006,Both sexes,30370,5715,22370,2285,36.7,9.8,2.8,100,18.8,73.6,7.5
60,Yukon,2006,Male,15285,2920,11160,1205,36.9,9.3,2.7,100,19.1,73,7.9
60,Yukon,2006,Female,15090,2800,11210,1085,36.6,10.3,2.9,100,18.5,74.3,7.2
60,Yukon,2011,Both sexes,33900,5860,24940,3090,38.1,8.1,2.8,100,17.3,73.6,9.1
60,Yukon,2011,Male,17055,3020,12400,1645,38.1,7.5,2.7,100,17.7,72.7,9.6
60,Yukon,2011,Female,16840,2845,12545,1450,38,8.7,2.9,100,16.9,74.5,8.6
60,Yukon,2016,Both sexes,35875,6280,25340,4260,39.1,5.9,2.4,100,17.5,70.6,11.9
60,Yukon,2016,Male,18080,3355,12500,2220,38.8,5.6,2.2,100,18.6,69.1,12.3
60,Yukon,2016,Female,17800,2925,12835,2035,39.4,6.3,2.6,100,16.4,72.1,11.4
61,Northwest Territories,1881,Both sexes,56455,24435,30995,1020,21.8,30.4,1.2,100,43.3,54.9,1.8
61,Northwest Territories,1881,Male,28115,11060,16550,510,23,32.6,1.4,100,39.3,58.9,1.8
61,Northwest Territories,1881,Female,28335,13375,14450,510,20.6,28.2,1,100,47.2,51,1.8
61,Northwest Territories,1891,Both sexes,66805,24285,41625,905,23.2,46.2,1.7,100,36.3,62.3,1.3
61,Northwest Territories,1891,Male,37635,11695,25435,495,24.5,51.1,2.1,100,31.1,67.6,1.3
61,Northwest Territories,1891,Female,29180,12585,16190,405,21.4,40.2,1.2,100,43.1,55.5,1.4
61,Northwest Territories,1901,Both sexes,158935,62825,92565,3550,23.6,26.1,1.4,100,39.5,58.2,2.2
61,Northwest Territories,1901,Male,87440,31770,53715,1955,24.6,27.5,1.6,100,36.3,61.4,2.2
61,Northwest Territories,1901,Female,71495,31055,38850,1595,22.3,24.4,1.2,100,43.4,54.3,2.2
61,Northwest Territories,1911,Both sexes,6505,2715,3545,250,24.2,14.3,1.2,100,41.7,54.4,3.8
61,Northwest Territories,1911,Male,3350,1450,1805,95,23.6,19.4,1.2,100,43.3,53.9,2.8
61,Northwest Territories,1911,Female,3160,1265,1735,155,24.9,11.2,1.2,100,40.1,55,4.9
61,Northwest Territories,1921,Both sexes,7980,3095,4720,170,24.3,28.1,1.4,100,38.8,59.1,2.1
61,Northwest Territories,1921,Male,4125,1535,2525,60,25.2,40.8,1.6,100,37.2,61.3,1.5
61,Northwest Territories,1921,Female,3860,1560,2190,105,23.4,20.7,1.3,100,40.5,56.8,2.7
61,Northwest Territories,1931,Both sexes,9720,3810,5735,170,24.2,33.6,1.4,100,39.2,59,1.8
61,Northwest Territories,1931,Male,5215,1960,3170,80,24.8,39.1,1.6,100,37.6,60.8,1.6
61,Northwest Territories,1931,Female,4505,1845,2570,90,23.4,28.5,1.3,100,41,57,2
61,Northwest Territories,1941,Both sexes,12025,4330,7345,340,25.6,21.4,1.6,100,36,61.1,2.9
61,Northwest Territories,1941,Male,6695,2210,4305,180,26.7,23.8,1.8,100,33,64.3,2.7
61,Northwest Territories,1941,Female,5325,2125,3040,160,24.2,18.7,1.3,100,39.9,57.1,3.1
61,Northwest Territories,1951,Both sexes,16005,5830,9750,425,24.8,22.9,1.6,100,36.4,60.9,2.7
61,Northwest Territories,1951,Male,9050,2980,5835,240,25.9,24.4,1.8,100,32.9,64.5,2.6
61,Northwest Territories,1951,Female,6950,2850,3910,185,23.3,20.9,1.3,100,41,56.3,2.7
61,Northwest Territories,1956,Both sexes,19315,7025,11795,495,24.5,23.9,1.6,100,36.4,61.1,2.6
61,Northwest Territories,1956,Male,11230,3595,7330,300,26,24.1,1.9,100,32,65.3,2.7
61,Northwest Territories,1956,Female,8085,3430,4465,185,22.5,23.6,1.2,100,42.4,55.2,2.3
61,Northwest Territories,1961,Both sexes,22995,9225,13175,590,23.7,22.2,1.3,100,40.1,57.3,2.6
61,Northwest Territories,1961,Male,12820,4725,7750,350,24.8,22.3,1.5,100,36.8,60.5,2.7
61,Northwest Territories,1961,Female,10175,4505,5425,245,22.3,22.1,1.1,100,44.3,53.3,2.4
61,Northwest Territories,1966,Both sexes,28735,12205,15745,780,23.1,20.1,1.2,100,42.5,54.8,2.7
61,Northwest Territories,1966,Male,15565,6220,8895,455,24,19.7,1.3,100,40,57.1,2.9
61,Northwest Territories,1966,Female,13175,5985,6855,330,22,20.7,1.1,100,45.4,52.1,2.5
61,Northwest Territories,1971,Both sexes,34805,14945,19110,755,22.6,25.3,1.2,100,42.9,54.9,2.2
61,Northwest Territories,1971,Male,18280,7695,10190,395,23.1,25.7,1.3,100,42.1,55.7,2.2
61,Northwest Territories,1971,Female,16525,7245,8925,355,22,24.9,1.2,100,43.8,54,2.2
61,Northwest Territories,1976,Both sexes,42605,16435,25040,1130,23.7,22.1,1.4,100,38.6,58.8,2.7
61,Northwest Territories,1976,Male,22450,8430,13420,595,24.2,22.5,1.5,100,37.6,59.8,2.7
61,Northwest Territories,1976,Female,20160,8000,11620,535,23.1,21.7,1.4,100,39.7,57.6,2.7
61,Northwest Territories,1981,Both sexes,45745,15935,28480,1330,24.7,21.4,1.6,100,34.8,62.3,2.9
61,Northwest Territories,1981,Male,23965,8165,15070,725,25.2,20.8,1.7,100,34.1,62.9,3
61,Northwest Territories,1981,Female,21780,7765,13410,605,24.1,22.3,1.6,100,35.7,61.6,2.8
61,Northwest Territories,1986,Both sexes,52235,17110,33655,1470,25.5,22.8,1.8,100,32.8,64.4,2.8
61,Northwest Territories,1986,Male,27420,8795,17820,795,26,22.3,1.9,100,32.1,65,2.9
61,Northwest Territories,1986,Female,24820,8315,15830,680,25,23.4,1.8,100,33.5,63.8,2.7
61,Northwest Territories,1991,Both sexes,57650,18900,37145,1605,26,23.1,1.8,100,32.8,64.4,2.8
61,Northwest Territories,1991,Male,30055,9680,19515,865,26.5,22.5,1.9,100,32.2,64.9,2.9
61,Northwest Territories,1991,Female,27595,9225,17630,740,25.6,23.9,1.8,100,33.4,63.9,2.7
61,Northwest Territories,1996,Both sexes,64400,21000,41465,1935,26.9,21.4,1.8,100,32.6,64.4,3
61,Northwest Territories,1996,Male,33380,10825,21540,1010,27.2,21.3,1.8,100,32.4,64.5,3
61,Northwest Territories,1996,Female,31025,10175,19920,925,26.6,21.5,1.8,100,32.8,64.2,3
61,Northwest Territories,2001,Both sexes,37360,10110,25620,1635,30.5,15.7,2.2,100,27.1,68.6,4.4
61,Northwest Territories,2001,Male,19115,5130,13145,845,30.7,15.6,2.2,100,26.8,68.8,4.4
61,Northwest Territories,2001,Female,18245,4980,12470,790,30.2,15.8,2.2,100,27.3,68.4,4.3
61,Northwest Territories,2006,Both sexes,41465,9915,29570,1975,32.1,15,2.5,100,23.9,71.3,4.8
61,Northwest Territories,2006,Male,21225,5015,15225,985,32.4,15.5,2.5,100,23.6,71.7,4.6
61,Northwest Territories,2006,Female,20235,4905,14345,990,31.7,14.5,2.4,100,24.2,70.9,4.9
61,Northwest Territories,2011,Both sexes,41460,9015,30055,2395,33.4,12.5,2.6,100,21.7,72.5,5.8
61,Northwest Territories,2011,Male,21065,4535,15305,1215,33.5,12.6,2.7,100,21.5,72.7,5.8
61,Northwest Territories,2011,Female,20400,4480,14750,1175,33.2,12.6,2.6,100,22,72.3,5.8
61,Northwest Territories,2016,Both sexes,41790,8875,29690,3225,34.9,9.2,2.5,100,21.2,71,7.7
61,Northwest Territories,2016,Male,21280,4480,15085,1710,35.1,8.8,2.4,100,21.1,70.9,8
61,Northwest Territories,2016,Female,20510,4395,14605,1510,34.8,9.7,2.5,100,21.4,71.2,7.4
62,Nunavut,2001,Both sexes,26745,9925,16225,600,25.1,27.2,1.5,100,37.1,60.7,2.2
62,Nunavut,2001,Male,13840,5120,8355,360,25.4,23.1,1.5,100,37,60.4,2.6
62,Nunavut,2001,Female,12905,4805,7865,235,24.7,33.3,1.6,100,37.2,60.9,1.8
62,Nunavut,2006,Both sexes,29470,10005,18660,810,26.3,23,1.7,100,33.9,63.3,2.7
62,Nunavut,2006,Male,15110,5080,9595,435,26.6,21.9,1.7,100,33.6,63.5,2.9
62,Nunavut,2006,Female,14365,4925,9070,370,26,24.3,1.7,100,34.3,63.1,2.6
62,Nunavut,2011,Both sexes,31905,10425,20420,1060,27.2,19.3,1.8,100,32.7,64,3.3
62,Nunavut,2011,Male,16395,5340,10490,570,27.3,18.4,1.8,100,32.6,64,3.5
62,Nunavut,2011,Female,15510,5085,9930,495,27,20.1,1.8,100,32.8,64,3.2
62,Nunavut,2016,Both sexes,35945,11685,22895,1360,27.7,16.8,1.8,100,32.5,63.7,3.8
62,Nunavut,2016,Male,18390,5980,11705,710,27.8,16.5,1.7,100,32.5,63.6,3.9
62,Nunavut,2016,Female,17550,5710,11185,655,27.5,17.1,1.8,100,32.5,63.7,3.7



