REF_DATE,GEO,Housing completions,Housing starts,Housing under construction
1983-11-01,Alberta,2134.3333333333335,856.0,2778.6666666666665
1983-12-01,Alberta,2134.3333333333335,856.0,2778.6666666666665
1984-01-01,Alberta,1022.0,516.0,2243.0
1984-02-01,Alberta,1022.0,516.0,2243.0
1984-03-01,Alberta,1022.0,516.0,2243.0
1984-04-01,Alberta,927.6666666666666,728.6666666666666,1937.6666666666667
1984-05-01,Alberta,927.6666666666666,728.6666666666666,1937.6666666666667
1984-06-01,Alberta,927.6666666666666,728.6666666666666,1937.6666666666667
1984-07-01,Alberta,1134.0,649.0,1449.0
1984-08-01,Alberta,1134.0,649.0,1449.0
1984-09-01,Alberta,1134.0,649.0,1449.0
1984-10-01,Alberta,935.3333333333334,538.0,981.0
1984-11-01,Alberta,935.3333333333334,538.0,981.0
1984-12-01,Alberta,935.3333333333334,538.0,981.0
1985-01-01,Alberta,411.3333333333333,291.0,785.6666666666666
1985-02-01,Alberta,411.3333333333333,291.0,785.6666666666666
1985-03-01,Alberta,411.3333333333333,291.0,785.6666666666666
1985-04-01,Alberta,486.6666666666667,574.3333333333334,869.6666666666666
1985-05-01,Alberta,486.6666666666667,574.3333333333334,869.6666666666666
1985-06-01,Alberta,486.6666666666667,574.3333333333334,869.6666666666666
1985-07-01,Alberta,774.0,1030.3333333333333,1164.0
1985-08-01,Alberta,774.0,1030.3333333333333,1164.0
1985-09-01,Alberta,774.0,1030.3333333333333,1164.0
1985-10-01,Alberta,833.6666666666666,883.3333333333334,1172.6666666666667
1985-11-01,Alberta,833.6666666666666,883.3333333333334,1172.6666666666667
1985-12-01,Alberta,833.6666666666666,883.3333333333334,1172.6666666666667
1986-01-01,Alberta,662.0,603.0,1125.0
1986-02-01,Alberta,662.0,603.0,1125.0
1986-03-01,Alberta,662.0,603.0,1125.0
1986-04-01,Alberta,877.0,774.0,1046.3333333333333
1986-05-01,Alberta,877.0,774.0,1046.3333333333333
1986-06-01,Alberta,877.0,774.0,1046.3333333333333
1986-07-01,Alberta,753.0,704.0,998.6666666666666
1986-08-01,Alberta,753.0,704.0,998.6666666666666
1986-09-01,Alberta,753.0,704.0,998.6666666666666
1986-10-01,Alberta,765.3333333333334,739.6666666666666,971.0
1986-11-01,Alberta,765.3333333333334,739.6666666666666,971.0
1986-12-01,Alberta,765.3333333333334,739.6666666666666,971.0
1987-01-01,Alberta,491.6666666666667,450.6666666666667,921.0
1987-02-01,Alberta,491.6666666666667,450.6666666666667,921.0
1987-03-01,Alberta,491.6666666666667,450.6666666666667,921.0
1987-04-01,Alberta,655.6666666666666,1033.0,1294.0
1987-05-01,Alberta,655.6666666666666,1033.0,1294.0
1987-06-01,Alberta,655.6666666666666,1033.0,1294.0
1987-07-01,Alberta,942.0,1091.3333333333333,1443.3333333333333
1987-08-01,Alberta,942.0,1091.3333333333333,1443.3333333333333
1987-09-01,Alberta,942.0,1091.3333333333333,1443.3333333333333
1987-10-01,Alberta,1022.0,1021.6666666666666,1443.6666666666667
1987-11-01,Alberta,1022.0,1021.6666666666666,1443.6666666666667
1987-12-01,Alberta,1022.0,1021.6666666666666,1443.6666666666667
1988-01-01,Alberta,849.6666666666666,588.6666666666666,1179.6666666666667
1988-02-01,Alberta,849.6666666666666,588.6666666666666,1179.6666666666667
1988-03-01,Alberta,849.6666666666666,588.6666666666666,1179.6666666666667
1988-04-01,Alberta,813.3333333333334,962.6666666666666,1329.3333333333333
1988-05-01,Alberta,813.3333333333334,962.6666666666666,1329.3333333333333
1988-06-01,Alberta,813.3333333333334,962.6666666666666,1329.3333333333333
1988-07-01,Alberta,1064.6666666666667,1166.3333333333333,1425.0
1988-08-01,Alberta,1064.6666666666667,1166.3333333333333,1425.0
1988-09-01,Alberta,1064.6666666666667,1166.3333333333333,1425.0
1988-10-01,Alberta,1006.0,1069.0,1469.0
1988-11-01,Alberta,1006.0,1069.0,1469.0
1988-12-01,Alberta,1006.0,1069.0,1469.0
1989-01-01,Alberta,733.6666666666666,707.0,1449.3333333333333
1989-02-01,Alberta,733.6666666666666,707.0,1449.3333333333333
1989-03-01,Alberta,733.6666666666666,707.0,1449.3333333333333
1989-04-01,Alberta,916.6666666666666,1242.3333333333333,1767.3333333333333
1989-05-01,Alberta,916.6666666666666,1242.3333333333333,1767.3333333333333
1989-06-01,Alberta,916.6666666666666,1242.3333333333333,1767.3333333333333
1989-07-01,Alberta,1356.6666666666667,1540.3333333333333,1940.3333333333333
1989-08-01,Alberta,1356.6666666666667,1540.3333333333333,1940.3333333333333
1989-09-01,Alberta,1356.6666666666667,1540.3333333333333,1940.3333333333333
1989-10-01,Alberta,1247.3333333333333,1414.3333333333333,2099.0
1989-11-01,Alberta,1247.3333333333333,1414.3333333333333,2099.0
1989-12-01,Alberta,1247.3333333333333,1414.3333333333333,2099.0
1990-01-01,Alberta,1150.3333333333333,1385.3333333333333,2332.3333333333335
1990-02-01,Alberta,1150.3333333333333,1385.3333333333333,2332.3333333333335
1990-03-01,Alberta,1150.3333333333333,1385.3333333333333,2332.3333333333335
1990-04-01,Alberta,1511.0,2125.3333333333335,2942.0
1990-05-01,Alberta,1511.0,2125.3333333333335,2942.0
1990-06-01,Alberta,1511.0,2125.3333333333335,2942.0
1990-07-01,Alberta,1772.0,1201.3333333333333,2366.3333333333335
1990-08-01,Alberta,1772.0,1201.3333333333333,2366.3333333333335
1990-09-01,Alberta,1772.0,1201.3333333333333,2366.3333333333335
1990-10-01,Alberta,1389.0,1030.3333333333333,1991.0
1990-11-01,Alberta,1389.0,1030.3333333333333,1991.0
1990-12-01,Alberta,1389.0,1030.3333333333333,1991.0
1991-01-01,Alberta,930.0,506.6666666666667,1582.6666666666667
1991-02-01,Alberta,930.0,506.6666666666667,1582.6666666666667
1991-03-01,Alberta,930.0,506.6666666666667,1582.6666666666667
1991-04-01,Alberta,911.3333333333334,1276.0,1941.3333333333333
1991-05-01,Alberta,911.3333333333334,1276.0,1941.3333333333333
1991-06-01,Alberta,911.3333333333334,1276.0,1941.3333333333333
1991-07-01,Alberta,1359.6666666666667,1170.0,1747.3333333333333
1991-08-01,Alberta,1359.6666666666667,1170.0,1747.3333333333333
1991-09-01,Alberta,1359.6666666666667,1170.0,1747.3333333333333
1991-10-01,Alberta,1118.6666666666667,1211.3333333333333,1832.3333333333333
1991-11-01,Alberta,1118.6666666666667,1211.3333333333333,1832.3333333333333
1991-12-01,Alberta,1118.6666666666667,1211.3333333333333,1832.3333333333333
1992-01-01,Alberta,1005.0,949.0,1766.6666666666667
1992-02-01,Alberta,1005.0,949.0,1766.6666666666667
1992-03-01,Alberta,1005.0,949.0,1766.6666666666667
1992-04-01,Alberta,1201.3333333333333,1765.6666666666667,2327.0
1992-05-01,Alberta,1201.3333333333333,1765.6666666666667,2327.0
1992-06-01,Alberta,1201.3333333333333,1765.6666666666667,2327.0
1992-07-01,Alberta,1466.3333333333333,1674.0,2503.6666666666665
1992-08-01,Alberta,1466.3333333333333,1674.0,2503.6666666666665
1992-09-01,Alberta,1466.3333333333333,1674.0,2503.6666666666665
1992-10-01,Alberta,1763.0,1802.3333333333333,2512.0
1992-11-01,Alberta,1763.0,1802.3333333333333,2512.0
1992-12-01,Alberta,1763.0,1802.3333333333333,2512.0
1993-01-01,Alberta,1304.6666666666667,1042.6666666666667,2258.3333333333335
1993-02-01,Alberta,1304.6666666666667,1042.6666666666667,2258.3333333333335
1993-03-01,Alberta,1304.6666666666667,1042.6666666666667,2258.3333333333335
1993-04-01,Alberta,1396.3333333333333,1755.3333333333333,2622.0
1993-05-01,Alberta,1396.3333333333333,1755.3333333333333,2622.0
1993-06-01,Alberta,1396.3333333333333,1755.3333333333333,2622.0
1993-07-01,Alberta,1505.0,1731.6666666666667,2831.0
1993-08-01,Alberta,1505.0,1731.6666666666667,2831.0
1993-09-01,Alberta,1505.0,1731.6666666666667,2831.0
1993-10-01,Alberta,1747.0,1520.6666666666667,2531.6666666666665
1993-11-01,Alberta,1747.0,1520.6666666666667,2531.6666666666665
1993-12-01,Alberta,1747.0,1520.6666666666667,2531.6666666666665
1994-01-01,Alberta,1292.3333333333333,1094.6666666666667,2327.3333333333335
1994-02-01,Alberta,1292.3333333333333,1094.6666666666667,2327.3333333333335
1994-03-01,Alberta,1292.3333333333333,1094.6666666666667,2327.3333333333335
1994-04-01,Alberta,1555.0,1850.6666666666667,2675.6666666666665
1994-05-01,Alberta,1555.0,1850.6666666666667,2675.6666666666665
1994-06-01,Alberta,1555.0,1850.6666666666667,2675.6666666666665
1994-07-01,Alberta,1876.6666666666667,1626.3333333333333,2410.6666666666665
1994-08-01,Alberta,1876.6666666666667,1626.3333333333333,2410.6666666666665
1994-09-01,Alberta,1876.6666666666667,1626.3333333333333,2410.6666666666665
1994-10-01,Alberta,1499.6666666666667,1325.6666666666667,2234.3333333333335
1994-11-01,Alberta,1499.6666666666667,1325.6666666666667,2234.3333333333335
1994-12-01,Alberta,1499.6666666666667,1325.6666666666667,2234.3333333333335
1995-01-01,Alberta,943.6666666666666,860.0,2146.3333333333335
1995-02-01,Alberta,943.6666666666666,860.0,2146.3333333333335
1995-03-01,Alberta,943.6666666666666,860.0,2146.3333333333335
1995-04-01,Alberta,994.6666666666666,1129.0,2284.6666666666665
1995-05-01,Alberta,994.6666666666666,1129.0,2284.6666666666665
1995-06-01,Alberta,994.6666666666666,1129.0,2284.6666666666665
1995-07-01,Alberta,1210.0,1381.3333333333333,2429.3333333333335
1995-08-01,Alberta,1210.0,1381.3333333333333,2429.3333333333335
1995-09-01,Alberta,1210.0,1381.3333333333333,2429.3333333333335
1995-10-01,Alberta,1309.3333333333333,1265.0,2385.3333333333335
1995-11-01,Alberta,1309.3333333333333,1265.0,2385.3333333333335
1995-12-01,Alberta,1309.3333333333333,1265.0,2385.3333333333335
1996-01-01,Alberta,1061.3333333333333,843.0,2167.6666666666665
1996-02-01,Alberta,1061.3333333333333,843.0,2167.6666666666665
1996-03-01,Alberta,1061.3333333333333,843.0,2167.6666666666665
1996-04-01,Alberta,1152.0,1494.0,2510.0
1996-05-01,Alberta,1152.0,1494.0,2510.0
1996-06-01,Alberta,1152.0,1494.0,2510.0
1996-07-01,Alberta,1590.3333333333333,1652.0,2563.6666666666665
1996-08-01,Alberta,1590.3333333333333,1652.0,2563.6666666666665
1996-09-01,Alberta,1590.3333333333333,1652.0,2563.6666666666665
1996-10-01,Alberta,1648.6666666666667,1566.0,2479.0
1996-11-01,Alberta,1648.6666666666667,1566.0,2479.0
1996-12-01,Alberta,1648.6666666666667,1566.0,2479.0
1997-01-01,Alberta,1273.0,1469.0,2666.0
1997-02-01,Alberta,1273.0,1469.0,2666.0
1997-03-01,Alberta,1273.0,1469.0,2666.0
1997-04-01,Alberta,1481.0,2166.0,3351.3333333333335
1997-05-01,Alberta,1481.0,2166.0,3351.3333333333335
1997-06-01,Alberta,1481.0,2166.0,3351.3333333333335
1997-07-01,Alberta,2023.6666666666667,2104.3333333333335,3404.3333333333335
1997-08-01,Alberta,2023.6666666666667,2104.3333333333335,3404.3333333333335
1997-09-01,Alberta,2023.6666666666667,2104.3333333333335,3404.3333333333335
1997-10-01,Alberta,1975.3333333333333,2151.0,3581.3333333333335
1997-11-01,Alberta,1975.3333333333333,2151.0,3581.3333333333335
1997-12-01,Alberta,1975.3333333333333,2151.0,3581.3333333333335
1998-01-01,Alberta,1612.3333333333333,1678.6666666666667,3646.3333333333335
1998-02-01,Alberta,1612.3333333333333,1678.6666666666667,3646.3333333333335
1998-03-01,Alberta,1612.3333333333333,1678.6666666666667,3646.3333333333335
1998-04-01,Alberta,2005.3333333333333,2542.6666666666665,4173.333333333333
1998-05-01,Alberta,2005.3333333333333,2542.6666666666665,4173.333333333333
1998-06-01,Alberta,2005.3333333333333,2542.6666666666665,4173.333333333333
1998-07-01,Alberta,2303.0,2433.3333333333335,4301.333333333333
1998-08-01,Alberta,2303.0,2433.3333333333335,4301.333333333333
1998-09-01,Alberta,2303.0,2433.3333333333335,4301.333333333333
1998-10-01,Alberta,2436.3333333333335,2386.0,4224.0
1998-11-01,Alberta,2436.3333333333335,2386.0,4224.0
1998-12-01,Alberta,2436.3333333333335,2386.0,4224.0
1999-01-01,Alberta,1805.0,1498.0,3923.3333333333335
1999-02-01,Alberta,1805.0,1498.0,3923.3333333333335
1999-03-01,Alberta,1805.0,1498.0,3923.3333333333335
1999-04-01,Alberta,1683.0,2168.6666666666665,4412.333333333333
1999-05-01,Alberta,1683.0,2168.6666666666665,4412.333333333333
1999-06-01,Alberta,1683.0,2168.6666666666665,4412.333333333333
1999-07-01,Alberta,2188.0,2494.3333333333335,4727.333333333333
1999-08-01,Alberta,2188.0,2494.3333333333335,4727.333333333333
1999-09-01,Alberta,2188.0,2494.3333333333335,4727.333333333333
1999-10-01,Alberta,2329.0,2321.3333333333335,4646.0
1999-11-01,Alberta,2329.0,2321.3333333333335,4646.0
1999-12-01,Alberta,2329.0,2321.3333333333335,4646.0
2000-01-01,Alberta,1881.3333333333333,1510.6666666666667,4278.333333333333
2000-02-01,Alberta,1881.3333333333333,1510.6666666666667,4278.333333333333
2000-03-01,Alberta,1881.3333333333333,1510.6666666666667,4278.333333333333
2000-04-01,Alberta,2041.0,2398.0,4603.666666666667
2000-05-01,Alberta,2041.0,2398.0,4603.666666666667
2000-06-01,Alberta,2041.0,2398.0,4603.666666666667
2000-07-01,Alberta,2424.3333333333335,2600.0,4777.333333333333
2000-08-01,Alberta,2424.3333333333335,2600.0,4777.333333333333
2000-09-01,Alberta,2424.3333333333335,2600.0,4777.333333333333
2000-10-01,Alberta,2230.0,2246.6666666666665,4791.666666666667
2000-11-01,Alberta,2230.0,2246.6666666666665,4791.666666666667
2000-12-01,Alberta,2230.0,2246.6666666666665,4791.666666666667
2001-01-01,Alberta,2039.3333333333333,1587.0,4345.333333333333
2001-02-01,Alberta,2039.3333333333333,1587.0,4345.333333333333
2001-03-01,Alberta,2039.3333333333333,1587.0,4345.333333333333
2001-04-01,Alberta,2265.3333333333335,2717.6666666666665,4848.666666666667
2001-05-01,Alberta,2265.3333333333335,2717.6666666666665,4848.666666666667
2001-06-01,Alberta,2265.3333333333335,2717.6666666666665,4848.666666666667
2001-07-01,Alberta,2502.0,2622.6666666666665,4969.0
2001-08-01,Alberta,2502.0,2622.6666666666665,4969.0
2001-09-01,Alberta,2502.0,2622.6666666666665,4969.0
2001-10-01,Alberta,2505.3333333333335,2797.3333333333335,5258.333333333333
2001-11-01,Alberta,2505.3333333333335,2797.3333333333335,5258.333333333333
2001-12-01,Alberta,2505.3333333333335,2797.3333333333335,5258.333333333333
2002-01-01,Alberta,2248.6666666666665,2530.3333333333335,5539.666666666667
2002-02-01,Alberta,2248.6666666666665,2530.3333333333335,5539.666666666667
2002-03-01,Alberta,2248.6666666666665,2530.3333333333335,5539.666666666667
2002-04-01,Alberta,2466.6666666666665,3589.3333333333335,6645.0
2002-05-01,Alberta,2466.6666666666665,3589.3333333333335,6645.0
2002-06-01,Alberta,2466.6666666666665,3589.3333333333335,6645.0
2002-07-01,Alberta,2832.6666666666665,3384.0,7181.333333333333
2002-08-01,Alberta,2832.6666666666665,3384.0,7181.333333333333
2002-09-01,Alberta,2832.6666666666665,3384.0,7181.333333333333
2002-10-01,Alberta,3172.6666666666665,3414.3333333333335,7389.333333333333
2002-11-01,Alberta,3172.6666666666665,3414.3333333333335,7389.333333333333
2002-12-01,Alberta,3172.6666666666665,3414.3333333333335,7389.333333333333
2003-01-01,Alberta,2705.0,2478.6666666666665,7103.0
2003-02-01,Alberta,2705.0,2478.6666666666665,7103.0
2003-03-01,Alberta,2705.0,2478.6666666666665,7103.0
2003-04-01,Alberta,2992.3333333333335,3260.0,7322.0
2003-05-01,Alberta,2992.3333333333335,3260.0,7322.0
2003-06-01,Alberta,2992.3333333333335,3260.0,7322.0
2003-07-01,Alberta,3256.0,3440.3333333333335,7484.666666666667
2003-08-01,Alberta,3256.0,3440.3333333333335,7484.666666666667
2003-09-01,Alberta,3256.0,3440.3333333333335,7484.666666666667
2003-10-01,Alberta,3007.6666666666665,2878.0,7359.333333333333
2003-11-01,Alberta,3007.6666666666665,2878.0,7359.333333333333
2003-12-01,Alberta,3007.6666666666665,2878.0,7359.333333333333
2004-01-01,Alberta,2483.0,2385.0,7258.666666666667
2004-02-01,Alberta,2483.0,2385.0,7258.666666666667
2004-03-01,Alberta,2483.0,2385.0,7258.666666666667
2004-04-01,Alberta,2638.6666666666665,3086.3333333333335,7707.666666666667
2004-05-01,Alberta,2638.6666666666665,3086.3333333333335,7707.666666666667
2004-06-01,Alberta,2638.6666666666665,3086.3333333333335,7707.666666666667
2004-07-01,Alberta,3109.0,3200.0,7836.333333333333
2004-08-01,Alberta,3109.0,3200.0,7836.333333333333
2004-09-01,Alberta,3109.0,3200.0,7836.333333333333
2004-10-01,Alberta,3604.3333333333335,3418.6666666666665,7653.333333333333
2004-11-01,Alberta,3604.3333333333335,3418.6666666666665,7653.333333333333
2004-12-01,Alberta,3604.3333333333335,3418.6666666666665,7653.333333333333
2005-01-01,Alberta,2365.3333333333335,2425.0,7707.333333333333
2005-02-01,Alberta,2365.3333333333335,2425.0,7707.333333333333
2005-03-01,Alberta,2365.3333333333335,2425.0,7707.333333333333
2005-04-01,Alberta,3071.0,3757.0,8601.666666666666
2005-05-01,Alberta,3071.0,3757.0,8601.666666666666
2005-06-01,Alberta,3071.0,3757.0,8601.666666666666
2005-07-01,Alberta,3572.6666666666665,3748.0,8714.666666666666
2005-08-01,Alberta,3572.6666666666665,3748.0,8714.666666666666
2005-09-01,Alberta,3572.6666666666665,3748.0,8714.666666666666
2005-10-01,Alberta,3350.3333333333335,3685.6666666666665,9361.333333333334
2005-11-01,Alberta,3350.3333333333335,3685.6666666666665,9361.333333333334
2005-12-01,Alberta,3350.3333333333335,3685.6666666666665,9361.333333333334
2006-01-01,Alberta,2722.0,3343.6666666666665,9688.666666666666
2006-02-01,Alberta,2722.0,3343.6666666666665,9688.666666666666
2006-03-01,Alberta,2722.0,3343.6666666666665,9688.666666666666
2006-04-01,Alberta,3275.0,4631.0,11032.666666666666
2006-05-01,Alberta,3275.0,4631.0,11032.666666666666
2006-06-01,Alberta,3275.0,4631.0,11032.666666666666
2006-07-01,Alberta,3392.0,4390.666666666667,12035.0
2006-08-01,Alberta,3392.0,4390.666666666667,12035.0
2006-09-01,Alberta,3392.0,4390.666666666667,12035.0
2006-10-01,Alberta,3674.6666666666665,3955.3333333333335,12313.333333333334
2006-11-01,Alberta,3674.6666666666665,3955.3333333333335,12313.333333333334
2006-12-01,Alberta,3674.6666666666665,3955.3333333333335,12313.333333333334
2007-01-01,Alberta,3271.0,3498.3333333333335,12544.666666666666
2007-02-01,Alberta,3271.0,3498.3333333333335,12544.666666666666
2007-03-01,Alberta,3271.0,3498.3333333333335,12544.666666666666
2007-04-01,Alberta,3662.0,4409.333333333333,13294.666666666666
2007-05-01,Alberta,3662.0,4409.333333333333,13294.666666666666
2007-06-01,Alberta,3662.0,4409.333333333333,13294.666666666666
2007-07-01,Alberta,3437.6666666666665,4719.0,14526.666666666666
2007-08-01,Alberta,3437.6666666666665,4719.0,14526.666666666666
2007-09-01,Alberta,3437.6666666666665,4719.0,14526.666666666666
2007-10-01,Alberta,3532.3333333333335,3485.3333333333335,14478.0
2007-11-01,Alberta,3532.3333333333335,3485.3333333333335,14478.0
2007-12-01,Alberta,3532.3333333333335,3485.3333333333335,14478.0
2008-01-01,Alberta,3402.0,3039.6666666666665,13617.0
2008-02-01,Alberta,3402.0,3039.6666666666665,13617.0
2008-03-01,Alberta,3402.0,3039.6666666666665,13617.0
2008-04-01,Alberta,3206.0,2598.6666666666665,13010.333333333334
2008-05-01,Alberta,3206.0,2598.6666666666665,13010.333333333334
2008-06-01,Alberta,3206.0,2598.6666666666665,13010.333333333334
2008-07-01,Alberta,3224.3333333333335,2346.0,11885.0
2008-08-01,Alberta,3224.3333333333335,2346.0,11885.0
2008-09-01,Alberta,3224.3333333333335,2346.0,11885.0
2008-10-01,Alberta,3184.6666666666665,1737.0,10342.0
2008-11-01,Alberta,3184.6666666666665,1737.0,10342.0
2008-12-01,Alberta,3184.6666666666665,1737.0,10342.0
2009-01-01,Alberta,2388.3333333333335,871.3333333333334,8749.666666666666
2009-02-01,Alberta,2388.3333333333335,871.3333333333334,8749.666666666666
2009-03-01,Alberta,2388.3333333333335,871.3333333333334,8749.666666666666
2009-04-01,Alberta,2253.6666666666665,1423.3333333333333,7681.333333333333
2009-05-01,Alberta,2253.6666666666665,1423.3333333333333,7681.333333333333
2009-06-01,Alberta,2253.6666666666665,1423.3333333333333,7681.333333333333
2009-07-01,Alberta,2627.3333333333335,2067.3333333333335,6952.333333333333
2009-08-01,Alberta,2627.3333333333335,2067.3333333333335,6952.333333333333
2009-09-01,Alberta,2627.3333333333335,2067.3333333333335,6952.333333333333
2009-10-01,Alberta,1922.3333333333333,2404.0,7500.0
2009-11-01,Alberta,1922.3333333333333,2404.0,7500.0
2009-12-01,Alberta,1922.3333333333333,2404.0,7500.0
2010-01-01,Alberta,2128.3333333333335,1883.6666666666667,7311.333333333333
2010-02-01,Alberta,2128.3333333333335,1883.6666666666667,7311.333333333333
2010-03-01,Alberta,2128.3333333333335,1883.6666666666667,7311.333333333333
2010-04-01,Alberta,2310.6666666666665,2746.0,7779.666666666667
