REF_DATE,GEO,Number_of_Households
1990-01-01,Ontario,3667000
1990-01-01,Prince Edward Island,44000
1990-01-01,Quebec,2642000
1990-02-01,Alberta,913000
1990-02-01,British Columbia,1248000
1990-02-01,Canada,10043000
1990-02-01,Manitoba,407000
1990-02-01,New Brunswick,256000
1990-02-01,Newfoundland and Labrador,175000
1990-02-01,Ontario,3667000
1990-02-01,Prince Edward Island,44000
1990-02-01,Quebec,2642000
1990-03-01,Alberta,913000
1990-03-01,British Columbia,1248000
1990-03-01,Canada,10043000
1990-03-01,Manitoba,407000
1990-03-01,New Brunswick,256000
1990-03-01,Newfoundland and Labrador,175000
1990-03-01,Ontario,3667000
1990-03-01,Prince Edward Island,44000
1990-03-01,Quebec,2642000
1990-04-01,Alberta,913000
1990-04-01,British Columbia,1248000
1990-04-01,Canada,10043000
1990-04-01,Manitoba,407000
1990-04-01,New Brunswick,256000
1990-04-01,Newfoundland and Labrador,175000
1990-04-01,Ontario,3667000
1990-04-01,Prince Edward Island,44000
1990-04-01,Quebec,2642000
1990-05-01,Alberta,913000
1990-05-01,British Columbia,1248000
1990-05-01,Canada,10043000
1990-05-01,Manitoba,407000
1990-05-01,New Brunswick,256000
1990-05-01,Newfoundland and Labrador,175000
1990-05-01,Ontario,3667000
1990-05-01,Prince Edward Island,44000
1990-05-01,Quebec,2642000
1990-06-01,Alberta,913000
1990-06-01,British Columbia,1248000
1990-06-01,Canada,10043000
1990-06-01,Manitoba,407000
1990-06-01,New Brunswick,256000
1990-06-01,Newfoundland and Labrador,175000
1990-06-01,Ontario,3667000
1990-06-01,Prince Edward Island,44000
1990-06-01,Quebec,2642000
1990-07-01,Alberta,913000
1990-07-01,British Columbia,1248000
1990-07-01,Canada,10043000
1990-07-01,Manitoba,407000
1990-07-01,New Brunswick,256000
1990-07-01,Newfoundland and Labrador,175000
1990-07-01,Ontario,3667000
1990-07-01,Prince Edward Island,44000
1990-07-01,Quebec,2642000
1990-08-01,Alberta,913000
1990-08-01,British Columbia,1248000
1990-08-01,Canada,10043000
1990-08-01,Manitoba,407000
1990-08-01,New Brunswick,256000
1990-08-01,Newfoundland and Labrador,175000
1990-08-01,Ontario,3667000
1990-08-01,Prince Edward Island,44000
1990-08-01,Quebec,2642000
1990-09-01,Alberta,913000
1990-09-01,British Columbia,1248000
1990-09-01,Canada,10043000
1990-09-01,Manitoba,407000
1990-09-01,New Brunswick,256000
1990-09-01,Newfoundland and Labrador,175000
1990-09-01,Ontario,3667000
1990-09-01,Prince Edward Island,44000
1990-09-01,Quebec,2642000
1990-10-01,Alberta,913000
1990-10-01,British Columbia,1248000
1990-10-01,Canada,10043000
1990-10-01,Manitoba,407000
1990-10-01,New Brunswick,256000
1990-10-01,Newfoundland and Labrador,175000
1990-10-01,Ontario,3667000
1990-10-01,Prince Edward Island,44000
1990-10-01,Quebec,2642000
1990-11-01,Alberta,913000
1990-11-01,British Columbia,1248000
1990-11-01,Canada,10043000
1990-11-01,Manitoba,407000
1990-11-01,New Brunswick,256000
1990-11-01,Newfoundland and Labrador,175000
1990-11-01,Ontario,3667000
1990-11-01,Prince Edward Island,44000
1990-11-01,Quebec,2642000
1990-12-01,Alberta,913000
1990-12-01,British Columbia,1248000
1990-12-01,Canada,10043000
1990-12-01,Manitoba,407000
1990-12-01,New Brunswick,256000
1990-12-01,Newfoundland and Labrador,175000
1990-12-01,Ontario,3667000
1990-12-01,Prince Edward Island,44000
1990-12-01,Quebec,2642000
1991-01-01,Alberta,926000
1991-01-01,British Columbia,1277000
1991-01-01,Canada,10245000
1991-01-01,Manitoba,411000
1991-01-01,New Brunswick,261000
1991-01-01,Newfoundland and Labrador,178000
1991-01-01,Ontario,3752000
1991-01-01,Prince Edward Island,45000
1991-01-01,Quebec,2697000
1991-02-01,Alberta,926000
1991-02-01,British Columbia,1277000
1991-02-01,Canada,10245000
1991-02-01,Manitoba,411000
1991-02-01,New Brunswick,261000
1991-02-01,Newfoundland and Labrador,178000
1991-02-01,Ontario,3752000
1991-02-01,Prince Edward Island,45000
1991-02-01,Quebec,2697000
1991-03-01,Alberta,926000
1991-03-01,British Columbia,1277000
1991-03-01,Canada,10245000
1991-03-01,Manitoba,411000
1991-03-01,New Brunswick,261000
1991-03-01,Newfoundland and Labrador,178000
1991-03-01,Ontario,3752000
1991-03-01,Prince Edward Island,45000
1991-03-01,Quebec,2697000
1991-04-01,Alberta,926000
1991-04-01,British Columbia,1277000
1991-04-01,Canada,10245000
1991-04-01,Manitoba,411000
1991-04-01,New Brunswick,261000
1991-04-01,Newfoundland and Labrador,178000
1991-04-01,Ontario,3752000
1991-04-01,Prince Edward Island,45000
1991-04-01,Quebec,2697000
1991-05-01,Alberta,926000
1991-05-01,British Columbia,1277000
1991-05-01,Canada,10245000
1991-05-01,Manitoba,411000
1991-05-01,New Brunswick,261000
1991-05-01,Newfoundland and Labrador,178000
1991-05-01,Ontario,3752000
1991-05-01,Prince Edward Island,45000
1991-05-01,Quebec,2697000
1991-06-01,Alberta,926000
1991-06-01,British Columbia,1277000
1991-06-01,Canada,10245000
1991-06-01,Manitoba,411000
1991-06-01,New Brunswick,261000
1991-06-01,Newfoundland and Labrador,178000
1991-06-01,Ontario,3752000
1991-06-01,Prince Edward Island,45000
1991-06-01,Quebec,2697000
1991-07-01,Alberta,926000
1991-07-01,British Columbia,1277000
1991-07-01,Canada,10245000
1991-07-01,Manitoba,411000
1991-07-01,New Brunswick,261000
1991-07-01,Newfoundland and Labrador,178000
1991-07-01,Ontario,3752000
1991-07-01,Prince Edward Island,45000
1991-07-01,Quebec,2697000
1991-08-01,Alberta,926000
1991-08-01,British Columbia,1277000
1991-08-01,Canada,10245000
1991-08-01,Manitoba,411000
1991-08-01,New Brunswick,261000
1991-08-01,Newfoundland and Labrador,178000
1991-08-01,Ontario,3752000
1991-08-01,Prince Edward Island,45000
1991-08-01,Quebec,2697000
1991-09-01,Alberta,926000
1991-09-01,British Columbia,1277000
1991-09-01,Canada,10245000
1991-09-01,Manitoba,411000
1991-09-01,New Brunswick,261000
1991-09-01,Newfoundland and Labrador,178000
1991-09-01,Ontario,3752000
1991-09-01,Prince Edward Island,45000
1991-09-01,Quebec,2697000
1991-10-01,Alberta,926000
1991-10-01,British Columbia,1277000
1991-10-01,Canada,10245000
1991-10-01,Manitoba,411000
1991-10-01,New Brunswick,261000
1991-10-01,Newfoundland and Labrador,178000
1991-10-01,Ontario,3752000
1991-10-01,Prince Edward Island,45000
1991-10-01,Quebec,2697000
1991-11-01,Alberta,926000
1991-11-01,British Columbia,1277000
1991-11-01,Canada,10245000
1991-11-01,Manitoba,411000
1991-11-01,New Brunswick,261000
1991-11-01,Newfoundland and Labrador,178000
1991-11-01,Ontario,3752000
1991-11-01,Prince Edward Island,45000
1991-11-01,Quebec,2697000
1991-12-01,Alberta,926000
1991-12-01,British Columbia,1277000
1991-12-01,Canada,10245000
1991-12-01,Manitoba,411000
1991-12-01,New Brunswick,261000
1991-12-01,Newfoundland and Labrador,178000
1991-12-01,Ontario,3752000
1991-12-01,Prince Edward Island,45000
1991-12-01,Quebec,2697000
1992-01-01,Alberta,942000
1992-01-01,British Columbia,1318000
1992-01-01,Canada,10410000
1992-01-01,Manitoba,414000
1992-01-01,New Brunswick,264000
1992-01-01,Newfoundland and Labrador,180000
1992-01-01,Ontario,3810000
1992-01-01,Prince Edward Island,46000
1992-01-01,Quebec,2731000
1992-02-01,Alberta,942000
1992-02-01,British Columbia,1318000
1992-02-01,Canada,10410000
1992-02-01,Manitoba,414000
1992-02-01,New Brunswick,264000
1992-02-01,Newfoundland and Labrador,180000
1992-02-01,Ontario,3810000
1992-02-01,Prince Edward Island,46000
1992-02-01,Quebec,2731000
1992-03-01,Alberta,942000
1992-03-01,British Columbia,1318000
1992-03-01,Canada,10410000
1992-03-01,Manitoba,414000
1992-03-01,New Brunswick,264000
1992-03-01,Newfoundland and Labrador,180000
1992-03-01,Ontario,3810000
1992-03-01,Prince Edward Island,46000
1992-03-01,Quebec,2731000
1992-04-01,Alberta,942000
1992-04-01,British Columbia,1318000
1992-04-01,Canada,10410000
1992-04-01,Manitoba,414000
1992-04-01,New Brunswick,264000
1992-04-01,Newfoundland and Labrador,180000
1992-04-01,Ontario,3810000
1992-04-01,Prince Edward Island,46000
1992-04-01,Quebec,2731000
1992-05-01,Alberta,942000
1992-05-01,British Columbia,1318000
1992-05-01,Canada,10410000
1992-05-01,Manitoba,414000
1992-05-01,New Brunswick,264000
1992-05-01,Newfoundland and Labrador,180000
1992-05-01,Ontario,3810000
1992-05-01,Prince Edward Island,46000
1992-05-01,Quebec,2731000
1992-06-01,Alberta,942000
1992-06-01,British Columbia,1318000
1992-06-01,Canada,10410000
1992-06-01,Manitoba,414000
1992-06-01,New Brunswick,264000
1992-06-01,Newfoundland and Labrador,180000
1992-06-01,Ontario,3810000
1992-06-01,Prince Edward Island,46000
1992-06-01,Quebec,2731000
1992-07-01,Alberta,942000
1992-07-01,British Columbia,1318000
1992-07-01,Canada,10410000
1992-07-01,Manitoba,414000
1992-07-01,New Brunswick,264000
1992-07-01,Newfoundland and Labrador,180000
1992-07-01,Ontario,3810000
1992-07-01,Prince Edward Island,46000
1992-07-01,Quebec,2731000
1992-08-01,Alberta,942000
1992-08-01,British Columbia,1318000
1992-08-01,Canada,10410000
1992-08-01,Manitoba,414000
1992-08-01,New Brunswick,264000
1992-08-01,Newfoundland and Labrador,180000
1992-08-01,Ontario,3810000
1992-08-01,Prince Edward Island,46000
1992-08-01,Quebec,2731000
1992-09-01,Alberta,942000
1992-09-01,British Columbia,1318000
1992-09-01,Canada,10410000
1992-09-01,Manitoba,414000
1992-09-01,New Brunswick,264000
1992-09-01,Newfoundland and Labrador,180000
1992-09-01,Ontario,3810000
1992-09-01,Prince Edward Island,46000
1992-09-01,Quebec,2731000
1992-10-01,Alberta,942000
1992-10-01,British Columbia,1318000
1992-10-01,Canada,10410000
1992-10-01,Manitoba,414000
1992-10-01,New Brunswick,264000
1992-10-01,Newfoundland and Labrador,180000
1992-10-01,Ontario,3810000
1992-10-01,Prince Edward Island,46000
1992-10-01,Quebec,2731000
1992-11-01,Alberta,942000
1992-11-01,British Columbia,1318000
1992-11-01,Canada,10410000
1992-11-01,Manitoba,414000
1992-11-01,New Brunswick,264000
1992-11-01,Newfoundland and Labrador,180000
1992-11-01,Ontario,3810000
1992-11-01,Prince Edward Island,46000
1992-11-01,Quebec,2731000
1992-12-01,Alberta,942000
1992-12-01,British Columbia,1318000
1992-12-01,Canada,10410000
1992-12-01,Manitoba,414000
1992-12-01,New Brunswick,264000
1992-12-01,Newfoundland and Labrador,180000
1992-12-01,Ontario,3810000
1992-12-01,Prince Edward Island,46000
1992-12-01,Quebec,2731000
1993-01-01,Alberta,959000
1993-01-01,British Columbia,1359000
1993-01-01,Canada,10576000
1993-01-01,Manitoba,417000
1993-01-01,New Brunswick,267000
1993-01-01,Newfoundland and Labrador,182000
1993-01-01,Ontario,3869000
1993-01-01,Prince Edward Island,46000
1993-01-01,Quebec,2765000
1993-02-01,Alberta,959000
1993-02-01,British Columbia,1359000
1993-02-01,Canada,10576000
1993-02-01,Manitoba,417000
1993-02-01,New Brunswick,267000
1993-02-01,Newfoundland and Labrador,182000
1993-02-01,Ontario,3869000
1993-02-01,Prince Edward Island,46000
1993-02-01,Quebec,2765000
1993-03-01,Alberta,959000
1993-03-01,British Columbia,1359000
1993-03-01,Canada,10576000
1993-03-01,Manitoba,417000
1993-03-01,New Brunswick,267000
1993-03-01,Newfoundland and Labrador,182000
1993-03-01,Ontario,3869000
1993-03-01,Prince Edward Island,46000
1993-03-01,Quebec,2765000
1993-04-01,Alberta,959000
1993-04-01,British Columbia,1359000
1993-04-01,Canada,10576000
1993-04-01,Manitoba,417000
1993-04-01,New Brunswick,267000
1993-04-01,Newfoundland and Labrador,182000
1993-04-01,Ontario,3869000
1993-04-01,Prince Edward Island,46000
1993-04-01,Quebec,2765000
1993-05-01,Alberta,959000
1993-05-01,British Columbia,1359000
1993-05-01,Canada,10576000
1993-05-01,Manitoba,417000
1993-05-01,New Brunswick,267000
1993-05-01,Newfoundland and Labrador,182000
1993-05-01,Ontario,3869000
1993-05-01,Prince Edward Island,46000
1993-05-01,Quebec,2765000
1993-06-01,Alberta,959000
1993-06-01,British Columbia,1359000
1993-06-01,Canada,10576000
1993-06-01,Manitoba,417000
1993-06-01,New Brunswick,267000
1993-06-01,Newfoundland and Labrador,182000
1993-06-01,Ontario,3869000
1993-06-01,Prince Edward Island,46000
1993-06-01,Quebec,2765000
1993-07-01,Alberta,959000
1993-07-01,British Columbia,1359000
1993-07-01,Canada,10576000
1993-07-01,Manitoba,417000
1993-07-01,New Brunswick,267000
1993-07-01,Newfoundland and Labrador,182000
1993-07-01,Ontario,3869000
1993-07-01,Prince Edward Island,46000
1993-07-01,Quebec,2765000
1993-08-01,Alberta,959000
1993-08-01,British Columbia,1359000
1993-08-01,Canada,10576000
1993-08-01,Manitoba,417000
1993-08-01,New Brunswick,267000
1993-08-01,Newfoundland and Labrador,182000
1993-08-01,Ontario,3869000
1993-08-01,Prince Edward Island,46000
1993-08-01,Quebec,2765000
1993-09-01,Alberta,959000
1993-09-01,British Columbia,1359000
1993-09-01,Canada,10576000
1993-09-01,Manitoba,417000
1993-09-01,New Brunswick,267000
1993-09-01,Newfoundland and Labrador,182000
1993-09-01,Ontario,3869000
1993-09-01,Prince Edward Island,46000
1993-09-01,Quebec,2765000
1993-10-01,Alberta,959000
1993-10-01,British Columbia,1359000
1993-10-01,Canada,10576000
1993-10-01,Manitoba,417000
1993-10-01,New Brunswick,267000
1993-10-01,Newfoundland and Labrador,182000
1993-10-01,Ontario,3869000
1993-10-01,Prince Edward Island,46000
1993-10-01,Quebec,2765000
1993-11-01,Alberta,959000
1993-11-01,British Columbia,1359000
1993-11-01,Canada,10576000
1993-11-01,Manitoba,417000
1993-11-01,New Brunswick,267000
1993-11-01,Newfoundland and Labrador,182000
1993-11-01,Ontario,3869000
1993-11-01,Prince Edward Island,46000
1993-11-01,Quebec,2765000
1993-12-01,Alberta,959000
1993-12-01,British Columbia,1359000
1993-12-01,Canada,10576000
1993-12-01,Manitoba,417000
1993-12-01,New Brunswick,267000
1993-12-01,Newfoundland and Labrador,182000
1993-12-01,Ontario,3869000
1993-12-01,Prince Edward Island,46000
1993-12-01,Quebec,2765000
1994-01-01,Alberta,975000
1994-01-01,British Columbia,1401000
1994-01-01,Canada,10747000
1994-01-01,Manitoba,421000
1994-01-01,New Brunswick,271000
1994-01-01,Newfoundland and Labrador,184000
1994-01-01,Ontario,3927000
1994-01-01,Prince Edward Island,47000
1994-01-01,Quebec,2800000
1994-02-01,Alberta,975000
1994-02-01,British Columbia,1401000
1994-02-01,Canada,10747000
1994-02-01,Manitoba,421000
1994-02-01,New Brunswick,271000
1994-02-01,Newfoundland and Labrador,184000
1994-02-01,Ontario,3927000
1994-02-01,Prince Edward Island,47000
1994-02-01,Quebec,2800000
1994-03-01,Alberta,975000
1994-03-01,British Columbia,1401000
1994-03-01,Canada,10747000
1994-03-01,Manitoba,421000
1994-03-01,New Brunswick,271000
1994-03-01,Newfoundland and Labrador,184000
1994-03-01,Ontario,3927000
1994-03-01,Prince Edward Island,47000
1994-03-01,Quebec,2800000
1994-04-01,Alberta,975000
1994-04-01,British Columbia,1401000
1994-04-01,Canada,10747000
1994-04-01,Manitoba,421000
1994-04-01,New Brunswick,271000
1994-04-01,Newfoundland and Labrador,184000
1994-04-01,Ontario,3927000
1994-04-01,Prince Edward Island,47000
1994-04-01,Quebec,2800000
1994-05-01,Alberta,975000
1994-05-01,British Columbia,1401000
1994-05-01,Canada,10747000
1994-05-01,Manitoba,421000
1994-05-01,New Brunswick,271000
1994-05-01,Newfoundland and Labrador,184000
1994-05-01,Ontario,3927000
1994-05-01,Prince Edward Island,47000
1994-05-01,Quebec,2800000
1994-06-01,Alberta,975000
1994-06-01,British Columbia,1401000
1994-06-01,Canada,10747000
1994-06-01,Manitoba,421000
1994-06-01,New Brunswick,271000
1994-06-01,Newfoundland and Labrador,184000
1994-06-01,Ontario,3927000
1994-06-01,Prince Edward Island,47000
1994-06-01,Quebec,2800000
1994-07-01,Alberta,975000
1994-07-01,British Columbia,1401000
1994-07-01,Canada,10747000
1994-07-01,Manitoba,421000
1994-07-01,New Brunswick,271000
1994-07-01,Newfoundland and Labrador,184000
1994-07-01,Ontario,3927000
1994-07-01,Prince Edward Island,47000
1994-07-01,Quebec,2800000
1994-08-01,Alberta,975000
1994-08-01,British Columbia,1401000
1994-08-01,Canada,10747000
1994-08-01,Manitoba,421000
1994-08-01,New Brunswick,271000
1994-08-01,Newfoundland and Labrador,184000
1994-08-01,Ontario,3927000
1994-08-01,Prince Edward Island,47000
1994-08-01,Quebec,2800000
1994-09-01,Alberta,975000
1994-09-01,British Columbia,1401000
1994-09-01,Canada,10747000
1994-09-01,Manitoba,421000
1994-09-01,New Brunswick,271000
1994-09-01,Newfoundland and Labrador,184000
1994-09-01,Ontario,3927000
1994-09-01,Prince Edward Island,47000
1994-09-01,Quebec,2800000
1994-10-01,Alberta,975000
1994-10-01,British Columbia,1401000
1994-10-01,Canada,10747000
1994-10-01,Manitoba,421000
1994-10-01,New Brunswick,271000
1994-10-01,Newfoundland and Labrador,184000
1994-10-01,Ontario,3927000
1994-10-01,Prince Edward Island,47000
1994-10-01,Quebec,2800000
1994-11-01,Alberta,975000
1994-11-01,British Columbia,1401000
1994-11-01,Canada,10747000
1994-11-01,Manitoba,421000
1994-11-01,New Brunswick,271000
1994-11-01,Newfoundland and Labrador,184000
1994-11-01,Ontario,3927000
1994-11-01,Prince Edward Island,47000
1994-11-01,Quebec,2800000
1994-12-01,Alberta,975000
1994-12-01,British Columbia,1401000
1994-12-01,Canada,10747000
1994-12-01,Manitoba,421000
1994-12-01,New Brunswick,271000
1994-12-01,Newfoundland and Labrador,184000
1994-12-01,Ontario,3927000
1994-12-01,Prince Edward Island,47000
1994-12-01,Quebec,2800000
1995-01-01,Alberta,992000
1995-01-01,British Columbia,1442000
1995-01-01,Canada,10913000
1995-01-01,Manitoba,424000
1995-01-01,New Brunswick,274000
1995-01-01,Newfoundland and Labrador,186000
1995-01-01,Ontario,3986000
1995-01-01,Prince Edward Island,47000
1995-01-01,Quebec,2834000
1995-02-01,Alberta,992000
1995-02-01,British Columbia,1442000
1995-02-01,Canada,10913000
1995-02-01,Manitoba,424000
1995-02-01,New Brunswick,274000
1995-02-01,Newfoundland and Labrador,186000
1995-02-01,Ontario,3986000
1995-02-01,Prince Edward Island,47000
1995-02-01,Quebec,2834000
1995-03-01,Alberta,992000
1995-03-01,British Columbia,1442000
1995-03-01,Canada,10913000
1995-03-01,Manitoba,424000
1995-03-01,New Brunswick,274000
1995-03-01,Newfoundland and Labrador,186000
1995-03-01,Ontario,3986000
1995-03-01,Prince Edward Island,47000
1995-03-01,Quebec,2834000
1995-04-01,Alberta,992000
1995-04-01,British Columbia,1442000
1995-04-01,Canada,10913000
1995-04-01,Manitoba,424000
1995-04-01,New Brunswick,274000
1995-04-01,Newfoundland and Labrador,186000
1995-04-01,Ontario,3986000
1995-04-01,Prince Edward Island,47000
1995-04-01,Quebec,2834000
1995-05-01,Alberta,992000
1995-05-01,British Columbia,1442000
1995-05-01,Canada,10913000
1995-05-01,Manitoba,424000
1995-05-01,New Brunswick,274000
1995-05-01,Newfoundland and Labrador,186000
1995-05-01,Ontario,3986000
1995-05-01,Prince Edward Island,47000
1995-05-01,Quebec,2834000
1995-06-01,Alberta,992000
1995-06-01,British Columbia,1442000
1995-06-01,Canada,10913000
1995-06-01,Manitoba,424000
1995-06-01,New Brunswick,274000
1995-06-01,Newfoundland and Labrador,186000
1995-06-01,Ontario,3986000
1995-06-01,Prince Edward Island,47000
1995-06-01,Quebec,2834000
1995-07-01,Alberta,992000
1995-07-01,British Columbia,1442000
1995-07-01,Canada,10913000
1995-07-01,Manitoba,424000
1995-07-01,New Brunswick,274000
1995-07-01,Newfoundland and Labrador,186000
1995-07-01,Ontario,3986000
1995-07-01,Prince Edward Island,47000
1995-07-01,Quebec,2834000
1995-08-01,Alberta,992000
1995-08-01,British Columbia,1442000
1995-08-01,Canada,10913000
1995-08-01,Manitoba,424000
1995-08-01,New Brunswick,274000
1995-08-01,Newfoundland and Labrador,186000
1995-08-01,Ontario,3986000
1995-08-01,Prince Edward Island,47000
1995-08-01,Quebec,2834000
1995-09-01,Alberta,992000
1995-09-01,British Columbia,1442000
1995-09-01,Canada,10913000
1995-09-01,Manitoba,424000
1995-09-01,New Brunswick,274000
1995-09-01,Newfoundland and Labrador,186000
1995-09-01,Ontario,3986000
1995-09-01,Prince Edward Island,47000
1995-09-01,Quebec,2834000
1995-10-01,Alberta,992000
1995-10-01,British Columbia,1442000
1995-10-01,Canada,10913000
1995-10-01,Manitoba,424000
1995-10-01,New Brunswick,274000
1995-10-01,Newfoundland and Labrador,186000
1995-10-01,Ontario,3986000
1995-10-01,Prince Edward Island,47000
1995-10-01,Quebec,2834000
1995-11-01,Alberta,992000
1995-11-01,British Columbia,1442000
1995-11-01,Canada,10913000
1995-11-01,Manitoba,424000
1995-11-01,New Brunswick,274000
1995-11-01,Newfoundland and Labrador,186000
1995-11-01,Ontario,3986000
1995-11-01,Prince Edward Island,47000
1995-11-01,Quebec,2834000
1995-12-01,Alberta,992000
1995-12-01,British Columbia,1442000
1995-12-01,Canada,10913000
1995-12-01,Manitoba,424000
1995-12-01,New Brunswick,274000
1995-12-01,Newfoundland and Labrador,186000
1995-12-01,Ontario,3986000
1995-12-01,Prince Edward Island,47000
1995-12-01,Quebec,2834000
1996-01-01,Alberta,1008000
1996-01-01,British Columbia,1483000
1996-01-01,Canada,11078000
1996-01-01,Manitoba,427000
1996-01-01,New Brunswick,277000
1996-01-01,Newfoundland and Labrador,188000
1996-01-01,Ontario,4044000
1996-01-01,Prince Edward Island,48000
1996-01-01,Quebec,2868000
1996-02-01,Alberta,1008000
1996-02-01,British Columbia,1483000
1996-02-01,Canada,11078000
1996-02-01,Manitoba,427000
1996-02-01,New Brunswick,277000
1996-02-01,Newfoundland and Labrador,188000
1996-02-01,Ontario,4044000
1996-02-01,Prince Edward Island,48000
1996-02-01,Quebec,2868000
1996-03-01,Alberta,1008000
1996-03-01,British Columbia,1483000
1996-03-01,Canada,11078000
1996-03-01,Manitoba,427000
1996-03-01,New Brunswick,277000
1996-03-01,Newfoundland and Labrador,188000
1996-03-01,Ontario,4044000
1996-03-01,Prince Edward Island,48000
1996-03-01,Quebec,2868000
1996-04-01,Alberta,1008000
1996-04-01,British Columbia,1483000
1996-04-01,Canada,11078000
1996-04-01,Manitoba,427000
1996-04-01,New Brunswick,277000
1996-04-01,Newfoundland and Labrador,188000
1996-04-01,Ontario,4044000
1996-04-01,Prince Edward Island,48000
1996-04-01,Quebec,2868000
1996-05-01,Alberta,1008000
1996-05-01,British Columbia,1483000
1996-05-01,Canada,11078000
1996-05-01,Manitoba,427000
1996-05-01,New Brunswick,277000
1996-05-01,Newfoundland and Labrador,188000
1996-05-01,Ontario,4044000
1996-05-01,Prince Edward Island,48000
1996-05-01,Quebec,2868000
1996-06-01,Alberta,1008000
1996-06-01,British Columbia,1483000
1996-06-01,Canada,11078000
1996-06-01,Manitoba,427000
1996-06-01,New Brunswick,277000
1996-06-01,Newfoundland and Labrador,188000
1996-06-01,Ontario,4044000
1996-06-01,Prince Edward Island,48000
1996-06-01,Quebec,2868000
1996-07-01,Alberta,1008000
1996-07-01,British Columbia,1483000
1996-07-01,Canada,11078000
1996-07-01,Manitoba,427000
1996-07-01,New Brunswick,277000
1996-07-01,Newfoundland and Labrador,188000
1996-07-01,Ontario,4044000
1996-07-01,Prince Edward Island,48000
1996-07-01,Quebec,2868000
1996-08-01,Alberta,1008000
1996-08-01,British Columbia,1483000
1996-08-01,Canada,11078000
1996-08-01,Manitoba,427000
1996-08-01,New Brunswick,277000
1996-08-01,Newfoundland and Labrador,188000
1996-08-01,Ontario,4044000
1996-08-01,Prince Edward Island,48000
1996-08-01,Quebec,2868000
1996-09-01,Alberta,1008000
1996-09-01,British Columbia,1483000
1996-09-01,Canada,11078000
1996-09-01,Manitoba,427000
1996-09-01,New Brunswick,277000
1996-09-01,Newfoundland and Labrador,188000
1996-09-01,Ontario,4044000
1996-09-01,Prince Edward Island,48000
1996-09-01,Quebec,2868000
1996-10-01,Alberta,1008000
1996-10-01,British Columbia,1483000
1996-10-01,Canada,11078000
1996-10-01,Manitoba,427000
1996-10-01,New Brunswick,277000
1996-10-01,Newfoundland and Labrador,188000
1996-10-01,Ontario,4044000
1996-10-01,Prince Edward Island,48000
1996-10-01,Quebec,2868000
1996-11-01,Alberta,1008000
1996-11-01,British Columbia,1483000
1996-11-01,Canada,11078000
1996-11-01,Manitoba,427000
1996-11-01,New Brunswick,277000
1996-11-01,Newfoundland and Labrador,188000
1996-11-01,Ontario,4044000
1996-11-01,Prince Edward Island,48000
1996-11-01,Quebec,2868000
1996-12-01,Alberta,1008000
1996-12-01,British Columbia,1483000
1996-12-01,Canada,11078000
1996-12-01,Manitoba,427000
1996-12-01,New Brunswick,277000
1996-12-01,Newfoundland and Labrador,188000
1996-12-01,Ontario,4044000
1996-12-01,Prince Edward Island,48000
1996-12-01,Quebec,2868000
1997-01-01,Alberta,1033000
1997-01-01,British Columbia,1506000
1997-01-01,Canada,11241000
1997-01-01,Manitoba,430000
1997-01-01,New Brunswick,280000
1997-01-01,Newfoundland and Labrador,189000
1997-01-01,Ontario,4111000
1997-01-01,Prince Edward Island,49000
1997-01-01,Quebec,2903000
1997-02-01,Alberta,1033000
1997-02-01,British Columbia,1506000
1997-02-01,Canada,11241000
1997-02-01,Manitoba,430000
1997-02-01,New Brunswick,280000
1997-02-01,Newfoundland and Labrador,189000
1997-02-01,Ontario,4111000
1997-02-01,Prince Edward Island,49000
1997-02-01,Quebec,2903000
1997-03-01,Alberta,1033000
1997-03-01,British Columbia,1506000
1997-03-01,Canada,11241000
1997-03-01,Manitoba,430000
1997-03-01,New Brunswick,280000
1997-03-01,Newfoundland and Labrador,189000
1997-03-01,Ontario,4111000
1997-03-01,Prince Edward Island,49000
1997-03-01,Quebec,2903000
1997-04-01,Alberta,1033000
1997-04-01,British Columbia,1506000
1997-04-01,Canada,11241000
1997-04-01,Manitoba,430000
1997-04-01,New Brunswick,280000
1997-04-01,Newfoundland and Labrador,189000
1997-04-01,Ontario,4111000
1997-04-01,Prince Edward Island,49000
1997-04-01,Quebec,2903000
1997-05-01,Alberta,1033000
1997-05-01,British Columbia,1506000
1997-05-01,Canada,11241000
1997-05-01,Manitoba,430000
1997-05-01,New Brunswick,280000
1997-05-01,Newfoundland and Labrador,189000
1997-05-01,Ontario,4111000
1997-05-01,Prince Edward Island,49000
1997-05-01,Quebec,2903000
1997-06-01,Alberta,1033000
1997-06-01,British Columbia,1506000
1997-06-01,Canada,11241000
1997-06-01,Manitoba,430000
1997-06-01,New Brunswick,280000
1997-06-01,Newfoundland and Labrador,189000
1997-06-01,Ontario,4111000
1997-06-01,Prince Edward Island,49000
1997-06-01,Quebec,2903000
1997-07-01,Alberta,1033000
1997-07-01,British Columbia,1506000
1997-07-01,Canada,11241000
1997-07-01,Manitoba,430000
1997-07-01,New Brunswick,280000
1997-07-01,Newfoundland and Labrador,189000
1997-07-01,Ontario,4111000
1997-07-01,Prince Edward Island,49000
1997-07-01,Quebec,2903000
1997-08-01,Alberta,1033000
1997-08-01,British Columbia,1506000
1997-08-01,Canada,11241000
1997-08-01,Manitoba,430000
1997-08-01,New Brunswick,280000
1997-08-01,Newfoundland and Labrador,189000
1997-08-01,Ontario,4111000
1997-08-01,Prince Edward Island,49000
