"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3694577","","","","0"
"1998","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3686538","","","","0"
"1999","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3669188","","","","0"
"2000","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3658550","","","","0"
"2001","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3647518","","","","0"
"2002","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3635591","","","","0"
"2003","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3613469","","","","0"
"2004","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3598829","","","","0"
"2005","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3592375","","","","0"
"2006","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3586618","","","","0"
"2007","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3574568","","","","0"
"2008","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3564993","","","","0"
"2009","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3562760","","","","0"
"2010","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3563843","","","","0"
"2011","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3561507","","","","0"
"2012","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3561608","","","","0"
"2013","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3563273","","","","0"
"2014","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3570511","","","","0"
"2015","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3585369","","","","0"
"2016","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3618998","","","","0"
"2017","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3646105","","","","0"
"2018","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3680773","","","","0"
"2019","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3720526","","","","0"
"2020","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3754821","","","","0"
"2021","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3758079","","","","0"
"2022","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3790596","","","","0"
"2023","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3846941","","","","0"
"2024","Canada","2016A000011124","Men+","0 to 17 years","Persons","249","units","0","v466966","1.2.94","3912764","","","","0"
"1971","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","5555838","","","","0"
"1972","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","5668183","","","","0"
"1973","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","5798434","","","","0"
"1974","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","5948668","","","","0"
"1975","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6101112","","","","0"
"1976","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6241388","","","","0"
"1977","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6365367","","","","0"
"1978","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6478519","","","","0"
"1979","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6592178","","","","0"
"1980","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6722188","","","","0"
"1981","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6830459","","","","0"
"1982","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6920565","","","","0"
"1983","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","6989442","","","","0"
"1984","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7060480","","","","0"
"1985","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7136224","","","","0"
"1986","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7225725","","","","0"
"1987","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7324057","","","","0"
"1988","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7408093","","","","0"
"1989","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7537702","","","","0"
"1990","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7633217","","","","0"
"1991","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7715583","","","","0"
"1992","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7763500","","","","0"
"1993","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7813635","","","","0"
"1994","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7872162","","","","0"
"1995","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7935364","","","","0"
"1996","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","7991843","","","","0"
"1997","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8032096","","","","0"
"1998","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8046503","","","","0"
"1999","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8079251","","","","0"
"2000","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8127726","","","","0"
"2001","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8193246","","","","0"
"2002","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8246983","","","","0"
"2003","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8273480","","","","0"
"2004","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8300414","","","","0"
"2005","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8331767","","","","0"
"2006","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8362149","","","","0"
"2007","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8366379","","","","0"
"2008","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8376294","","","","0"
"2009","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8392985","","","","0"
"2010","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8399885","","","","0"
"2011","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8385866","","","","0"
"2012","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8397719","","","","0"
"2013","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8392303","","","","0"
"2014","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8385089","","","","0"
"2015","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8355448","","","","0"
"2016","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8392969","","","","0"
"2017","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8466462","","","","0"
"2018","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8596453","","","","0"
"2019","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8737634","","","","0"
"2020","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8820275","","","","0"
"2021","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","8838015","","","","0"
"2022","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","9076478","","","","0"
"2023","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","9551286","","","","0"
"2024","Canada","2016A000011124","Men+","15 to 49 years","Persons","249","units","0","v466969","1.2.95","10029931","","","","0"
"1971","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","6947551","","","","0"
"1972","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","7095499","","","","0"
"1973","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","7255617","","","","0"
"1974","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","7436629","","","","0"
"1975","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","7616844","","","","0"
"1976","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","7783245","","","","0"
"1977","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","7930258","","","","0"
"1978","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8066329","","","","0"
"1979","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8200518","","","","0"
"1980","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8357565","","","","0"
"1981","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8496096","","","","0"
"1982","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8616698","","","","0"
"1983","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8713862","","","","0"
"1984","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8805888","","","","0"
"1985","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8891807","","","","0"
"1986","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","8992879","","","","0"
"1987","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9103710","","","","0"
"1988","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9205350","","","","0"
"1989","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9357801","","","","0"
"1990","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9475497","","","","0"
"1991","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9587119","","","","0"
"1992","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9663824","","","","0"
"1993","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9752848","","","","0"
"1994","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9855864","","","","0"
"1995","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","9960315","","","","0"
"1996","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","10068023","","","","0"
"1997","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","10189815","","","","0"
"1998","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","10285663","","","","0"
"1999","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","10400243","","","","0"
"2000","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","10532692","","","","0"
"2001","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","10687405","","","","0"
"2002","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","10835763","","","","0"
"2003","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","10958457","","","","0"
"2004","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11088178","","","","0"
"2005","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11228857","","","","0"
"2006","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11365094","","","","0"
"2007","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11479107","","","","0"
"2008","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11596083","","","","0"
"2009","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11718570","","","","0"
"2010","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11835749","","","","0"
"2011","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11922975","","","","0"
"2012","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","11999168","","","","0"
"2013","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12065613","","","","0"
"2014","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12126715","","","","0"
"2015","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12150224","","","","0"
"2016","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12219525","","","","0"
"2017","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12309388","","","","0"
"2018","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12447268","","","","0"
"2019","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12591007","","","","0"
"2020","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12664674","","","","0"
"2021","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12667777","","","","0"
"2022","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","12883869","","","","0"
"2023","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","13338483","","","","0"
"2024","Canada","2016A000011124","Men+","15 to 64 years","Persons","249","units","0","v466972","1.2.96","13806633","","","","0"
"1971","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","6717049","","","","0"
"1972","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","6862717","","","","0"
"1973","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","7018649","","","","0"
"1974","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","7197387","","","","0"
"1975","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","7370690","","","","0"
"1976","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","7532475","","","","0"
"1977","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","7687115","","","","0"
"1978","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","7819927","","","","0"
"1979","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","7956527","","","","0"
"1980","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","8120043","","","","0"
"1981","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","8275894","","","","0"
"1982","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","8411459","","","","0"
"1983","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","8515656","","","","0"
"1984","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","8608047","","","","0"
"1985","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","8689549","","","","0"
"1986","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","8790093","","","","0"
"1987","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","8911967","","","","0"
"1988","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9016322","","","","0"
"1989","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9169743","","","","0"
"1990","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9279355","","","","0"
"1991","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9390478","","","","0"
"1992","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9468192","","","","0"
"1993","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9556349","","","","0"
"1994","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9654643","","","","0"
"1995","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9753587","","","","0"
"1996","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9859649","","","","0"
"1997","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","9982190","","","","0"
"1998","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","10075600","","","","0"
"1999","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","10187380","","","","0"
"2000","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","10316697","","","","0"
"2001","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","10471889","","","","0"
"2002","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","10623814","","","","0"
"2003","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","10746895","","","","0"
"2004","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","10867284","","","","0"
"2005","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","10998071","","","","0"
"2006","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11135284","","","","0"
"2007","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11254689","","","","0"
"2008","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11373892","","","","0"
"2009","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11496850","","","","0"
"2010","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11612458","","","","0"
"2011","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11704238","","","","0"
"2012","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11788637","","","","0"
"2013","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11860554","","","","0"
"2014","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11923315","","","","0"
"2015","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","11944247","","","","0"
"2016","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","12017767","","","","0"
"2017","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","12110781","","","","0"
"2018","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","12247025","","","","0"
"2019","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","12384995","","","","0"
"2020","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","12457507","","","","0"
"2021","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","12457303","","","","0"
"2022","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","12666186","","","","0"
"2023","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","13111105","","","","0"
"2024","Canada","2016A000011124","Men+","16 to 64 years","Persons","249","units","0","v466975","1.2.97","13572757","","","","0"
"1971","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","6487073","","","","0"
"1972","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","6631974","","","","0"
"1973","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","6785364","","","","0"
"1974","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","6959860","","","","0"
"1975","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","7130324","","","","0"
"1976","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","7284971","","","","0"
"1977","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","7436266","","","","0"
"1978","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","7576381","","","","0"
"1979","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","7709016","","","","0"
"1980","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","7873452","","","","0"
"1981","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8036487","","","","0"
"1982","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8190278","","","","0"
"1983","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8309355","","","","0"
"1984","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8408942","","","","0"
"1985","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8490556","","","","0"
"1986","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8586937","","","","0"
"1987","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8708305","","","","0"
"1988","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8822574","","","","0"
"1989","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","8977603","","","","0"
"1990","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9087833","","","","0"
"1991","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9191839","","","","0"
"1992","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9269496","","","","0"
"1993","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9358545","","","","0"
"1994","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9455787","","","","0"
"1995","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9549918","","","","0"
"1996","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9650893","","","","0"
"1997","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9771540","","","","0"
"1998","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9865875","","","","0"
"1999","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","9975392","","","","0"
"2000","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","10101466","","","","0"
"2001","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","10253557","","","","0"
"2002","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","10405677","","","","0"
"2003","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","10532651","","","","0"
"2004","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","10653212","","","","0"
"2005","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","10773842","","","","0"
"2006","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","10902276","","","","0"
"2007","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11023818","","","","0"
"2008","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11147757","","","","0"
"2009","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11271932","","","","0"
"2010","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11387399","","","","0"
"2011","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11477999","","","","0"
"2012","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11567812","","","","0"
"2013","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11647506","","","","0"
"2014","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11714908","","","","0"
"2015","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11736683","","","","0"
"2016","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11807408","","","","0"
"2017","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","11907000","","","","0"
"2018","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","12045273","","","","0"
"2019","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","12180339","","","","0"
"2020","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","12247245","","","","0"
"2021","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","12247728","","","","0"
"2022","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","12451047","","","","0"
"2023","Canada","2016A000011124","Men+","17 to 64 years","Persons","249","units","0","v466978","1.2.98","12887408","","","","0"
