REF_DATE,Province,Number_of_Households
1991-04,Newfoundland and Labrador,178
1991-04,Nova Scotia,330
1991-04,Ontario,3752
1991-04,Prince Edward Island,45
1991-04,Quebec,2697
1991-04,Saskatchewan,368
1991-05,Alberta,926
1991-05,British Columbia,1277
1991-05,Manitoba,411
1991-05,New Brunswick,261
1991-05,Newfoundland and Labrador,178
1991-05,Nova Scotia,330
1991-05,Ontario,3752
1991-05,Prince Edward Island,45
1991-05,Quebec,2697
1991-05,Saskatchewan,368
1991-06,Alberta,926
1991-06,British Columbia,1277
1991-06,Manitoba,411
1991-06,New Brunswick,261
1991-06,Newfoundland and Labrador,178
1991-06,Nova Scotia,330
1991-06,Ontario,3752
1991-06,Prince Edward Island,45
1991-06,Quebec,2697
1991-06,Saskatchewan,368
1991-07,Alberta,926
1991-07,British Columbia,1277
1991-07,Manitoba,411
1991-07,New Brunswick,261
1991-07,Newfoundland and Labrador,178
1991-07,Nova Scotia,330
1991-07,Ontario,3752
1991-07,Prince Edward Island,45
1991-07,Quebec,2697
1991-07,Saskatchewan,368
1991-08,Alberta,926
1991-08,British Columbia,1277
1991-08,Manitoba,411
1991-08,New Brunswick,261
1991-08,Newfoundland and Labrador,178
1991-08,Nova Scotia,330
1991-08,Ontario,3752
1991-08,Prince Edward Island,45
1991-08,Quebec,2697
1991-08,Saskatchewan,368
1991-09,Alberta,926
1991-09,British Columbia,1277
1991-09,Manitoba,411
1991-09,New Brunswick,261
1991-09,Newfoundland and Labrador,178
1991-09,Nova Scotia,330
1991-09,Ontario,3752
1991-09,Prince Edward Island,45
1991-09,Quebec,2697
1991-09,Saskatchewan,368
1991-10,Alberta,926
1991-10,British Columbia,1277
1991-10,Manitoba,411
1991-10,New Brunswick,261
1991-10,Newfoundland and Labrador,178
1991-10,Nova Scotia,330
1991-10,Ontario,3752
1991-10,Prince Edward Island,45
1991-10,Quebec,2697
1991-10,Saskatchewan,368
1991-11,Alberta,926
1991-11,British Columbia,1277
1991-11,Manitoba,411
1991-11,New Brunswick,261
1991-11,Newfoundland and Labrador,178
1991-11,Nova Scotia,330
1991-11,Ontario,3752
1991-11,Prince Edward Island,45
1991-11,Quebec,2697
1991-11,Saskatchewan,368
1991-12,Alberta,926
1991-12,British Columbia,1277
1991-12,Manitoba,411
1991-12,New Brunswick,261
1991-12,Newfoundland and Labrador,178
1991-12,Nova Scotia,330
1991-12,Ontario,3752
1991-12,Prince Edward Island,45
1991-12,Quebec,2697
1991-12,Saskatchewan,368
1992-01,Alberta,942
1992-01,British Columbia,1318
1992-01,Manitoba,414
1992-01,New Brunswick,264
1992-01,Newfoundland and Labrador,180
1992-01,Nova Scotia,334
1992-01,Ontario,3810
1992-01,Prince Edward Island,46
1992-01,Quebec,2731
1992-01,Saskatchewan,371
1992-02,Alberta,942
1992-02,British Columbia,1318
1992-02,Manitoba,414
1992-02,New Brunswick,264
1992-02,Newfoundland and Labrador,180
1992-02,Nova Scotia,334
1992-02,Ontario,3810
1992-02,Prince Edward Island,46
1992-02,Quebec,2731
1992-02,Saskatchewan,371
1992-03,Alberta,942
1992-03,British Columbia,1318
1992-03,Manitoba,414
1992-03,New Brunswick,264
1992-03,Newfoundland and Labrador,180
1992-03,Nova Scotia,334
1992-03,Ontario,3810
1992-03,Prince Edward Island,46
1992-03,Quebec,2731
1992-03,Saskatchewan,371
1992-04,Alberta,942
1992-04,British Columbia,1318
1992-04,Manitoba,414
1992-04,New Brunswick,264
1992-04,Newfoundland and Labrador,180
1992-04,Nova Scotia,334
1992-04,Ontario,3810
1992-04,Prince Edward Island,46
1992-04,Quebec,2731
1992-04,Saskatchewan,371
1992-05,Alberta,942
1992-05,British Columbia,1318
1992-05,Manitoba,414
1992-05,New Brunswick,264
1992-05,Newfoundland and Labrador,180
1992-05,Nova Scotia,334
1992-05,Ontario,3810
1992-05,Prince Edward Island,46
1992-05,Quebec,2731
1992-05,Saskatchewan,371
1992-06,Alberta,942
1992-06,British Columbia,1318
1992-06,Manitoba,414
1992-06,New Brunswick,264
1992-06,Newfoundland and Labrador,180
1992-06,Nova Scotia,334
1992-06,Ontario,3810
1992-06,Prince Edward Island,46
1992-06,Quebec,2731
1992-06,Saskatchewan,371
1992-07,Alberta,942
1992-07,British Columbia,1318
1992-07,Manitoba,414
1992-07,New Brunswick,264
1992-07,Newfoundland and Labrador,180
1992-07,Nova Scotia,334
1992-07,Ontario,3810
1992-07,Prince Edward Island,46
1992-07,Quebec,2731
1992-07,Saskatchewan,371
1992-08,Alberta,942
1992-08,British Columbia,1318
1992-08,Manitoba,414
1992-08,New Brunswick,264
1992-08,Newfoundland and Labrador,180
1992-08,Nova Scotia,334
1992-08,Ontario,3810
1992-08,Prince Edward Island,46
1992-08,Quebec,2731
1992-08,Saskatchewan,371
1992-09,Alberta,942
1992-09,British Columbia,1318
1992-09,Manitoba,414
1992-09,New Brunswick,264
1992-09,Newfoundland and Labrador,180
1992-09,Nova Scotia,334
1992-09,Ontario,3810
1992-09,Prince Edward Island,46
1992-09,Quebec,2731
1992-09,Saskatchewan,371
1992-10,Alberta,942
1992-10,British Columbia,1318
1992-10,Manitoba,414
1992-10,New Brunswick,264
1992-10,Newfoundland and Labrador,180
1992-10,Nova Scotia,334
1992-10,Ontario,3810
1992-10,Prince Edward Island,46
1992-10,Quebec,2731
1992-10,Saskatchewan,371
1992-11,Alberta,942
1992-11,British Columbia,1318
1992-11,Manitoba,414
1992-11,New Brunswick,264
1992-11,Newfoundland and Labrador,180
1992-11,Nova Scotia,334
1992-11,Ontario,3810
1992-11,Prince Edward Island,46
1992-11,Quebec,2731
1992-11,Saskatchewan,371
1992-12,Alberta,942
1992-12,British Columbia,1318
1992-12,Manitoba,414
1992-12,New Brunswick,264
1992-12,Newfoundland and Labrador,180
1992-12,Nova Scotia,334
1992-12,Ontario,3810
1992-12,Prince Edward Island,46
1992-12,Quebec,2731
1992-12,Saskatchewan,371
1993-01,Alberta,959
1993-01,British Columbia,1359
1993-01,Manitoba,417
1993-01,New Brunswick,267
1993-01,Newfoundland and Labrador,182
1993-01,Nova Scotia,338
1993-01,Ontario,3869
1993-01,Prince Edward Island,46
1993-01,Quebec,2765
1993-01,Saskatchewan,374
1993-02,Alberta,959
1993-02,British Columbia,1359
1993-02,Manitoba,417
1993-02,New Brunswick,267
1993-02,Newfoundland and Labrador,182
1993-02,Nova Scotia,338
1993-02,Ontario,3869
1993-02,Prince Edward Island,46
1993-02,Quebec,2765
1993-02,Saskatchewan,374
1993-03,Alberta,959
1993-03,British Columbia,1359
1993-03,Manitoba,417
1993-03,New Brunswick,267
1993-03,Newfoundland and Labrador,182
1993-03,Nova Scotia,338
1993-03,Ontario,3869
1993-03,Prince Edward Island,46
1993-03,Quebec,2765
1993-03,Saskatchewan,374
1993-04,Alberta,959
1993-04,British Columbia,1359
1993-04,Manitoba,417
1993-04,New Brunswick,267
1993-04,Newfoundland and Labrador,182
1993-04,Nova Scotia,338
1993-04,Ontario,3869
1993-04,Prince Edward Island,46
1993-04,Quebec,2765
1993-04,Saskatchewan,374
1993-05,Alberta,959
1993-05,British Columbia,1359
1993-05,Manitoba,417
1993-05,New Brunswick,267
1993-05,Newfoundland and Labrador,182
1993-05,Nova Scotia,338
1993-05,Ontario,3869
1993-05,Prince Edward Island,46
1993-05,Quebec,2765
1993-05,Saskatchewan,374
1993-06,Alberta,959
1993-06,British Columbia,1359
1993-06,Manitoba,417
1993-06,New Brunswick,267
1993-06,Newfoundland and Labrador,182
1993-06,Nova Scotia,338
1993-06,Ontario,3869
1993-06,Prince Edward Island,46
1993-06,Quebec,2765
1993-06,Saskatchewan,374
1993-07,Alberta,959
1993-07,British Columbia,1359
1993-07,Manitoba,417
1993-07,New Brunswick,267
1993-07,Newfoundland and Labrador,182
1993-07,Nova Scotia,338
1993-07,Ontario,3869
1993-07,Prince Edward Island,46
1993-07,Quebec,2765
1993-07,Saskatchewan,374
1993-08,Alberta,959
1993-08,British Columbia,1359
1993-08,Manitoba,417
1993-08,New Brunswick,267
1993-08,Newfoundland and Labrador,182
1993-08,Nova Scotia,338
1993-08,Ontario,3869
1993-08,Prince Edward Island,46
1993-08,Quebec,2765
1993-08,Saskatchewan,374
1993-09,Alberta,959
1993-09,British Columbia,1359
1993-09,Manitoba,417
1993-09,New Brunswick,267
1993-09,Newfoundland and Labrador,182
1993-09,Nova Scotia,338
1993-09,Ontario,3869
1993-09,Prince Edward Island,46
1993-09,Quebec,2765
1993-09,Saskatchewan,374
1993-10,Alberta,959
1993-10,British Columbia,1359
1993-10,Manitoba,417
1993-10,New Brunswick,267
1993-10,Newfoundland and Labrador,182
1993-10,Nova Scotia,338
1993-10,Ontario,3869
1993-10,Prince Edward Island,46
1993-10,Quebec,2765
1993-10,Saskatchewan,374
1993-11,Alberta,959
1993-11,British Columbia,1359
1993-11,Manitoba,417
1993-11,New Brunswick,267
1993-11,Newfoundland and Labrador,182
1993-11,Nova Scotia,338
1993-11,Ontario,3869
1993-11,Prince Edward Island,46
1993-11,Quebec,2765
1993-11,Saskatchewan,374
1993-12,Alberta,959
1993-12,British Columbia,1359
1993-12,Manitoba,417
1993-12,New Brunswick,267
1993-12,Newfoundland and Labrador,182
1993-12,Nova Scotia,338
1993-12,Ontario,3869
1993-12,Prince Edward Island,46
1993-12,Quebec,2765
1993-12,Saskatchewan,374
1994-01,Alberta,975
1994-01,British Columbia,1401
1994-01,Manitoba,421
1994-01,New Brunswick,271
1994-01,Newfoundland and Labrador,184
1994-01,Nova Scotia,343
1994-01,Ontario,3927
1994-01,Prince Edward Island,47
1994-01,Quebec,2800
1994-01,Saskatchewan,378
1994-02,Alberta,975
1994-02,British Columbia,1401
1994-02,Manitoba,421
1994-02,New Brunswick,271
1994-02,Newfoundland and Labrador,184
1994-02,Nova Scotia,343
1994-02,Ontario,3927
1994-02,Prince Edward Island,47
1994-02,Quebec,2800
1994-02,Saskatchewan,378
1994-03,Alberta,975
1994-03,British Columbia,1401
1994-03,Manitoba,421
1994-03,New Brunswick,271
1994-03,Newfoundland and Labrador,184
1994-03,Nova Scotia,343
1994-03,Ontario,3927
1994-03,Prince Edward Island,47
1994-03,Quebec,2800
1994-03,Saskatchewan,378
1994-04,Alberta,975
1994-04,British Columbia,1401
1994-04,Manitoba,421
1994-04,New Brunswick,271
1994-04,Newfoundland and Labrador,184
1994-04,Nova Scotia,343
1994-04,Ontario,3927
1994-04,Prince Edward Island,47
1994-04,Quebec,2800
1994-04,Saskatchewan,378
1994-05,Alberta,975
1994-05,British Columbia,1401
1994-05,Manitoba,421
1994-05,New Brunswick,271
1994-05,Newfoundland and Labrador,184
1994-05,Nova Scotia,343
1994-05,Ontario,3927
1994-05,Prince Edward Island,47
1994-05,Quebec,2800
1994-05,Saskatchewan,378
1994-06,Alberta,975
1994-06,British Columbia,1401
1994-06,Manitoba,421
1994-06,New Brunswick,271
1994-06,Newfoundland and Labrador,184
1994-06,Nova Scotia,343
1994-06,Ontario,3927
1994-06,Prince Edward Island,47
1994-06,Quebec,2800
1994-06,Saskatchewan,378
1994-07,Alberta,975
1994-07,British Columbia,1401
1994-07,Manitoba,421
1994-07,New Brunswick,271
1994-07,Newfoundland and Labrador,184
1994-07,Nova Scotia,343
1994-07,Ontario,3927
1994-07,Prince Edward Island,47
1994-07,Quebec,2800
1994-07,Saskatchewan,378
1994-08,Alberta,975
1994-08,British Columbia,1401
1994-08,Manitoba,421
1994-08,New Brunswick,271
1994-08,Newfoundland and Labrador,184
1994-08,Nova Scotia,343
1994-08,Ontario,3927
1994-08,Prince Edward Island,47
1994-08,Quebec,2800
1994-08,Saskatchewan,378
1994-09,Alberta,975
1994-09,British Columbia,1401
1994-09,Manitoba,421
1994-09,New Brunswick,271
1994-09,Newfoundland and Labrador,184
1994-09,Nova Scotia,343
1994-09,Ontario,3927
1994-09,Prince Edward Island,47
1994-09,Quebec,2800
1994-09,Saskatchewan,378
1994-10,Alberta,975
1994-10,British Columbia,1401
1994-10,Manitoba,421
1994-10,New Brunswick,271
1994-10,Newfoundland and Labrador,184
1994-10,Nova Scotia,343
1994-10,Ontario,3927
1994-10,Prince Edward Island,47
1994-10,Quebec,2800
1994-10,Saskatchewan,378
1994-11,Alberta,975
1994-11,British Columbia,1401
1994-11,Manitoba,421
1994-11,New Brunswick,271
1994-11,Newfoundland and Labrador,184
1994-11,Nova Scotia,343
1994-11,Ontario,3927
1994-11,Prince Edward Island,47
1994-11,Quebec,2800
1994-11,Saskatchewan,378
1994-12,Alberta,975
1994-12,British Columbia,1401
1994-12,Manitoba,421
1994-12,New Brunswick,271
1994-12,Newfoundland and Labrador,184
1994-12,Nova Scotia,343
1994-12,Ontario,3927
1994-12,Prince Edward Island,47
1994-12,Quebec,2800
1994-12,Saskatchewan,378
1995-01,Alberta,992
1995-01,British Columbia,1442
1995-01,Manitoba,424
1995-01,New Brunswick,274
1995-01,Newfoundland and Labrador,186
1995-01,Nova Scotia,347
1995-01,Ontario,3986
1995-01,Prince Edward Island,47
1995-01,Quebec,2834
1995-01,Saskatchewan,381
1995-02,Alberta,992
1995-02,British Columbia,1442
1995-02,Manitoba,424
1995-02,New Brunswick,274
1995-02,Newfoundland and Labrador,186
1995-02,Nova Scotia,347
1995-02,Ontario,3986
1995-02,Prince Edward Island,47
1995-02,Quebec,2834
1995-02,Saskatchewan,381
1995-03,Alberta,992
1995-03,British Columbia,1442
1995-03,Manitoba,424
1995-03,New Brunswick,274
1995-03,Newfoundland and Labrador,186
1995-03,Nova Scotia,347
1995-03,Ontario,3986
1995-03,Prince Edward Island,47
1995-03,Quebec,2834
1995-03,Saskatchewan,381
1995-04,Alberta,992
1995-04,British Columbia,1442
1995-04,Manitoba,424
1995-04,New Brunswick,274
1995-04,Newfoundland and Labrador,186
1995-04,Nova Scotia,347
1995-04,Ontario,3986
1995-04,Prince Edward Island,47
1995-04,Quebec,2834
1995-04,Saskatchewan,381
1995-05,Alberta,992
1995-05,British Columbia,1442
1995-05,Manitoba,424
1995-05,New Brunswick,274
1995-05,Newfoundland and Labrador,186
1995-05,Nova Scotia,347
1995-05,Ontario,3986
1995-05,Prince Edward Island,47
1995-05,Quebec,2834
1995-05,Saskatchewan,381
1995-06,Alberta,992
1995-06,British Columbia,1442
1995-06,Manitoba,424
1995-06,New Brunswick,274
1995-06,Newfoundland and Labrador,186
1995-06,Nova Scotia,347
1995-06,Ontario,3986
1995-06,Prince Edward Island,47
1995-06,Quebec,2834
1995-06,Saskatchewan,381
1995-07,Alberta,992
1995-07,British Columbia,1442
1995-07,Manitoba,424
1995-07,New Brunswick,274
1995-07,Newfoundland and Labrador,186
1995-07,Nova Scotia,347
1995-07,Ontario,3986
1995-07,Prince Edward Island,47
1995-07,Quebec,2834
1995-07,Saskatchewan,381
1995-08,Alberta,992
1995-08,British Columbia,1442
1995-08,Manitoba,424
1995-08,New Brunswick,274
1995-08,Newfoundland and Labrador,186
1995-08,Nova Scotia,347
1995-08,Ontario,3986
1995-08,Prince Edward Island,47
1995-08,Quebec,2834
1995-08,Saskatchewan,381
1995-09,Alberta,992
1995-09,British Columbia,1442
1995-09,Manitoba,424
1995-09,New Brunswick,274
1995-09,Newfoundland and Labrador,186
1995-09,Nova Scotia,347
1995-09,Ontario,3986
1995-09,Prince Edward Island,47
1995-09,Quebec,2834
1995-09,Saskatchewan,381
1995-10,Alberta,992
1995-10,British Columbia,1442
1995-10,Manitoba,424
1995-10,New Brunswick,274
1995-10,Newfoundland and Labrador,186
1995-10,Nova Scotia,347
1995-10,Ontario,3986
1995-10,Prince Edward Island,47
1995-10,Quebec,2834
1995-10,Saskatchewan,381
1995-11,Alberta,992
1995-11,British Columbia,1442
1995-11,Manitoba,424
1995-11,New Brunswick,274
1995-11,Newfoundland and Labrador,186
1995-11,Nova Scotia,347
1995-11,Ontario,3986
1995-11,Prince Edward Island,47
1995-11,Quebec,2834
1995-11,Saskatchewan,381
1995-12,Alberta,992
1995-12,British Columbia,1442
1995-12,Manitoba,424
1995-12,New Brunswick,274
1995-12,Newfoundland and Labrador,186
1995-12,Nova Scotia,347
1995-12,Ontario,3986
1995-12,Prince Edward Island,47
1995-12,Quebec,2834
1995-12,Saskatchewan,381
1996-01,Alberta,1008
1996-01,British Columbia,1483
1996-01,Manitoba,427
1996-01,New Brunswick,277
1996-01,Newfoundland and Labrador,188
1996-01,Nova Scotia,351
1996-01,Ontario,4044
1996-01,Prince Edward Island,48
1996-01,Quebec,2868
1996-01,Saskatchewan,384
1996-02,Alberta,1008
1996-02,British Columbia,1483
1996-02,Manitoba,427
1996-02,New Brunswick,277
1996-02,Newfoundland and Labrador,188
1996-02,Nova Scotia,351
1996-02,Ontario,4044
1996-02,Prince Edward Island,48
1996-02,Quebec,2868
1996-02,Saskatchewan,384
1996-03,Alberta,1008
1996-03,British Columbia,1483
1996-03,Manitoba,427
1996-03,New Brunswick,277
1996-03,Newfoundland and Labrador,188
1996-03,Nova Scotia,351
1996-03,Ontario,4044
1996-03,Prince Edward Island,48
1996-03,Quebec,2868
1996-03,Saskatchewan,384
1996-04,Alberta,1008
1996-04,British Columbia,1483
1996-04,Manitoba,427
1996-04,New Brunswick,277
1996-04,Newfoundland and Labrador,188
1996-04,Nova Scotia,351
1996-04,Ontario,4044
1996-04,Prince Edward Island,48
1996-04,Quebec,2868
1996-04,Saskatchewan,384
1996-05,Alberta,1008
1996-05,British Columbia,1483
1996-05,Manitoba,427
1996-05,New Brunswick,277
1996-05,Newfoundland and Labrador,188
1996-05,Nova Scotia,351
1996-05,Ontario,4044
1996-05,Prince Edward Island,48
1996-05,Quebec,2868
1996-05,Saskatchewan,384
1996-06,Alberta,1008
1996-06,British Columbia,1483
1996-06,Manitoba,427
1996-06,New Brunswick,277
1996-06,Newfoundland and Labrador,188
1996-06,Nova Scotia,351
1996-06,Ontario,4044
1996-06,Prince Edward Island,48
1996-06,Quebec,2868
1996-06,Saskatchewan,384
1996-07,Alberta,1008
1996-07,British Columbia,1483
1996-07,Manitoba,427
1996-07,New Brunswick,277
1996-07,Newfoundland and Labrador,188
1996-07,Nova Scotia,351
1996-07,Ontario,4044
1996-07,Prince Edward Island,48
1996-07,Quebec,2868
1996-07,Saskatchewan,384
1996-08,Alberta,1008
1996-08,British Columbia,1483
1996-08,Manitoba,427
1996-08,New Brunswick,277
1996-08,Newfoundland and Labrador,188
1996-08,Nova Scotia,351
1996-08,Ontario,4044
1996-08,Prince Edward Island,48
1996-08,Quebec,2868
1996-08,Saskatchewan,384
1996-09,Alberta,1008
1996-09,British Columbia,1483
1996-09,Manitoba,427
1996-09,New Brunswick,277
1996-09,Newfoundland and Labrador,188
1996-09,Nova Scotia,351
1996-09,Ontario,4044
1996-09,Prince Edward Island,48
1996-09,Quebec,2868
1996-09,Saskatchewan,384
1996-10,Alberta,1008
1996-10,British Columbia,1483
1996-10,Manitoba,427
1996-10,New Brunswick,277
1996-10,Newfoundland and Labrador,188
1996-10,Nova Scotia,351
1996-10,Ontario,4044
1996-10,Prince Edward Island,48
1996-10,Quebec,2868
1996-10,Saskatchewan,384
1996-11,Alberta,1008
1996-11,British Columbia,1483
1996-11,Manitoba,427
1996-11,New Brunswick,277
1996-11,Newfoundland and Labrador,188
1996-11,Nova Scotia,351
1996-11,Ontario,4044
1996-11,Prince Edward Island,48
1996-11,Quebec,2868
1996-11,Saskatchewan,384
1996-12,Alberta,1008
1996-12,British Columbia,1483
1996-12,Manitoba,427
1996-12,New Brunswick,277
1996-12,Newfoundland and Labrador,188
1996-12,Nova Scotia,351
1996-12,Ontario,4044
1996-12,Prince Edward Island,48
1996-12,Quebec,2868
1996-12,Saskatchewan,384
1997-01,Alberta,1033
1997-01,British Columbia,1506
1997-01,Manitoba,430
1997-01,New Brunswick,280
1997-01,Newfoundland and Labrador,189
1997-01,Nova Scotia,355
1997-01,Ontario,4111
1997-01,Prince Edward Island,49
1997-01,Quebec,2903
1997-01,Saskatchewan,385
1997-02,Alberta,1033
1997-02,British Columbia,1506
1997-02,Manitoba,430
1997-02,New Brunswick,280
1997-02,Newfoundland and Labrador,189
1997-02,Nova Scotia,355
1997-02,Ontario,4111
1997-02,Prince Edward Island,49
1997-02,Quebec,2903
1997-02,Saskatchewan,385
1997-03,Alberta,1033
1997-03,British Columbia,1506
1997-03,Manitoba,430
1997-03,New Brunswick,280
1997-03,Newfoundland and Labrador,189
1997-03,Nova Scotia,355
1997-03,Ontario,4111
1997-03,Prince Edward Island,49
1997-03,Quebec,2903
1997-03,Saskatchewan,385
1997-04,Alberta,1033
1997-04,British Columbia,1506
1997-04,Manitoba,430
1997-04,New Brunswick,280
1997-04,Newfoundland and Labrador,189
1997-04,Nova Scotia,355
1997-04,Ontario,4111
1997-04,Prince Edward Island,49
1997-04,Quebec,2903
1997-04,Saskatchewan,385
1997-05,Alberta,1033
1997-05,British Columbia,1506
1997-05,Manitoba,430
1997-05,New Brunswick,280
1997-05,Newfoundland and Labrador,189
1997-05,Nova Scotia,355
1997-05,Ontario,4111
1997-05,Prince Edward Island,49
1997-05,Quebec,2903
1997-05,Saskatchewan,385
1997-06,Alberta,1033
1997-06,British Columbia,1506
1997-06,Manitoba,430
1997-06,New Brunswick,280
1997-06,Newfoundland and Labrador,189
1997-06,Nova Scotia,355
1997-06,Ontario,4111
1997-06,Prince Edward Island,49
1997-06,Quebec,2903
1997-06,Saskatchewan,385
1997-07,Alberta,1033
1997-07,British Columbia,1506
1997-07,Manitoba,430
1997-07,New Brunswick,280
1997-07,Newfoundland and Labrador,189
1997-07,Nova Scotia,355
1997-07,Ontario,4111
1997-07,Prince Edward Island,49
1997-07,Quebec,2903
1997-07,Saskatchewan,385
1997-08,Alberta,1033
1997-08,British Columbia,1506
1997-08,Manitoba,430
1997-08,New Brunswick,280
1997-08,Newfoundland and Labrador,189
1997-08,Nova Scotia,355
1997-08,Ontario,4111
1997-08,Prince Edward Island,49
1997-08,Quebec,2903
1997-08,Saskatchewan,385
1997-09,Alberta,1033
1997-09,British Columbia,1506
1997-09,Manitoba,430
1997-09,New Brunswick,280
1997-09,Newfoundland and Labrador,189
1997-09,Nova Scotia,355
1997-09,Ontario,4111
1997-09,Prince Edward Island,49
1997-09,Quebec,2903
1997-09,Saskatchewan,385
1997-10,Alberta,1033
1997-10,British Columbia,1506
1997-10,Manitoba,430
1997-10,New Brunswick,280
1997-10,Newfoundland and Labrador,189
1997-10,Nova Scotia,355
1997-10,Ontario,4111
1997-10,Prince Edward Island,49
1997-10,Quebec,2903
1997-10,Saskatchewan,385
1997-11,Alberta,1033
1997-11,British Columbia,1506
1997-11,Manitoba,430
1997-11,New Brunswick,280
1997-11,Newfoundland and Labrador,189
1997-11,Nova Scotia,355
1997-11,Ontario,4111
1997-11,Prince Edward Island,49
1997-11,Quebec,2903
1997-11,Saskatchewan,385
1997-12,Alberta,1033
1997-12,British Columbia,1506
1997-12,Manitoba,430
1997-12,New Brunswick,280
1997-12,Newfoundland and Labrador,189
1997-12,Nova Scotia,355
1997-12,Ontario,4111
1997-12,Prince Edward Island,49
1997-12,Quebec,2903
1997-12,Saskatchewan,385
1998-01,Alberta,1059
1998-01,British Columbia,1529
1998-01,Manitoba,434
1998-01,New Brunswick,283
1998-01,Newfoundland and Labrador,190
1998-01,Nova Scotia,359
1998-01,Ontario,4179
1998-01,Prince Edward Island,49
1998-01,Quebec,2938
1998-01,Saskatchewan,386
1998-02,Alberta,1059
1998-02,British Columbia,1529
1998-02,Manitoba,434
1998-02,New Brunswick,283
1998-02,Newfoundland and Labrador,190
1998-02,Nova Scotia,359
1998-02,Ontario,4179
1998-02,Prince Edward Island,49
1998-02,Quebec,2938
1998-02,Saskatchewan,386
1998-03,Alberta,1059
1998-03,British Columbia,1529
1998-03,Manitoba,434
1998-03,New Brunswick,283
1998-03,Newfoundland and Labrador,190
1998-03,Nova Scotia,359
1998-03,Ontario,4179
1998-03,Prince Edward Island,49
1998-03,Quebec,2938
1998-03,Saskatchewan,386
1998-04,Alberta,1059
1998-04,British Columbia,1529
1998-04,Manitoba,434
1998-04,New Brunswick,283
1998-04,Newfoundland and Labrador,190
1998-04,Nova Scotia,359
1998-04,Ontario,4179
1998-04,Prince Edward Island,49
1998-04,Quebec,2938
1998-04,Saskatchewan,386
1998-05,Alberta,1059
1998-05,British Columbia,1529
1998-05,Manitoba,434
1998-05,New Brunswick,283
1998-05,Newfoundland and Labrador,190
1998-05,Nova Scotia,359
1998-05,Ontario,4179
1998-05,Prince Edward Island,49
1998-05,Quebec,2938
1998-05,Saskatchewan,386
1998-06,Alberta,1059
1998-06,British Columbia,1529
1998-06,Manitoba,434
1998-06,New Brunswick,283
1998-06,Newfoundland and Labrador,190
1998-06,Nova Scotia,359
1998-06,Ontario,4179
1998-06,Prince Edward Island,49
1998-06,Quebec,2938
1998-06,Saskatchewan,386
1998-07,Alberta,1059
1998-07,British Columbia,1529
1998-07,Manitoba,434
1998-07,New Brunswick,283
1998-07,Newfoundland and Labrador,190
1998-07,Nova Scotia,359
1998-07,Ontario,4179
1998-07,Prince Edward Island,49
1998-07,Quebec,2938
1998-07,Saskatchewan,386
1998-08,Alberta,1059
1998-08,British Columbia,1529
1998-08,Manitoba,434
1998-08,New Brunswick,283
1998-08,Newfoundland and Labrador,190
1998-08,Nova Scotia,359
1998-08,Ontario,4179
1998-08,Prince Edward Island,49
1998-08,Quebec,2938
1998-08,Saskatchewan,386
1998-09,Alberta,1059
1998-09,British Columbia,1529
1998-09,Manitoba,434
1998-09,New Brunswick,283
1998-09,Newfoundland and Labrador,190
1998-09,Nova Scotia,359
1998-09,Ontario,4179
1998-09,Prince Edward Island,49
1998-09,Quebec,2938
1998-09,Saskatchewan,386
1998-10,Alberta,1059
1998-10,British Columbia,1529
1998-10,Manitoba,434
1998-10,New Brunswick,283
1998-10,Newfoundland and Labrador,190
1998-10,Nova Scotia,359
1998-10,Ontario,4179
1998-10,Prince Edward Island,49
1998-10,Quebec,2938
1998-10,Saskatchewan,386
1998-11,Alberta,1059
1998-11,British Columbia,1529
1998-11,Manitoba,434
1998-11,New Brunswick,283
1998-11,Newfoundland and Labrador,190
1998-11,Nova Scotia,359
1998-11,Ontario,4179
1998-11,Prince Edward Island,49
1998-11,Quebec,2938
1998-11,Saskatchewan,386
1998-12,Alberta,1059
1998-12,British Columbia,1529
1998-12,Manitoba,434
1998-12,New Brunswick,283
1998-12,Newfoundland and Labrador,190
1998-12,Nova Scotia,359
1998-12,Ontario,4179
1998-12,Prince Edward Island,49
1998-12,Quebec,2938
1998-12,Saskatchewan,386
1999-01,Alberta,1084
1999-01,British Columbia,1552
1999-01,Manitoba,437
1999-01,New Brunswick,286
1999-01,Newfoundland and Labrador,190
1999-01,Nova Scotia,362
1999-01,Ontario,4246
1999-01,Prince Edward Island,50
1999-01,Quebec,2974
1999-01,Saskatchewan,386
1999-02,Alberta,1084
1999-02,British Columbia,1552
1999-02,Manitoba,437
1999-02,New Brunswick,286
1999-02,Newfoundland and Labrador,190
1999-02,Nova Scotia,362
1999-02,Ontario,4246
1999-02,Prince Edward Island,50
1999-02,Quebec,2974
1999-02,Saskatchewan,386
1999-03,Alberta,1084
1999-03,British Columbia,1552
1999-03,Manitoba,437
1999-03,New Brunswick,286
1999-03,Newfoundland and Labrador,190
1999-03,Nova Scotia,362
1999-03,Ontario,4246
1999-03,Prince Edward Island,50
1999-03,Quebec,2974
1999-03,Saskatchewan,386
1999-04,Alberta,1084
1999-04,British Columbia,1552
1999-04,Manitoba,437
1999-04,New Brunswick,286
1999-04,Newfoundland and Labrador,190
1999-04,Nova Scotia,362
1999-04,Ontario,4246
1999-04,Prince Edward Island,50
1999-04,Quebec,2974
1999-04,Saskatchewan,386
1999-05,Alberta,1084
1999-05,British Columbia,1552
