REF_DATE,Province,Number_of_Households
1984-01,Quebec,2336
1984-01,Saskatchewan,353
1984-02,Alberta,826
1984-02,British Columbia,1089
1984-02,Manitoba,380
1984-02,New Brunswick,229
1984-02,Newfoundland and Labrador,157
1984-02,Nova Scotia,291
1984-02,Ontario,3209
1984-02,Prince Edward Island,40
1984-02,Quebec,2336
1984-02,Saskatchewan,353
1984-03,Alberta,826
1984-03,British Columbia,1089
1984-03,Manitoba,380
1984-03,New Brunswick,229
1984-03,Newfoundland and Labrador,157
1984-03,Nova Scotia,291
1984-03,Ontario,3209
1984-03,Prince Edward Island,40
1984-03,Quebec,2336
1984-03,Saskatchewan,353
1984-04,Alberta,826
1984-04,British Columbia,1089
1984-04,Manitoba,380
1984-04,New Brunswick,229
1984-04,Newfoundland and Labrador,157
1984-04,Nova Scotia,291
1984-04,Ontario,3209
1984-04,Prince Edward Island,40
1984-04,Quebec,2336
1984-04,Saskatchewan,353
1984-05,Alberta,826
1984-05,British Columbia,1089
1984-05,Manitoba,380
1984-05,New Brunswick,229
1984-05,Newfoundland and Labrador,157
1984-05,Nova Scotia,291
1984-05,Ontario,3209
1984-05,Prince Edward Island,40
1984-05,Quebec,2336
1984-05,Saskatchewan,353
1984-06,Alberta,826
1984-06,British Columbia,1089
1984-06,Manitoba,380
1984-06,New Brunswick,229
1984-06,Newfoundland and Labrador,157
1984-06,Nova Scotia,291
1984-06,Ontario,3209
1984-06,Prince Edward Island,40
1984-06,Quebec,2336
1984-06,Saskatchewan,353
1984-07,Alberta,826
1984-07,British Columbia,1089
1984-07,Manitoba,380
1984-07,New Brunswick,229
1984-07,Newfoundland and Labrador,157
1984-07,Nova Scotia,291
1984-07,Ontario,3209
1984-07,Prince Edward Island,40
1984-07,Quebec,2336
1984-07,Saskatchewan,353
1984-08,Alberta,826
1984-08,British Columbia,1089
1984-08,Manitoba,380
1984-08,New Brunswick,229
1984-08,Newfoundland and Labrador,157
1984-08,Nova Scotia,291
1984-08,Ontario,3209
1984-08,Prince Edward Island,40
1984-08,Quebec,2336
1984-08,Saskatchewan,353
1984-09,Alberta,826
1984-09,British Columbia,1089
1984-09,Manitoba,380
1984-09,New Brunswick,229
1984-09,Newfoundland and Labrador,157
1984-09,Nova Scotia,291
1984-09,Ontario,3209
1984-09,Prince Edward Island,40
1984-09,Quebec,2336
1984-09,Saskatchewan,353
1984-10,Alberta,826
1984-10,British Columbia,1089
1984-10,Manitoba,380
1984-10,New Brunswick,229
1984-10,Newfoundland and Labrador,157
1984-10,Nova Scotia,291
1984-10,Ontario,3209
1984-10,Prince Edward Island,40
1984-10,Quebec,2336
1984-10,Saskatchewan,353
1984-11,Alberta,826
1984-11,British Columbia,1089
1984-11,Manitoba,380
1984-11,New Brunswick,229
1984-11,Newfoundland and Labrador,157
1984-11,Nova Scotia,291
1984-11,Ontario,3209
1984-11,Prince Edward Island,40
1984-11,Quebec,2336
1984-11,Saskatchewan,353
1984-12,Alberta,826
1984-12,British Columbia,1089
1984-12,Manitoba,380
1984-12,New Brunswick,229
1984-12,Newfoundland and Labrador,157
1984-12,Nova Scotia,291
1984-12,Ontario,3209
1984-12,Prince Edward Island,40
1984-12,Quebec,2336
1984-12,Saskatchewan,353
1985-01,Alberta,843
1985-01,British Columbia,1111
1985-01,Manitoba,386
1985-01,New Brunswick,233
1985-01,Newfoundland and Labrador,159
1985-01,Nova Scotia,296
1985-01,Ontario,3269
1985-01,Prince Edward Island,40
1985-01,Quebec,2379
1985-01,Saskatchewan,359
1985-02,Alberta,843
1985-02,British Columbia,1111
1985-02,Manitoba,386
1985-02,New Brunswick,233
1985-02,Newfoundland and Labrador,159
1985-02,Nova Scotia,296
1985-02,Ontario,3269
1985-02,Prince Edward Island,40
1985-02,Quebec,2379
1985-02,Saskatchewan,359
1985-03,Alberta,843
1985-03,British Columbia,1111
1985-03,Manitoba,386
1985-03,New Brunswick,233
1985-03,Newfoundland and Labrador,159
1985-03,Nova Scotia,296
1985-03,Ontario,3269
1985-03,Prince Edward Island,40
1985-03,Quebec,2379
1985-03,Saskatchewan,359
1985-04,Alberta,843
1985-04,British Columbia,1111
1985-04,Manitoba,386
1985-04,New Brunswick,233
1985-04,Newfoundland and Labrador,159
1985-04,Nova Scotia,296
1985-04,Ontario,3269
1985-04,Prince Edward Island,40
1985-04,Quebec,2379
1985-04,Saskatchewan,359
1985-05,Alberta,843
1985-05,British Columbia,1111
1985-05,Manitoba,386
1985-05,New Brunswick,233
1985-05,Newfoundland and Labrador,159
1985-05,Nova Scotia,296
1985-05,Ontario,3269
1985-05,Prince Edward Island,40
1985-05,Quebec,2379
1985-05,Saskatchewan,359
1985-06,Alberta,843
1985-06,British Columbia,1111
1985-06,Manitoba,386
1985-06,New Brunswick,233
1985-06,Newfoundland and Labrador,159
1985-06,Nova Scotia,296
1985-06,Ontario,3269
1985-06,Prince Edward Island,40
1985-06,Quebec,2379
1985-06,Saskatchewan,359
1985-07,Alberta,843
1985-07,British Columbia,1111
1985-07,Manitoba,386
1985-07,New Brunswick,233
1985-07,Newfoundland and Labrador,159
1985-07,Nova Scotia,296
1985-07,Ontario,3269
1985-07,Prince Edward Island,40
1985-07,Quebec,2379
1985-07,Saskatchewan,359
1985-08,Alberta,843
1985-08,British Columbia,1111
1985-08,Manitoba,386
1985-08,New Brunswick,233
1985-08,Newfoundland and Labrador,159
1985-08,Nova Scotia,296
1985-08,Ontario,3269
1985-08,Prince Edward Island,40
1985-08,Quebec,2379
1985-08,Saskatchewan,359
1985-09,Alberta,843
1985-09,British Columbia,1111
1985-09,Manitoba,386
1985-09,New Brunswick,233
1985-09,Newfoundland and Labrador,159
1985-09,Nova Scotia,296
1985-09,Ontario,3269
1985-09,Prince Edward Island,40
1985-09,Quebec,2379
1985-09,Saskatchewan,359
1985-10,Alberta,843
1985-10,British Columbia,1111
1985-10,Manitoba,386
1985-10,New Brunswick,233
1985-10,Newfoundland and Labrador,159
1985-10,Nova Scotia,296
1985-10,Ontario,3269
1985-10,Prince Edward Island,40
1985-10,Quebec,2379
1985-10,Saskatchewan,359
1985-11,Alberta,843
1985-11,British Columbia,1111
1985-11,Manitoba,386
1985-11,New Brunswick,233
1985-11,Newfoundland and Labrador,159
1985-11,Nova Scotia,296
1985-11,Ontario,3269
1985-11,Prince Edward Island,40
1985-11,Quebec,2379
1985-11,Saskatchewan,359
1985-12,Alberta,843
1985-12,British Columbia,1111
1985-12,Manitoba,386
1985-12,New Brunswick,233
1985-12,Newfoundland and Labrador,159
1985-12,Nova Scotia,296
1985-12,Ontario,3269
1985-12,Prince Edward Island,40
1985-12,Quebec,2379
1985-12,Saskatchewan,359
1986-01,Alberta,859
1986-01,British Columbia,1132
1986-01,Manitoba,392
1986-01,New Brunswick,237
1986-01,Newfoundland and Labrador,161
1986-01,Nova Scotia,301
1986-01,Ontario,3329
1986-01,Prince Edward Island,41
1986-01,Quebec,2421
1986-01,Saskatchewan,365
1986-02,Alberta,859
1986-02,British Columbia,1132
1986-02,Manitoba,392
1986-02,New Brunswick,237
1986-02,Newfoundland and Labrador,161
1986-02,Nova Scotia,301
1986-02,Ontario,3329
1986-02,Prince Edward Island,41
1986-02,Quebec,2421
1986-02,Saskatchewan,365
1986-03,Alberta,859
1986-03,British Columbia,1132
1986-03,Manitoba,392
1986-03,New Brunswick,237
1986-03,Newfoundland and Labrador,161
1986-03,Nova Scotia,301
1986-03,Ontario,3329
1986-03,Prince Edward Island,41
1986-03,Quebec,2421
1986-03,Saskatchewan,365
1986-04,Alberta,859
1986-04,British Columbia,1132
1986-04,Manitoba,392
1986-04,New Brunswick,237
1986-04,Newfoundland and Labrador,161
1986-04,Nova Scotia,301
1986-04,Ontario,3329
1986-04,Prince Edward Island,41
1986-04,Quebec,2421
1986-04,Saskatchewan,365
1986-05,Alberta,859
1986-05,British Columbia,1132
1986-05,Manitoba,392
1986-05,New Brunswick,237
1986-05,Newfoundland and Labrador,161
1986-05,Nova Scotia,301
1986-05,Ontario,3329
1986-05,Prince Edward Island,41
1986-05,Quebec,2421
1986-05,Saskatchewan,365
1986-06,Alberta,859
1986-06,British Columbia,1132
1986-06,Manitoba,392
1986-06,New Brunswick,237
1986-06,Newfoundland and Labrador,161
1986-06,Nova Scotia,301
1986-06,Ontario,3329
1986-06,Prince Edward Island,41
1986-06,Quebec,2421
1986-06,Saskatchewan,365
1986-07,Alberta,859
1986-07,British Columbia,1132
1986-07,Manitoba,392
1986-07,New Brunswick,237
1986-07,Newfoundland and Labrador,161
1986-07,Nova Scotia,301
1986-07,Ontario,3329
1986-07,Prince Edward Island,41
1986-07,Quebec,2421
1986-07,Saskatchewan,365
1986-08,Alberta,859
1986-08,British Columbia,1132
1986-08,Manitoba,392
1986-08,New Brunswick,237
1986-08,Newfoundland and Labrador,161
1986-08,Nova Scotia,301
1986-08,Ontario,3329
1986-08,Prince Edward Island,41
1986-08,Quebec,2421
1986-08,Saskatchewan,365
1986-09,Alberta,859
1986-09,British Columbia,1132
1986-09,Manitoba,392
1986-09,New Brunswick,237
1986-09,Newfoundland and Labrador,161
1986-09,Nova Scotia,301
1986-09,Ontario,3329
1986-09,Prince Edward Island,41
1986-09,Quebec,2421
1986-09,Saskatchewan,365
1986-10,Alberta,859
1986-10,British Columbia,1132
1986-10,Manitoba,392
1986-10,New Brunswick,237
1986-10,Newfoundland and Labrador,161
1986-10,Nova Scotia,301
1986-10,Ontario,3329
1986-10,Prince Edward Island,41
1986-10,Quebec,2421
1986-10,Saskatchewan,365
1986-11,Alberta,859
1986-11,British Columbia,1132
1986-11,Manitoba,392
1986-11,New Brunswick,237
1986-11,Newfoundland and Labrador,161
1986-11,Nova Scotia,301
1986-11,Ontario,3329
1986-11,Prince Edward Island,41
1986-11,Quebec,2421
1986-11,Saskatchewan,365
1986-12,Alberta,859
1986-12,British Columbia,1132
1986-12,Manitoba,392
1986-12,New Brunswick,237
1986-12,Newfoundland and Labrador,161
1986-12,Nova Scotia,301
1986-12,Ontario,3329
1986-12,Prince Edward Island,41
1986-12,Quebec,2421
1986-12,Saskatchewan,365
1987-01,Alberta,872
1987-01,British Columbia,1161
1987-01,Manitoba,396
1987-01,New Brunswick,242
1987-01,Newfoundland and Labrador,164
1987-01,Nova Scotia,307
1987-01,Ontario,3414
1987-01,Prince Edward Island,42
1987-01,Quebec,2476
1987-01,Saskatchewan,366
1987-02,Alberta,872
1987-02,British Columbia,1161
1987-02,Manitoba,396
1987-02,New Brunswick,242
1987-02,Newfoundland and Labrador,164
1987-02,Nova Scotia,307
1987-02,Ontario,3414
1987-02,Prince Edward Island,42
1987-02,Quebec,2476
1987-02,Saskatchewan,366
1987-03,Alberta,872
1987-03,British Columbia,1161
1987-03,Manitoba,396
1987-03,New Brunswick,242
1987-03,Newfoundland and Labrador,164
1987-03,Nova Scotia,307
1987-03,Ontario,3414
1987-03,Prince Edward Island,42
1987-03,Quebec,2476
1987-03,Saskatchewan,366
1987-04,Alberta,872
1987-04,British Columbia,1161
1987-04,Manitoba,396
1987-04,New Brunswick,242
1987-04,Newfoundland and Labrador,164
1987-04,Nova Scotia,307
1987-04,Ontario,3414
1987-04,Prince Edward Island,42
1987-04,Quebec,2476
1987-04,Saskatchewan,366
1987-05,Alberta,872
1987-05,British Columbia,1161
1987-05,Manitoba,396
1987-05,New Brunswick,242
1987-05,Newfoundland and Labrador,164
1987-05,Nova Scotia,307
1987-05,Ontario,3414
1987-05,Prince Edward Island,42
1987-05,Quebec,2476
1987-05,Saskatchewan,366
1987-06,Alberta,872
1987-06,British Columbia,1161
1987-06,Manitoba,396
1987-06,New Brunswick,242
1987-06,Newfoundland and Labrador,164
1987-06,Nova Scotia,307
1987-06,Ontario,3414
1987-06,Prince Edward Island,42
1987-06,Quebec,2476
1987-06,Saskatchewan,366
1987-07,Alberta,872
1987-07,British Columbia,1161
1987-07,Manitoba,396
1987-07,New Brunswick,242
1987-07,Newfoundland and Labrador,164
1987-07,Nova Scotia,307
1987-07,Ontario,3414
1987-07,Prince Edward Island,42
1987-07,Quebec,2476
1987-07,Saskatchewan,366
1987-08,Alberta,872
1987-08,British Columbia,1161
1987-08,Manitoba,396
1987-08,New Brunswick,242
1987-08,Newfoundland and Labrador,164
1987-08,Nova Scotia,307
1987-08,Ontario,3414
1987-08,Prince Edward Island,42
1987-08,Quebec,2476
1987-08,Saskatchewan,366
1987-09,Alberta,872
1987-09,British Columbia,1161
1987-09,Manitoba,396
1987-09,New Brunswick,242
1987-09,Newfoundland and Labrador,164
1987-09,Nova Scotia,307
1987-09,Ontario,3414
1987-09,Prince Edward Island,42
1987-09,Quebec,2476
1987-09,Saskatchewan,366
1987-10,Alberta,872
1987-10,British Columbia,1161
1987-10,Manitoba,396
1987-10,New Brunswick,242
1987-10,Newfoundland and Labrador,164
1987-10,Nova Scotia,307
1987-10,Ontario,3414
1987-10,Prince Edward Island,42
1987-10,Quebec,2476
1987-10,Saskatchewan,366
1987-11,Alberta,872
1987-11,British Columbia,1161
1987-11,Manitoba,396
1987-11,New Brunswick,242
1987-11,Newfoundland and Labrador,164
1987-11,Nova Scotia,307
1987-11,Ontario,3414
1987-11,Prince Edward Island,42
1987-11,Quebec,2476
1987-11,Saskatchewan,366
1987-12,Alberta,872
1987-12,British Columbia,1161
1987-12,Manitoba,396
1987-12,New Brunswick,242
1987-12,Newfoundland and Labrador,164
1987-12,Nova Scotia,307
1987-12,Ontario,3414
1987-12,Prince Edward Island,42
1987-12,Quebec,2476
1987-12,Saskatchewan,366
1988-01,Alberta,886
1988-01,British Columbia,1190
1988-01,Manitoba,400
1988-01,New Brunswick,247
1988-01,Newfoundland and Labrador,168
1988-01,Nova Scotia,313
1988-01,Ontario,3498
1988-01,Prince Edward Island,43
1988-01,Quebec,2531
1988-01,Saskatchewan,366
1988-02,Alberta,886
1988-02,British Columbia,1190
1988-02,Manitoba,400
1988-02,New Brunswick,247
1988-02,Newfoundland and Labrador,168
1988-02,Nova Scotia,313
1988-02,Ontario,3498
1988-02,Prince Edward Island,43
1988-02,Quebec,2531
1988-02,Saskatchewan,366
1988-03,Alberta,886
1988-03,British Columbia,1190
1988-03,Manitoba,400
1988-03,New Brunswick,247
1988-03,Newfoundland and Labrador,168
1988-03,Nova Scotia,313
1988-03,Ontario,3498
1988-03,Prince Edward Island,43
1988-03,Quebec,2531
1988-03,Saskatchewan,366
1988-04,Alberta,886
1988-04,British Columbia,1190
1988-04,Manitoba,400
1988-04,New Brunswick,247
1988-04,Newfoundland and Labrador,168
1988-04,Nova Scotia,313
1988-04,Ontario,3498
1988-04,Prince Edward Island,43
1988-04,Quebec,2531
1988-04,Saskatchewan,366
1988-05,Alberta,886
1988-05,British Columbia,1190
1988-05,Manitoba,400
1988-05,New Brunswick,247
1988-05,Newfoundland and Labrador,168
1988-05,Nova Scotia,313
1988-05,Ontario,3498
1988-05,Prince Edward Island,43
1988-05,Quebec,2531
1988-05,Saskatchewan,366
1988-06,Alberta,886
1988-06,British Columbia,1190
1988-06,Manitoba,400
1988-06,New Brunswick,247
1988-06,Newfoundland and Labrador,168
1988-06,Nova Scotia,313
1988-06,Ontario,3498
1988-06,Prince Edward Island,43
1988-06,Quebec,2531
1988-06,Saskatchewan,366
1988-07,Alberta,886
1988-07,British Columbia,1190
1988-07,Manitoba,400
1988-07,New Brunswick,247
1988-07,Newfoundland and Labrador,168
1988-07,Nova Scotia,313
1988-07,Ontario,3498
1988-07,Prince Edward Island,43
1988-07,Quebec,2531
1988-07,Saskatchewan,366
1988-08,Alberta,886
1988-08,British Columbia,1190
1988-08,Manitoba,400
1988-08,New Brunswick,247
1988-08,Newfoundland and Labrador,168
1988-08,Nova Scotia,313
1988-08,Ontario,3498
1988-08,Prince Edward Island,43
1988-08,Quebec,2531
1988-08,Saskatchewan,366
1988-09,Alberta,886
1988-09,British Columbia,1190
1988-09,Manitoba,400
1988-09,New Brunswick,247
1988-09,Newfoundland and Labrador,168
1988-09,Nova Scotia,313
1988-09,Ontario,3498
1988-09,Prince Edward Island,43
1988-09,Quebec,2531
1988-09,Saskatchewan,366
1988-10,Alberta,886
1988-10,British Columbia,1190
1988-10,Manitoba,400
1988-10,New Brunswick,247
1988-10,Newfoundland and Labrador,168
1988-10,Nova Scotia,313
1988-10,Ontario,3498
1988-10,Prince Edward Island,43
1988-10,Quebec,2531
1988-10,Saskatchewan,366
1988-11,Alberta,886
1988-11,British Columbia,1190
1988-11,Manitoba,400
1988-11,New Brunswick,247
1988-11,Newfoundland and Labrador,168
1988-11,Nova Scotia,313
1988-11,Ontario,3498
1988-11,Prince Edward Island,43
1988-11,Quebec,2531
1988-11,Saskatchewan,366
1988-12,Alberta,886
1988-12,British Columbia,1190
1988-12,Manitoba,400
1988-12,New Brunswick,247
1988-12,Newfoundland and Labrador,168
1988-12,Nova Scotia,313
1988-12,Ontario,3498
1988-12,Prince Edward Island,43
1988-12,Quebec,2531
1988-12,Saskatchewan,366
1989-01,Alberta,899
1989-01,British Columbia,1219
1989-01,Manitoba,403
1989-01,New Brunswick,251
1989-01,Newfoundland and Labrador,171
1989-01,Nova Scotia,318
1989-01,Ontario,3583
1989-01,Prince Edward Island,43
1989-01,Quebec,2587
1989-01,Saskatchewan,367
1989-02,Alberta,899
1989-02,British Columbia,1219
1989-02,Manitoba,403
1989-02,New Brunswick,251
1989-02,Newfoundland and Labrador,171
1989-02,Nova Scotia,318
1989-02,Ontario,3583
1989-02,Prince Edward Island,43
1989-02,Quebec,2587
1989-02,Saskatchewan,367
1989-03,Alberta,899
1989-03,British Columbia,1219
1989-03,Manitoba,403
1989-03,New Brunswick,251
1989-03,Newfoundland and Labrador,171
1989-03,Nova Scotia,318
1989-03,Ontario,3583
1989-03,Prince Edward Island,43
1989-03,Quebec,2587
1989-03,Saskatchewan,367
1989-04,Alberta,899
1989-04,British Columbia,1219
1989-04,Manitoba,403
1989-04,New Brunswick,251
1989-04,Newfoundland and Labrador,171
1989-04,Nova Scotia,318
1989-04,Ontario,3583
1989-04,Prince Edward Island,43
1989-04,Quebec,2587
1989-04,Saskatchewan,367
1989-05,Alberta,899
1989-05,British Columbia,1219
1989-05,Manitoba,403
1989-05,New Brunswick,251
1989-05,Newfoundland and Labrador,171
1989-05,Nova Scotia,318
1989-05,Ontario,3583
1989-05,Prince Edward Island,43
1989-05,Quebec,2587
1989-05,Saskatchewan,367
1989-06,Alberta,899
1989-06,British Columbia,1219
1989-06,Manitoba,403
1989-06,New Brunswick,251
1989-06,Newfoundland and Labrador,171
1989-06,Nova Scotia,318
1989-06,Ontario,3583
1989-06,Prince Edward Island,43
1989-06,Quebec,2587
1989-06,Saskatchewan,367
1989-07,Alberta,899
1989-07,British Columbia,1219
1989-07,Manitoba,403
1989-07,New Brunswick,251
1989-07,Newfoundland and Labrador,171
1989-07,Nova Scotia,318
1989-07,Ontario,3583
1989-07,Prince Edward Island,43
1989-07,Quebec,2587
1989-07,Saskatchewan,367
1989-08,Alberta,899
1989-08,British Columbia,1219
1989-08,Manitoba,403
1989-08,New Brunswick,251
1989-08,Newfoundland and Labrador,171
1989-08,Nova Scotia,318
1989-08,Ontario,3583
1989-08,Prince Edward Island,43
1989-08,Quebec,2587
1989-08,Saskatchewan,367
1989-09,Alberta,899
1989-09,British Columbia,1219
1989-09,Manitoba,403
1989-09,New Brunswick,251
1989-09,Newfoundland and Labrador,171
1989-09,Nova Scotia,318
1989-09,Ontario,3583
1989-09,Prince Edward Island,43
1989-09,Quebec,2587
1989-09,Saskatchewan,367
1989-10,Alberta,899
1989-10,British Columbia,1219
1989-10,Manitoba,403
1989-10,New Brunswick,251
1989-10,Newfoundland and Labrador,171
1989-10,Nova Scotia,318
1989-10,Ontario,3583
1989-10,Prince Edward Island,43
1989-10,Quebec,2587
1989-10,Saskatchewan,367
1989-11,Alberta,899
1989-11,British Columbia,1219
1989-11,Manitoba,403
1989-11,New Brunswick,251
1989-11,Newfoundland and Labrador,171
1989-11,Nova Scotia,318
1989-11,Ontario,3583
1989-11,Prince Edward Island,43
1989-11,Quebec,2587
1989-11,Saskatchewan,367
1989-12,Alberta,899
1989-12,British Columbia,1219
1989-12,Manitoba,403
1989-12,New Brunswick,251
1989-12,Newfoundland and Labrador,171
1989-12,Nova Scotia,318
1989-12,Ontario,3583
1989-12,Prince Edward Island,43
1989-12,Quebec,2587
1989-12,Saskatchewan,367
1990-01,Alberta,913
1990-01,British Columbia,1248
1990-01,Manitoba,407
1990-01,New Brunswick,256
1990-01,Newfoundland and Labrador,175
1990-01,Nova Scotia,324
1990-01,Ontario,3667
1990-01,Prince Edward Island,44
1990-01,Quebec,2642
1990-01,Saskatchewan,367
1990-02,Alberta,913
1990-02,British Columbia,1248
1990-02,Manitoba,407
1990-02,New Brunswick,256
1990-02,Newfoundland and Labrador,175
1990-02,Nova Scotia,324
1990-02,Ontario,3667
1990-02,Prince Edward Island,44
1990-02,Quebec,2642
1990-02,Saskatchewan,367
1990-03,Alberta,913
1990-03,British Columbia,1248
1990-03,Manitoba,407
1990-03,New Brunswick,256
1990-03,Newfoundland and Labrador,175
1990-03,Nova Scotia,324
1990-03,Ontario,3667
1990-03,Prince Edward Island,44
1990-03,Quebec,2642
1990-03,Saskatchewan,367
1990-04,Alberta,913
1990-04,British Columbia,1248
1990-04,Manitoba,407
1990-04,New Brunswick,256
1990-04,Newfoundland and Labrador,175
1990-04,Nova Scotia,324
1990-04,Ontario,3667
1990-04,Prince Edward Island,44
1990-04,Quebec,2642
1990-04,Saskatchewan,367
1990-05,Alberta,913
1990-05,British Columbia,1248
1990-05,Manitoba,407
1990-05,New Brunswick,256
1990-05,Newfoundland and Labrador,175
1990-05,Nova Scotia,324
1990-05,Ontario,3667
1990-05,Prince Edward Island,44
1990-05,Quebec,2642
1990-05,Saskatchewan,367
1990-06,Alberta,913
1990-06,British Columbia,1248
1990-06,Manitoba,407
1990-06,New Brunswick,256
1990-06,Newfoundland and Labrador,175
1990-06,Nova Scotia,324
1990-06,Ontario,3667
1990-06,Prince Edward Island,44
1990-06,Quebec,2642
1990-06,Saskatchewan,367
1990-07,Alberta,913
1990-07,British Columbia,1248
1990-07,Manitoba,407
1990-07,New Brunswick,256
1990-07,Newfoundland and Labrador,175
1990-07,Nova Scotia,324
1990-07,Ontario,3667
1990-07,Prince Edward Island,44
1990-07,Quebec,2642
1990-07,Saskatchewan,367
1990-08,Alberta,913
1990-08,British Columbia,1248
