Year,Province,Total PRs,Total TRs,Total Births,Total Deaths,Population Estimate,Net Change,Population Growth Rate (%),Immigration Contribution (%),Birth-Death Ratio,Migration Ratio (PRs/TRs)
2005,Manitoba,0.0,4950.0,42398.0,9856.0,1177669.0,37492.0,0.529292934466441,13.202816600874852,4.30174512987013,0.0
2005,New Brunswick,0.0,3225.0,20681.0,6175.0,748359.0,17731.0,-0.12575049087399925,18.1884834470701,3.3491497975708504,0.0
2005,Newfoundland and Labrador,0.0,1075.0,13503.0,4486.0,515027.25,10092.0,-0.5164180272097307,10.652001585414189,3.010031208203299,0.0
2005,Northwest Territories,0.0,60.0,2180.0,148.0,43454.5,2092.0,0.4530901441335278,2.8680688336520075,14.72972972972973,0.0
2005,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Nova Scotia,0.0,5425.0,25919.0,8273.0,938469.25,23071.0,-0.08748619969742855,23.514368687963245,3.1329626495829808,0.0
2005,Nunavut,0.0,5.0,2168.0,115.0,30190.0,2058.0,1.7500400225811674,0.24295432458697766,18.85217391304348,0.0
2005,Ontario,0.0,64605.0,408733.0,85591.0,12506784.0,387747.0,1.128456441755188,16.66163761421752,4.775420312883364,0.0
2005,Prince Edward Island,0.0,345.0,4018.0,1118.0,137920.25,3245.0,0.21052746302601122,10.631741140215716,3.59391771019678,0.0
2005,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Quebec,0.0,25605.0,228850.0,55787.0,7576800.0,198668.0,0.6235584866465471,12.88833631989047,4.102210192338717,0.0
2005,Saskatchewan,0.0,3690.0,35906.0,8850.0,994406.25,30746.0,-0.2603305360296515,12.001561178689911,4.057175141242938,0.0
2005,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Unknown province or territory of residence,0.0,0.0,0.0,108.0,0.0,-108.0,0.0,-0.0,0.0,0.0
2005,Yukon,0.0,30.0,963.0,164.0,31914.75,829.0,1.4269483486012646,3.618817852834741,5.871951219512195,0.0
2006,Alberta,0.0,12380.0,135680.0,19540.0,3411010.0,128520.0,3.036813123909332,9.632741985683161,6.943705220061412,0.0
2006,British Columbia,0.0,50750.0,125165.0,30688.0,4236595.5,145227.0,1.0774592803490135,34.945292542020425,4.078630083420229,0.0
2006,Manitoba,0.0,4990.0,43687.0,9774.0,1182270.75,38903.0,0.39075071178744647,12.826774284759528,4.469715571925517,0.0
2006,New Brunswick,0.0,3120.0,21086.0,6010.0,745979.0,18196.0,-0.31802918118175594,17.146625632007034,3.5084858569051582,0.0
2006,Newfoundland and Labrador,0.0,1210.0,13608.0,4493.0,511107.75,10325.0,-0.7610276931948712,11.71912832929782,3.0287113287335856,0.0
2006,Northwest Territories,0.0,50.0,2167.0,182.0,43201.5,2035.0,-0.5822181822365935,2.457002457002457,11.906593406593407,0.0
2006,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Nova Scotia,0.0,5380.0,25687.0,8088.0,937681.25,22979.0,-0.08396652314394126,23.4126811436529,3.1759396636993076,0.0
2006,Nunavut,0.0,0.0,2316.5,129.0,30727.0,2187.5,1.7787346803577408,0.0,17.95736434108527,0.0
2006,Ontario,0.0,64405.0,414232.0,84524.0,12642186.75,394113.0,1.0826344326407167,16.34175985060122,4.900761913775969,0.0
2006,Prince Edward Island,0.0,390.0,4237.0,1172.0,137880.5,3455.0,-0.028821003442203175,11.287988422575976,3.61518771331058,0.0
2006,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Quebec,0.0,26225.0,245609.0,54240.0,7626126.5,217594.0,0.6510202196177817,12.052262470472531,4.528189528023598,0.0
2006,Saskatchewan,0.0,3355.0,36871.0,9054.0,992287.25,31172.0,-0.21309198328147705,10.762864108815604,4.072343715484869,0.0
2006,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Unknown province or territory of residence,0.0,0.0,0.0,14.0,0.0,-14.0,0.0,-0.0,0.0,0.0
2006,Yukon,0.0,25.0,1091.0,178.0,32224.25,938.0,0.9697710306363128,2.6652452025586353,6.129213483146067,0.0
2007,Alberta,0.0,13110.0,147035.0,20202.0,3502798.25,139943.0,2.69094051322043,9.368099869232474,7.2782397782397785,0.0
2007,British Columbia,0.0,53070.0,130869.0,31308.0,4286277.0,152631.0,1.1726750878152004,34.770131886707155,4.180049827520123,0.0
2007,Manitoba,0.0,5065.0,45844.0,9958.0,1188011.5,40951.0,0.48556982400183024,12.368440331127445,4.60373568989757,0.0
2007,New Brunswick,0.0,3195.0,21440.0,6324.0,745337.25,18311.0,-0.08602789086555873,17.448528207088636,3.390259329538267,0.0
2007,Newfoundland and Labrador,0.0,1415.0,13651.0,4505.0,509689.5,10561.0,-0.27748552042108354,13.398352428747279,3.030188679245283,0.0
2007,Northwest Territories,0.0,45.0,2253.0,174.0,43224.25,2124.0,0.05266020855756448,2.11864406779661,12.948275862068966,0.0
2007,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Nova Scotia,0.0,5400.0,26840.0,8353.0,935464.25,23887.0,-0.23643428937072386,22.606438648637333,3.213216808332336,0.0
2007,Nunavut,0.0,0.0,2432.0,129.0,31273.75,2303.0,1.7793796986363741,0.0,18.852713178294575,0.0
2007,Ontario,0.0,66360.0,419979.0,87340.0,12750761.75,398999.0,0.8588308506042308,16.631620630628145,4.808552782230364,0.0
2007,Prince Edward Island,0.0,470.0,4164.0,1147.0,137803.25,3487.0,-0.05602677681035839,13.47863492973903,3.6303400174367915,0.0
2007,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Quebec,0.0,27575.0,253236.0,56521.0,7685038.75,224290.0,0.7725055439350426,12.294351063355476,4.480387820456114,0.0
2007,Saskatchewan,0.0,3325.0,39743.0,9062.0,1000522.5,34006.0,0.8299260118478813,9.77768629065459,4.385676451114544,0.0
2007,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Unknown province or territory of residence,0.0,0.0,0.0,4.0,0.0,-4.0,0.0,-0.0,0.0,0.0
2007,Yukon,0.0,35.0,1065.0,192.0,32452.0,908.0,0.7067658673204136,3.854625550660793,5.546875,0.0
2008,Alberta,0.0,13775.0,152532.0,21079.0,3582868.25,145228.0,2.2858867192822263,9.485085520698489,7.23620665116941,0.0
2008,British Columbia,0.0,55120.0,132738.0,32095.0,4342957.25,155763.0,1.3223655400712575,35.38709449612553,4.1357843900919145,0.0
2008,Manitoba,0.0,4735.0,46490.0,10073.0,1196341.75,41152.0,0.7011927073096613,11.50612363919129,4.61530824977663,0.0
2008,New Brunswick,0.0,3210.0,22213.0,6450.0,746863.75,18973.0,0.20480661606541162,16.91877931797818,3.443875968992248,0.0
2008,Newfoundland and Labrador,0.0,1485.0,14673.0,4539.0,511805.5,11619.0,0.4151547167442038,12.780790085205268,3.232650363516193,0.0
2008,Northwest Territories,0.0,40.0,2174.0,201.0,43368.0,2013.0,0.3325679450771224,1.987083954297069,10.81592039800995,0.0
2008,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Nova Scotia,0.0,5745.0,27717.0,8220.0,936079.25,25242.0,0.06574275820803166,22.759686237223676,3.3718978102189783,0.0
2008,Nunavut,0.0,0.0,2447.0,147.0,31791.75,2300.0,1.6563411807026585,0.0,16.64625850340136,0.0
2008,Ontario,0.0,67690.0,427901.0,88041.0,12866628.0,407550.0,0.9087006115536589,16.60900503005766,4.860246930407424,0.0
2008,Prince Edward Island,0.0,520.0,4446.0,1201.0,138587.25,3765.0,0.5689270753773901,13.811420982735722,3.701915070774355,0.0
2008,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Quebec,0.0,28270.0,266751.0,57106.0,7753266.0,237915.0,0.8877931812640405,11.882394972994557,4.671155395229923,0.0
2008,Saskatchewan,0.0,3470.0,41195.0,9243.0,1015901.75,35422.0,1.5371218538313691,9.7961718705889,4.45688629232933,0.0
2008,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Unknown province or territory of residence,0.0,0.0,0.0,48.0,0.0,-48.0,0.0,-0.0,0.0,0.0
2008,Yukon,0.0,40.0,1119.0,198.0,33024.5,961.0,1.7641439664735525,4.162330905306972,5.651515151515151,0.0
2009,Alberta,0.0,15090.0,155148.0,20987.0,3667767.0,149251.0,2.3695749906516905,10.1104850218759,7.3925763567923,0.0
2009,British Columbia,0.0,60035.0,134892.0,31440.0,4404782.25,163487.0,1.4235691590102517,36.721574192443434,4.290458015267175,0.0
2009,Manitoba,0.0,5090.0,47855.0,9972.0,1206538.5,42973.0,0.8523275226330673,11.844646638587019,4.798937023666266,0.0
2009,New Brunswick,0.0,3260.0,22172.0,6366.0,749640.5,19066.0,0.371788026932629,17.098499947550614,3.4828777882500783,0.0
2009,Newfoundland and Labrador,0.0,1485.0,14739.0,4391.0,516158.25,11833.0,0.8504695631445847,12.549649285895379,3.3566385789114097,0.0
2009,Northwest Territories,0.0,25.0,2147.0,186.0,43091.75,1986.0,-0.6369904076738653,1.2588116817724069,11.543010752688172,0.0
2009,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Nova Scotia,0.0,6410.0,27114.0,8227.0,938439.5,25297.0,0.25214211296746836,25.338973000751075,3.295733560228516,0.0
2009,Nunavut,0.0,0.0,2648.0,162.0,32470.25,2486.0,2.13420148308916,0.0,16.34567901234568,0.0
2009,Ontario,0.0,76855.0,427397.0,88468.0,12984262.25,415784.0,0.9142585765283595,18.48435726242472,4.8310914681014605,0.0
2009,Prince Edward Island,0.0,630.0,4368.0,1268.0,139693.25,3730.0,0.7980532119657546,16.890080428954423,3.444794952681388,0.0
2009,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Quebec,0.0,31315.0,268425.0,57769.0,7833114.5,241971.0,1.0298692189846248,12.941633501535307,4.646523221797158,0.0
2009,Saskatchewan,0.0,3730.0,42853.0,8972.0,1032532.25,37611.0,1.637018540424795,9.917311424849114,4.776304057066429,0.0
2009,Unknown province or territory,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
2009,Unknown province or territory of residence,0.0,0.0,0.0,18.0,0.0,-18.0,0.0,-0.0,0.0,0.0
2009,Yukon,0.0,35.0,1147.0,201.0,33687.0,981.0,2.0060863904071136,3.567787971457696,5.706467661691542,0.0
2010,Alberta,0.0,15400.0,152510.0,20755.0,3724157.0,147155.0,1.537447716826068,10.465155788114574,7.3481088894242355,0.0
2010,British Columbia,0.0,65135.0,131341.0,31324.0,4461067.75,165152.0,1.277827070793336,39.43942549893432,4.192983016217597,0.0
2010,Manitoba,0.0,5250.0,47339.0,9985.0,1219001.0,42604.0,1.032913578804151,12.322786592808187,4.741011517275914,0.0
2010,New Brunswick,0.0,3465.0,22061.0,6312.0,752655.75,19214.0,0.4022261337267574,18.03372540855626,3.495088719898606,0.0
2010,Newfoundland and Labrador,0.0,1620.0,14685.0,4481.0,521584.0,11824.0,1.05117955588232,13.700947225981055,3.277170274492301,0.0
2010,Northwest Territories,0.0,20.0,2106.0,184.0,43185.25,1942.0,0.21697888807021837,1.0298661174047374,11.445652173913043,0.0
2010,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Nova Scotia,0.0,7655.0,26647.0,8295.0,942047.75,26007.0,0.38449468505961093,29.434383050717116,3.2124171187462327,0.0
2010,Nunavut,0.0,0.0,2528.0,132.0,33251.25,2396.0,2.4052786781746383,0.0,19.151515151515152,0.0
2010,Ontario,0.0,89180.0,422504.0,89282.0,13118704.5,422402.0,1.0354246349267848,21.112589429027327,4.732241661253108,0.0
2010,Prince Edward Island,0.0,685.0,4214.0,1116.0,141486.25,3783.0,1.2835265841406152,18.10732223103357,3.7759856630824373,0.0
2010,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Quebec,0.0,32955.0,265198.0,58806.0,7918616.25,239347.0,1.0915421956362303,13.768712371577669,4.509709893548277,0.0
2010,Saskatchewan,0.0,3860.0,42873.0,9205.0,1049310.75,37528.0,1.6249855634049126,10.285653378810489,4.657577403585008,0.0
2010,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Yukon,0.0,25.0,1145.0,198.0,34410.0,972.0,2.146228515451054,2.57201646090535,5.782828282828283,0.0
2011,Alberta,0.0,17735.0,153115.0,21242.0,3778993.0,149608.0,1.472440608706882,11.854312603604084,7.208125411919782,0.0
2011,British Columbia,0.0,67050.0,132291.0,31966.0,4500944.0,167375.0,0.8938723246245228,40.05974607916355,4.138490896577614,0.0
2011,Manitoba,0.0,6480.0,46873.0,10250.0,1231752.75,43103.0,1.046081996651349,15.033756351066053,4.572975609756098,0.0
2011,New Brunswick,0.0,3780.0,21377.0,6411.0,755353.75,18746.0,0.3584640122658911,20.164301717699775,3.3344252066760256,0.0
2011,Newfoundland and Labrador,0.0,1915.0,13427.0,4527.0,524690.25,10815.0,0.595541657719556,17.70688858067499,2.9659818864590237,0.0
2011,Northwest Territories,0.0,25.0,2079.0,188.0,43399.25,1916.0,0.49553956501351415,1.3048016701461378,11.058510638297872,0.0
2011,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Nova Scotia,0.0,8860.0,26653.0,8533.0,944185.75,26980.0,0.22695240235963698,32.83914010378058,3.123520450017579,0.0
2011,Nunavut,0.0,0.0,2504.0,171.0,34045.25,2333.0,2.3878801548814055,0.0,14.64327485380117,0.0
2011,Ontario,0.0,101765.0,423494.0,89976.0,13248544.0,435283.0,0.9897280634684646,23.379043059343,4.706744020627723,0.0
2011,Prince Edward Island,0.0,780.0,4317.0,1253.0,143620.5,3844.0,1.5084504678016364,20.291363163371486,3.4453312051077414,0.0
2011,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Quebec,0.0,35370.0,264432.0,59539.0,7993803.5,240263.0,0.9494998573772229,14.721367834414787,4.441324174070777,0.0
2011,Saskatchewan,0.0,4635.0,42916.0,9262.0,1064016.0,38289.0,1.4014199320839804,12.105304395518294,4.6335564672856835,0.0
2011,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Yukon,0.0,45.0,1290.0,193.0,35182.5,1142.0,2.244986922406267,3.940455341506129,6.683937823834197,0.0
2012,Alberta,0.0,19305.0,157864.0,22001.0,3859302.75,155168.0,2.125162708689854,12.441353887399465,7.1753102131721285,0.0
2012,British Columbia,0.0,70140.0,132068.0,32524.0,4564451.75,169684.0,1.410987339544767,41.33565922538365,4.060632148567212,0.0
2012,Manitoba,0.0,7955.0,49074.0,10062.0,1247151.25,46967.0,1.250129135088196,16.937424148870484,4.87716159809183,0.0
2012,New Brunswick,0.0,4115.0,21168.0,6443.0,757648.0,18840.0,0.3037318607341355,21.841825902335458,3.285426043768431,0.0
2012,Newfoundland and Labrador,0.0,2300.0,13144.0,4635.0,526241.25,10809.0,0.2956029771851165,21.278564159496717,2.835814455231931,0.0
2012,Northwest Territories,0.0,30.0,2046.0,200.0,43647.0,1876.0,0.5708623996958373,1.5991471215351813,10.23,0.0
2012,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Nova Scotia,0.0,10250.0,26353.0,8415.0,943304.0,28188.0,-0.09338734459823916,36.36299134383425,3.1316696375519903,0.0
2012,Nunavut,0.0,0.0,2563.0,161.0,34617.5,2402.0,1.680851220067403,0.0,15.919254658385093,0.0
2012,Ontario,0.0,114335.0,427214.0,90740.0,13376112.25,450809.0,0.9628850536330669,25.36218221020432,4.708111086621115,0.0
2012,Prince Edward Island,0.0,880.0,3945.0,1231.0,144346.0,3594.0,0.505150727089787,24.485253199777407,3.2047116165718927,0.0
2012,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Quebec,0.0,39845.0,266600.0,60774.0,8050859.5,245671.0,0.7137528461889309,16.21884552918334,4.386744331457531,0.0
2012,Saskatchewan,0.0,5480.0,44528.0,9204.0,1080479.25,40804.0,1.5472746650426306,13.430055876874816,4.837896566710126,0.0
2012,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Yukon,0.0,50.0,1305.0,206.0,35987.5,1149.0,2.288069352661126,4.351610095735422,6.334951456310679,0.0
2013,Alberta,0.0,21840.0,160181.0,22844.0,3962293.75,159177.0,2.668642671270094,13.720575208729905,7.011950621607424,0.0
2013,British Columbia,0.0,74065.0,131261.0,33200.0,4629484.75,172126.0,1.4247713320663324,43.029524882934595,3.953644578313253,0.0
2013,Manitoba,0.0,9470.0,49399.0,10095.0,1261767.5,48774.0,1.1719709217306251,19.416082338951078,4.893412580485389,0.0
2013,New Brunswick,0.0,4575.0,20868.0,6627.0,758130.0,18816.0,0.0636179333938669,24.314413265306122,3.148936170212766,0.0
2013,Newfoundland and Labrador,0.0,2485.0,13607.0,4837.0,527303.5,11255.0,0.2018560878684461,22.079075966237227,2.813107297911929,0.0
2013,Northwest Territories,0.0,35.0,1992.0,199.0,43762.5,1828.0,0.26462299814420387,1.9146608315098468,10.010050251256281,0.0
2013,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Nova Scotia,0.0,10885.0,25322.0,8878.0,940485.5,27329.0,-0.29879020973090364,39.82948516228183,2.8522189682360892,0.0
2013,Nunavut,0.0,5.0,2777.0,194.0,35204.0,2588.0,1.6942297970679476,0.19319938176197837,14.314432989690722,0.0
2013,Ontario,0.0,127540.0,420620.0,93343.0,13496707.0,454817.0,0.9015680172689944,28.04204768071554,4.506176146042017,0.0
2013,Prince Edward Island,0.0,1035.0,4226.0,1284.0,143933.25,3977.0,-0.28594488243526284,26.024641689715867,3.291277258566978,0.0
2013,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Quebec,0.0,43180.0,266390.0,61289.0,8100324.25,248281.0,0.6144033441398467,17.391584535264478,4.346456949860497,0.0
2013,Saskatchewan,0.0,6385.0,44366.0,9333.0,1096496.75,41418.0,1.4824440173191622,15.416002704138299,4.753669773920497,0.0
2013,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Yukon,0.0,30.0,1188.0,215.0,36344.75,1003.0,0.9927058006252265,2.991026919242273,5.525581395348837,0.0
2014,Alberta,0.0,23155.0,167403.0,23360.0,4066082.0,167198.0,2.619398170567244,13.848849866625198,7.166224315068493,0.0
2014,British Columbia,0.0,80880.0,133046.0,33791.0,4704528.25,180135.0,1.6209903272712989,44.89965858939129,3.9373205883223346,0.0
2014,Manitoba,0.0,10815.0,49679.0,10709.0,1275545.5,49785.0,1.0919602858688204,21.723410665863213,4.638995237650574,0.0
2014,New Brunswick,0.0,4705.0,20939.0,6822.0,758783.0,18822.0,0.08613298510808942,24.99734353416215,3.0693345060099677,0.0
2014,Newfoundland and Labrador,0.0,2740.0,13715.0,4986.0,527903.75,11469.0,0.11383387366099562,23.8904874008196,2.7507019655034095,0.0
2014,Northwest Territories,0.0,30.0,1998.0,213.0,43852.25,1815.0,0.20508426163952098,1.6528925619834711,9.380281690140846,0.0
2014,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Nova Scotia,0.0,11170.0,25839.0,8746.0,938316.5,28263.0,-0.23062556520010435,39.521636061281534,2.954379144751887,0.0
2014,Nunavut,0.0,5.0,2705.0,175.0,35862.5,2535.0,1.8705260765822018,0.19723865877712032,15.457142857142857,0.0
2014,Ontario,0.0,139890.0,421623.0,95939.0,13606394.0,465574.0,0.8126945335628966,30.046780962854452,4.394698714808368,0.0
2014,Prince Edward Island,0.0,1290.0,4262.0,1286.0,144018.75,4266.0,0.0594025355503236,30.239099859353026,3.314152410575428,0.0
2014,Province / Territory not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Quebec,0.0,48520.0,263965.0,63195.0,8140807.5,249290.0,0.49977320352330157,19.463275702996512,4.176991850621094,0.0
2014,Saskatchewan,0.0,6840.0,46631.0,9393.0,1110322.75,44078.0,1.2609248499824588,15.51794546032034,4.964441605450868,0.0
2014,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Yukon,0.0,45.0,1216.0,206.0,36816.75,1055.0,1.2986744990679533,4.265402843601896,5.902912621359223,0.0
2015,Alberta,1900.0,25500.0,170714.0,23846.0,4138208.75,174268.0,1.7738636358046955,15.722909541625544,7.15902038077665,0.07450980392156863
2015,British Columbia,1910.0,90215.0,132805.0,35246.0,4769093.75,189684.0,1.3724117822015325,48.567617722106235,3.7679452987573057,0.021171645513495537
2015,Manitoba,715.0,12255.0,50036.0,10684.0,1290665.25,52322.0,1.1853555988398767,24.78880776728718,4.683264694870835,0.058343533251733984
2015,New Brunswick,125.0,4715.0,19793.0,7226.0,759261.5,17407.0,0.06306150770378771,27.804906072269773,2.7391364517021866,0.026511134676564158
2015,Newfoundland and Labrador,50.0,3085.0,13440.0,5239.0,528302.75,11336.0,0.07558195977959148,27.65525758645025,2.5653750715785457,0.01620745542949757
2015,Northwest Territories,10.0,50.0,2050.0,208.0,44238.75,1902.0,0.8813686868974768,3.1545741324921135,9.85576923076923,0.2
2015,Nova Scotia,130.0,11705.0,24601.0,9371.0,937288.75,27065.0,-0.10953127223063408,43.72806207278773,2.6252267634190587,0.011106364801366937
2015,Nunavut,0.0,5.0,2607.0,160.0,36395.75,2452.0,1.4869292436388903,0.20391517128874387,16.29375,0.0
2015,Ontario,5320.0,156200.0,419938.0,97322.0,13698942.0,484136.0,0.6801802152723191,33.362526232298364,4.31493393066316,0.03405889884763124
2015,Prince Edward Island,45.0,1640.0,4036.0,1261.0,144448.25,4460.0,0.2982250575011891,37.780269058295964,3.2006344171292627,0.027439024390243903
2015,Province / Territory not stated,0.0,35.0,0.0,0.0,0.0,35.0,0.0,100.0,0.0,0.0
2015,Province/territory not stated,5.0,290.0,0.0,0.0,0.0,295.0,0.0,100.0,0.0,0.017241379310344827
2015,Quebec,2090.0,53320.0,260999.0,64159.0,8171490.25,252250.0,0.3769005715956286,21.966303270564914,4.068002930220234,0.03919729932483121
2015,Saskatchewan,605.0,7455.0,45912.0,9394.0,1120667.75,44578.0,0.9317110722985689,18.08066759388039,4.887374920161806,0.08115358819584172
2015,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Yukon,15.0,50.0,1293.0,217.0,37463.0,1141.0,1.755315175837091,5.696757230499562,5.95852534562212,0.3
2016,Alberta,4685.0,27210.0,167724.0,24548.0,4189191.5,175071.0,1.2320004398038265,18.218322851871527,6.832491445331595,0.17217934582873942
2016,British Columbia,3840.0,103075.0,135729.0,36627.0,4846627.75,206017.0,1.6257596110372141,51.896202740550535,3.705708903268081,0.037254426388552024
2016,Manitoba,1185.0,14220.0,50672.0,10743.0,1311168.75,55334.0,1.5885993676516774,27.840026023782844,4.716745787954947,0.08333333333333333
2016,New Brunswick,710.0,4765.0,19861.0,7165.0,762784.5,18171.0,0.46400350867257245,30.130427604424632,2.771946964410328,0.14900314795383002
2016,Newfoundland and Labrador,110.0,3495.0,13348.0,5002.0,529485.0,11951.0,0.22378267006939456,30.164839762362984,2.668532586965214,0.031473533619456366
2016,Northwest Territories,10.0,45.0,1936.0,237.0,44551.25,1754.0,0.7063942810318968,3.1356898517673892,8.168776371308017,0.2222222222222222
2016,Nova Scotia,695.0,12615.0,24919.0,8994.0,942262.75,29235.0,0.530679579798643,45.52762100222336,2.7706248610184567,0.0550931430836306
2016,Nunavut,5.0,0.0,2746.0,183.0,36886.75,2568.0,1.3490586126127413,0.19470404984423675,15.005464480874316,0.0
2016,Ontario,10300.0,191665.0,423502.0,99419.0,13853924.0,526048.0,1.131342843848815,38.3928842995316,4.259769259397097,0.053739597735632486
2016,Prince Edward Island,145.0,2105.0,4196.0,1148.0,146405.0,5298.0,1.3546373874380624,42.46885617214043,3.6550522648083623,0.0688836104513064
2016,Province / Territory not stated,0.0,135.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0
2016,Province/territory not stated,5.0,1040.0,0.0,0.0,0.0,1045.0,0.0,100.0,0.0,0.004807692307692308
2016,Quebec,4335.0,57795.0,258836.0,63515.0,8217369.75,257451.0,0.5614581746579139,24.13274759080369,4.075194835865544,0.075006488450558
2016,Saskatchewan,1225.0,8195.0,46656.0,9414.0,1133608.25,46662.0,1.1547133394353537,20.18773305902019,4.95602294455067,0.14948139109212935
2016,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Yukon,25.0,95.0,1320.0,218.0,38263.5,1222.0,2.1367749512852585,9.819967266775777,6.055045871559633,0.2631578947368421
2017,Alberta,4425.0,28690.0,161027.0,25540.0,4232819.75,168602.0,1.0414479739109472,19.64092952634014,6.304894283476899,0.15423492506099687
2017,British Columbia,3625.0,119470.0,133880.0,38490.0,4925006.5,218485.0,1.6171811420838011,56.340252191225936,3.478306053520395,0.030342345358667446
2017,Manitoba,1105.0,16890.0,51085.0,11066.0,1331885.25,58014.0,1.5800025740393853,31.01837487503016,4.616392553768299,0.06542332741267022
2017,New Brunswick,210.0,5015.0,19619.0,7494.0,766049.25,17350.0,0.4280042397295736,30.11527377521614,2.6179610354950626,0.04187437686939183
2017,Newfoundland and Labrador,50.0,3825.0,12312.0,5147.0,529942.5,11040.0,0.08640471401455407,35.099637681159415,2.3920730522634543,0.013071895424836602
2017,Northwest Territories,40.0,50.0,1847.0,241.0,44644.5,1696.0,0.20930950310036334,5.306603773584905,7.66390041493776,0.8
2017,Nova Scotia,345.0,13850.0,24708.0,9550.0,951050.25,29353.0,0.93259549950373,48.359622525806564,2.5872251308900522,0.024909747292418773
2017,Nunavut,0.0,0.0,2711.0,175.0,37540.5,2536.0,1.7723166177556982,0.0,15.491428571428571,0.0
2017,Ontario,7320.0,240930.0,423430.0,103742.0,14056827.0,567938.0,1.464588660945454,43.71075716011254,4.081567735343448,0.03038226870875358
2017,Prince Edward Island,150.0,2555.0,4027.0,1327.0,149125.0,5405.0,1.8578600457634709,50.04625346901017,3.0346646571213265,0.05870841487279843
