Date,GEO,Number_of_Houses_Forecast,Model_Used
2030-05-01,New Brunswick,339988.2203483335,Prophet
2030-06-01,New Brunswick,340032.63436068554,Prophet
2030-07-01,New Brunswick,340075.6156629618,Prophet
2030-08-01,New Brunswick,340120.0296753139,Prophet
2030-09-01,New Brunswick,340164.44368766603,Prophet
2030-10-01,New Brunswick,340207.4249899422,Prophet
2030-11-01,New Brunswick,340251.83900229435,Prophet
2030-12-01,New Brunswick,340294.8203045706,Prophet
2031-01-01,New Brunswick,340339.23431692267,Prophet
2031-02-01,New Brunswick,340383.6483292748,Prophet
2031-03-01,New Brunswick,340423.7642113993,Prophet
2031-04-01,New Brunswick,340468.1782237514,Prophet
2031-05-01,New Brunswick,340511.1595260276,Prophet
2031-06-01,New Brunswick,340555.57353837974,Prophet
2031-07-01,New Brunswick,340598.554840656,Prophet
2031-08-01,New Brunswick,340642.9688530081,Prophet
2031-09-01,New Brunswick,340687.3828653602,Prophet
2031-10-01,New Brunswick,340730.36416763644,Prophet
2031-11-01,New Brunswick,340774.77817998856,Prophet
2031-12-01,New Brunswick,340817.7594822648,Prophet
2032-01-01,New Brunswick,340862.17349461693,Prophet
2032-02-01,New Brunswick,340906.58750696905,Prophet
2032-03-01,New Brunswick,340948.1360991694,Prophet
2032-04-01,New Brunswick,340992.5501115215,Prophet
2032-05-01,New Brunswick,341035.5314137977,Prophet
2032-06-01,New Brunswick,341079.9454261498,Prophet
2032-07-01,New Brunswick,341122.9267284261,Prophet
2032-08-01,New Brunswick,341167.3407407782,Prophet
2032-09-01,New Brunswick,341211.75475313026,Prophet
2032-10-01,New Brunswick,341254.7360554065,Prophet
2032-11-01,New Brunswick,341299.15006775863,Prophet
2032-12-01,New Brunswick,341342.1313700349,Prophet
2033-01-01,New Brunswick,341386.545382387,Prophet
2033-02-01,New Brunswick,341430.9593947391,Prophet
2033-03-01,New Brunswick,341471.0752768636,Prophet
2033-04-01,New Brunswick,341515.4892892157,Prophet
2033-05-01,New Brunswick,341558.4705914919,Prophet
2033-06-01,New Brunswick,341602.884603844,Prophet
2033-07-01,New Brunswick,341645.8659061203,Prophet
2033-08-01,New Brunswick,341690.27991847234,Prophet
2033-09-01,New Brunswick,341734.6939308245,Prophet
2033-10-01,New Brunswick,341777.6752331007,Prophet
2033-11-01,New Brunswick,341822.08924545284,Prophet
2033-12-01,New Brunswick,341865.0705477291,Prophet
2034-01-01,New Brunswick,341909.4845600812,Prophet
2034-02-01,New Brunswick,341953.8985724333,Prophet
2034-03-01,New Brunswick,341994.0144545578,Prophet
2034-04-01,New Brunswick,342038.42846690986,Prophet
2034-05-01,New Brunswick,342081.4097691861,Prophet
2034-06-01,New Brunswick,342125.82378153823,Prophet
2034-07-01,New Brunswick,342168.8050838144,Prophet
2034-08-01,New Brunswick,342213.2190961666,Prophet
2034-09-01,New Brunswick,342257.6331085187,Prophet
2034-10-01,New Brunswick,342300.6144107949,Prophet
2034-11-01,New Brunswick,342345.02842314704,Prophet
2034-12-01,New Brunswick,342388.0097254233,Prophet
2035-01-01,New Brunswick,342432.42373777536,Prophet
2035-02-01,New Brunswick,342476.8377501275,Prophet
2035-03-01,New Brunswick,342516.95363225194,Prophet
2035-04-01,New Brunswick,342561.36764460406,Prophet
2035-05-01,New Brunswick,342604.3489468803,Prophet
2035-06-01,New Brunswick,342648.76295923244,Prophet
2035-07-01,New Brunswick,342691.7442615087,Prophet
2035-08-01,New Brunswick,342736.1582738608,Prophet
2035-09-01,New Brunswick,342780.5722862129,Prophet
2035-10-01,New Brunswick,342823.5535884891,Prophet
2035-11-01,New Brunswick,342867.96760084125,Prophet
2035-12-01,New Brunswick,342910.94890311745,Prophet
2036-01-01,New Brunswick,342955.36291546957,Prophet
2036-02-01,New Brunswick,342999.7769278217,Prophet
2036-03-01,New Brunswick,343041.325520022,Prophet
2036-04-01,New Brunswick,343085.73953237414,Prophet
2036-05-01,New Brunswick,343128.7208346504,Prophet
2036-06-01,New Brunswick,343173.1348470025,Prophet
2036-07-01,New Brunswick,343216.11614927877,Prophet
2036-08-01,New Brunswick,343260.5301616309,Prophet
2036-09-01,New Brunswick,343304.94417398295,Prophet
2036-10-01,New Brunswick,343347.92547625914,Prophet
2024-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2024-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2025-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2026-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2027-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2028-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2029-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2030-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2031-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2032-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2033-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2034-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-10-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-11-01,Newfoundland and Labrador,220000.015625,XGBoost
2035-12-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-01-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-02-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-03-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-04-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-05-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-06-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-07-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-08-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-09-01,Newfoundland and Labrador,220000.015625,XGBoost
2036-10-01,Newfoundland and Labrador,220000.015625,XGBoost
