REF_DATE,GEO,Housing estimates,VALUE
1956-07,Quebec,Housing starts,1820.0
1956-07,Quebec,Housing starts,258.0
1956-07,Quebec,Housing starts,3309.0
1956-07,Quebec,Housing under construction,22028.0
1956-07,Quebec,Housing completions,9943.0
1956-07,Quebec,Housing completions,4483.0
1956-07,Quebec,Housing completions,5460.0
1956-07,Quebec,Housing completions,2182.0
1956-07,Quebec,Housing completions,295.0
1956-07,Quebec,Housing completions,2983.0
1956-07,Ontario,Housing starts,15991.0
1956-07,Ontario,Housing starts,11793.0
1956-07,Ontario,Housing starts,3291.0
1956-07,Ontario,Housing starts,774.0
1956-07,Ontario,Housing starts,136.0
1956-07,Ontario,Housing starts,2381.0
1956-07,Ontario,Housing under construction,33830.0
1956-07,Ontario,Housing completions,11611.0
1956-07,Ontario,Housing completions,9516.0
1956-07,Ontario,Housing completions,2095.0
1956-07,Ontario,Housing completions,500.0
1956-07,Ontario,Housing completions,33.0
1956-07,Ontario,Housing completions,1562.0
1956-07,British Columbia,Housing starts,4717.0
1956-07,British Columbia,Housing starts,2969.0
1956-07,British Columbia,Housing starts,1642.0
1956-07,British Columbia,Housing starts,256.0
1956-07,British Columbia,Housing starts,208.0
1956-07,British Columbia,Housing starts,1178.0
1956-07,British Columbia,Housing under construction,11363.0
1956-07,British Columbia,Housing completions,3635.0
1956-07,British Columbia,Housing completions,2975.0
1956-07,British Columbia,Housing completions,660.0
1956-07,British Columbia,Housing completions,154.0
1956-07,British Columbia,Housing completions,162.0
1956-07,British Columbia,Housing completions,344.0
1956-10,Canada,Housing starts,23874.0
1956-10,Canada,Housing starts,19362.0
1956-10,Canada,Housing starts,7908.0
1956-10,Canada,Housing starts,1829.0
1956-10,Canada,Housing starts,457.0
1956-10,Canada,Housing starts,5622.0
1956-10,Canada,Housing under construction,68579.0
1956-10,Canada,Housing completions,45080.0
1956-10,Canada,Housing completions,32386.0
1956-10,Canada,Housing completions,12694.0
1956-10,Canada,Housing completions,3642.0
1956-10,Canada,Housing completions,751.0
1956-10,Canada,Housing completions,8301.0
1956-10,Quebec,Housing starts,6968.0
1956-10,Quebec,Housing starts,4310.0
1956-10,Quebec,Housing starts,3964.0
1956-10,Quebec,Housing starts,1129.0
1956-10,Quebec,Housing starts,337.0
1956-10,Quebec,Housing starts,2498.0
1956-10,Quebec,Housing under construction,15825.0
1956-10,Quebec,Housing completions,12974.0
1956-10,Quebec,Housing completions,6430.0
1956-10,Quebec,Housing completions,6544.0
1956-10,Quebec,Housing completions,2284.0
1956-10,Quebec,Housing completions,336.0
1956-10,Quebec,Housing completions,3924.0
1956-10,Ontario,Housing starts,9189.0
1956-10,Ontario,Housing starts,7392.0
1956-10,Ontario,Housing starts,2927.0
1956-10,Ontario,Housing starts,548.0
1956-10,Ontario,Housing starts,54.0
1956-10,Ontario,Housing starts,2325.0
1956-10,Ontario,Housing under construction,26232.0
1956-10,Ontario,Housing completions,16495.0
1956-10,Ontario,Housing completions,13051.0
1956-10,Ontario,Housing completions,3444.0
1956-10,Ontario,Housing completions,922.0
1956-10,Ontario,Housing completions,119.0
1956-10,Ontario,Housing completions,2403.0
1956-10,British Columbia,Housing starts,2811.0
1956-10,British Columbia,Housing starts,2416.0
1956-10,British Columbia,Housing starts,568.0
1956-10,British Columbia,Housing starts,90.0
1956-10,British Columbia,Housing starts,28.0
1956-10,British Columbia,Housing starts,450.0
1956-10,British Columbia,Housing under construction,9105.0
1956-10,British Columbia,Housing completions,5097.0
1956-10,British Columbia,Housing completions,3858.0
1956-10,British Columbia,Housing completions,1239.0
1956-10,British Columbia,Housing completions,296.0
1956-10,British Columbia,Housing completions,36.0
1956-10,British Columbia,Housing completions,907.0
1957-01,Canada,Housing starts,8410.0
1957-01,Canada,Housing starts,4004.0
1957-01,Canada,Housing starts,3765.0
1957-01,Canada,Housing starts,880.0
1957-01,Canada,Housing starts,347.0
1957-01,Canada,Housing starts,2538.0
1957-01,Canada,Housing under construction,52570.0
1957-01,Canada,Housing completions,24637.0
1957-01,Canada,Housing completions,17294.0
1957-01,Canada,Housing completions,7343.0
1957-01,Canada,Housing completions,1756.0
1957-01,Canada,Housing completions,484.0
1957-01,Canada,Housing completions,5103.0
1957-01,Quebec,Housing starts,2535.0
1957-01,Quebec,Housing starts,710.0
1957-01,Quebec,Housing starts,1768.0
1957-01,Quebec,Housing starts,536.0
1957-01,Quebec,Housing starts,221.0
1957-01,Quebec,Housing starts,1011.0
1957-01,Quebec,Housing under construction,12105.0
1957-01,Quebec,Housing completions,6289.0
1957-01,Quebec,Housing completions,2857.0
1957-01,Quebec,Housing completions,3432.0
1957-01,Quebec,Housing completions,1016.0
1957-01,Quebec,Housing completions,270.0
1957-01,Quebec,Housing completions,2146.0
1957-01,Ontario,Housing starts,3230.0
1957-01,Ontario,Housing starts,1601.0
1957-01,Ontario,Housing starts,1504.0
1957-01,Ontario,Housing starts,248.0
1957-01,Ontario,Housing starts,9.0
1957-01,Ontario,Housing starts,1247.0
1957-01,Ontario,Housing under construction,19582.0
1957-01,Ontario,Housing completions,9908.0
1957-01,Ontario,Housing completions,7392.0
1957-01,Ontario,Housing completions,2516.0
1957-01,Ontario,Housing completions,510.0
1957-01,Ontario,Housing completions,16.0
1957-01,Ontario,Housing completions,1990.0
1957-01,British Columbia,Housing starts,1913.0
1957-01,British Columbia,Housing starts,1247.0
1957-01,British Columbia,Housing starts,281.0
1957-01,British Columbia,Housing starts,46.0
1957-01,British Columbia,Housing starts,0.0
1957-01,British Columbia,Housing starts,235.0
1957-01,British Columbia,Housing under construction,8168.0
1957-01,British Columbia,Housing completions,2861.0
1957-01,British Columbia,Housing completions,2159.0
1957-01,British Columbia,Housing completions,702.0
1957-01,British Columbia,Housing completions,102.0
1957-01,British Columbia,Housing completions,56.0
1957-01,British Columbia,Housing completions,544.0
1957-04,Canada,Housing starts,40437.0
1957-04,Canada,Housing starts,28688.0
1957-04,Canada,Housing starts,12021.0
1957-04,Canada,Housing starts,2814.0
1957-04,Canada,Housing starts,1018.0
1957-04,Canada,Housing starts,8189.0
1957-04,Canada,Housing under construction,67640.0
1957-04,Canada,Housing completions,25798.0
1957-04,Canada,Housing completions,16650.0
1957-04,Canada,Housing completions,9148.0
1957-04,Canada,Housing completions,1676.0
1957-04,Canada,Housing completions,551.0
1957-04,Canada,Housing completions,6921.0
1957-04,Quebec,Housing starts,11904.0
1957-04,Quebec,Housing starts,5645.0
1957-04,Quebec,Housing starts,6244.0
1957-04,Quebec,Housing starts,1874.0
1957-04,Quebec,Housing starts,483.0
1957-04,Quebec,Housing starts,3887.0
1957-04,Quebec,Housing under construction,16824.0
1957-04,Quebec,Housing completions,7336.0
1957-04,Quebec,Housing completions,3389.0
1957-04,Quebec,Housing completions,3947.0
1957-04,Quebec,Housing completions,1032.0
1957-04,Quebec,Housing completions,362.0
1957-04,Quebec,Housing completions,2553.0
1957-04,Ontario,Housing starts,14825.0
1957-04,Ontario,Housing starts,10903.0
1957-04,Ontario,Housing starts,3947.0
1957-04,Ontario,Housing starts,598.0
1957-04,Ontario,Housing starts,450.0
1957-04,Ontario,Housing starts,2899.0
1957-04,Ontario,Housing under construction,24664.0
1957-04,Ontario,Housing completions,9991.0
1957-04,Ontario,Housing completions,6468.0
1957-04,Ontario,Housing completions,3523.0
1957-04,Ontario,Housing completions,412.0
1957-04,Ontario,Housing completions,50.0
1957-04,Ontario,Housing completions,3061.0
1957-04,British Columbia,Housing starts,4699.0
1957-04,British Columbia,Housing starts,4210.0
1957-04,British Columbia,Housing starts,743.0
1957-04,British Columbia,Housing starts,198.0
1957-04,British Columbia,Housing starts,3.0
1957-04,British Columbia,Housing starts,542.0
1957-04,British Columbia,Housing under construction,9096.0
1957-04,British Columbia,Housing completions,3729.0
1957-04,British Columbia,Housing completions,2868.0
1957-04,British Columbia,Housing completions,861.0
1957-04,British Columbia,Housing completions,128.0
1957-04,British Columbia,Housing completions,45.0
1957-04,British Columbia,Housing completions,688.0
1957-07,Canada,Housing starts,39678.0
1957-07,Canada,Housing starts,25521.0
1957-07,Canada,Housing starts,11904.0
1957-07,Canada,Housing starts,2724.0
1957-07,Canada,Housing starts,229.0
1957-07,Canada,Housing starts,8951.0
1957-07,Canada,Housing under construction,77949.0
1957-07,Canada,Housing completions,28389.0
1957-07,Canada,Housing completions,19452.0
1957-07,Canada,Housing completions,8937.0
1957-07,Canada,Housing completions,2428.0
1957-07,Canada,Housing completions,634.0
1957-07,Canada,Housing completions,5875.0
1957-07,Quebec,Housing starts,10623.0
1957-07,Quebec,Housing starts,4258.0
1957-07,Quebec,Housing starts,6053.0
1957-07,Quebec,Housing starts,1582.0
1957-07,Quebec,Housing starts,86.0
1957-07,Quebec,Housing starts,4385.0
1957-07,Quebec,Housing under construction,18550.0
1957-07,Quebec,Housing completions,8860.0
1957-07,Quebec,Housing completions,3803.0
1957-07,Quebec,Housing completions,5057.0
1957-07,Quebec,Housing completions,1668.0
1957-07,Quebec,Housing completions,476.0
1957-07,Quebec,Housing completions,2913.0
1957-07,Ontario,Housing starts,15339.0
1957-07,Ontario,Housing starts,10626.0
1957-07,Ontario,Housing starts,3940.0
1957-07,Ontario,Housing starts,800.0
1957-07,Ontario,Housing starts,27.0
1957-07,Ontario,Housing starts,3113.0
1957-07,Ontario,Housing under construction,30222.0
1957-07,Ontario,Housing completions,10590.0
1957-07,Ontario,Housing completions,8072.0
1957-07,Ontario,Housing completions,2518.0
1957-07,Ontario,Housing completions,572.0
1957-07,Ontario,Housing completions,79.0
1957-07,Ontario,Housing completions,1867.0
1957-07,British Columbia,Housing starts,4287.0
1957-07,British Columbia,Housing starts,2845.0
1957-07,British Columbia,Housing starts,960.0
1957-07,British Columbia,Housing starts,176.0
1957-07,British Columbia,Housing starts,9.0
1957-07,British Columbia,Housing starts,775.0
1957-07,British Columbia,Housing under construction,10461.0
1957-07,British Columbia,Housing completions,2876.0
1957-07,British Columbia,Housing completions,2206.0
1957-07,British Columbia,Housing completions,670.0
1957-07,British Columbia,Housing completions,128.0
1957-07,British Columbia,Housing completions,7.0
1957-07,British Columbia,Housing completions,535.0
1957-10,Canada,Housing starts,33815.0
1957-10,Canada,Housing starts,24742.0
1957-10,Canada,Housing starts,11695.0
1957-10,Canada,Housing starts,2854.0
1957-10,Canada,Housing starts,620.0
1957-10,Canada,Housing starts,8221.0
1957-10,Canada,Housing under construction,72573.0
1957-10,Canada,Housing completions,38459.0
1957-10,Canada,Housing completions,27700.0
1957-10,Canada,Housing completions,10759.0
1957-10,Canada,Housing completions,2604.0
1957-10,Canada,Housing completions,681.0
1957-10,Canada,Housing completions,7474.0
1957-10,Quebec,Housing starts,9471.0
1957-10,Quebec,Housing starts,4397.0
1957-10,Quebec,Housing starts,5458.0
1957-10,Quebec,Housing starts,1432.0
1957-10,Quebec,Housing starts,72.0
1957-10,Quebec,Housing starts,3954.0
1957-10,Quebec,Housing under construction,17197.0
1957-10,Quebec,Housing completions,10703.0
1957-10,Quebec,Housing completions,5117.0
1957-10,Quebec,Housing completions,5586.0
1957-10,Quebec,Housing completions,1540.0
1957-10,Quebec,Housing completions,311.0
1957-10,Quebec,Housing completions,3735.0
1957-10,Ontario,Housing starts,14345.0
1957-10,Ontario,Housing starts,10651.0
1957-10,Ontario,Housing starts,4567.0
1957-10,Ontario,Housing starts,1122.0
1957-10,Ontario,Housing starts,322.0
1957-10,Ontario,Housing starts,3123.0
1957-10,Ontario,Housing under construction,29782.0
1957-10,Ontario,Housing completions,14598.0
1957-10,Ontario,Housing completions,11041.0
1957-10,Ontario,Housing completions,3557.0
1957-10,Ontario,Housing completions,718.0
1957-10,Ontario,Housing completions,326.0
1957-10,Ontario,Housing completions,2513.0
1957-10,British Columbia,Housing starts,3221.0
1957-10,British Columbia,Housing starts,3191.0
1957-10,British Columbia,Housing starts,643.0
1957-10,British Columbia,Housing starts,146.0
1957-10,British Columbia,Housing starts,12.0
1957-10,British Columbia,Housing starts,485.0
1957-10,British Columbia,Housing under construction,8856.0
1957-10,British Columbia,Housing completions,4652.0
1957-10,British Columbia,Housing completions,3700.0
1957-10,British Columbia,Housing completions,952.0
1957-10,British Columbia,Housing completions,208.0
1957-10,British Columbia,Housing completions,0.0
1957-10,British Columbia,Housing completions,744.0
1958-01,Canada,Housing starts,17788.0
1958-01,Canada,Housing starts,8940.0
1958-01,Canada,Housing starts,8420.0
1958-01,Canada,Housing starts,1068.0
1958-01,Canada,Housing starts,330.0
1958-01,Canada,Housing starts,7022.0
1958-01,Canada,Housing under construction,64499.0
1958-01,Canada,Housing completions,26315.0
1958-01,Canada,Housing completions,16867.0
1958-01,Canada,Housing completions,9448.0
1958-01,Canada,Housing completions,2304.0
1958-01,Canada,Housing completions,244.0
1958-01,Canada,Housing completions,6900.0
1958-01,Quebec,Housing starts,4310.0
1958-01,Quebec,Housing starts,1285.0
1958-01,Quebec,Housing starts,3279.0
1958-01,Quebec,Housing starts,410.0
1958-01,Quebec,Housing starts,198.0
1958-01,Quebec,Housing starts,2671.0
1958-01,Quebec,Housing under construction,14277.0
1958-01,Quebec,Housing completions,7277.0
1958-01,Quebec,Housing completions,2486.0
1958-01,Quebec,Housing completions,4791.0
1958-01,Quebec,Housing completions,1290.0
1958-01,Quebec,Housing completions,34.0
1958-01,Quebec,Housing completions,3467.0
1958-01,Ontario,Housing starts,8175.0
1958-01,Ontario,Housing starts,3901.0
1958-01,Ontario,Housing starts,3750.0
1958-01,Ontario,Housing starts,362.0
1958-01,Ontario,Housing starts,93.0
1958-01,Ontario,Housing starts,3295.0
1958-01,Ontario,Housing under construction,27482.0
1958-01,Ontario,Housing completions,10175.0
1958-01,Ontario,Housing completions,6736.0
1958-01,Ontario,Housing completions,3439.0
1958-01,Ontario,Housing completions,728.0
1958-01,Ontario,Housing completions,101.0
1958-01,Ontario,Housing completions,2610.0
1958-01,British Columbia,Housing starts,3464.0
1958-01,British Columbia,Housing starts,2453.0
1958-01,British Columbia,Housing starts,868.0
1958-01,British Columbia,Housing starts,172.0
1958-01,British Columbia,Housing starts,23.0
1958-01,British Columbia,Housing starts,673.0
1958-01,British Columbia,Housing under construction,9438.0
1958-01,British Columbia,Housing completions,2799.0
1958-01,British Columbia,Housing completions,2278.0
1958-01,British Columbia,Housing completions,521.0
1958-01,British Columbia,Housing completions,120.0
1958-01,British Columbia,Housing completions,0.0
1958-01,British Columbia,Housing completions,401.0
1958-04,Canada,Housing starts,55413.0
1958-04,Canada,Housing starts,37631.0
1958-04,Canada,Housing starts,17886.0
1958-04,Canada,Housing starts,2650.0
1958-04,Canada,Housing starts,890.0
1958-04,Canada,Housing starts,14346.0
1958-04,Canada,Housing under construction,87142.0
1958-04,Canada,Housing completions,31993.0
1958-04,Canada,Housing completions,22283.0
1958-04,Canada,Housing completions,9710.0
1958-04,Canada,Housing completions,2156.0
1958-04,Canada,Housing completions,523.0
1958-04,Canada,Housing completions,7031.0
1958-04,Quebec,Housing starts,15559.0
1958-04,Quebec,Housing starts,7202.0
1958-04,Quebec,Housing starts,8024.0
