REF_DATE,GEO,Housing estimates,VALUE
1948-01,Canada,Housing starts,6678.0
1948-01,Canada,Housing under construction,37529.0
1948-01,Canada,Housing completions,11569.0
1948-01,Quebec,Housing starts,2196.0
1948-01,Quebec,Housing under construction,8346.0
1948-01,Quebec,Housing completions,2887.0
1948-01,Ontario,Housing starts,1803.0
1948-01,Ontario,Housing under construction,15042.0
1948-01,Ontario,Housing completions,4098.0
1948-01,British Columbia,Housing starts,2121.0
1948-01,British Columbia,Housing under construction,6628.0
1948-01,British Columbia,Housing completions,2189.0
1948-04,Canada,Housing starts,33090.0
1948-04,Canada,Housing under construction,52143.0
1948-04,Canada,Housing completions,18959.0
1948-04,Quebec,Housing starts,9432.0
1948-04,Quebec,Housing under construction,13068.0
1948-04,Quebec,Housing completions,4801.0
1948-04,Ontario,Housing starts,10347.0
1948-04,Ontario,Housing under construction,17761.0
1948-04,Ontario,Housing completions,7686.0
1948-04,British Columbia,Housing starts,4133.0
1948-04,British Columbia,Housing under construction,8535.0
1948-04,British Columbia,Housing completions,2354.0
1948-07,Canada,Housing starts,31348.0
1948-07,Canada,Housing under construction,63656.0
1948-07,Canada,Housing completions,19710.0
1948-07,Quebec,Housing starts,7576.0
1948-07,Quebec,Housing under construction,14454.0
1948-07,Quebec,Housing completions,6117.0
1948-07,Ontario,Housing starts,10807.0
1948-07,Ontario,Housing under construction,22429.0
1948-07,Ontario,Housing completions,6104.0
1948-07,British Columbia,Housing starts,3372.0
1948-07,British Columbia,Housing under construction,8584.0
1948-07,British Columbia,Housing completions,3327.0
1948-10,Canada,Housing starts,19078.0
1948-10,Canada,Housing under construction,56456.0
1948-10,Canada,Housing completions,25859.0
1948-10,Quebec,Housing starts,5778.0
1948-10,Quebec,Housing under construction,13848.0
1948-10,Quebec,Housing completions,6366.0
1948-10,Ontario,Housing starts,7019.0
1948-10,Ontario,Housing under construction,21112.0
1948-10,Ontario,Housing completions,8503.0
1948-10,British Columbia,Housing starts,2007.0
1948-10,British Columbia,Housing under construction,7729.0
1948-10,British Columbia,Housing completions,2861.0
1949-01,Canada,Housing starts,8473.0
1949-01,Canada,Housing under construction,46886.0
1949-01,Canada,Housing completions,17860.0
1949-01,Quebec,Housing starts,2545.0
1949-01,Quebec,Housing under construction,11784.0
1949-01,Quebec,Housing completions,4604.0
1949-01,Ontario,Housing starts,3284.0
1949-01,Ontario,Housing under construction,17888.0
1949-01,Ontario,Housing completions,6396.0
1949-01,British Columbia,Housing starts,1569.0
1949-01,British Columbia,Housing under construction,6529.0
1949-01,British Columbia,Housing completions,2769.0
1949-04,Canada,Housing starts,31912.0
1949-04,Canada,Housing under construction,56787.0
1949-04,Canada,Housing completions,22018.0
1949-04,Quebec,Housing starts,8983.0
1949-04,Quebec,Housing under construction,14610.0
1949-04,Quebec,Housing completions,6152.0
1949-04,Ontario,Housing starts,11504.0
1949-04,Ontario,Housing under construction,21740.0
1949-04,Ontario,Housing completions,7663.0
1949-04,British Columbia,Housing starts,2862.0
1949-04,British Columbia,Housing under construction,7254.0
1949-04,British Columbia,Housing completions,2136.0
1949-07,Canada,Housing starts,28212.0
1949-07,Canada,Housing under construction,61115.0
1949-07,Canada,Housing completions,23496.0
1949-07,Quebec,Housing starts,6773.0
1949-07,Quebec,Housing under construction,15523.0
1949-07,Quebec,Housing completions,5780.0
1949-07,Ontario,Housing starts,10446.0
1949-07,Ontario,Housing under construction,23670.0
1949-07,Ontario,Housing completions,8537.0
1949-07,British Columbia,Housing starts,3325.0
1949-07,British Columbia,Housing under construction,7835.0
1949-07,British Columbia,Housing completions,2753.0
1949-10,Canada,Housing starts,21912.0
1949-10,Canada,Housing under construction,58169.0
1949-10,Canada,Housing completions,24859.0
1949-10,Quebec,Housing starts,5895.0
1949-10,Quebec,Housing under construction,14984.0
1949-10,Quebec,Housing completions,6376.0
1949-10,Ontario,Housing starts,8789.0
1949-10,Ontario,Housing under construction,23585.0
1949-10,Ontario,Housing completions,8844.0
1949-10,British Columbia,Housing starts,1946.0
1949-10,British Columbia,Housing under construction,7166.0
1949-10,British Columbia,Housing completions,2614.0
1950-01,Canada,Housing starts,9015.0
1950-01,Canada,Housing under construction,50161.0
1950-01,Canada,Housing completions,17873.0
1950-01,Quebec,Housing starts,3572.0
1950-01,Quebec,Housing under construction,11956.0
1950-01,Quebec,Housing completions,6509.0
1950-01,Ontario,Housing starts,3466.0
1950-01,Ontario,Housing under construction,20922.0
1950-01,Ontario,Housing completions,5770.0
1950-01,British Columbia,Housing starts,916.0
1950-01,British Columbia,Housing under construction,6584.0
1950-01,British Columbia,Housing completions,1471.0
1950-04,Canada,Housing starts,33134.0
1950-04,Canada,Housing under construction,63634.0
1950-04,Canada,Housing completions,18095.0
1950-04,Quebec,Housing starts,11408.0
1950-04,Quebec,Housing under construction,17193.0
1950-04,Quebec,Housing completions,5511.0
1950-04,Ontario,Housing starts,9755.0
1950-04,Ontario,Housing under construction,23320.0
1950-04,Ontario,Housing completions,6479.0
1950-04,British Columbia,Housing starts,2899.0
1950-04,British Columbia,Housing under construction,7566.0
1950-04,British Columbia,Housing completions,1879.0
1950-07,Canada,Housing starts,29796.0
1950-07,Canada,Housing under construction,69957.0
1950-07,Canada,Housing completions,23463.0
1950-07,Quebec,Housing starts,8407.0
1950-07,Quebec,Housing under construction,18488.0
1950-07,Quebec,Housing completions,7052.0
1950-07,Ontario,Housing starts,10601.0
1950-07,Ontario,Housing under construction,25879.0
1950-07,Ontario,Housing completions,8167.0
1950-07,British Columbia,Housing starts,2252.0
1950-07,British Columbia,Housing under construction,6964.0
1950-07,British Columbia,Housing completions,2848.0
1950-10,Canada,Housing starts,20586.0
1950-10,Canada,Housing under construction,60538.0
1950-10,Canada,Housing completions,29584.0
1950-10,Quebec,Housing starts,5128.0
1950-10,Quebec,Housing under construction,15421.0
1950-10,Quebec,Housing completions,8165.0
1950-10,Ontario,Housing starts,9608.0
1950-10,Ontario,Housing under construction,24331.0
1950-10,Ontario,Housing completions,10902.0
1950-10,British Columbia,Housing starts,1469.0
1950-10,British Columbia,Housing under construction,6068.0
1950-10,British Columbia,Housing completions,2362.0
1951-01,Canada,Housing starts,9801.0
1951-01,Canada,Housing under construction,49294.0
1951-01,Canada,Housing completions,19521.0
1951-01,Quebec,Housing starts,2922.0
1951-01,Quebec,Housing under construction,11154.0
1951-01,Quebec,Housing completions,6612.0
1951-01,Ontario,Housing starts,4846.0
1951-01,Ontario,Housing under construction,20702.0
1951-01,Ontario,Housing completions,7887.0
1951-01,British Columbia,Housing starts,1109.0
1951-01,British Columbia,Housing under construction,5116.0
1951-01,British Columbia,Housing completions,1942.0
1951-04,Canada,Housing starts,28664.0
1951-04,Canada,Housing under construction,58615.0
1951-04,Canada,Housing completions,19173.0
1951-04,Quebec,Housing starts,8794.0
1951-04,Quebec,Housing under construction,15133.0
1951-04,Quebec,Housing completions,4874.0
1951-04,Ontario,Housing starts,11354.0
1951-04,Ontario,Housing under construction,23028.0
1951-04,Ontario,Housing completions,9075.0
1951-04,British Columbia,Housing starts,2041.0
1951-04,British Columbia,Housing under construction,5426.0
1951-04,British Columbia,Housing completions,1561.0
1951-07,Canada,Housing starts,19122.0
1951-07,Canada,Housing under construction,58382.0
1951-07,Canada,Housing completions,19111.0
1951-07,Quebec,Housing starts,5857.0
1951-07,Quebec,Housing under construction,14388.0
1951-07,Quebec,Housing completions,6562.0
1951-07,Ontario,Housing starts,6476.0
1951-07,Ontario,Housing under construction,22712.0
1951-07,Ontario,Housing completions,6672.0
1951-07,British Columbia,Housing starts,1730.0
1951-07,British Columbia,Housing under construction,5684.0
1951-07,British Columbia,Housing completions,1486.0
1951-10,Canada,Housing starts,10992.0
1951-10,Canada,Housing under construction,45926.0
1951-10,Canada,Housing completions,23505.0
1951-10,Quebec,Housing starts,3620.0
1951-10,Quebec,Housing under construction,9554.0
1951-10,Quebec,Housing completions,8638.0
1951-10,Ontario,Housing starts,4673.0
1951-10,Ontario,Housing under construction,19258.0
1951-10,Ontario,Housing completions,8098.0
1951-10,British Columbia,Housing starts,816.0
1951-10,British Columbia,Housing under construction,4652.0
1951-10,British Columbia,Housing completions,1694.0
1952-01,Canada,Housing starts,7268.0
1952-01,Canada,Housing under construction,37259.0
1952-01,Canada,Housing completions,13066.0
1952-01,Quebec,Housing starts,2275.0
1952-01,Quebec,Housing under construction,7938.0
1952-01,Quebec,Housing completions,3417.0
1952-01,Ontario,Housing starts,2866.0
1952-01,Ontario,Housing under construction,14191.0
1952-01,Ontario,Housing completions,5652.0
1952-01,British Columbia,Housing starts,1408.0
1952-01,British Columbia,Housing under construction,4847.0
1952-01,British Columbia,Housing completions,1627.0
1952-04,Canada,Housing starts,28023.0
1952-04,Canada,Housing under construction,50285.0
1952-04,Canada,Housing completions,15274.0
1952-04,Quebec,Housing starts,9309.0
1952-04,Quebec,Housing under construction,12430.0
1952-04,Quebec,Housing completions,4934.0
1952-04,Ontario,Housing starts,9407.0
1952-04,Ontario,Housing under construction,17265.0
1952-04,Ontario,Housing completions,6036.0
1952-04,British Columbia,Housing starts,2172.0
1952-04,British Columbia,Housing under construction,5788.0
1952-04,British Columbia,Housing completions,1347.0
1952-07,Canada,Housing starts,26749.0
1952-07,Canada,Housing under construction,59113.0
1952-07,Canada,Housing completions,18445.0
1952-07,Quebec,Housing starts,7473.0
1952-07,Quebec,Housing under construction,14179.0
1952-07,Quebec,Housing completions,5718.0
1952-07,Ontario,Housing starts,10024.0
1952-07,Ontario,Housing under construction,21183.0
1952-07,Ontario,Housing completions,6477.0
1952-07,British Columbia,Housing starts,1913.0
1952-07,British Columbia,Housing under construction,5971.0
1952-07,British Columbia,Housing completions,1720.0
1952-10,Canada,Housing starts,21206.0
1952-10,Canada,Housing under construction,55689.0
1952-10,Canada,Housing completions,26302.0
1952-10,Quebec,Housing starts,7298.0
1952-10,Quebec,Housing under construction,13601.0
1952-10,Quebec,Housing completions,8338.0
1952-10,Ontario,Housing starts,7719.0
1952-10,Ontario,Housing under construction,20513.0
1952-10,Ontario,Housing completions,9296.0
1952-10,British Columbia,Housing starts,1618.0
1952-10,British Columbia,Housing under construction,5251.0
1952-10,British Columbia,Housing completions,2334.0
1953-01,Canada,Housing starts,11930.0
1953-01,Canada,Housing under construction,49232.0
1953-01,Canada,Housing completions,18392.0
1953-01,Quebec,Housing starts,3440.0
1953-01,Quebec,Housing under construction,11635.0
1953-01,Quebec,Housing completions,5169.0
1953-01,Ontario,Housing starts,5284.0
1953-01,Ontario,Housing under construction,18527.0
1953-01,Ontario,Housing completions,7507.0
1953-01,British Columbia,Housing starts,1708.0
1953-01,British Columbia,Housing under construction,5281.0
1953-01,British Columbia,Housing completions,1697.0
1953-04,Canada,Housing starts,34816.0
1953-04,Canada,Housing under construction,62791.0
1953-04,Canada,Housing completions,21099.0
1953-04,Quebec,Housing starts,10005.0
1953-04,Quebec,Housing under construction,14568.0
1953-04,Quebec,Housing completions,7158.0
1953-04,Ontario,Housing starts,12701.0
1953-04,Ontario,Housing under construction,23353.0
1953-04,Ontario,Housing completions,7685.0
1953-04,British Columbia,Housing starts,2622.0
1953-04,British Columbia,Housing under construction,5944.0
1953-04,British Columbia,Housing completions,1921.0
1953-07,Canada,Housing starts,32925.0
1953-07,Canada,Housing under construction,73055.0
1953-07,Canada,Housing completions,22916.0
1953-07,Quebec,Housing starts,10419.0
1953-07,Quebec,Housing under construction,18048.0
1953-07,Quebec,Housing completions,6880.0
1953-07,Ontario,Housing starts,11752.0
1953-07,Ontario,Housing under construction,26808.0
1953-07,Ontario,Housing completions,8170.0
1953-07,British Columbia,Housing starts,2562.0
1953-07,British Columbia,Housing under construction,6247.0
1953-07,British Columbia,Housing completions,2256.0
1953-10,Canada,Housing starts,22738.0
1953-10,Canada,Housing under construction,59923.0
1953-10,Canada,Housing completions,34432.0
1953-10,Quebec,Housing starts,6385.0
1953-10,Quebec,Housing under construction,13418.0
1953-10,Quebec,Housing completions,10596.0
1953-10,Ontario,Housing starts,9136.0
1953-10,Ontario,Housing under construction,24134.0
1953-10,Ontario,Housing completions,11811.0
1953-10,British Columbia,Housing starts,1698.0
1953-10,British Columbia,Housing under construction,5851.0
1953-10,British Columbia,Housing completions,2070.0
1954-01,Canada,Housing starts,11722.0
1954-01,Canada,Housing under construction,51070.0
1954-01,Canada,Housing completions,20327.0
1954-01,Quebec,Housing starts,3051.0
1954-01,Quebec,Housing under construction,11731.0
1954-01,Quebec,Housing completions,4684.0
1954-01,Ontario,Housing starts,5496.0
1954-01,Ontario,Housing under construction,20837.0
1954-01,Ontario,Housing completions,8777.0
1954-01,British Columbia,Housing starts,1303.0
1954-01,British Columbia,Housing under construction,5504.0
1954-01,British Columbia,Housing completions,1713.0
1954-04,Canada,Housing starts,34676.0
1954-04,Canada,Housing under construction,64262.0
1954-04,Canada,Housing completions,21245.0
1954-04,Quebec,Housing starts,10179.0
1954-04,Quebec,Housing under construction,15417.0
1954-04,Quebec,Housing completions,6392.0
1954-04,Ontario,Housing starts,13728.0
1954-04,Ontario,Housing under construction,26249.0
1954-04,Ontario,Housing completions,8328.0
1954-04,British Columbia,Housing starts,2841.0
1954-04,British Columbia,Housing under construction,6311.0
1954-04,British Columbia,Housing completions,2016.0
1954-07,Canada,Housing starts,37929.0
1954-07,Canada,Housing under construction,75310.0
1954-07,Canada,Housing completions,24716.0
1954-07,Quebec,Housing starts,9584.0
1954-07,Quebec,Housing under construction,18285.0
1954-07,Quebec,Housing completions,6438.0
1954-07,Ontario,Housing starts,14978.0
1954-07,Ontario,Housing under construction,29656.0
1954-07,Ontario,Housing completions,9860.0
1954-07,British Columbia,Housing starts,2900.0
1954-07,British Columbia,Housing under construction,6825.0
1954-07,British Columbia,Housing completions,2481.0
1954-10,Canada,Housing starts,29200.0
1954-10,Canada,Housing under construction,68641.0
1954-10,Canada,Housing completions,35677.0
1954-10,Quebec,Housing starts,7144.0
1954-10,Quebec,Housing under construction,16629.0
1954-10,Quebec,Housing completions,8668.0
1954-10,Ontario,Housing starts,12180.0
1954-10,Ontario,Housing under construction,27941.0
1954-10,Ontario,Housing completions,14120.0
1954-10,British Columbia,Housing starts,2559.0
1954-10,British Columbia,Housing under construction,6423.0
1954-10,British Columbia,Housing completions,2948.0
1955-01,Canada,Housing starts,13407.0
1955-01,Canada,Housing starts,8879.0
1955-01,Canada,Housing starts,4528.0
1955-01,Canada,Housing starts,948.0
1955-01,Canada,Housing starts,61.0
1955-01,Canada,Housing starts,3519.0
1955-01,Canada,Housing under construction,58519.0
1955-01,Canada,Housing completions,24313.0
1955-01,Canada,Housing completions,16996.0
1955-01,Canada,Housing completions,7317.0
1955-01,Canada,Housing completions,1344.0
1955-01,Canada,Housing completions,308.0
1955-01,Canada,Housing completions,5665.0
1955-01,Quebec,Housing starts,3288.0
1955-01,Quebec,Housing starts,1057.0
1955-01,Quebec,Housing starts,2231.0
1955-01,Quebec,Housing starts,572.0
1955-01,Quebec,Housing starts,3.0
1955-01,Quebec,Housing starts,1656.0
1955-01,Quebec,Housing under construction,14221.0
1955-01,Quebec,Housing completions,5681.0
1955-01,Quebec,Housing completions,2636.0
1955-01,Quebec,Housing completions,3045.0
1955-01,Quebec,Housing completions,1006.0
1955-01,Quebec,Housing completions,14.0
1955-01,Quebec,Housing completions,2025.0
1955-01,Ontario,Housing starts,6184.0
1955-01,Ontario,Housing starts,4691.0
1955-01,Ontario,Housing starts,1493.0
1955-01,Ontario,Housing starts,220.0
1955-01,Ontario,Housing starts,6.0
1955-01,Ontario,Housing starts,1267.0
1955-01,Ontario,Housing under construction,22744.0
1955-01,Ontario,Housing completions,11387.0
1955-01,Ontario,Housing completions,8434.0
1955-01,Ontario,Housing completions,2953.0
1955-01,Ontario,Housing completions,128.0
1955-01,Ontario,Housing completions,175.0
1955-01,Ontario,Housing completions,2650.0
1955-01,British Columbia,Housing starts,2343.0
1955-01,British Columbia,Housing starts,1797.0
1955-01,British Columbia,Housing starts,546.0
1955-01,British Columbia,Housing starts,130.0
1955-01,British Columbia,Housing starts,0.0
1955-01,British Columbia,Housing starts,416.0
1955-01,British Columbia,Housing under construction,7853.0
1955-01,British Columbia,Housing completions,2137.0
1955-01,British Columbia,Housing completions,1630.0
1955-01,British Columbia,Housing completions,507.0
1955-01,British Columbia,Housing completions,106.0
1955-01,British Columbia,Housing completions,40.0
1955-01,British Columbia,Housing completions,361.0
1955-04,Canada,Housing starts,45299.0
1955-04,Canada,Housing starts,33852.0
1955-04,Canada,Housing starts,11447.0
1955-04,Canada,Housing starts,3244.0
1955-04,Canada,Housing starts,537.0
1955-04,Canada,Housing starts,7666.0
1955-04,Canada,Housing under construction,76016.0
1955-04,Canada,Housing completions,28292.0
1955-04,Canada,Housing completions,18717.0
1955-04,Canada,Housing completions,9198.0
1955-04,Canada,Housing completions,1520.0
1955-04,Canada,Housing completions,255.0
1955-04,Canada,Housing completions,7423.0
1955-04,Quebec,Housing starts,14070.0
1955-04,Quebec,Housing starts,6799.0
1955-04,Quebec,Housing starts,7271.0
1955-04,Quebec,Housing starts,2538.0
1955-04,Quebec,Housing starts,300.0
1955-04,Quebec,Housing starts,4433.0
1955-04,Quebec,Housing under construction,20353.0
1955-04,Quebec,Housing completions,8565.0
1955-04,Quebec,Housing completions,4094.0
1955-04,Quebec,Housing completions,4471.0
1955-04,Quebec,Housing completions,1080.0
1955-04,Quebec,Housing completions,3.0
1955-04,Quebec,Housing completions,3388.0
1955-04,Ontario,Housing starts,16303.0
1955-04,Ontario,Housing starts,14275.0
1955-04,Ontario,Housing starts,2028.0
1955-04,Ontario,Housing starts,332.0
1955-04,Ontario,Housing starts,145.0
1955-04,Ontario,Housing starts,1551.0
1955-04,Ontario,Housing under construction,27672.0
1955-04,Ontario,Housing completions,11358.0
1955-04,Ontario,Housing completions,7997.0
1955-04,Ontario,Housing completions,3100.0
1955-04,Ontario,Housing completions,248.0
1955-04,Ontario,Housing completions,114.0
1955-04,Ontario,Housing completions,2738.0
1955-04,British Columbia,Housing starts,5741.0
1955-04,British Columbia,Housing starts,4561.0
1955-04,British Columbia,Housing starts,1180.0
1955-04,British Columbia,Housing starts,230.0
1955-04,British Columbia,Housing starts,4.0
1955-04,British Columbia,Housing starts,946.0
1955-04,British Columbia,Housing under construction,10533.0
1955-04,British Columbia,Housing completions,3057.0
1955-04,British Columbia,Housing completions,2477.0
1955-04,British Columbia,Housing completions,580.0
1955-04,British Columbia,Housing completions,116.0
1955-04,British Columbia,Housing completions,6.0
1955-04,British Columbia,Housing completions,458.0
1955-07,Canada,Housing starts,47501.0
1955-07,Canada,Housing starts,33931.0
1955-07,Canada,Housing starts,13570.0
1955-07,Canada,Housing starts,4082.0
1955-07,Canada,Housing starts,881.0
1955-07,Canada,Housing starts,8607.0
1955-07,Canada,Housing under construction,91386.0
1955-07,Canada,Housing completions,31649.0
1955-07,Canada,Housing completions,23179.0
1955-07,Canada,Housing completions,8470.0
1955-07,Canada,Housing completions,1902.0
1955-07,Canada,Housing completions,333.0
1955-07,Canada,Housing completions,6235.0
1955-07,Quebec,Housing starts,13020.0
1955-07,Quebec,Housing starts,5728.0
1955-07,Quebec,Housing starts,7292.0
1955-07,Quebec,Housing starts,2312.0
1955-07,Quebec,Housing starts,455.0
1955-07,Quebec,Housing starts,4525.0
1955-07,Quebec,Housing under construction,23838.0
1955-07,Quebec,Housing completions,9418.0
1955-07,Quebec,Housing completions,4862.0
1955-07,Quebec,Housing completions,4556.0
1955-07,Quebec,Housing completions,1442.0
1955-07,Quebec,Housing completions,42.0
1955-07,Quebec,Housing completions,3072.0
1955-07,Ontario,Housing starts,18417.0
1955-07,Ontario,Housing starts,14576.0
1955-07,Ontario,Housing starts,3841.0
1955-07,Ontario,Housing starts,1474.0
1955-07,Ontario,Housing starts,155.0
1955-07,Ontario,Housing starts,2212.0
1955-07,Ontario,Housing under construction,34846.0
1955-07,Ontario,Housing completions,11219.0
1955-07,Ontario,Housing completions,8797.0
1955-07,Ontario,Housing completions,2422.0
1955-07,Ontario,Housing completions,214.0
1955-07,Ontario,Housing completions,69.0
1955-07,Ontario,Housing completions,2139.0
1955-07,British Columbia,Housing starts,4410.0
1955-07,British Columbia,Housing starts,3228.0
1955-07,British Columbia,Housing starts,1182.0
1955-07,British Columbia,Housing starts,168.0
1955-07,British Columbia,Housing starts,259.0
1955-07,British Columbia,Housing starts,755.0
1955-07,British Columbia,Housing under construction,11204.0
1955-07,British Columbia,Housing completions,3700.0
1955-07,British Columbia,Housing completions,3019.0
1955-07,British Columbia,Housing completions,681.0
1955-07,British Columbia,Housing completions,148.0
1955-07,British Columbia,Housing completions,222.0
1955-07,British Columbia,Housing completions,311.0
1955-10,Canada,Housing starts,32069.0
1955-10,Canada,Housing starts,22341.0
1955-10,Canada,Housing starts,9728.0
1955-10,Canada,Housing starts,2332.0
1955-10,Canada,Housing starts,430.0
1955-10,Canada,Housing starts,6966.0
1955-10,Canada,Housing under construction,79339.0
1955-10,Canada,Housing completions,43675.0
1955-10,Canada,Housing completions,31661.0
1955-10,Canada,Housing completions,12391.0
1955-10,Canada,Housing completions,3512.0
1955-10,Canada,Housing completions,651.0
1955-10,Canada,Housing completions,8228.0
1955-10,Quebec,Housing starts,9474.0
1955-10,Quebec,Housing starts,4221.0
1955-10,Quebec,Housing starts,5253.0
1955-10,Quebec,Housing starts,1316.0
1955-10,Quebec,Housing starts,274.0
1955-10,Quebec,Housing starts,3663.0
1955-10,Quebec,Housing under construction,21812.0
1955-10,Quebec,Housing completions,11202.0
1955-10,Quebec,Housing completions,5051.0
1955-10,Quebec,Housing completions,6151.0
1955-10,Quebec,Housing completions,1994.0
1955-10,Quebec,Housing completions,336.0
1955-10,Quebec,Housing completions,3821.0
1955-10,Ontario,Housing starts,12552.0
1955-10,Ontario,Housing starts,9715.0
1955-10,Ontario,Housing starts,2837.0
1955-10,Ontario,Housing starts,732.0
1955-10,Ontario,Housing starts,116.0
1955-10,Ontario,Housing starts,1989.0
1955-10,Ontario,Housing under construction,29794.0
1955-10,Ontario,Housing completions,17648.0
1955-10,Ontario,Housing completions,14118.0
1955-10,Ontario,Housing completions,3791.0
1955-10,Ontario,Housing completions,1152.0
1955-10,Ontario,Housing completions,195.0
1955-10,Ontario,Housing completions,2444.0
1955-10,British Columbia,Housing starts,3120.0
1955-10,British Columbia,Housing starts,2426.0
1955-10,British Columbia,Housing starts,694.0
1955-10,British Columbia,Housing starts,200.0
1955-10,British Columbia,Housing starts,8.0
1955-10,British Columbia,Housing starts,486.0
1955-10,British Columbia,Housing under construction,9143.0
1955-10,British Columbia,Housing completions,5140.0
1955-10,British Columbia,Housing completions,3929.0
1955-10,British Columbia,Housing completions,1211.0
1955-10,British Columbia,Housing completions,228.0
1955-10,British Columbia,Housing completions,0.0
1955-10,British Columbia,Housing completions,983.0
1956-01,Canada,Housing starts,14473.0
1956-01,Canada,Housing starts,8919.0
1956-01,Canada,Housing starts,5216.0
1956-01,Canada,Housing starts,1088.0
1956-01,Canada,Housing starts,292.0
1956-01,Canada,Housing starts,3836.0
1956-01,Canada,Housing under construction,66636.0
1956-01,Canada,Housing completions,25664.0
1956-01,Canada,Housing completions,17796.0
1956-01,Canada,Housing completions,7868.0
1956-01,Canada,Housing completions,2366.0
1956-01,Canada,Housing completions,365.0
1956-01,Canada,Housing completions,5137.0
1956-01,Quebec,Housing starts,4120.0
1956-01,Quebec,Housing starts,1403.0
1956-01,Quebec,Housing starts,2702.0
1956-01,Quebec,Housing starts,714.0
1956-01,Quebec,Housing starts,222.0
1956-01,Quebec,Housing starts,1766.0
1956-01,Quebec,Housing under construction,17538.0
1956-01,Quebec,Housing completions,7924.0
1956-01,Quebec,Housing completions,2893.0
1956-01,Quebec,Housing completions,5031.0
1956-01,Quebec,Housing completions,1524.0
1956-01,Quebec,Housing completions,240.0
1956-01,Quebec,Housing completions,3267.0
1956-01,Ontario,Housing starts,6233.0
1956-01,Ontario,Housing starts,4302.0
1956-01,Ontario,Housing starts,1835.0
1956-01,Ontario,Housing starts,198.0
1956-01,Ontario,Housing starts,70.0
1956-01,Ontario,Housing starts,1567.0
1956-01,Ontario,Housing under construction,24824.0
1956-01,Ontario,Housing completions,10542.0
1956-01,Ontario,Housing completions,8718.0
1956-01,Ontario,Housing completions,1824.0
1956-01,Ontario,Housing completions,652.0
1956-01,Ontario,Housing completions,85.0
1956-01,Ontario,Housing completions,1087.0
1956-01,British Columbia,Housing starts,2428.0
1956-01,British Columbia,Housing starts,1728.0
1956-01,British Columbia,Housing starts,476.0
1956-01,British Columbia,Housing starts,134.0
1956-01,British Columbia,Housing starts,0.0
1956-01,British Columbia,Housing starts,342.0
1956-01,British Columbia,Housing under construction,8823.0
1956-01,British Columbia,Housing completions,2665.0
1956-01,British Columbia,Housing completions,2131.0
1956-01,British Columbia,Housing completions,534.0
1956-01,British Columbia,Housing completions,106.0
1956-01,British Columbia,Housing completions,16.0
1956-01,British Columbia,Housing completions,412.0
1956-04,Canada,Housing starts,45727.0
1956-04,Canada,Housing starts,33346.0
1956-04,Canada,Housing starts,12164.0
1956-04,Canada,Housing starts,3538.0
1956-04,Canada,Housing starts,595.0
1956-04,Canada,Housing starts,8031.0
1956-04,Canada,Housing under construction,79868.0
1956-04,Canada,Housing completions,32348.0
1956-04,Canada,Housing completions,21914.0
1956-04,Canada,Housing completions,10434.0
1956-04,Canada,Housing completions,2852.0
1956-04,Canada,Housing completions,412.0
1956-04,Canada,Housing completions,7170.0
1956-04,Quebec,Housing starts,13482.0
1956-04,Quebec,Housing starts,6237.0
1956-04,Quebec,Housing starts,7120.0
1956-04,Quebec,Housing starts,2654.0
1956-04,Quebec,Housing starts,397.0
1956-04,Quebec,Housing starts,4069.0
1956-04,Quebec,Housing under construction,20631.0
1956-04,Quebec,Housing completions,10325.0
1956-04,Quebec,Housing completions,4506.0
1956-04,Quebec,Housing completions,5819.0
1956-04,Quebec,Housing completions,1878.0
1956-04,Quebec,Housing completions,323.0
1956-04,Quebec,Housing completions,3618.0
1956-04,Ontario,Housing starts,17299.0
1956-04,Ontario,Housing starts,14055.0
1956-04,Ontario,Housing starts,3117.0
1956-04,Ontario,Housing starts,554.0
1956-04,Ontario,Housing starts,20.0
1956-04,Ontario,Housing starts,2543.0
1956-04,Ontario,Housing under construction,29435.0
1956-04,Ontario,Housing completions,12553.0
1956-04,Ontario,Housing completions,9436.0
1956-04,Ontario,Housing completions,3117.0
1956-04,Ontario,Housing completions,634.0
1956-04,Ontario,Housing completions,80.0
1956-04,Ontario,Housing completions,2403.0
1956-04,British Columbia,Housing starts,4981.0
1956-04,British Columbia,Housing starts,4076.0
1956-04,British Columbia,Housing starts,1062.0
1956-04,British Columbia,Housing starts,174.0
1956-04,British Columbia,Housing starts,16.0
1956-04,British Columbia,Housing starts,872.0
1956-04,British Columbia,Housing under construction,10294.0
1956-04,British Columbia,Housing completions,3593.0
1956-04,British Columbia,Housing completions,2786.0
1956-04,British Columbia,Housing completions,807.0
1956-04,British Columbia,Housing completions,212.0
1956-04,British Columbia,Housing completions,9.0
1956-04,British Columbia,Housing completions,586.0
1956-07,Canada,Housing starts,43237.0
1956-07,Canada,Housing starts,28993.0
1956-07,Canada,Housing starts,11403.0
1956-07,Canada,Housing starts,2986.0
1956-07,Canada,Housing starts,919.0
1956-07,Canada,Housing starts,7498.0
1956-07,Canada,Housing under construction,90374.0
1956-07,Canada,Housing completions,32608.0
1956-07,Canada,Housing completions,23560.0
1956-07,Canada,Housing completions,9048.0
1956-07,Canada,Housing completions,3012.0
1956-07,Canada,Housing completions,609.0
1956-07,Canada,Housing completions,5427.0
1956-07,Quebec,Housing starts,11429.0
1956-07,Quebec,Housing starts,4876.0
1956-07,Quebec,Housing starts,5387.0
